                                                                           
      45      45     120      45      45     120       8       2
     0       12.97674930      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
    1.000000000000000         0.000000000000000         0.000000000000000     
  -0.5000000000000001        0.8660253385757978         0.000000000000000     
    0.000000000000000         0.000000000000000         2.621231979030144     
      511.8625291187        4.0000000000       30.0000000000    11
   1   Cr   14.00
   2   I     7.00
   1      -0.000000000    0.577350226    0.000990244    1
   2       0.500000001    0.288675113    2.620241746    1
   3      -0.149504990    0.864988982    2.393462868    2
   4      -0.174350015    0.304055739    2.393462868    2
   5       0.323854982    0.563005957    2.393462868    2
   6       0.649504999    0.001036340    0.227769033    2
   7       0.674349994    0.561969600    0.227769033    2
   8       0.176145003    0.303019407    0.227769033    2
  9.382142262E-03  8.748754724E-03  6.965837717E-03  3.738773972E-03 -1.132358246E-03
 -7.821124177E-03 -1.699285356E-02 -2.922486370E-02 -4.504522160E-02 -6.470313623E-02
 -8.815195934E-02 -1.147831798E-01 -1.443906401E-01 -1.745335503E-01 -2.016124736E-01
 -2.225930730E-01 -2.353647990E-01 -2.396708394E-01 -2.357507299E-01 -2.271195403E-01
 -2.177803996E-01 -2.107391907E-01 -2.071882376E-01 -2.071883551E-01 -2.107395437E-01
 -2.177809824E-01 -2.271203337E-01 -2.357517034E-01 -2.396719472E-01 -2.353659891E-01
 -2.225942901E-01 -2.016136616E-01 -1.745346625E-01 -1.443916407E-01 -1.147840479E-01
 -8.815269266E-02 -6.470374261E-02 -4.504570893E-02 -2.922524508E-02 -1.699314449E-02
 -7.821338601E-03 -1.132511517E-03  3.738667986E-03  6.965773674E-03  8.748724938E-03
  8.748744766E-03  8.748759889E-03  7.724811605E-03  5.368150612E-03  9.844038017E-04
 -4.696809527E-03 -1.269438291E-02 -2.339953682E-02 -3.719291532E-02 -5.458435135E-02
 -7.563064793E-02 -1.002185123E-01 -1.279508186E-01 -1.575847547E-01 -1.861502660E-01
 -2.106293621E-01 -2.277701277E-01 -2.366973137E-01 -2.377092324E-01 -2.327631010E-01
 -2.254199199E-01 -2.185093173E-01 -2.140924433E-01 -2.126967257E-01 -2.142268266E-01
 -2.187236604E-01 -2.257777071E-01 -2.332792347E-01 -2.383285137E-01 -2.373822472E-01
 -2.284592734E-01 -2.113136135E-01 -1.867572537E-01 -1.580385395E-01 -1.282973132E-01
 -1.004285149E-01 -7.577278562E-02 -5.464341998E-02 -3.722839321E-02 -2.340711022E-02
 -1.269280847E-02 -4.710187433E-03  9.886148604E-04  5.355525433E-03  7.724766430E-03
  6.965819025E-03  7.724802481E-03  6.965845315E-03  5.355607753E-03  1.632991784E-03
 -3.531852020E-03 -1.000028532E-02 -1.909056459E-02 -3.087489450E-02 -4.592007556E-02
 -6.426835159E-02 -8.627561647E-02 -1.111033129E-01 -1.386204700E-01 -1.669229845E-01
 -1.931600927E-01 -2.143421226E-01 -2.290510618E-01 -2.370666736E-01 -2.389774063E-01
 -2.371304891E-01 -2.342520144E-01 -2.319765281E-01 -2.311110868E-01 -2.312136810E-01
 -2.322920703E-01 -2.348161952E-01 -2.379357192E-01 -2.400065288E-01 -2.382704353E-01
 -2.303607826E-01 -2.155965899E-01 -1.943006137E-01 -1.678544212E-01 -1.393450604E-01
 -1.116083939E-01 -8.660761636E-02 -6.450554545E-02 -4.604859572E-02 -3.095906847E-02
 -1.911452592E-02 -1.000163624E-02 -3.513706925E-03  1.632899599E-03  5.368096166E-03
  3.738747120E-03  5.355589635E-03  5.368141728E-03  3.738776169E-03  9.887339568E-04
 -3.513578285E-03 -9.338782204E-03 -1.686116082E-02 -2.659365353E-02 -3.946398618E-02
 -5.483748302E-02 -7.380990537E-02 -9.568037886E-02 -1.200707592E-01 -1.467740756E-01
 -1.731646460E-01 -1.972546088E-01 -2.174628949E-01 -2.333905768E-01 -2.450147134E-01
 -2.529572328E-01 -2.587295009E-01 -2.635341324E-01 -2.666850229E-01 -2.680351957E-01
 -2.669190192E-01 -2.640792980E-01 -2.595733756E-01 -2.541191727E-01 -2.464440056E-01
 -2.349666078E-01 -2.191102970E-01 -1.987921642E-01 -1.745173177E-01 -1.478484053E-01
 -1.208626162E-01 -9.622448537E-02 -7.416336339E-02 -5.503749845E-02 -3.956438694E-02
 -2.664162090E-02 -1.687697533E-02 -9.338919664E-03 -3.531952782E-03  9.843401864E-04
 -1.132392533E-03  9.887143046E-04  1.632973773E-03  9.843879678E-04 -1.132366926E-03
 -4.710032084E-03 -1.000147142E-02 -1.687680155E-02 -2.517580802E-02 -3.583588612E-02
 -4.894136565E-02 -6.452575948E-02 -8.306776755E-02 -1.043329126E-01 -1.282111148E-01
 -1.534328982E-01 -1.795709177E-01 -2.050523647E-01 -2.289329336E-01 -2.515887882E-01
 -2.730319661E-01 -2.921078521E-01 -3.091615210E-01 -3.223205295E-01 -3.293064522E-01
 -3.294567027E-01 -3.227620212E-01 -3.099095056E-01 -2.931754324E-01 -2.744556167E-01
 -2.532082335E-01 -2.306366624E-01 -2.067458125E-01 -1.811062951E-01 -1.547402098E-01
 -1.291832791E-01 -1.050206978E-01 -8.351820462E-02 -6.476654550E-02 -4.906940973E-02
 -3.587537996E-02 -2.517598987E-02 -1.686130669E-02 -1.000039429E-02 -4.696880914E-03
 -7.821165063E-03 -4.710043547E-03 -3.513597099E-03 -3.531878473E-03 -4.696841946E-03
 -7.821157950E-03 -1.269261760E-02 -1.911432569E-02 -2.664141279E-02 -3.587516437E-02
 -4.672875282E-02 -5.996831737E-02 -7.521252098E-02 -9.331152082E-02 -1.140030651E-01
 -1.372982839E-01 -1.639315956E-01 -1.933461843E-01 -2.256754312E-01 -2.605939336E-01
 -2.974174094E-01 -3.350878939E-01 -3.713804426E-01 -4.033446373E-01 -4.253182705E-01
 -4.332251287E-01 -4.256378571E-01 -4.039349497E-01 -3.722786064E-01 -3.362307547E-01
 -2.987911632E-01 -2.621322622E-01 -2.272693994E-01 -1.948552429E-01 -1.652194365E-01
 -1.383013911E-01 -1.146966817E-01 -9.376179331E-02 -7.544391375E-02 -6.006445786E-02
 -4.672897509E-02 -3.583607549E-02 -2.659380641E-02 -1.909068051E-02 -1.269446141E-02
 -1.699290035E-02 -1.269260371E-02 -1.000147747E-02 -9.338810643E-03 -1.000033450E-02
 -1.269444971E-02 -1.699292999E-02 -2.340688670E-02 -3.095883622E-02 -3.956414736E-02
 -4.906916338E-02 -6.006420594E-02 -7.256398612E-02 -8.748060824E-02 -1.052882004E-01
 -1.263087341E-01 -1.526707957E-01 -1.846057165E-01 -2.242153306E-01 -2.714922146E-01
 -3.257443973E-01 -3.873146280E-01 -4.531366336E-01 -5.161485709E-01 -5.671412809E-01
 -5.962261474E-01 -5.964082952E-01 -5.676133959E-01 -5.168993014E-01 -4.541246989E-01
 -3.883911461E-01 -3.269663421E-01 -2.728161643E-01 -2.255221080E-01 -1.857623042E-01
 -1.535569325E-01 -1.269416291E-01 -1.056721495E-01 -8.763622505E-02 -7.256424164E-02
 -5.996854450E-02 -4.894156044E-02 -3.946414571E-02 -3.087501699E-02 -2.339962204E-02
 -2.922491601E-02 -2.340682944E-02 -1.911430229E-02 -1.687681559E-02 -1.686121543E-02
 -1.909065387E-02 -2.339965453E-02 -2.922499972E-02 -3.722814024E-02 -4.604833493E-02
 -5.503723135E-02 -6.476627275E-02 -7.544363695E-02 -8.763594610E-02 -1.023599027E-01
 -1.207576171E-01 -1.458001203E-01 -1.793623683E-01 -2.248966391E-01 -2.832693444E-01
 -3.567346435E-01 -4.471156146E-01 -5.515408894E-01 -6.629040274E-01 -7.660108120E-01
 -8.408527124E-01 -8.685849536E-01 -8.412875487E-01 -7.667565539E-01 -6.638095882E-01
 -5.525031120E-01 -4.480999343E-01 -3.577845306E-01 -2.842561104E-01 -2.257698743E-01
 -1.800555220E-01 -1.462737604E-01 -1.210006184E-01 -1.023601816E-01 -8.748086547E-02
 -7.521275201E-02 -6.452595945E-02 -5.483764813E-02 -4.592020396E-02 -3.719300633E-02
 -4.504527827E-02 -3.722802119E-02 -3.095876634E-02 -2.664139658E-02 -2.517585044E-02
 -2.659375287E-02 -3.087504273E-02 -3.719310369E-02 -4.504543703E-02 -5.464314141E-02
 -6.450526085E-02 -7.416307379E-02 -8.351791070E-02 -9.376149695E-02 -1.056718525E-01
 -1.210003235E-01 -1.435780383E-01 -1.768994384E-01 -2.260260435E-01 -2.934577726E-01
 -3.848387165E-01 -5.063009852E-01 -6.590801340E-01 -8.394719046E-01 -1.027524544E+00
 -1.189415113E+00 -1.285020628E+00 -1.285354931E+00 -1.190334371E+00 -1.028616362E+00
 -8.404567628E-01 -6.599632727E-01 -5.071354487E-01 -3.855843992E-01 -2.940680185E-01
 -2.264867787E-01 -1.771454923E-01 -1.435783268E-01 -1.207578919E-01 -1.052884566E-01
 -9.331175273E-02 -8.306797030E-02 -7.381007431E-02 -6.426848432E-02 -5.458444628E-02
 -6.470319670E-02 -5.464294064E-02 -4.604819820E-02 -3.956408298E-02 -3.587517755E-02
 -3.583597577E-02 -3.946414934E-02 -4.592030327E-02 -5.458463030E-02 -6.470345018E-02
