# Generated by LORRAX 0.1.0 at 2026-05-06 06:28:00 UTC
  0.000000000  0.000000000  0.000000000      80
       1       1  -76.713494963-49567486.287175581
       1       2  -76.713494963-49567486.287175581
       1       3  -76.713258500-50434101.089935832
       1       4  -76.713258500-50434101.089935832
       1       5  -48.767227590-119314200.966223568
       1       6  -48.767227590-119314200.966223568
       1       7  -48.765685424-119663035.693992093
       1       8  -48.765685424-119663035.693992078
       1       9  -47.746201779-27855698.490801156
       1      10  -47.746201779-27855698.490801156
       1      11  -47.742995570-27904926.470484558
       1      12  -47.742995570-27904926.470484562
       1      13  -47.732633440-66278081.581333220
       1      14  -47.732633440-66278081.581333220
       1      15  -47.732323940-67169617.299977392
       1      16  -47.732323940-67169617.299977407
       1      17  -18.441032992-296421.016616958
       1      18  -18.441032992-296421.016616959
       1      19  -17.723185802-359843.142648305
       1      20  -17.723185802-359843.142648304
       1      21  -17.416388334-464255.959100265
       1      22  -17.416388334-464255.959100266
       1      23  -17.414301695-184026.018593723
       1      24  -17.414301695-184026.018593724
       1      25  -17.324826849-328712.960525447
       1      26  -17.324826849-328712.960525446
       1      27  -17.324148498-193689.081134890
       1      28  -17.324148498-193689.081134890
       1      29   -9.959461362-1559729.067504764
       1      30   -9.959461362-1559729.067504759
       1      31   -9.543839454-2211286.018925813
       1      32   -9.543839454-2211286.018925821
       1      33   -9.213821404-1025692.477683593
       1      34   -9.213821404-1025692.477683588
       1      35   -9.153301741-1667468.809503426
       1      36   -9.153301741-1667468.809503423
       1      37   -8.995140028-1767847.941875234
       1      38   -8.995140028-1767847.941875242
       1      39   -8.630804531-6348328.657517411
       1      40   -8.630804531-6348328.657517414
       1      41   -8.597008564-3022250.397994906
       1      42   -8.597008564-3022250.397994903
       1      43   -8.099844844-1414538.961279079
       1      44   -8.099844844-1414538.961279079
       1      45   -7.813525603-15608088.251882073
       1      46   -7.813525603-15608088.251882069
       1      47   -7.750285375-12844806.438438924
       1      48   -7.750285375-12844806.438438924
       1      49   -7.703121646-7589489.412876363
       1      50   -7.703121646-7589489.412876366
       1      51   -7.488484379-10412004.411823232
       1      52   -7.488484379-10412004.411823243
       1      53   -7.245902686-4279566.672913885
       1      54   -7.245902686-4279566.672913885
       1      55   -7.031358492-849657.186337019
       1      56   -7.031358492-849657.186337016
       1      57   -6.543162825-1256279.800268283
       1      58   -6.543162825-1256279.800268281
       1      59   -6.360176390-6650960.008893084
       1      60   -6.360176390-6650960.008893085
       1      61   -5.931335490-754827.297907484
       1      62   -5.931335490-754827.297907483
       1      63   -5.463141670-5492739.497744633
       1      64   -5.463141670-5492739.497744615
       1      65   -5.105371168-67686008.920100406
       1      66   -5.105371168-67686008.920100406
       1      67   -5.026027199-31262866.425268456
       1      68   -5.026027199-31262866.425268453
       1      69   -5.021121782-75176114.248553544
       1      70   -5.021121782-75176114.248553544
       1      71   -4.914710754-29163300.632139824
       1      72   -4.914710754-29163300.632139828
       1      73   -4.762397666-35403395.109724790
       1      74   -4.762397666-35403395.109724797
       1      75   -4.734145417-24320112.529972237
       1      76   -4.734145417-24320112.529972222
       1      77   -3.703046752-35774027.875403591
       1      78   -3.703046752-35774027.875403553
       1      79   -3.657549999-58934550.260290548
       1      80   -3.657549999-58934550.260290541
  0.000000000  0.166666667  0.000000000      80
       1       1  -76.713480281-49511585.504332483
       1       2  -76.713480281-49511585.504332483
       1       3  -76.713272458-50498994.435634293
       1       4  -76.713272458-50498994.435634293
       1       5  -48.767136659-119651406.267352611
       1       6  -48.767136658-119651406.267352626
       1       7  -48.765775974-120039693.623805538
       1       8  -48.765775974-120039693.623805553
       1       9  -47.746022793-27814119.431376863
       1      10  -47.746022786-27814119.431378316
       1      11  -47.743197860-27828560.447185297
       1      12  -47.743197850-27828560.447187711
       1      13  -47.732601991-65994521.837722994
       1      14  -47.732601981-65994521.837725401
       1      15  -47.732331644-67049662.721852928
       1      16  -47.732331636-67049662.721854374
       1      17  -18.383437766-304199.929506827
       1      18  -18.383437750-304199.929510505
       1      19  -17.690066404-354894.133242507
       1      20  -17.690066393-354894.133239042
       1      21  -17.493932448-335924.916023914
       1      22  -17.493932368-335924.916031516
       1      23  -17.446852608-266866.849584146
       1      24  -17.446852504-266866.849585928
       1      25  -17.331117982-384588.996256165
       1      26  -17.331117606-384588.996318108
       1      27  -17.329998123-181166.973664946
       1      28  -17.329997775-181166.973722826
       1      29   -9.965484082-1520761.867291794
       1      30   -9.965483316-1520761.867326748
       1      31   -9.533155511-2093403.219648113
       1      32   -9.533155179-2093403.219653864
       1      33   -9.192112464-1224628.329444691
       1      34   -9.192105425-1224628.329600678
       1      35   -9.171387465-1314135.189665178
       1      36   -9.171377599-1314135.190164238
       1      37   -9.044179379-2084194.956389380
       1      38   -9.044175659-2084194.956605904
       1      39   -8.632150662-3102897.879510910
       1      40   -8.632144403-3102897.879303415
       1      41   -8.292068422-7823901.056745742
       1      42   -8.292060872-7823901.056597923
       1      43   -8.037413391-6561341.115097415
       1      44   -8.037412642-6561341.115136922
       1      45   -7.830330529-9857628.700263623
       1      46   -7.830327658-9857628.701065401
       1      47   -7.740618927-10979648.606887016
       1      48   -7.740617323-10979648.607233584
       1      49   -7.644696105-10425578.569760976
       1      50   -7.644691543-10425578.570379708
       1      51   -7.428710106-7594830.517585246
       1      52   -7.428706998-7594830.517848368
       1      53   -7.231350304-2897140.594292612
       1      54   -7.231347359-2897140.594460737
       1      55   -7.010613687-4483074.888923494
       1      56   -7.010611746-4483074.889109165
       1      57   -6.613644353-2839903.804079939
       1      58   -6.613642758-2839903.804261133
       1      59   -6.444021756-6284073.072511921
       1      60   -6.444020427-6284073.072419967
       1      61   -6.133928360-2404299.843171458
       1      62   -6.133922823-2404299.843104674
       1      63   -5.767397585-8850689.109731106
       1      64   -5.767396767-8850689.109660203
       1      65   -5.108432226-56805252.259070605
       1      66   -5.108431836-56805252.259049796
       1      67   -4.977049776-58990998.980036318
       1      68   -4.977049185-58990998.980076864
       1      69   -4.942930490-41375941.122716784
       1      70   -4.942930074-41375941.122615747
       1      71   -4.835240467-38798273.489234336
       1      72   -4.835238795-38798273.489212438
       1      73   -4.771928601-22020969.959528424
       1      74   -4.771927621-22020969.959301803
       1      75   -4.718330688-32798956.640145883
       1      76   -4.718329718-32798956.640122660
       1      77   -3.710625154-40827581.918695994
       1      78   -3.710624833-40827581.918728486
       1      79   -3.639617266-52940458.199033059
       1      80   -3.639617021-52940458.199077457
  0.000000000  0.333333333  0.000000000      80
       1       1  -76.713446623-48627982.491504446
       1       2  -76.713446623-48627982.491504446
       1       3  -76.713308226-50090630.674391598
       1       4  -76.713308226-50090630.674391598
       1       5  -48.766901820-119316213.610911414
       1       6  -48.766901820-119316213.610911429
       1       7  -48.766012391-119881472.900231138
       1       8  -48.766012390-119881472.900231153
       1       9  -47.745556142-27822202.778818395
       1      10  -47.745556130-27822202.778820775
       1      11  -47.743711038-27683122.950795200
       1      12  -47.743711025-27683122.950798500
       1      13  -47.732531967-64307923.661547109
       1      14  -47.732531952-64307923.661550276
       1      15  -47.732356883-66046235.412676431
       1      16  -47.732356870-66046235.412678681
       1      17  -18.225460356-327814.524296043
       1      18  -18.225460328-327814.524302885
       1      19  -17.686108268-291657.536530547
       1      20  -17.686108223-291657.536539490
       1      21  -17.601692739-313431.436372327
       1      22  -17.601692729-313431.436365262
       1      23  -17.495744692-275373.204422392
       1      24  -17.495744633-275373.204422694
       1      25  -17.377719493-286675.564134623
       1      26  -17.377719459-286675.564136681
       1      27  -17.352210940-333911.174529529
       1      28  -17.352210876-333911.174529002
       1      29   -9.967870419-1327124.578391371
       1      30   -9.967869847-1327124.578409311
       1      31   -9.463046825-2163556.357710280
       1      32   -9.463045782-2163556.357735971
       1      33   -9.257051836-1135218.130354401
       1      34   -9.257050557-1135218.130310429
       1      35   -9.091124562-1095042.513981312
       1      36   -9.091115643-1095042.514035370
       1      37   -8.950733982-2053937.524069398
       1      38   -8.950727766-2053937.523928631
       1      39   -8.414130467-3173705.835533670
       1      40   -8.414129607-3173705.835211966
       1      41   -8.264572645-6203206.788939983
       1      42   -8.264569285-6203206.788961132
       1      43   -7.950099882-9953890.372662786
       1      44   -7.950096582-9953890.371917486
       1      45   -7.889015341-15071288.969559642
       1      46   -7.889011219-15071288.970639078
       1      47   -7.649997624-10467008.599110503
       1      48   -7.649994412-10467008.599590125
       1      49   -7.528402227-3676699.704694084
       1      50   -7.528399643-3676699.705543765
       1      51   -7.409615583-7682328.359004406
       1      52   -7.409611960-7682328.359578928
       1      53   -7.131177029-5763127.997474665
       1      54   -7.131168873-5763127.997611464
       1      55   -7.011519215-7148182.409389622
       1      56   -7.011509858-7148182.410204186
       1      57   -6.796259114-6487734.610399782
       1      58   -6.796257746-6487734.610643020
       1      59   -6.604516312-5444831.479577733
       1      60   -6.604515074-5444831.479533575
       1      61   -6.325285554-1453254.514954634
       1      62   -6.325280833-1453254.515105634
       1      63   -5.965218058-2975847.440568820
       1      64   -5.965216935-2975847.440596522
       1      65   -5.156806775-45107062.799206443
       1      66   -5.156806538-45107062.799168080
       1      67   -5.001445068-43218594.273322046
       1      68   -5.001444652-43218594.273224898
       1      69   -4.923178959-46279036.698642083
       1      70   -4.923178685-46279036.698604815
       1      71   -4.809260532-35947981.056138769
       1      72   -4.809260166-35947981.056029074
       1      73   -4.755527699-40391366.082613736
       1      74   -4.755525957-40391366.082450099
       1      75   -4.654949364-29748226.519371804
       1      76   -4.654948702-29748226.519389998
       1      77   -3.714212673-47428523.061705522
       1      78   -3.714212153-47428523.061711013
       1      79   -3.608637447-38455954.756802514
       1      80   -3.608636813-38455954.756381944
  0.000000000 -0.500000000  0.000000000      80
       1       1  -76.713412828-48169171.104254790
       1       2  -76.713412828-48169171.104254790
       1       3  -76.713333266-50723111.707022570
       1       4  -76.713333266-50723111.707022570
       1       5  -48.766711086-119650461.103382230
       1       6  -48.766711086-119650461.103382230
       1       7  -48.766197304-120610664.992421970
       1       8  -48.766197304-120610664.992421955
       1       9  -47.745175838-27861752.269316018
       1      10  -47.745175838-27861752.269316021
       1      11  -47.744110900-27527801.568509795
       1      12  -47.744110900-27527801.568509795
       1      13  -47.732485131-63122883.606103815
       1      14  -47.732485131-63122883.606103815
       1      15  -47.732378529-66056748.016548939
       1      16  -47.732378529-66056748.016548932
       1      17  -18.069573375-407321.123069915
       1      18  -18.069573375-407321.123069917
       1      19  -17.857624753-193687.396464019
       1      20  -17.857624753-193687.396464018
       1      21  -17.516726321-279582.708882298
       1      22  -17.516726321-279582.708882298
       1      23  -17.513262386-273533.546310400
       1      24  -17.513262386-273533.546310399
       1      25  -17.449875881-332683.715869126
       1      26  -17.449875881-332683.715869126
       1      27  -17.363851381-348117.551723305
       1      28  -17.363851381-348117.551723306
       1      29   -9.981747325-1254645.922159600
       1      30   -9.981747325-1254645.922159598
       1      31   -9.380381424-2160301.577059890
       1      32   -9.380381424-2160301.577059867
       1      33   -9.286710949-1126591.632297410
       1      34   -9.286710949-1126591.632297403
       1      35   -8.897792846-1151896.479887678
       1      36   -8.897792846-1151896.479887684
       1      37   -8.885969557-1587790.955536639
       1      38   -8.885969557-1587790.955536635
       1      39   -8.479578107-3575836.566020072
       1      40   -8.479578107-3575836.566020086
       1      41   -8.262968053-7252608.853661565
       1      42   -8.262968053-7252608.853661569
       1      43   -8.040329174-5445962.993517671
       1      44   -8.040329174-5445962.993517681
       1      45   -7.802062700-11795247.538660269
       1      46   -7.802062700-11795247.538660275
       1      47   -7.796038317-10146234.215500370
       1      48   -7.796038317-10146234.215500377
       1      49   -7.454372290-16095021.839575030
       1      50   -7.454372290-16095021.839575045
       1      51   -7.428460295-3838013.311913017
       1      52   -7.428460295-3838013.311913026
       1      53   -7.224022088-14976925.524297452
       1      54   -7.224022088-14976925.524297455
       1      55   -6.860681885-2569630.568705506
       1      56   -6.860681885-2569630.568705511
       1      57   -6.781365143-3460129.695790815
       1      58   -6.781365143-3460129.695790822
       1      59   -6.593824965-3090433.707012975
       1      60   -6.593824965-3090433.707012978
       1      61   -6.383133372-1657137.230091219
       1      62   -6.383133372-1657137.230091218
       1      63   -5.973024056-1174341.657809696
       1      64   -5.973024056-1174341.657809703
       1      65   -5.207406980-41615273.197089955
       1      66   -5.207406980-41615273.197089955
       1      67   -5.063422342-38473831.378099918
       1      68   -5.063422342-38473831.378099926
       1      69   -4.941080287-41995953.895208232
       1      70   -4.941080287-41995953.895208262
       1      71   -4.805106139-40527203.507669590
       1      72   -4.805106139-40527203.507669605
       1      73   -4.736063446-45310619.036872856
       1      74   -4.736063446-45310619.036872856
       1      75   -4.636011529-29876818.873232666
       1      76   -4.636011529-29876818.873232659
       1      77   -3.694097167-47385982.758216396
       1      78   -3.694097167-47385982.758216403
       1      79   -3.608933547-46138918.283263505
       1      80   -3.608933547-46138918.283263505
  0.166666667  0.166666667  0.000000000      80
       1       1  -76.713455082-47235579.424697965
       1       2  -76.713455082-47235579.424697965
       1       3  -76.713295817-48469141.118522130
       1       4  -76.713295817-48469141.118522130
       1       5  -48.766969452-118741029.187233105
       1       6  -48.766969451-118741029.187233135
       1       7  -48.765942117-119236140.352607325
       1       8  -48.765942116-119236140.352607355
       1       9  -47.745693257-27450220.749615774
       1      10  -47.745693227-27450220.749621678
       1      11  -47.743561127-27001415.174355518
       1      12  -47.743561085-27001415.174366914
       1      13  -47.732551693-63021952.013018630
       1      14  -47.732551329-63021952.013100579
       1      15  -47.732347642-64986548.267609894
       1      16  -47.732347290-64986548.267686345
       1      17  -18.274945544-327678.196131931
       1      18  -18.274945519-327678.196138124
       1      19  -17.630490375-384986.989949343
       1      20  -17.630490357-384986.989944161
       1      21  -17.607227509-227617.478857038
       1      22  -17.607227470-227617.478870522
       1      23  -17.510498598-294784.118015558
       1      24  -17.510498589-294784.118008967
       1      25  -17.357727777-390830.426603275
       1      26  -17.357727769-390830.426614456
       1      27  -17.342367308-156719.704010046
       1      28  -17.342367279-156719.704000856
       1      29   -9.923096722-1860508.780161711
       1      30   -9.923095600-1860508.780217851
       1      31   -9.527499274-1803680.654463297
       1      32   -9.527498773-1803680.654445287
       1      33   -9.222869954-786280.981863825
       1      34   -9.222868811-786280.981823754
       1      35   -9.152157822-1264440.666418087
       1      36   -9.152156441-1264440.666512755
       1      37   -9.010819347-2190341.085986698
       1      38   -9.010813357-2190341.086011441
       1      39   -8.450894880-3350771.660288324
       1      40   -8.450892193-3350771.660177456
       1      41   -8.211927718-9523715.507133225
       1      42   -8.211926083-9523715.507404584
       1      43   -8.011066181-12231613.913282918
       1      44   -8.011060867-12231613.913038600
       1      45   -7.847222372-9403538.813135037
       1      46   -7.847220788-9403538.813290507
       1      47   -7.723342629-6361182.813366617
       1      48   -7.723341871-6361182.813287477
       1      49   -7.473798627-6469147.279738563
