# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 636

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.43          0.00 B        0          0.00 B
    2.69          0.00 B        0          0.00 B
    2.94          0.00 B        0          0.00 B
    3.19          0.00 B        0          0.00 B
    3.44          0.00 B        3        192.00 B
    3.69          0.00 B        3        192.00 B
    3.94          0.00 B        3        192.00 B
    4.19          0.00 B        1         32.00 B
    4.44          0.00 B        2         24.00 B
    4.69          0.00 B        2         24.00 B
    5.02          0.00 B        0          0.00 B
    5.27          0.00 B        3         40.00 B
    5.52          0.00 B        4       56.25 MiB
    5.77          0.00 B        7       56.25 MiB
    6.02          0.00 B       15       61.31 MiB
    6.27          0.00 B       17       61.58 MiB
    6.52          0.00 B       14       65.55 MiB
    6.77          0.00 B       14       75.36 MiB
    7.02          0.00 B       12       79.40 MiB
    7.27          0.00 B       12       79.40 MiB
    7.52          0.00 B       16       96.27 MiB
    7.77          0.00 B       10       56.52 MiB
    8.03          0.00 B       21       56.52 MiB
    8.28          0.00 B       25       56.52 MiB
    8.53          0.00 B       26       56.52 MiB
    8.78          0.00 B       22       56.52 MiB
    9.03          0.00 B       22       56.52 MiB
    9.28          0.00 B       21       56.52 MiB
    9.53          0.00 B       47       56.52 MiB
    9.78          0.00 B       47       84.65 MiB
   10.03          0.00 B       52        1.92 GiB
   10.28          0.00 B       56        1.92 GiB
   10.53          0.00 B       56        1.92 GiB
   10.78          0.00 B       51      225.27 MiB
   11.03          0.00 B       51      225.27 MiB
   11.28          0.00 B       51      225.27 MiB
   11.53          0.00 B       51      225.27 MiB
   11.78          0.00 B       51      225.27 MiB
   12.04          0.00 B       51      225.27 MiB
   12.29          0.00 B       56      230.07 MiB
   12.54          0.00 B       58      230.34 MiB
   12.79          0.00 B       55      234.31 MiB
   13.04          0.00 B       53      226.86 MiB
   13.29          0.00 B       57      226.86 MiB
   13.54          0.00 B       59      228.44 MiB
   13.79          0.00 B       59      228.44 MiB
   14.04          0.00 B       59      228.44 MiB
   14.29          0.00 B       59      228.44 MiB
   14.54          0.00 B       59      228.44 MiB
   14.79          0.00 B       60      228.44 MiB
   15.04          0.00 B       60      228.44 MiB
   15.30          0.00 B       60      228.44 MiB
   15.55          0.00 B       57        1.26 GiB
   15.80          0.00 B       63        1.26 GiB
   16.05          0.00 B       64        1.26 GiB
   16.30          0.00 B       64        1.26 GiB
   16.55          0.00 B       64        1.26 GiB
   16.80          0.00 B       67        2.30 GiB
   17.05          0.00 B       67        2.30 GiB
   17.30          0.00 B       67        2.30 GiB
   17.55          0.00 B       67        2.30 GiB
   17.80          0.00 B       67        2.30 GiB
   18.06          0.00 B       69        3.35 GiB
   18.32          0.00 B       69        3.35 GiB
   18.57          0.00 B       69        3.35 GiB
   18.82          0.00 B       69        3.35 GiB
   19.07          0.00 B       69        3.35 GiB
   19.32          0.00 B       69        3.35 GiB
   19.57          0.00 B       70        3.35 GiB
   19.82          0.00 B       67        2.30 GiB
   20.07          0.00 B       64        3.97 GiB
   20.32          0.00 B       65        3.14 GiB
   20.57          0.00 B       65        3.14 GiB
   20.82          0.00 B       65        3.14 GiB
   21.07          0.00 B       65        3.14 GiB
   21.32          0.00 B       65        3.14 GiB
   21.57          0.00 B       65        3.14 GiB
   21.83          0.00 B       65        3.14 GiB
   22.08          0.00 B       65        3.14 GiB
   22.33          0.00 B       65        3.14 GiB
   22.58          0.00 B       65        3.14 GiB
   22.83          0.00 B       65        3.14 GiB
   23.08          0.00 B       65        3.14 GiB
   23.33          0.00 B       65        3.14 GiB
   23.58          0.00 B       65        3.14 GiB
   23.83          0.00 B       65        3.14 GiB
   24.08          0.00 B       65        3.14 GiB
   24.33          0.00 B       65        3.14 GiB
   24.58          0.00 B       65        3.14 GiB
   24.83          0.00 B       65        3.14 GiB
   25.08          0.00 B       65        3.14 GiB
   25.33          0.00 B       65        3.14 GiB
   25.58          0.00 B       65        3.14 GiB
   25.84          0.00 B       62        2.10 GiB
   26.09          0.00 B       62        2.10 GiB
   26.34          0.00 B       62        2.10 GiB
   26.59          0.00 B       62        2.10 GiB
   26.84          0.00 B       62        2.10 GiB
   27.09          0.00 B       62        2.10 GiB
   27.34          0.00 B       62        2.10 GiB
   27.59          0.00 B       62        2.10 GiB
   27.84          0.00 B       62        2.10 GiB
   28.09          0.00 B       62        2.10 GiB
   28.34          0.00 B       62        2.10 GiB
   28.59          0.00 B       62        2.10 GiB
   28.84          0.00 B       62        2.10 GiB
   29.09          0.00 B       62        2.10 GiB
   29.34          0.00 B       62        2.10 GiB
   29.59          0.00 B       62        2.10 GiB
   29.84          0.00 B       62        2.10 GiB
   30.09          0.00 B       62        2.10 GiB
   30.34          0.00 B       62        2.10 GiB
   30.60          0.00 B       62        2.10 GiB
   30.85          0.00 B       62        2.10 GiB
   31.10          0.00 B       62        2.10 GiB
   31.35          0.00 B       62        2.10 GiB
   31.60          0.00 B       62        2.10 GiB
   31.85          0.00 B       59        1.06 GiB
   32.10          0.00 B       59        1.06 GiB
   32.35          0.00 B       59        1.06 GiB
   32.60          0.00 B       59        1.06 GiB
   32.85          0.00 B       59        1.06 GiB
