# idx_k idx_b kx ky kz s energy
   0    0  0.00000000  0.00000000  0.00000000  0.00000000 -4.50598285
   0    1  0.00000000  0.00000000  0.00000000  0.00000000 -4.50598285
   0    2  0.00000000  0.00000000  0.00000000  0.00000000 -2.72160445
   0    3  0.00000000  0.00000000  0.00000000  0.00000000 -2.72160445
   0    4  0.00000000  0.00000000  0.00000000  0.00000000 -2.54315322
   0    5  0.00000000  0.00000000  0.00000000  0.00000000 -2.54315322
   0    6  0.00000000  0.00000000  0.00000000  0.00000000 -2.53122931
   0    7  0.00000000  0.00000000  0.00000000  0.00000000 -2.53122931
   0    8  0.00000000  0.00000000  0.00000000  0.00000000 -1.07149978
   0    9  0.00000000  0.00000000  0.00000000  0.00000000 -1.07149978
   0   10  0.00000000  0.00000000  0.00000000  0.00000000 -0.97998673
   0   11  0.00000000  0.00000000  0.00000000  0.00000000 -0.97998673
   0   12  0.00000000  0.00000000  0.00000000  0.00000000 -0.44677431
   0   13  0.00000000  0.00000000  0.00000000  0.00000000 -0.44677431
   0   14  0.00000000  0.00000000  0.00000000  0.00000000 -0.22030560
   0   15  0.00000000  0.00000000  0.00000000  0.00000000 -0.22030560
   0   16  0.00000000  0.00000000  0.00000000  0.00000000 -0.21539630
   0   17  0.00000000  0.00000000  0.00000000  0.00000000 -0.21539630
   0   18  0.00000000  0.00000000  0.00000000  0.00000000 -0.16721428
   0   19  0.00000000  0.00000000  0.00000000  0.00000000 -0.16721428
   0   20  0.00000000  0.00000000  0.00000000  0.00000000 -0.14013218
   0   21  0.00000000  0.00000000  0.00000000  0.00000000 -0.14013218
   0   22  0.00000000  0.00000000  0.00000000  0.00000000 -0.13380886
   0   23  0.00000000  0.00000000  0.00000000  0.00000000 -0.13380886
   0   24  0.00000000  0.00000000  0.00000000  0.00000000 -0.03719969
   0   25  0.00000000  0.00000000  0.00000000  0.00000000 -0.03719969
   0   26  0.00000000  0.00000000  0.00000000  0.00000000  0.16881181
   0   27  0.00000000  0.00000000  0.00000000  0.00000000  0.16881181
   0   28  0.00000000  0.00000000  0.00000000  0.00000000  0.17448985
   0   29  0.00000000  0.00000000  0.00000000  0.00000000  0.17448985
   1    0  0.00000000  0.05000000  0.00000000  0.38117440 -4.50478388
   1    1  0.00000000  0.05000000  0.00000000  0.38117440 -4.50478388
   1    2  0.00000000  0.05000000  0.00000000  0.38117440 -2.72003026
   1    3  0.00000000  0.05000000  0.00000000  0.38117440 -2.72003026
   1    4  0.00000000  0.05000000  0.00000000  0.38117440 -2.54182141
   1    5  0.00000000  0.05000000  0.00000000  0.38117440 -2.54182141
   1    6  0.00000000  0.05000000  0.00000000  0.38117440 -2.52887276
   1    7  0.00000000  0.05000000  0.00000000  0.38117440 -2.52887276
   1    8  0.00000000  0.05000000  0.00000000  0.38117440 -1.06312598
   1    9  0.00000000  0.05000000  0.00000000  0.38117440 -1.06312598
   1   10  0.00000000  0.05000000  0.00000000  0.38117440 -0.97251490
   1   11  0.00000000  0.05000000  0.00000000  0.38117440 -0.97251490
   1   12  0.00000000  0.05000000  0.00000000  0.38117440 -0.44062822
   1   13  0.00000000  0.05000000  0.00000000  0.38117440 -0.44062822
   1   14  0.00000000  0.05000000  0.00000000  0.38117440 -0.21798327
   1   15  0.00000000  0.05000000  0.00000000  0.38117440 -0.21798327
   1   16  0.00000000  0.05000000  0.00000000  0.38117440 -0.21128860
   1   17  0.00000000  0.05000000  0.00000000  0.38117440 -0.21128860
   1   18  0.00000000  0.05000000  0.00000000  0.38117440 -0.16448522
   1   19  0.00000000  0.05000000  0.00000000  0.38117440 -0.16448522
   1   20  0.00000000  0.05000000  0.00000000  0.38117440 -0.14062021
   1   21  0.00000000  0.05000000  0.00000000  0.38117440 -0.14062021
   1   22  0.00000000  0.05000000  0.00000000  0.38117440 -0.13156553
   1   23  0.00000000  0.05000000  0.00000000  0.38117440 -0.13156553
   1   24  0.00000000  0.05000000  0.00000000  0.38117440 -0.03603612
   1   25  0.00000000  0.05000000  0.00000000  0.38117440 -0.03603612
   1   26  0.00000000  0.05000000  0.00000000  0.38117440  0.15416184
   1   27  0.00000000  0.05000000  0.00000000  0.38117440  0.15416184
   1   28  0.00000000  0.05000000  0.00000000  0.38117440  0.15740920
   1   29  0.00000000  0.05000000  0.00000000  0.38117440  0.15740920
   2    0  0.00000000  0.10000000  0.00000000  0.76234881 -4.50163941
   2    1  0.00000000  0.10000000  0.00000000  0.76234881 -4.50163941
   2    2  0.00000000  0.10000000  0.00000000  0.76234881 -2.71605313
   2    3  0.00000000  0.10000000  0.00000000  0.76234881 -2.71605313
