# idx_k idx_b kx ky kz s energy
   0    0  0.00000000  0.00000000  0.00000000  0.00000000 -4.42304668
   0    1  0.00000000  0.00000000  0.00000000  0.00000000 -4.42304668
   0    2  0.00000000  0.00000000  0.00000000  0.00000000 -2.70501551
   0    3  0.00000000  0.00000000  0.00000000  0.00000000 -2.70501551
   0    4  0.00000000  0.00000000  0.00000000  0.00000000 -2.52126862
   0    5  0.00000000  0.00000000  0.00000000  0.00000000 -2.52126862
   0    6  0.00000000  0.00000000  0.00000000  0.00000000 -2.50477865
   0    7  0.00000000  0.00000000  0.00000000  0.00000000 -2.50477865
   0    8  0.00000000  0.00000000  0.00000000  0.00000000 -1.04404704
   0    9  0.00000000  0.00000000  0.00000000  0.00000000 -1.04404704
   0   10  0.00000000  0.00000000  0.00000000  0.00000000 -0.95700087
   0   11  0.00000000  0.00000000  0.00000000  0.00000000 -0.95700087
   0   12  0.00000000  0.00000000  0.00000000  0.00000000 -0.41748336
   0   13  0.00000000  0.00000000  0.00000000  0.00000000 -0.41748336
   0   14  0.00000000  0.00000000  0.00000000  0.00000000 -0.19271519
   0   15  0.00000000  0.00000000  0.00000000  0.00000000 -0.19271519
   0   16  0.00000000  0.00000000  0.00000000  0.00000000 -0.18860995
   0   17  0.00000000  0.00000000  0.00000000  0.00000000 -0.18860995
   0   18  0.00000000  0.00000000  0.00000000  0.00000000 -0.14344439
   0   19  0.00000000  0.00000000  0.00000000  0.00000000 -0.14344439
   0   20  0.00000000  0.00000000  0.00000000  0.00000000 -0.11658259
   0   21  0.00000000  0.00000000  0.00000000  0.00000000 -0.11658259
   0   22  0.00000000  0.00000000  0.00000000  0.00000000 -0.11065173
   0   23  0.00000000  0.00000000  0.00000000  0.00000000 -0.11065173
   0   24  0.00000000  0.00000000  0.00000000  0.00000000 -0.01414688
   0   25  0.00000000  0.00000000  0.00000000  0.00000000 -0.01414688
   0   26  0.00000000  0.00000000  0.00000000  0.00000000  0.19198775
   0   27  0.00000000  0.00000000  0.00000000  0.00000000  0.19198775
   0   28  0.00000000  0.00000000  0.00000000  0.00000000  0.19755589
   0   29  0.00000000  0.00000000  0.00000000  0.00000000  0.19755589
   0   30  0.00000000  0.00000000  0.00000000  0.00000000  0.21028607
   0   31  0.00000000  0.00000000  0.00000000  0.00000000  0.21028607
   0   32  0.00000000  0.00000000  0.00000000  0.00000000  0.21072260
   0   33  0.00000000  0.00000000  0.00000000  0.00000000  0.21072260
   0   34  0.00000000  0.00000000  0.00000000  0.00000000  0.46355101
   0   35  0.00000000  0.00000000  0.00000000  0.00000000  0.46355101
   0   36  0.00000000  0.00000000  0.00000000  0.00000000  0.65469839
   0   37  0.00000000  0.00000000  0.00000000  0.00000000  0.65469839
   0   38  0.00000000  0.00000000  0.00000000  0.00000000  0.67218941
   0   39  0.00000000  0.00000000  0.00000000  0.00000000  0.67218941
   1    0  0.00000000  0.03333333  0.00000000  0.25411627 -4.42306780
   1    1  0.00000000  0.03333333  0.00000000  0.25411627 -4.42306780
   1    2  0.00000000  0.03333333  0.00000000  0.25411627 -2.70510768
   1    3  0.00000000  0.03333333  0.00000000  0.25411627 -2.70510768
   1    4  0.00000000  0.03333333  0.00000000  0.25411627 -2.52131674
   1    5  0.00000000  0.03333333  0.00000000  0.25411627 -2.52131674
   1    6  0.00000000  0.03333333  0.00000000  0.25411627 -2.50502145
   1    7  0.00000000  0.03333333  0.00000000  0.25411627 -2.50502145
   1    8  0.00000000  0.03333333  0.00000000  0.25411627 -1.04273731
   1    9  0.00000000  0.03333333  0.00000000  0.25411627 -1.04273731
   1   10  0.00000000  0.03333333  0.00000000  0.25411627 -0.95637233
   1   11  0.00000000  0.03333333  0.00000000  0.25411627 -0.95637233
   1   12  0.00000000  0.03333333  0.00000000  0.25411627 -0.41618584
