# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 47

── Peak live HBM  at t=10.74s  ──────────────────────────
bytes_in_use                = 501.32 MiB
device.peak_bytes_in_use    = 501.32 MiB  (cumulative)
sum of jax.live_arrays()    = 3.16 MiB
n live arrays at peak        = 16

Top JAX arrays at peak:
            size  dtype         shape
      546.75 KiB  float32       (46656, 3)
      364.50 KiB  int64         (46656,)
      364.50 KiB  float64       (36, 36, 36)
      364.50 KiB  float64       (36, 36, 36)
      312.50 KiB  float32       (400, 200)
      182.25 KiB  float32       (46656,)
      182.25 KiB  float32       (46656,)
      182.25 KiB  float32       (46656,)
      182.25 KiB  float32       (36, 36, 36)
      182.25 KiB  float32       (36, 36, 36)

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.72          0.00 B        0          0.00 B
    2.97          0.00 B        0          0.00 B
    3.22          0.00 B        0          0.00 B
    3.47          0.00 B        0          0.00 B
    3.72          0.00 B        0          0.00 B
    3.97          0.00 B        0          0.00 B
    4.22          0.00 B        0          0.00 B
    4.48        256.00 B        0          0.00 B
    4.73        256.00 B        1         12.00 B
    4.98        256.00 B        1         12.00 B
    5.23      455.50 KiB        4      455.13 KiB
    5.48      877.75 KiB        9      877.30 KiB
    5.73      902.50 KiB       10      902.02 KiB
    5.98      877.75 KiB        9      877.30 KiB
    6.23        1.21 MiB        9      877.30 KiB
    6.48        1.21 MiB        9      877.30 KiB
    6.73        1.21 MiB        9      877.30 KiB
    6.98        1.21 MiB        9      877.30 KiB
    7.23     1002.25 KiB        6     1001.88 KiB
    7.49        3.11 MiB       13        1.98 MiB
    7.74      935.75 KiB        5      819.63 KiB
    7.99      729.25 KiB        5      911.32 KiB
    8.24        1.78 MiB       11        1.96 MiB
    8.49        1.96 MiB       12        2.14 MiB
    8.74        1.96 MiB       14        2.14 MiB
    8.99        2.14 MiB       13        2.32 MiB
    9.24        2.32 MiB       15        2.50 MiB
    9.49        2.32 MiB       15        2.50 MiB
    9.74        2.32 MiB       15        2.50 MiB
    9.99        2.32 MiB       14        2.50 MiB
   10.24        2.62 MiB       14        2.80 MiB
   10.49        2.99 MiB       20        3.17 MiB
   10.74      501.32 MiB       16        3.16 MiB
   11.84          0.00 B        0          0.00 B
   13.99          0.00 B        0          0.00 B
   14.82          0.00 B        0          0.00 B
   15.56          0.00 B        0          0.00 B
   15.81          0.00 B        0          0.00 B
   16.06          0.00 B        0          0.00 B
   16.31          0.00 B        0          0.00 B
   16.56          0.00 B        0          0.00 B
   16.81          0.00 B        0          0.00 B
   17.06          0.00 B        0          0.00 B
   17.31          0.00 B        0          0.00 B
   17.56          0.00 B        0          0.00 B
   17.81          0.00 B        0          0.00 B
   17.95          0.00 B        0          0.00 B
