# Generated by LORRAX unknown at 2026-07-21 04:44:03 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=17  sigX=  -17.192108              sigC=    4.851439+53820.084368i  sigXC=  -12.340668+53820.084368i  VH=  395.870431  Eo=   -8.256218
n=18  sigX=  -17.942661              sigC=    3.488441+-15439.276899i  sigXC=  -14.454220+-15439.276899i  VH=  480.211759  Eo=   -7.436881
n=19  sigX=  -17.942661              sigC=    3.488441+-15439.276899i  sigXC=  -14.454220+-15439.276899i  VH=  480.211759  Eo=   -7.436880
n=20  sigX=  -17.777786              sigC=    4.530098+408.469488i  sigXC=  -13.247688+408.469488i  VH=  453.314888  Eo=   -7.317414
n=21  sigX=  -17.777786              sigC=    4.530098+408.469488i  sigXC=  -13.247688+408.469488i  VH=  453.314888  Eo=   -7.317414
n=22  sigX=  -16.028105              sigC=   -1.442818+45373.509694i  sigXC=  -17.470923+45373.509694i  VH=  329.622687+  0.000000i  Eo=   -6.409757
n=23  sigX=  -16.028105              sigC=   -1.442818+45373.509694i  sigXC=  -17.470923+45373.509694i  VH=  329.622687+  0.000000i  Eo=   -6.409757
n=24  sigX=  -16.951129              sigC=   53.763513+11981.151096i  sigXC=   36.812384+11981.151096i  VH=  426.829571  Eo=   -5.682865
n=25  sigX=  -16.951129              sigC=   53.763513+11981.151096i  sigXC=   36.812384+11981.151096i  VH=  426.829571  Eo=   -5.682865
n=26  sigX=  -10.998418              sigC=  -20.707744+-11962.419175i  sigXC=  -31.706162+-11962.419175i  VH=  411.810100+  0.000000i  Eo=   -3.039484
n=27  sigX=  -10.998418              sigC=  -20.707744+-11962.419175i  sigXC=  -31.706162+-11962.419175i  VH=  411.810100+  0.000000i  Eo=   -3.039482
n=28  sigX=  -11.431853              sigC=   -4.725485+-71558.989262i  sigXC=  -16.157338+-71558.989262i  VH=  426.419652  Eo=   -2.737502
n=29  sigX=  -11.431853              sigC=   -4.725485+-71558.989262i  sigXC=  -16.157338+-71558.989262i  VH=  426.419652  Eo=   -2.737499
n=30  sigX=  -11.308598              sigC=   -6.438590+-54575.774432i  sigXC=  -17.747188+-54575.774432i  VH=  434.895046  Eo=   -2.697296
n=31  sigX=  -11.308598              sigC=   -6.438590+-54575.774432i  sigXC=  -17.747188+-54575.774432i  VH=  434.895046  Eo=   -2.697295
n=32  sigX=  -11.228566              sigC=   -5.454003+-16579.811031i  sigXC=  -16.682569+-16579.811031i  VH=  427.120341+ -0.000000i  Eo=   -1.968038
n=33  sigX=  -11.228566              sigC=   -5.454003+-16579.811031i  sigXC=  -16.682569+-16579.811031i  VH=  427.120341+ -0.000000i  Eo=   -1.968037
n=34  sigX=   -6.361621              sigC=   -3.835717+96220.358034i  sigXC=  -10.197338+96220.358034i  VH=  413.733349  Eo=    2.575037
n=35  sigX=   -6.361621              sigC=   -3.835717+96220.358034i  sigXC=  -10.197338+96220.358034i  VH=  413.733349  Eo=    2.575038
n=36  sigX=   -5.200375              sigC=   -5.893386+-18020.403932i  sigXC=  -11.093761+-18020.403932i  VH=  279.096554+ -0.000000i  Eo=    4.137793
n=37  sigX=   -5.200375              sigC=   -5.893386+-18020.403932i  sigXC=  -11.093761+-18020.403932i  VH=  279.096554+ -0.000000i  Eo=    4.137793
n=38  sigX=   -4.653654              sigC=   -1.772870+53217.020525i  sigXC=   -6.426524+53217.020525i  VH=  251.267419  Eo=    4.498560
n=39  sigX=   -4.653654              sigC=   -1.772870+53217.020525i  sigXC=   -6.426524+53217.020525i  VH=  251.267419  Eo=    4.498560
n=40  sigX=   -4.919495              sigC=  -14.636428+57369.749771i  sigXC=  -19.555923+57369.749771i  VH=  246.719310+ -0.000000i  Eo=    5.011368
n=41  sigX=   -4.919495              sigC=  -14.636428+57369.749771i  sigXC=  -19.555923+57369.749771i  VH=  246.719310+ -0.000000i  Eo=    5.011369
n=42  sigX=   -4.217627              sigC=   -4.526748+-87527.152738i  sigXC=   -8.744375+-87527.152738i  VH=  189.559697+  0.000000i  Eo=    5.208690
n=43  sigX=   -4.217627              sigC=   -4.526748+-87527.152738i  sigXC=   -8.744375+-87527.152738i  VH=  189.559697+  0.000000i  Eo=    5.208690
n=44  sigX=   -4.959845              sigC=   -4.977447+-62034.714750i  sigXC=   -9.937292+-62034.714750i  VH=  294.990584  Eo=    6.274230
n=45  sigX=   -4.959845              sigC=   -4.977447+-62034.714750i  sigXC=   -9.937292+-62034.714750i  VH=  294.990584  Eo=    6.274230
n=46  sigX=   -5.823641              sigC=   -4.856978+108926.775697i  sigXC=  -10.680619+108926.775697i  VH=  363.438038  Eo=    6.755121
n=47  sigX=   -5.823641              sigC=   -4.856978+108926.775697i  sigXC=  -10.680619+108926.775697i  VH=  363.438038  Eo=    6.755122
n=48  sigX=   -6.037326              sigC=  -18.605354+137598.057086i  sigXC=  -24.642680+137598.057086i  VH=  308.225010  Eo=    7.214026
n=49  sigX=   -6.037326              sigC=  -18.605354+137598.057086i  sigXC=  -24.642680+137598.057086i  VH=  308.225010  Eo=    7.214026
n=50  sigX=   -5.320451              sigC=   -3.943622+65324.194041i  sigXC=   -9.264073+65324.194041i  VH=  338.917958+ -0.000000i  Eo=    7.784806
n=51  sigX=   -5.320451              sigC=   -3.943622+65324.194041i  sigXC=   -9.264073+65324.194041i  VH=  338.917958+ -0.000000i  Eo=    7.784806
n=52  sigX=   -4.956698              sigC=   -2.228795+-83200.201891i  sigXC=   -7.185492+-83200.201891i  VH=  304.629571  Eo=    9.124082
n=53  sigX=   -4.956698              sigC=   -2.228795+-83200.201891i  sigXC=   -7.185492+-83200.201891i  VH=  304.629571  Eo=    9.124082
n=54  sigX=   -5.837447              sigC=   -5.559314+73990.186925i  sigXC=  -11.396762+73990.186925i  VH=  342.412854+ -0.000000i  Eo=    9.888660
n=55  sigX=   -5.837447              sigC=   -5.559314+73990.186925i  sigXC=  -11.396762+73990.186925i  VH=  342.412854+ -0.000000i  Eo=    9.888660
n=56  sigX=   -4.895970              sigC=   -8.928993+248765.199203i  sigXC=  -13.824963+248765.199203i  VH=  281.981913+ -0.000000i  Eo=   10.280456
n=57  sigX=   -4.895970              sigC=   -8.928993+248765.199203i  sigXC=  -13.824963+248765.199203i  VH=  281.981913+ -0.000000i  Eo=   10.280457
