# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.10295157E+01  -1.00127877E+01   1.01672792E+00
# Error est. for CH(vbm) CH(cbm) diff =   9.78743555E-03   8.19144082E-03  -1.59599473E-03
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.46307815E-01  -2.06480184E-01   3.98276301E-02
      2  -4.92606902E-01  -4.12951793E-01   7.96551090E-02
      3  -7.70141721E-01  -5.91667503E-01   1.78474218E-01
      4  -1.04766323E+00  -7.70370840E-01   2.77292392E-01
      5  -1.95566031E+00  -1.00785747E+00   9.47802838E-01
      6  -2.86354807E+00  -1.24495148E+00   1.61859659E+00
      7  -3.91098568E+00  -1.39003873E+00   2.52094695E+00
      8  -4.95837077E+00  -1.53512566E+00   3.42324511E+00
      9  -5.07994530E+00  -2.96111898E+00   2.11882632E+00
     10  -5.20146390E+00  -4.38724442E+00   8.14219480E-01
     11  -5.28950640E+00  -4.66255585E+00   6.26950551E-01
     12  -5.37753633E+00  -4.93789961E+00   4.39636714E-01
     13  -5.47394412E+00  -5.06375888E+00   4.10185242E-01
     14  -5.57033945E+00  -5.18959964E+00   3.80739815E-01
     15  -5.64320879E+00  -5.30733701E+00   3.35871775E-01
     16  -5.71593851E+00  -5.42504946E+00   2.90889049E-01
     17  -5.86947356E+00  -5.66984140E+00   1.99632159E-01
     18  -6.02301577E+00  -5.91463515E+00   1.08380621E-01
     19  -6.19753614E+00  -5.98003869E+00   2.17497453E-01
     20  -6.37210604E+00  -6.04547548E+00   3.26630565E-01
     21  -6.44811202E+00  -6.19431456E+00   2.53797455E-01
     22  -6.52412428E+00  -6.34313843E+00   1.80985852E-01
     23  -6.68804336E+00  -6.42159888E+00   2.66444481E-01
     24  -6.85196869E+00  -6.50004418E+00   3.51924513E-01
     25  -7.00856275E+00  -6.54717727E+00   4.61385482E-01
     26  -7.16518102E+00  -6.59433789E+00   5.70843126E-01
     27  -7.28840176E+00  -6.66832507E+00   6.20076692E-01
     28  -7.41164670E+00  -6.74224836E+00   6.69398340E-01
     29  -7.49385007E+00  -6.80806662E+00   6.85783448E-01
     30  -7.57594877E+00  -6.87389684E+00   7.02051924E-01
     31  -7.65682091E+00  -6.95319854E+00   7.03622371E-01
     32  -7.73778238E+00  -7.03248886E+00   7.05293526E-01
     33  -7.77293163E+00  -7.07792358E+00   6.95008051E-01
     34  -7.80808117E+00  -7.12325842E+00   6.84822748E-01
     35  -7.84668620E+00  -7.16958344E+00   6.77102754E-01
     36  -7.88529014E+00  -7.21592282E+00   6.69367321E-01
     37  -7.93651628E+00  -7.28728480E+00   6.49231477E-01
     38  -7.98775207E+00  -7.35868172E+00   6.29070355E-01
     39  -8.03180606E+00  -7.44787695E+00   5.83929109E-01
     40  -8.07582558E+00  -7.53693301E+00   5.38892571E-01
     41  -8.09754501E+00  -7.58784754E+00   5.09697473E-01
     42  -8.11926109E+00  -7.63883335E+00   4.80427743E-01
     43  -8.15991665E+00  -7.68590482E+00   4.74011836E-01
     44  -8.20057073E+00  -7.73302997E+00   4.67540759E-01
     45  -8.27056848E+00  -7.77681741E+00   4.93751071E-01
     46  -8.34056606E+00  -7.82060487E+00   5.19961184E-01
     47  -8.40823186E+00  -7.85820399E+00   5.50027865E-01
     48  -8.47582773E+00  -7.89591839E+00   5.79909341E-01
     49  -8.57151026E+00  -7.92820523E+00   6.43305034E-01
     50  -8.66737851E+00  -7.95996950E+00   7.07409017E-01
     51  -8.71668705E+00  -7.98707194E+00   7.29615112E-01
     52  -8.76580433E+00  -8.01445864E+00   7.51345689E-01
     53  -8.81574523E+00  -8.04536039E+00   7.70384838E-01
     54  -8.86568989E+00  -8.07626278E+00   7.89427107E-01
     55  -8.88260136E+00  -8.10766860E+00   7.74932757E-01
     56  -8.89950493E+00  -8.13907170E+00   7.60433230E-01
     57  -8.92289415E+00  -8.15935486E+00   7.63539292E-01
     58  -8.94628483E+00  -8.17964797E+00   7.66636855E-01
     59  -8.96624738E+00  -8.20286524E+00   7.63382139E-01
     60  -8.98620983E+00  -8.22608967E+00   7.60120163E-01
     61  -9.00186857E+00  -8.26326453E+00   7.38604047E-01
     62  -9.01751214E+00  -8.30043969E+00   7.17072449E-01
     63  -9.03745761E+00  -8.32083433E+00   7.16623284E-01
     64  -9.05740157E+00  -8.34122933E+00   7.16172233E-01
     65  -9.07408303E+00  -8.36945124E+00   7.04631784E-01
     66  -9.09077039E+00  -8.39771677E+00   6.93053626E-01
     67  -9.11312099E+00  -8.41898937E+00   6.94131613E-01
     68  -9.13546256E+00  -8.44038614E+00   6.95076425E-01
     69  -9.15385404E+00  -8.45784312E+00   6.96010919E-01
     70  -9.17224471E+00  -8.47529972E+00   6.96944990E-01
