# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 69

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.37          0.00 B        0          0.00 B
    2.62          0.00 B        0          0.00 B
    2.92          0.00 B        4        7.50 MiB
    3.17          0.00 B        4        7.50 MiB
    3.42          0.00 B        4        7.50 MiB
    3.68          0.00 B       11      243.56 MiB
    3.93          0.00 B       11      243.56 MiB
    4.18          0.00 B       10      243.53 MiB
    4.43          0.00 B       12      243.54 MiB
    4.68          0.00 B       14      250.57 MiB
    4.93          0.00 B       23      254.08 MiB
    5.18          0.00 B       10      243.53 MiB
    5.44          0.00 B       10      243.53 MiB
    5.69          0.00 B       10      243.53 MiB
    5.94          0.00 B       10      243.53 MiB
    6.19          0.00 B       10      243.53 MiB
    6.44          0.00 B       10      243.53 MiB
    6.70          0.00 B       10      243.53 MiB
    6.95          0.00 B       10      243.53 MiB
    7.20          0.00 B       10      243.53 MiB
    7.45          0.00 B       10      243.53 MiB
    7.70          0.00 B       10      243.53 MiB
    7.95          0.00 B       10      243.53 MiB
    8.20          0.00 B       10      243.53 MiB
    8.45          0.00 B       10      243.53 MiB
    8.70          0.00 B       10      243.53 MiB
    8.95          0.00 B       10      243.53 MiB
    9.20          0.00 B       10      243.53 MiB
    9.45          0.00 B       10      243.53 MiB
    9.70          0.00 B       10      243.53 MiB
    9.95          0.00 B       10      243.53 MiB
   10.20          0.00 B       10      243.53 MiB
   10.45          0.00 B       10      243.53 MiB
   10.70          0.00 B       10      243.53 MiB
   10.95          0.00 B       10      243.53 MiB
   11.20          0.00 B       10      243.53 MiB
   11.45          0.00 B       10      243.53 MiB
   11.70          0.00 B       10      243.53 MiB
   11.95          0.00 B       10      243.53 MiB
   12.20          0.00 B       10      243.53 MiB
   12.45          0.00 B       10      243.53 MiB
   12.70          0.00 B       10      243.53 MiB
   12.95          0.00 B       10      243.53 MiB
   13.20          0.00 B       10      243.53 MiB
   13.45          0.00 B       10      243.53 MiB
   13.71          0.00 B       10      243.53 MiB
   13.96          0.00 B       10      243.53 MiB
   14.21          0.00 B       10      243.53 MiB
   14.46          0.00 B       10      243.53 MiB
   14.71          0.00 B       10      243.53 MiB
   14.96          0.00 B       10      243.53 MiB
   15.21          0.00 B       10      243.53 MiB
   15.46          0.00 B       10      243.53 MiB
   15.71          0.00 B       10      243.53 MiB
   15.96          0.00 B       10      243.53 MiB
   16.21          0.00 B       10      243.53 MiB
   16.46          0.00 B       10      243.53 MiB
   16.71          0.00 B       10      243.53 MiB
   16.96          0.00 B       10      243.53 MiB
   17.21          0.00 B       10      243.53 MiB
   17.46          0.00 B       13      243.85 MiB
   17.92          0.00 B        0          0.00 B
   18.67          0.00 B        0          0.00 B
   18.98          0.00 B        0          0.00 B
   19.23          0.00 B        0          0.00 B
   19.48          0.00 B        0          0.00 B
   19.73          0.00 B        0          0.00 B
   19.98          0.00 B        0          0.00 B
   20.23          0.00 B        0          0.00 B
