# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.77248990E+00  -9.17853651E+00   5.93953388E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.15405414E+00   1.21858311E+00   6.45289719E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.28120112E-01  -1.73172336E-01   5.49477762E-02
      2  -4.56240224E-01  -3.46344672E-01   1.09895552E-01
      3  -9.04532018E-01  -5.52756462E-01   3.51775556E-01
      4  -1.35282381E+00  -7.59168252E-01   5.93655559E-01
      5  -1.99700391E+00  -1.01763736E+00   9.79366549E-01
      6  -2.64118401E+00  -1.27610647E+00   1.36507754E+00
      7  -3.55280870E+00  -1.49493926E+00   2.05786944E+00
      8  -4.46443340E+00  -1.71377205E+00   2.75066135E+00
      9  -4.56932329E+00  -2.63912338E+00   1.93019991E+00
     10  -4.67421319E+00  -3.56447471E+00   1.10973848E+00
     11  -4.79698892E+00  -4.00342363E+00   7.93565283E-01
     12  -4.91976465E+00  -4.44237256E+00   4.77392087E-01
     13  -5.12652498E+00  -4.59712646E+00   5.29398519E-01
     14  -5.33328531E+00  -4.75188036E+00   5.81404952E-01
     15  -5.53721512E+00  -4.99578111E+00   5.41434013E-01
     16  -5.74114494E+00  -5.23968187E+00   5.01463074E-01
     17  -5.90817851E+00  -5.40434515E+00   5.03833362E-01
     18  -6.07521208E+00  -5.56900843E+00   5.06203646E-01
     19  -6.23202561E+00  -5.68189997E+00   5.50125632E-01
     20  -6.38883915E+00  -5.79479152E+00   5.94047627E-01
     21  -6.48382294E+00  -5.92106115E+00   5.62761786E-01
     22  -6.57880673E+00  -6.04733079E+00   5.31475945E-01
     23  -6.73035912E+00  -6.15914262E+00   5.71216501E-01
     24  -6.88191151E+00  -6.27095445E+00   6.10957057E-01
     25  -6.95518141E+00  -6.36413826E+00   5.91043150E-01
     26  -7.02845131E+00  -6.45732206E+00   5.71129244E-01
     27  -7.10006070E+00  -6.55011364E+00   5.49947066E-01
     28  -7.17167010E+00  -6.64290521E+00   5.28764889E-01
     29  -7.23653506E+00  -6.71678462E+00   5.19750443E-01
     30  -7.30140003E+00  -6.79066403E+00   5.10735998E-01
     31  -7.39040434E+00  -6.84922780E+00   5.41176533E-01
     32  -7.47940865E+00  -6.90779158E+00   5.71617069E-01
     33  -7.54804315E+00  -6.96994207E+00   5.78101079E-01
     34  -7.61667766E+00  -7.03209257E+00   5.84585090E-01
     35  -7.67491874E+00  -7.07689431E+00   5.98024425E-01
     36  -7.73315982E+00  -7.12169606E+00   6.11463760E-01
     37  -7.78345070E+00  -7.16922218E+00   6.14228526E-01
     38  -7.83374159E+00  -7.21674829E+00   6.16993292E-01
     39  -7.89278387E+00  -7.27127445E+00   6.21509420E-01
     40  -7.95182616E+00  -7.32580061E+00   6.26025547E-01
     41  -7.99081110E+00  -7.37260783E+00   6.18203273E-01
     42  -8.02979604E+00  -7.41941504E+00   6.10380999E-01
     43  -8.07460321E+00  -7.46634413E+00   6.08259086E-01
     44  -8.11941039E+00  -7.51327321E+00   6.06137172E-01
     45  -8.15956515E+00  -7.55046662E+00   6.09098530E-01
     46  -8.19971991E+00  -7.58766002E+00   6.12059887E-01
     47  -8.22622859E+00  -7.61523249E+00   6.10996101E-01
     48  -8.25273728E+00  -7.64280496E+00   6.09932315E-01
     49  -8.30153856E+00  -7.67516857E+00   6.26369990E-01
     50  -8.35036882E+00  -7.70747483E+00   6.42893995E-01
     51  -8.38720462E+00  -7.73676711E+00   6.50437507E-01
     52  -8.42397382E+00  -7.76624541E+00   6.57728413E-01
     53  -8.45709067E+00  -7.79540034E+00   6.61690329E-01
     54  -8.49020752E+00  -7.82455528E+00   6.65652245E-01
     55  -8.51253851E+00  -7.85292443E+00   6.59614079E-01
     56  -8.53486950E+00  -7.88129359E+00   6.53575912E-01
     57  -8.55688742E+00  -7.90125731E+00   6.55630107E-01
     58  -8.57890533E+00  -7.92122103E+00   6.57684302E-01
     59  -8.59867055E+00  -7.94058722E+00   6.58083331E-01
     60  -8.61843576E+00  -7.95995340E+00   6.58482360E-01
# k =  -0.000000  -0.000000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.69861151E+00  -9.34199160E+00   3.56619912E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.11453119E+00   1.25406219E+00   1.39531003E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.54285832E-01  -2.17260051E-01   3.70257815E-02
      2  -5.08571665E-01  -4.34520102E-01   7.40515629E-02
      3  -9.21939738E-01  -7.32943748E-01   1.88995990E-01
      4  -1.33530781E+00  -1.03136739E+00   3.03940418E-01
      5  -1.69701301E+00  -1.23811442E+00   4.58898596E-01
      6  -2.05871821E+00  -1.44486144E+00   6.13856772E-01
      7  -3.27665161E+00  -1.57633500E+00   1.70031660E+00
      8  -4.49458500E+00  -1.70780857E+00   2.78677643E+00
      9  -4.61923765E+00  -2.69050412E+00   1.92873353E+00
     10  -4.74389029E+00  -3.67319966E+00   1.07069063E+00
     11  -4.91732717E+00  -3.87996837E+00   1.03735880E+00
     12  -5.09076405E+00  -4.08673708E+00   1.00402697E+00
     13  -5.31401681E+00  -4.43191578E+00   8.82101026E-01
     14  -5.53726956E+00  -4.77709448E+00   7.60175080E-01
     15  -5.72433952E+00  -5.05687755E+00   6.67461963E-01
     16  -5.91140947E+00  -5.33666063E+00   5.74748845E-01
     17  -6.06306742E+00  -5.48385165E+00   5.79215768E-01
     18  -6.21472702E+00  -5.63104268E+00   5.83684333E-01
     19  -6.36392668E+00  -5.73316514E+00   6.30761548E-01
     20  -6.51312219E+00  -5.83528759E+00   6.77834603E-01
     21  -6.60897493E+00  -5.96958783E+00   6.39387101E-01
     22  -6.70482768E+00  -6.10388808E+00   6.00939601E-01
     23  -6.82745730E+00  -6.22574406E+00   6.01713245E-01
     24  -6.95008693E+00  -6.34760004E+00   6.02486889E-01
     25  -7.02217921E+00  -6.45272767E+00   5.69451542E-01
     26  -7.09427149E+00  -6.55785529E+00   5.36416196E-01
     27  -7.16345136E+00  -6.64764988E+00   5.15801480E-01
     28  -7.23263123E+00  -6.73744446E+00   4.95186763E-01
     29  -7.29546924E+00  -6.80235162E+00   4.93117616E-01
     30  -7.35830725E+00  -6.86725878E+00   4.91048469E-01
     31  -7.43775716E+00  -6.94028832E+00   4.97468836E-01
     32  -7.51720707E+00  -7.01331786E+00   5.03889204E-01
     33  -7.58239167E+00  -7.07200845E+00   5.10383223E-01
     34  -7.64757627E+00  -7.13069903E+00   5.16877241E-01
     35  -7.70088434E+00  -7.19284474E+00   5.08039603E-01
     36  -7.75419242E+00  -7.25499045E+00   4.99201965E-01
     37  -7.80398931E+00  -7.30728561E+00   4.96703699E-01
     38  -7.85378619E+00  -7.35958077E+00   4.94205422E-01
     39  -7.90667605E+00  -7.40844311E+00   4.98232935E-01
     40  -7.95956590E+00  -7.45730546E+00   5.02260444E-01
     41  -7.99662115E+00  -7.50284038E+00   4.93780769E-01
     42  -8.03367639E+00  -7.54837530E+00   4.85301093E-01
     43  -8.07593758E+00  -7.58884588E+00   4.87091701E-01
     44  -8.11819878E+00  -7.62931647E+00   4.88882310E-01
     45  -8.15501815E+00  -7.66741276E+00   4.87605393E-01
     46  -8.19183753E+00  -7.70550905E+00   4.86328476E-01
     47  -8.21858104E+00  -7.73770093E+00   4.80880105E-01
     48  -8.24532454E+00  -7.76989281E+00   4.75431734E-01
     49  -8.28757412E+00  -7.80356348E+00   4.84010631E-01
     50  -8.33005704E+00  -7.83704987E+00   4.93007168E-01
     51  -8.36404598E+00  -7.86458847E+00   4.99457508E-01
     52  -8.39798783E+00  -7.89211129E+00   5.05876543E-01
     53  -8.42911568E+00  -7.92035023E+00   5.08765451E-01
     54  -8.46024352E+00  -7.94858916E+00   5.11654360E-01
     55  -8.48162583E+00  -7.97630046E+00   5.05325372E-01
     56  -8.50300814E+00  -8.00401176E+00   4.98996385E-01
     57  -8.52355452E+00  -8.02577630E+00   4.97778221E-01
     58  -8.54410090E+00  -8.04754084E+00   4.96560058E-01
     59  -8.56409061E+00  -8.06773512E+00   4.96355486E-01
     60  -8.58408032E+00  -8.08792940E+00   4.96150915E-01
# k =  -0.000000  -0.000000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.70317386E+00  -9.32378821E+00   3.79385657E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.09308930E+00   1.21334922E+00   1.20259920E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.73673712E-01  -2.31809944E-01   4.18637674E-02
      2  -5.47347423E-01  -4.63619889E-01   8.37275347E-02
      3  -9.25699366E-01  -7.65708402E-01   1.59990964E-01
      4  -1.30405131E+00  -1.06779691E+00   2.36254393E-01
      5  -1.67074216E+00  -1.29369494E+00   3.77047220E-01
      6  -2.03743302E+00  -1.51959297E+00   5.17840047E-01
      7  -3.32224967E+00  -1.63310529E+00   1.68914438E+00
      8  -4.60706633E+00  -1.74661762E+00   2.86044871E+00
      9  -4.72892572E+00  -2.80540511E+00   1.92352061E+00
     10  -4.85078512E+00  -3.86419260E+00   9.86592513E-01
     11  -5.02060899E+00  -4.02479235E+00   9.95816639E-01
     12  -5.19043286E+00  -4.18539210E+00   1.00504076E+00
     13  -5.41891116E+00  -4.59819833E+00   8.20712830E-01
     14  -5.64738946E+00  -5.01100456E+00   6.36384896E-01
     15  -5.84599858E+00  -5.23547825E+00   6.10520336E-01
     16  -6.04460771E+00  -5.45995193E+00   5.84655776E-01
     17  -6.17815072E+00  -5.59576123E+00   5.82389484E-01
     18  -6.31169519E+00  -5.73157054E+00   5.80124650E-01
     19  -6.46079394E+00  -5.82565716E+00   6.35136782E-01
     20  -6.60988900E+00  -5.91974378E+00   6.90145223E-01
     21  -6.70503040E+00  -6.04219212E+00   6.62838272E-01
     22  -6.80017179E+00  -6.16464047E+00   6.35531320E-01
     23  -6.90821244E+00  -6.27610266E+00   6.32109780E-01
     24  -7.01625310E+00  -6.38756486E+00   6.28688239E-01
     25  -7.08588948E+00  -6.49827020E+00   5.87619281E-01
     26  -7.15552587E+00  -6.60897555E+00   5.46550322E-01
     27  -7.22239496E+00  -6.69435654E+00   5.28038411E-01
     28  -7.28926404E+00  -6.77973754E+00   5.09526498E-01
     29  -7.35153003E+00  -6.84456588E+00   5.06964151E-01
     30  -7.41379603E+00  -6.90939423E+00   5.04401804E-01
     31  -7.48954024E+00  -6.98149574E+00   5.08044504E-01
     32  -7.56528446E+00  -7.05359725E+00   5.11687205E-01
     33  -7.63047358E+00  -7.11256935E+00   5.17904231E-01
     34  -7.69566271E+00  -7.17154145E+00   5.24121258E-01
     35  -7.74768281E+00  -7.23546049E+00   5.12222316E-01
     36  -7.79970290E+00  -7.29937952E+00   5.00323373E-01
     37  -7.84970758E+00  -7.35154893E+00   4.98158657E-01
     38  -7.89971225E+00  -7.40371833E+00   4.95993923E-01
     39  -7.95044111E+00  -7.45075566E+00   4.99685455E-01
     40  -8.00116996E+00  -7.49779298E+00   5.03376980E-01
     41  -8.03670361E+00  -7.54159780E+00   4.95105801E-01
     42  -8.07223725E+00  -7.58540263E+00   4.86834621E-01
     43  -8.11349942E+00  -7.62378067E+00   4.89718750E-01
     44  -8.15476160E+00  -7.66215872E+00   4.92602879E-01
     45  -8.19039444E+00  -7.69975044E+00   4.90644003E-01
     46  -8.22602729E+00  -7.73734216E+00   4.88685128E-01
     47  -8.25283715E+00  -7.76933756E+00   4.83499590E-01
     48  -8.27964701E+00  -7.80133296E+00   4.78314053E-01
     49  -8.32031647E+00  -7.83526479E+00   4.85051680E-01
     50  -8.36122653E+00  -7.86901684E+00   4.92209684E-01
     51  -8.39406714E+00  -7.89498092E+00   4.99086221E-01
     52  -8.42687296E+00  -7.92092953E+00   5.05943432E-01
     53  -8.45775158E+00  -7.94827597E+00   5.09475611E-01
     54  -8.48863019E+00  -7.97562241E+00   5.13007790E-01
     55  -8.50937027E+00  -8.00246139E+00   5.06908882E-01
     56  -8.53011034E+00  -8.02930037E+00   5.00809974E-01
     57  -8.54994005E+00  -8.05057883E+00   4.99361224E-01
     58  -8.56976976E+00  -8.07185728E+00   4.97912475E-01
     59  -8.58992716E+00  -8.09114813E+00   4.98779025E-01
     60  -8.61008456E+00  -8.11043899E+00   4.99645576E-01
# k =   0.000000   0.250000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.50956855E+00  -8.81889108E+00   6.90677472E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.01760684E+00   1.10467432E+00   8.70674797E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.90969702E-01  -1.88320345E-01   1.02649358E-01
      2  -5.81939405E-01  -3.76640689E-01   2.05298716E-01
      3  -9.97168378E-01  -5.81238532E-01   4.15929846E-01
      4  -1.41239735E+00  -7.85836374E-01   6.26560977E-01
      5  -1.84493112E+00  -1.05707990E+00   7.87851221E-01
      6  -2.27746479E+00  -1.32832342E+00   9.49141377E-01
      7  -3.42637781E+00  -1.48520314E+00   1.94117467E+00
      8  -4.57529074E+00  -1.64208286E+00   2.93320788E+00
      9  -4.73817439E+00  -2.65829955E+00   2.07987483E+00
     10  -4.90105804E+00  -3.67451624E+00   1.22654180E+00
     11  -5.12912683E+00  -4.02445333E+00   1.10467350E+00
     12  -5.35719561E+00  -4.37439041E+00   9.82805202E-01
     13  -5.53901471E+00  -4.63250209E+00   9.06512629E-01
     14  -5.72083382E+00  -4.89061376E+00   8.30220055E-01
     15  -5.87780300E+00  -5.06246897E+00   8.15334035E-01
     16  -6.03477219E+00  -5.23432418E+00   8.00448016E-01
     17  -6.18018964E+00  -5.35270428E+00   8.27485356E-01
     18  -6.32560999E+00  -5.47108207E+00   8.54527924E-01
     19  -6.46645550E+00  -5.59867900E+00   8.67776496E-01
     20  -6.60729875E+00  -5.72627772E+00   8.81021024E-01
     21  -6.69728597E+00  -5.86549883E+00   8.31787143E-01
     22  -6.78727320E+00  -6.00471994E+00   7.82553263E-01
     23  -6.89261197E+00  -6.09592443E+00   7.96687535E-01
     24  -6.99795074E+00  -6.18712893E+00   8.10821806E-01
     25  -7.07129146E+00  -6.28320971E+00   7.88081754E-01
     26  -7.14463220E+00  -6.37929049E+00   7.65341708E-01
     27  -7.20915051E+00  -6.46106695E+00   7.48083555E-01
     28  -7.27366880E+00  -6.54284342E+00   7.30825390E-01
     29  -7.33378473E+00  -6.60518677E+00   7.28597961E-01
     30  -7.39390065E+00  -6.66753012E+00   7.26370532E-01
     31  -7.46267695E+00  -6.72388812E+00   7.38788828E-01
     32  -7.53145325E+00  -6.78024613E+00   7.51207123E-01
     33  -7.59111277E+00  -6.83456329E+00   7.56549478E-01
     34  -7.65077229E+00  -6.88888045E+00   7.61891834E-01
     35  -7.69912439E+00  -6.93571531E+00   7.63409084E-01
     36  -7.74747649E+00  -6.98255016E+00   7.64926333E-01
     37  -7.79213427E+00  -7.02713404E+00   7.65000223E-01
     38  -7.83679206E+00  -7.07171785E+00   7.65074208E-01
     39  -7.88340251E+00  -7.11407093E+00   7.69331577E-01
     40  -7.93001296E+00  -7.15642402E+00   7.73588935E-01
     41  -7.96479016E+00  -7.19553993E+00   7.69250230E-01
     42  -7.99956737E+00  -7.23465584E+00   7.64911526E-01
     43  -8.03882286E+00  -7.27288356E+00   7.65939297E-01
     44  -8.07807835E+00  -7.31111129E+00   7.66967068E-01
     45  -8.11101401E+00  -7.34428183E+00   7.66732177E-01
     46  -8.14394966E+00  -7.37745238E+00   7.66497287E-01
     47  -8.16846047E+00  -7.40536214E+00   7.63098327E-01
     48  -8.19297127E+00  -7.43327191E+00   7.59699368E-01
     49  -8.22898432E+00  -7.46049847E+00   7.68485850E-01
     50  -8.26504570E+00  -7.48798326E+00   7.77062437E-01
     51  -8.29468223E+00  -7.51385141E+00   7.80830823E-01
     52  -8.32431305E+00  -7.53980621E+00   7.84506836E-01
     53  -8.35160367E+00  -7.56564069E+00   7.85962976E-01
     54  -8.37889429E+00  -7.59147517E+00   7.87419116E-01
     55  -8.39893084E+00  -7.61537434E+00   7.83556503E-01
     56  -8.41896739E+00  -7.63927350E+00   7.79693890E-01
     57  -8.43756539E+00  -7.65791043E+00   7.79654956E-01
     58  -8.45616339E+00  -7.67654737E+00   7.79616021E-01
     59  -8.47406255E+00  -7.69538207E+00   7.78680486E-01
     60  -8.49196172E+00  -7.71421676E+00   7.77744952E-01
# k =  -0.000000   0.250000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.51193923E+00  -8.69147099E+00   8.20468242E-01
# Error est. for CH(vbm) CH(cbm) diff =   9.97796612E-01   1.08587320E+00   8.80765927E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -3.14054045E-01  -1.69411255E-01   1.44642790E-01
      2  -6.28108090E-01  -3.38822511E-01   2.89285579E-01
      3  -1.00142548E+00  -5.31761414E-01   4.69664068E-01
      4  -1.37474287E+00  -7.24700317E-01   6.50042558E-01
      5  -1.84494854E+00  -9.63286015E-01   8.81662528E-01
      6  -2.31515421E+00  -1.20187171E+00   1.11328250E+00
      7  -3.48701567E+00  -1.35862657E+00   2.12838911E+00
      8  -4.65887714E+00  -1.51538142E+00   3.14349571E+00
      9  -4.81492000E+00  -2.47426463E+00   2.34065537E+00
     10  -4.97096286E+00  -3.43314783E+00   1.53781503E+00
     11  -5.18139891E+00  -3.79451622E+00   1.38688269E+00
     12  -5.39183497E+00  -4.15588461E+00   1.23595036E+00
     13  -5.59137579E+00  -4.38091274E+00   1.21046305E+00
     14  -5.79091661E+00  -4.60594087E+00   1.18497574E+00
     15  -5.95619451E+00  -4.83555998E+00   1.12063453E+00
     16  -6.12147242E+00  -5.06517910E+00   1.05629332E+00
     17  -6.26091172E+00  -5.21331332E+00   1.04759840E+00
     18  -6.40035561E+00  -5.36144334E+00   1.03891227E+00
     19  -6.53971394E+00  -5.48956467E+00   1.05014927E+00
     20  -6.67906871E+00  -5.61768926E+00   1.06137946E+00
     21  -6.76727057E+00  -5.73498877E+00   1.03228181E+00
     22  -6.85547243E+00  -5.85228828E+00   1.00318416E+00
     23  -6.94980152E+00  -5.94969355E+00   1.00010797E+00
     24  -7.04413060E+00  -6.04709883E+00   9.97031772E-01
     25  -7.11512036E+00  -6.15007213E+00   9.65048233E-01
     26  -7.18611012E+00  -6.25304542E+00   9.33064695E-01
     27  -7.24900885E+00  -6.32965780E+00   9.19351048E-01
     28  -7.31190757E+00  -6.40627017E+00   9.05637401E-01
     29  -7.37288943E+00  -6.47248188E+00   9.00407548E-01
     30  -7.43387129E+00  -6.53869359E+00   8.95177695E-01
     31  -7.49963169E+00  -6.59537197E+00   9.04259718E-01
     32  -7.56539209E+00  -6.65205035E+00   9.13341742E-01
     33  -7.62480419E+00  -6.70889323E+00   9.15910965E-01
     34  -7.68421629E+00  -6.76573611E+00   9.18480187E-01
     35  -7.73270180E+00  -6.81914898E+00   9.13552813E-01
     36  -7.78118730E+00  -6.87256186E+00   9.08625438E-01
     37  -7.82801522E+00  -6.92176392E+00   9.06251307E-01
     38  -7.87484317E+00  -6.97096590E+00   9.03877268E-01
     39  -7.91855104E+00  -7.01282190E+00   9.05729134E-01
     40  -7.96225890E+00  -7.05467791E+00   9.07580989E-01
     41  -7.99692977E+00  -7.09029540E+00   9.06634370E-01
     42  -8.03160064E+00  -7.12591289E+00   9.05687751E-01
     43  -8.06882471E+00  -7.16301660E+00   9.05808112E-01
     44  -8.10604878E+00  -7.20012031E+00   9.05928473E-01
     45  -8.13773397E+00  -7.23171731E+00   9.06016659E-01
     46  -8.16941915E+00  -7.26331430E+00   9.06104845E-01
     47  -8.19486552E+00  -7.29281103E+00   9.02054486E-01
     48  -8.22031189E+00  -7.32230776E+00   8.98004127E-01
     49  -8.25388850E+00  -7.34993429E+00   9.03954211E-01
     50  -8.28787204E+00  -7.37806856E+00   9.09803478E-01
     51  -8.31806745E+00  -7.40516056E+00   9.12906881E-01
     52  -8.34839318E+00  -7.43241894E+00   9.15974236E-01
     53  -8.37583475E+00  -7.45868207E+00   9.17152680E-01
     54  -8.40327633E+00  -7.48494520E+00   9.18331123E-01
     55  -8.42243085E+00  -7.50776942E+00   9.14661433E-01
     56  -8.44158538E+00  -7.53059363E+00   9.10991743E-01
     57  -8.45991799E+00  -7.54919577E+00   9.10722224E-01
     58  -8.47825061E+00  -7.56779790E+00   9.10452705E-01
     59  -8.49619661E+00  -7.58669784E+00   9.09498770E-01
     60  -8.51414262E+00  -7.60559778E+00   9.08544835E-01
# k =  -0.000000   0.250000   0.750000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.63839148E+00  -8.92911110E+00   7.09280377E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.06612893E+00   1.18225607E+00   1.16127142E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.81773808E-01  -1.71682880E-01   1.10090927E-01
      2  -5.63547615E-01  -3.43365761E-01   2.20181855E-01
      3  -9.39947904E-01  -5.35601606E-01   4.04346298E-01
      4  -1.31634819E+00  -7.27837452E-01   5.88510741E-01
      5  -1.78007748E+00  -9.55260146E-01   8.24817329E-01
      6  -2.24380676E+00  -1.18268284E+00   1.06112392E+00
      7  -3.40118908E+00  -1.34405590E+00   2.05713318E+00
      8  -4.55857140E+00  -1.50542895E+00   3.05314245E+00
      9  -4.69965861E+00  -2.44742278E+00   2.25223582E+00
     10  -4.84074581E+00  -3.38941662E+00   1.45132919E+00
     11  -5.02502158E+00  -3.63697865E+00   1.38804293E+00
     12  -5.20929736E+00  -3.88454069E+00   1.32475667E+00
     13  -5.43506265E+00  -4.18033364E+00   1.25472901E+00
     14  -5.66082793E+00  -4.47612659E+00   1.18470135E+00
     15  -5.84728632E+00  -4.73924293E+00   1.10804340E+00
     16  -6.03374471E+00  -5.00235927E+00   1.03138545E+00
     17  -6.16929220E+00  -5.15411411E+00   1.01517809E+00
     18  -6.30484835E+00  -5.30586335E+00   9.98985001E-01
     19  -6.45472138E+00  -5.43990120E+00   1.01482018E+00
     20  -6.60458773E+00  -5.57394338E+00   1.03064435E+00
     21  -6.69923360E+00  -5.70556989E+00   9.93663711E-01
     22  -6.79387947E+00  -5.83719640E+00   9.56683073E-01
     23  -6.89398955E+00  -5.93977815E+00   9.54211401E-01
     24  -6.99409963E+00  -6.04235990E+00   9.51739729E-01
     25  -7.06710253E+00  -6.15173678E+00   9.15365754E-01
     26  -7.14010544E+00  -6.26111366E+00   8.78991779E-01
     27  -7.20779765E+00  -6.34868840E+00   8.59109257E-01
     28  -7.27548987E+00  -6.43626313E+00   8.39226735E-01
     29  -7.34025922E+00  -6.50793833E+00   8.32320886E-01
     30  -7.40502857E+00  -6.57961353E+00   8.25415037E-01
     31  -7.47557433E+00  -6.64090641E+00   8.34667923E-01
     32  -7.54612009E+00  -6.70219928E+00   8.43920809E-01
     33  -7.60903985E+00  -6.76379616E+00   8.45243691E-01
     34  -7.67195961E+00  -6.82539303E+00   8.46566573E-01
     35  -7.72470111E+00  -6.88403179E+00   8.40669320E-01
     36  -7.77744262E+00  -6.94267055E+00   8.34772066E-01
     37  -7.82969659E+00  -6.99906093E+00   8.30635666E-01
     38  -7.88195059E+00  -7.05545122E+00   8.26499374E-01
     39  -7.92955757E+00  -7.10105449E+00   8.28503089E-01
     40  -7.97716455E+00  -7.14665776E+00   8.30506790E-01
     41  -8.01364177E+00  -7.18580540E+00   8.27836370E-01
     42  -8.05011898E+00  -7.22495303E+00   8.25165951E-01
     43  -8.08912569E+00  -7.26516727E+00   8.23958426E-01
     44  -8.12813240E+00  -7.30538150E+00   8.22750902E-01
     45  -8.16229330E+00  -7.33950240E+00   8.22790896E-01
     46  -8.19645420E+00  -7.37362331E+00   8.22830891E-01
     47  -8.22425949E+00  -7.40655915E+00   8.17700346E-01
     48  -8.25206479E+00  -7.43949499E+00   8.12569801E-01
     49  -8.28969496E+00  -7.46975910E+00   8.19935852E-01
     50  -8.32767172E+00  -7.50048058E+00   8.27191145E-01
     51  -8.36035396E+00  -7.52936516E+00   8.30988806E-01
     52  -8.39315245E+00  -7.55840248E+00   8.34749968E-01
     53  -8.42347811E+00  -7.58694786E+00   8.36530252E-01
     54  -8.45380378E+00  -7.61549325E+00   8.38310535E-01
     55  -8.47413385E+00  -7.64017131E+00   8.33962542E-01
     56  -8.49446392E+00  -7.66484937E+00   8.29614549E-01
     57  -8.51419362E+00  -7.68521673E+00   8.28976881E-01
     58  -8.53392331E+00  -7.70558410E+00   8.28339214E-01
     59  -8.55309293E+00  -7.72621956E+00   8.26873367E-01
     60  -8.57226255E+00  -7.74685503E+00   8.25407520E-01
# k =   0.000000   0.500000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.45145888E+00  -8.54052597E+00   9.10932911E-01
# Error est. for CH(vbm) CH(cbm) diff =   9.57050871E-01   1.01166102E+00   5.46101462E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -3.44008942E-01  -1.74755748E-01   1.69253194E-01
      2  -6.88017885E-01  -3.49511496E-01   3.38506389E-01
      3  -1.06168112E+00  -5.57098497E-01   5.04582627E-01
      4  -1.43534436E+00  -7.64685498E-01   6.70658865E-01
      5  -2.20879850E+00  -1.01235923E+00   1.19643928E+00
