# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.28458487E+00  -9.76766187E+00  -4.83076996E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.55605929E+00   2.56234176E+00   1.00628247E+00
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.32791170E-01  -2.00399874E-01   3.23912966E-02
      2  -4.65614730E-01  -4.00716929E-01   6.48978007E-02
      3  -7.31552255E-01  -5.73755112E-01   1.57797142E-01
      4  -9.97330425E-01  -7.46859599E-01   2.50470826E-01
      5  -1.89125994E+00  -9.78651550E-01   9.12608394E-01
      6  -2.78513223E+00  -1.21029506E+00   1.57483717E+00
      7  -3.81932748E+00  -1.34859046E+00   2.47073702E+00
      8  -4.85353531E+00  -1.48689258E+00   3.36664273E+00
      9  -4.96960547E+00  -2.90508791E+00   2.06451756E+00
     10  -5.08564152E+00  -4.32341931E+00   7.62222217E-01
     11  -5.16852714E+00  -4.59049515E+00   5.78031989E-01
     12  -5.25141882E+00  -4.85759594E+00   3.93822878E-01
     13  -5.34168540E+00  -4.97590429E+00   3.65781108E-01
     14  -5.43193945E+00  -5.09418447E+00   3.37754983E-01
     15  -5.49940304E+00  -5.20533226E+00   2.94070787E-01
     16  -5.56692711E+00  -5.31650322E+00   2.50423886E-01
     17  -5.71154420E+00  -5.55541717E+00   1.56127032E-01
     18  -5.85616393E+00  -5.79434990E+00   6.18140253E-02
     19  -6.02150864E+00  -5.85257469E+00   1.68933953E-01
     20  -6.18697843E+00  -5.91085951E+00   2.76118912E-01
     21  -6.25612811E+00  -6.05395751E+00   2.02170603E-01
     22  -6.32527409E+00  -6.19706671E+00   1.28207383E-01
     23  -6.48357055E+00  -6.26863907E+00   2.14931481E-01
     24  -6.64186362E+00  -6.34029233E+00   3.01571291E-01
     25  -6.78963775E+00  -6.38146883E+00   4.08168915E-01
     26  -6.93738595E+00  -6.42256131E+00   5.14824647E-01
     27  -7.05340236E+00  -6.48941710E+00   5.63985258E-01
     28  -7.16941015E+00  -6.55619661E+00   6.13213539E-01
     29  -7.24613163E+00  -6.61698193E+00   6.29149693E-01
     30  -7.32274126E+00  -6.67779028E+00   6.44950984E-01
     31  -7.39608443E+00  -6.75260680E+00   6.43477630E-01
     32  -7.46954070E+00  -6.82740879E+00   6.42131904E-01
     33  -7.50018723E+00  -6.86832303E+00   6.31864196E-01
     34  -7.53083070E+00  -6.90936593E+00   6.21464767E-01
     35  -7.56484480E+00  -6.95051868E+00   6.14326126E-01
     36  -7.59885397E+00  -6.99179162E+00   6.07062351E-01
     37  -7.64451963E+00  -7.05700732E+00   5.87512306E-01
     38  -7.69017518E+00  -7.12223665E+00   5.67938534E-01
     39  -7.72852558E+00  -7.20532010E+00   5.23205478E-01
# k =  -0.000000  -0.000000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.64017763E+00  -9.20172648E+00   4.38451149E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.81179505E+00   1.90845078E+00   9.66557311E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.90514393E-01  -2.49162807E-01   4.13515857E-02
