# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 131

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.19          0.00 B        0          0.00 B
    2.44          0.00 B        0          0.00 B
    2.69          0.00 B        0          0.00 B
    2.95          0.00 B        0          0.00 B
    3.20          0.00 B        0          0.00 B
    3.45          0.00 B        1          8.00 B
    3.70          0.00 B        3        192.00 B
    3.95          0.00 B        3        192.00 B
    4.20          0.00 B        3        192.00 B
    4.45          0.00 B        5        136.00 B
    4.70          0.00 B        4         56.00 B
    5.57          0.00 B        0          0.00 B
    5.82          0.00 B        2         24.00 B
    6.07          0.00 B        4       28.13 MiB
    6.32          0.00 B        5        1.02 GiB
    6.57          0.00 B        7        1.02 GiB
    6.82          0.00 B       11        1.02 GiB
    7.07          0.00 B       16        1.02 GiB
    7.32          0.00 B       16        1.02 GiB
    7.57          0.00 B       16        1.02 GiB
    7.82          0.00 B       15       28.14 MiB
    8.07          0.00 B       18       42.20 MiB
    8.32          0.00 B       22      196.89 MiB
    8.57          0.00 B       21      140.64 MiB
    8.82          0.00 B       24      196.89 MiB
    9.10          0.00 B       22      196.89 MiB
    9.35          0.00 B       22      196.89 MiB
    9.60          0.00 B       23      253.14 MiB
    9.85          0.00 B       21      140.64 MiB
   10.10          0.00 B       28      142.49 MiB
   10.35          0.00 B       30      166.45 MiB
   10.60          0.00 B       32      166.72 MiB
   10.85          0.00 B       34      211.44 MiB
   11.10          0.00 B       26      142.49 MiB
   11.35          0.00 B       26      142.49 MiB
   11.60          0.00 B       26      142.49 MiB
   11.85          0.00 B       26      142.49 MiB
   12.10          0.00 B       27      142.49 MiB
   12.35          0.00 B       28        4.09 GiB
   12.60          0.00 B       28        4.09 GiB
   12.86          0.00 B       28        4.09 GiB
   13.11          0.00 B       28        4.09 GiB
   13.36          0.00 B       28        4.09 GiB
   13.61          0.00 B       28        4.09 GiB
   13.86          0.00 B       28        4.09 GiB
   14.11          0.00 B       28        4.09 GiB
   14.36          0.00 B       28        4.09 GiB
   14.61          0.00 B       28        4.09 GiB
   14.86          0.00 B       28        4.09 GiB
   15.11          0.00 B       28        4.09 GiB
   15.36          0.00 B       28        4.09 GiB
   15.61          0.00 B       28        4.09 GiB
   15.86          0.00 B       28        4.09 GiB
   16.11          0.00 B       19       29.99 MiB
   16.36          0.00 B       22       29.99 MiB
   16.61          0.00 B       33       32.17 MiB
   16.86          0.00 B       33       87.45 MiB
   17.11          0.00 B       33       87.45 MiB
   17.36          0.00 B       33       87.45 MiB
   17.61          0.00 B       33       87.45 MiB
   17.86          0.00 B       33       87.45 MiB
   18.11          0.00 B       33       87.45 MiB
   18.37          0.00 B       33       87.45 MiB
   18.62          0.00 B       45        4.04 GiB
   18.87          0.00 B       72        4.06 GiB
   19.12          0.00 B       47        4.05 GiB
   19.37          0.00 B       45       97.27 MiB
   19.62          0.00 B       43       88.57 MiB
   19.87          0.00 B       50      144.82 MiB
   20.12          0.00 B       45      151.07 MiB
   20.37          0.00 B       49       88.54 MiB
   20.62          0.00 B       45       88.50 MiB
   20.87          0.00 B       48      130.69 MiB
   21.13          0.00 B       52      130.70 MiB
   21.38          0.00 B       51      130.70 MiB
   21.63          0.00 B       48      116.62 MiB
   21.88          0.00 B       50      172.88 MiB
   22.13          0.00 B       56      177.46 MiB
   22.38          0.00 B       58      191.52 MiB
   22.64          0.00 B       61      201.02 MiB
   22.89          0.00 B       54      172.89 MiB
   23.14          0.00 B       50      229.12 MiB
   23.39          0.00 B       50      229.12 MiB
   23.64          0.00 B       50      230.00 MiB
   23.89          0.00 B       52      230.00 MiB
   24.14          0.00 B       52      230.00 MiB
   24.39          0.00 B       53      230.88 MiB
   24.64          0.00 B       54      231.76 MiB
   24.90          0.00 B       55      232.64 MiB
   25.15          0.00 B       55      232.64 MiB
   25.40          0.00 B       71      262.54 MiB
   25.65          0.00 B       71      262.54 MiB
   25.90          0.00 B       61      403.15 MiB
   26.15          0.00 B       63      462.91 MiB
   26.40          0.00 B       65      519.16 MiB
   26.65          0.00 B       68      607.05 MiB
   26.90          0.00 B       70      691.43 MiB
   27.15          0.00 B       71      719.55 MiB
   27.40          0.00 B       63      378.54 MiB
   27.65          0.00 B       67      382.06 MiB
   27.90          0.00 B       67      382.06 MiB
   28.15          0.00 B       67      382.06 MiB
   28.41          0.00 B       62      378.54 MiB
   28.66          0.00 B       73      466.44 MiB
   28.91          0.00 B       74      494.57 MiB
   29.16          0.00 B       75      466.44 MiB
   29.41          0.00 B       81      466.45 MiB
   29.66          0.00 B       98      473.48 MiB
   29.91          0.00 B      101      474.36 MiB
   30.16          0.00 B      101      474.36 MiB
   30.41          0.00 B       90      469.97 MiB
   30.66          0.00 B       79      503.36 MiB
   30.91          0.00 B      104      509.52 MiB
