# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.90806536E+00  -1.03692496E+01  -4.61184237E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.67440344E+00   2.06673109E+00   3.92327648E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -7.41502414E-02  -4.37855617E-02   3.03646797E-02
      2  -1.48300877E-01  -8.86174232E-02   5.96834535E-02
      3  -2.40263137E-01  -1.79741458E-01   6.05216784E-02
      4  -3.33194667E-01  -2.72859375E-01   6.03352919E-02
      5  -4.45910792E-01  -3.25342568E-01   1.20568225E-01
      6  -5.65541430E-01  -3.82165185E-01   1.83376244E-01
      7  -6.57783200E-01  -4.31526451E-01   2.26256749E-01
      8  -7.55815008E-01  -4.89339271E-01   2.66475737E-01
      9  -8.08678192E-01  -5.84593026E-01   2.24085165E-01
     10  -8.61851613E-01  -6.84695594E-01   1.77156020E-01
     11  -9.18230360E-01  -7.90935980E-01   1.27294380E-01
     12  -9.74546501E-01  -9.11180765E-01   6.33657365E-02
     13  -1.12070400E+00  -9.90398886E-01   1.30305109E-01
     14  -1.26744489E+00  -1.06728656E+00   2.00158336E-01
     15  -1.32205278E+00  -1.24593413E+00   7.61186440E-02
     16  -1.37648274E+00  -1.45720804E+00  -8.07253021E-02
     17  -1.49202533E+00  -1.63549262E+00  -1.43467297E-01
     18  -1.60806439E+00  -1.79621771E+00  -1.88153319E-01
     19  -1.70652790E+00  -2.05083209E+00  -3.44304185E-01
     20  -1.80649381E+00  -2.30411385E+00  -4.97620037E-01
     21  -1.90610757E+00  -2.44712335E+00  -5.41015779E-01
     22  -2.00721138E+00  -2.62502277E+00  -6.17811399E-01
     23  -2.15036732E+00  -2.78064431E+00  -6.30276985E-01
     24  -2.29254229E+00  -2.93198321E+00  -6.39440915E-01
     25  -3.55633231E+00  -2.97797067E+00   5.78361637E-01
     26  -4.82529773E+00  -3.00147122E+00   1.82382651E+00
     27  -5.43382077E+00  -3.66766967E+00   1.76615110E+00
     28  -6.02844713E+00  -4.34679259E+00   1.68165453E+00
     29  -6.21915483E+00  -4.42402237E+00   1.79513246E+00
     30  -6.39694550E+00  -4.49557783E+00   1.90136767E+00
     31  -6.44030807E+00  -4.94297056E+00   1.49733751E+00
     32  -6.48148527E+00  -5.40553913E+00   1.07594614E+00
     33  -6.51015761E+00  -5.91815774E+00   5.91999873E-01
     34  -6.53827980E+00  -6.34158670E+00   1.96693101E-01
     35  -6.60118675E+00  -6.37649671E+00   2.24690044E-01
     36  -6.66501016E+00  -6.40731904E+00   2.57691119E-01
     37  -6.73190277E+00  -6.44130475E+00   2.90598023E-01
     38  -6.79890155E+00  -6.47458185E+00   3.24319694E-01
     39  -6.86041974E+00  -6.51993850E+00   3.40481239E-01
     40  -6.92175012E+00  -6.55819786E+00   3.63552256E-01
     41  -7.00132484E+00  -6.59168944E+00   4.09635396E-01
     42  -7.08078351E+00  -6.62921190E+00   4.51571609E-01
     43  -7.13782780E+00  -6.71140486E+00   4.26422944E-01
     44  -7.19501605E+00  -6.80726734E+00   3.87748710E-01
     45  -7.23959076E+00  -6.85659228E+00   3.82998480E-01
     46  -7.28498576E+00  -6.91841728E+00   3.66568478E-01
     47  -7.33541599E+00  -6.96905939E+00   3.66356596E-01
     48  -7.38576850E+00  -7.02657464E+00   3.59193868E-01
     49  -7.41691467E+00  -7.11542006E+00   3.01494604E-01
     50  -7.44838577E+00  -7.18463323E+00   2.63752541E-01
     51  -7.48588681E+00  -7.26515290E+00   2.20733906E-01
     52  -7.52323077E+00  -7.32353690E+00   1.99693866E-01
     53  -7.54857680E+00  -7.41750762E+00   1.31069183E-01
     54  -7.57392798E+00  -7.50480368E+00   6.91242991E-02
     55  -7.59729042E+00  -7.54551630E+00   5.17741166E-02
     56  -7.62027919E+00  -7.57766877E+00   4.26104208E-02
     57  -7.68086811E+00  -7.60883505E+00   7.20330543E-02
     58  -7.74103810E+00  -7.63819323E+00   1.02844866E-01
     59  -7.76325086E+00  -7.72023142E+00   4.30194360E-02
     60  -7.78577157E+00  -7.79692398E+00  -1.11524117E-02
     61  -7.79949314E+00  -7.82229258E+00  -2.27994499E-02
     62  -7.81322941E+00  -7.84671781E+00  -3.34884072E-02
     63  -7.83598570E+00  -7.86730514E+00  -3.13194439E-02
     64  -7.85994886E+00  -7.89624668E+00  -3.62978284E-02
     65  -7.88497941E+00  -7.92497225E+00  -3.99928405E-02
     66  -7.90819679E+00  -7.96201179E+00  -5.38149961E-02
     67  -7.92845008E+00  -7.97759191E+00  -4.91418258E-02
     68  -7.94866844E+00  -7.99723230E+00  -4.85638587E-02
     69  -7.97589416E+00  -8.01739179E+00  -4.14976393E-02
     70  -8.00360438E+00  -8.03221623E+00  -2.86118450E-02
     71  -8.02588428E+00  -8.05773217E+00  -3.18478949E-02
     72  -8.04761710E+00  -8.07288172E+00  -2.52646280E-02
     73  -8.06851080E+00  -8.11274531E+00  -4.42345176E-02
     74  -8.08946041E+00  -8.16158886E+00  -7.21284452E-02
     75  -8.11307614E+00  -8.17773253E+00  -6.46563835E-02
