# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 302

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.46          0.00 B        0          0.00 B
    2.71          0.00 B        0          0.00 B
    2.97          0.00 B        0          0.00 B
    3.22          0.00 B        0          0.00 B
    3.47          0.00 B        0          0.00 B
    3.72          0.00 B        2         24.00 B
    3.97          0.00 B        5       22.51 MiB
    4.22          0.00 B       11       23.01 MiB
    4.47          0.00 B       12       23.05 MiB
    4.72          0.00 B       12       23.05 MiB
    4.97          0.00 B       15       23.18 MiB
    5.22          0.00 B       16       23.21 MiB
    5.47          0.00 B       13       23.21 MiB
    5.72          0.00 B        7       22.98 MiB
    5.97          0.00 B       12       23.10 MiB
    6.22          0.00 B       16       23.22 MiB
    6.47          0.00 B       20       23.46 MiB
    6.72          0.00 B       14       23.46 MiB
    6.97          0.00 B       12       23.09 MiB
    7.22          0.00 B       16       23.20 MiB
    7.47          0.00 B       20       23.44 MiB
    7.72          0.00 B       14       23.44 MiB
    7.98          0.00 B        7      832.51 MiB
    8.23          0.00 B        9      832.51 MiB
    8.48          0.00 B       13      832.53 MiB
    8.73          0.00 B       17      832.53 MiB
    8.98          0.00 B       17      832.53 MiB
    9.23          0.00 B       17      832.53 MiB
    9.48          0.00 B       17      832.53 MiB
    9.73          0.00 B       17      832.53 MiB
    9.98          0.00 B       17      832.53 MiB
   10.23          0.00 B       15       22.52 MiB
   10.48          0.00 B       17       33.07 MiB
   10.73          0.00 B       19       47.13 MiB
   10.98          0.00 B       21       50.64 MiB
   11.23          0.00 B       23       61.19 MiB
   11.48          0.00 B       25       75.25 MiB
   11.73          0.00 B       27      191.27 MiB
   11.98          0.00 B       29      191.27 MiB
   12.23          0.00 B       30      191.27 MiB
   12.48          0.00 B       27      191.27 MiB
   12.73          0.00 B       27      191.27 MiB
   12.98          0.00 B       27      191.27 MiB
   13.23          0.00 B       27      191.27 MiB
   13.48          0.00 B       27      191.27 MiB
   13.74          0.00 B       28      247.52 MiB
   13.99          0.00 B       26      135.02 MiB
   14.24          0.00 B       26      135.02 MiB
   14.49          0.00 B       29      150.84 MiB
   14.74          0.00 B       32      136.87 MiB
   14.99          0.00 B       37      146.46 MiB
   15.24          0.00 B       36      146.46 MiB
   15.49          0.00 B       38      146.73 MiB
   15.74          0.00 B       40      165.56 MiB
   15.99          0.00 B       46      570.56 MiB
   16.24          0.00 B       35      136.87 MiB
   16.49          0.00 B       36      136.87 MiB
   16.74          0.00 B       36      136.87 MiB
   16.99          0.00 B       37      136.87 MiB
   17.24          0.00 B       37      312.65 MiB
   17.49          0.00 B       42      488.43 MiB
   17.74          0.00 B       42      488.43 MiB
   17.99          0.00 B       42      488.43 MiB
   18.24          0.00 B       42      488.43 MiB
   18.49          0.00 B       41      488.43 MiB
   18.74          0.00 B       42      488.43 MiB
   19.00          0.00 B       42      488.43 MiB
   19.25          0.00 B       42      488.43 MiB
   19.50          0.00 B       42      488.43 MiB
   19.75          0.00 B       39      312.65 MiB
   20.00          0.00 B       39      312.65 MiB
   20.25          0.00 B       39      319.68 MiB
   20.50          0.00 B       30       36.12 MiB
   20.75          0.00 B       30       47.86 MiB
   21.00          0.00 B       37       48.45 MiB
   21.25          0.00 B       41       48.57 MiB
   21.50          0.00 B       45       48.81 MiB
   21.75          0.00 B       39       48.81 MiB
   22.00          0.00 B       37       48.46 MiB
   22.25          0.00 B       41       48.58 MiB
   22.50          0.00 B       45       48.82 MiB
   22.75          0.00 B       39       48.82 MiB
   23.00          0.00 B       37       48.44 MiB
   23.25          0.00 B       41       48.56 MiB
   23.50          0.00 B       43       48.68 MiB
   23.76          0.00 B       39       48.79 MiB
   24.01          0.00 B       32      857.86 MiB
   24.26          0.00 B       34      857.87 MiB
   24.51          0.00 B       37      857.89 MiB
   24.76          0.00 B       42      857.89 MiB
   25.01          0.00 B       44      893.10 MiB
   25.26          0.00 B       39       47.87 MiB
   25.51          0.00 B       42       58.88 MiB
   25.76          0.00 B       44       73.56 MiB
   26.01          0.00 B       46       77.23 MiB
