# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 37

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.29          0.00 B        0          0.00 B
    2.54          0.00 B        0          0.00 B
    2.80          0.00 B        4       15.01 MiB
    3.06          0.00 B        4       15.01 MiB
    3.31          0.00 B        4       15.01 MiB
    3.56          0.00 B        4       15.01 MiB
    3.81          0.00 B        7       33.52 MiB
    4.06          0.00 B       11      258.57 MiB
    4.31          0.00 B       10      258.54 MiB
    4.56          0.00 B       11      258.54 MiB
    4.81          0.00 B       13      258.55 MiB
    5.06          0.00 B       15      265.57 MiB
    5.31          0.00 B       19      272.60 MiB
    5.56          0.00 B       10      258.54 MiB
    5.81          0.00 B       11      258.54 MiB
    6.06          0.00 B       12      258.54 MiB
    6.31          0.00 B       12      258.54 MiB
    6.56          0.00 B       12      258.54 MiB
    6.81          0.00 B       12      258.54 MiB
    7.06          0.00 B       12      258.54 MiB
    7.31          0.00 B       12      258.54 MiB
    7.56          0.00 B       12      258.54 MiB
    7.81          0.00 B       12      258.54 MiB
    8.06          0.00 B       12      258.54 MiB
    8.31          0.00 B       12      258.54 MiB
    8.56          0.00 B       12      258.54 MiB
    8.81          0.00 B       12      258.54 MiB
    9.06          0.00 B       12      258.54 MiB
    9.31          0.00 B       12      258.54 MiB
    9.57          0.00 B       12      258.54 MiB
    9.82          0.00 B       12      258.54 MiB
   10.30          0.00 B        2         16.00 B
   10.76          0.00 B        2         16.00 B
   11.14          0.00 B        2         16.00 B
   11.39          0.00 B        2         16.00 B
   11.64          0.00 B        2         16.00 B
   11.67          0.00 B        2         16.00 B
