# G0W0 diagonal energies (eV)
# columns: band  E_DFT  Re[H0+Sigma_xc(E_DFT)]  Im[H0+Sigma_xc(E_DFT)]

k-point 0:
--------------------------------------------------------------------------------
n=0    E_DFT=   -5.697472  Re=   -7.665575  Im=    2.121551
n=1    E_DFT=   -5.697472  Re=   -7.665525  Im=   -2.121551
n=2    E_DFT=    6.249019  Re=    5.037760  Im= 3061.379479
n=3    E_DFT=    6.249019  Re=    5.037785  Im=-3076.856827
n=4    E_DFT=    6.296980  Re=    5.063004  Im=  909.386252
n=5    E_DFT=    6.296980  Re=    5.071252  Im=-2640.792219
n=6    E_DFT=    6.296980  Re=    5.102758  Im=  640.888452
n=7    E_DFT=    6.296980  Re=    5.101878  Im= 1098.391677
n=8    E_DFT=    8.798077  Re=   10.856588  Im= 1855.456387
n=9    E_DFT=    8.798077  Re=   10.856293  Im=-1762.771185
n=10   E_DFT=    8.833005  Re=   10.899773  Im=  279.734908
n=11   E_DFT=    8.833005  Re=   10.887740  Im= -595.994974
n=12   E_DFT=    8.833005  Re=   10.897967  Im=-1546.664598
n=13   E_DFT=    8.833005  Re=   10.880192  Im= 1770.483468
n=14   E_DFT=    9.629145  Re=   12.150426  Im=   -1.712204
n=15   E_DFT=    9.629145  Re=   12.150425  Im=    1.712204
n=16   E_DFT=   14.014750  Re=   16.262521  Im=  -84.606473
n=17   E_DFT=   14.014750  Re=   16.248052  Im=  104.262843
n=18   E_DFT=   14.014750  Re=   16.221090  Im=   62.455313
n=19   E_DFT=   14.014750  Re=   16.250310  Im=  -82.117126
n=20   E_DFT=   14.243038  Re=   15.843854  Im=   -0.522018
n=21   E_DFT=   14.243038  Re=   15.843854  Im=    0.522018
n=22   E_DFT=   17.510694  Re=   19.301682  Im=  518.751380
n=23   E_DFT=   17.510694  Re=   19.301687  Im= -470.983748
n=24   E_DFT=   17.521347  Re=   19.325818  Im= 2081.720689
n=25   E_DFT=   17.521347  Re=   19.301652  Im=  603.283373
n=26   E_DFT=   17.521347  Re=   19.329165  Im=-1164.293238
n=27   E_DFT=   17.521347  Re=   19.299422  Im=-1568.440479
n=28   E_DFT=   21.692467  Re=   23.963783  Im=    0.656191
n=29   E_DFT=   21.692467  Re=   23.963783  Im=   -0.656191
n=30   E_DFT=   29.380859  Re=   34.529367  Im= 3121.979292
n=31   E_DFT=   29.380859  Re=   34.527472  Im=-3151.138434
n=32   E_DFT=   29.382577  Re=   34.518355  Im=  506.215234
n=33   E_DFT=   29.382577  Re=   34.515401  Im= -990.400770
n=34   E_DFT=   29.382577  Re=   34.582177  Im=  921.196924
n=35   E_DFT=   29.382577  Re=   34.498137  Im= -408.461505
n=36   E_DFT=   30.461598  Re=   36.194119  Im=  451.857252
n=37   E_DFT=   30.461598  Re=   36.173242  Im=  224.081402
n=38   E_DFT=   30.461598  Re=   36.178390  Im= -599.273337
n=39   E_DFT=   30.461598  Re=   36.201229  Im=  -76.180166
n=40   E_DFT=   32.042976  Re=   37.760991  Im=-2704.657693
n=41   E_DFT=   32.042976  Re=   37.762960  Im= 2664.871785
n=42   E_DFT=   32.127745  Re=   37.804761  Im=-4243.980049
n=43   E_DFT=   32.127745  Re=   37.874168  Im= 1146.446081
n=44   E_DFT=   32.127745  Re=   37.904979  Im=-2250.102788
n=45   E_DFT=   32.127745  Re=   37.825438  Im= 5387.516692
n=46   E_DFT=   35.634540  Re=   41.138355  Im=-1905.682680
n=47   E_DFT=   35.634540  Re=   41.159750  Im= -227.703354
n=48   E_DFT=   35.634540  Re=   41.097968  Im=  363.838165
n=49   E_DFT=   35.634540  Re=   41.146362  Im=  459.797368
n=50   E_DFT=   35.634540  Re=   41.119367  Im=-2081.654713
n=51   E_DFT=   35.634540  Re=   41.098178  Im= 3391.405215
n=52   E_DFT=   41.091726  Re=   47.867782  Im= -620.000817
n=53   E_DFT=   41.091726  Re=   47.612869  Im= -616.268740
n=54   E_DFT=   41.091726  Re=   47.680554  Im= 1034.413440
n=55   E_DFT=   41.091726  Re=   47.795755  Im=  130.153549
n=56   E_DFT=   41.091985  Re=   47.745419  Im=  762.561431
n=57   E_DFT=   41.091985  Re=   47.744214  Im= -691.098174
n=58   E_DFT=   44.700499  Re=   50.148569  Im=    0.757768
n=59   E_DFT=   44.700499  Re=   50.148569  Im=   -0.757766
n=60   E_DFT=   44.834496  Re=   51.645476  Im=  647.075000
n=61   E_DFT=   44.834496  Re=   51.694916  Im=  659.118828
n=62   E_DFT=   44.834496  Re=   51.573382  Im= -296.581346
n=63   E_DFT=   44.834496  Re=   51.549192  Im=-1009.607764
n=64   E_DFT=   46.762129  Re=   53.113095  Im= -133.707674
n=65   E_DFT=   46.762129  Re=   52.774948  Im=   93.908834
n=66   E_DFT=   46.762129  Re=   52.503124  Im=  -31.874245
n=67   E_DFT=   46.762129  Re=   52.984150  Im=   71.649427

k-point 1:
--------------------------------------------------------------------------------
n=0    E_DFT=   -4.897280  Re=   -6.588160  Im=-3438.673205
n=1    E_DFT=   -4.897280  Re=   -6.588412  Im=-3433.741762
n=2    E_DFT=    2.340154  Re=    1.031436  Im= 4985.562644
n=3    E_DFT=    2.340154  Re=    1.031296  Im= 4942.461545
