# Breit Σ_xc comparison (eV).  std = sigSX + sigCOH (charge Σ_xc)
# screened = Σ^B from screened W^{ij}; unscr = Σ^B from bare V^{ij}
#  k    n     sigSX      sigCOH        std    SigB_scr   SigB_unscr   std+Bscr  std+Bunscr
   0   38    -8.53938    -3.98618   -12.52556   -0.003026   -0.003027   -12.52858   -12.52858
   0   39    -8.08495    -3.71626   -11.80121   -0.001277   -0.001277   -11.80249   -11.80249
   0   40    -7.74708    -3.59793   -11.34501   -0.000524   -0.000524   -11.34554   -11.34554
   0   41    -7.63977    -3.62054   -11.26031   -0.000876   -0.000876   -11.26118   -11.26118
   0   42    -9.23422    -4.40265   -13.63687   -0.004063   -0.004065   -13.64094   -13.64094
   0   43    -8.24132    -3.74159   -11.98291   -0.001378   -0.001378   -11.98429   -11.98429
   0   44    -9.67970    -4.65937   -14.33907   -0.007548   -0.007551   -14.34662   -14.34662
   0   45    -7.73822    -3.60451   -11.34273   -0.001320   -0.001320   -11.34405   -11.34405
   0   46    -8.95043    -4.11614   -13.06657   -0.003299   -0.003301   -13.06987   -13.06987
   0   47    -8.61927    -4.13738   -12.75665   -0.003478   -0.003479   -12.76012   -12.76012
   0   48    -9.15435    -4.28795   -13.44230   -0.005791   -0.005793   -13.44809   -13.44810
   0   49    -8.05925    -3.57362   -11.63287   -0.000964   -0.000965   -11.63383   -11.63383
   0   50    -8.44357    -4.03199   -12.47556   -0.003294   -0.003295   -12.47885   -12.47885
   0   51    -8.33071    -3.83714   -12.16785   -0.002706   -0.002707   -12.17055   -12.17055
   0   52    -7.94980    -3.50882   -11.45862   -0.000880   -0.000880   -11.45950   -11.45950
   0   53    -7.97958    -3.53496   -11.51454   -0.000923   -0.000923   -11.51546   -11.51546
   0   54    -8.02708    -3.41135   -11.43843   -0.000457   -0.000457   -11.43889   -11.43889
   0   55    -7.91226    -3.37218   -11.28444   -0.000374   -0.000374   -11.28481   -11.28481
   0   56    -9.41400    -4.08822   -13.50222   -0.003617   -0.003618   -13.50584   -13.50584
   0   57    -9.92868    -4.38409   -14.31278   -0.006605   -0.006608   -14.31938   -14.31939
   0   58    -7.89413    -3.33490   -11.22904   -0.000233   -0.000233   -11.22927   -11.22927
   0   59   -13.30638    -6.22917   -19.53554   -0.014482   -0.014488   -19.55002   -19.55003
   0   60    -8.01116    -3.55675   -11.56791   -0.001175   -0.001175   -11.56908   -11.56908
   0   61    -8.63393    -3.74563   -12.37956   -0.002039   -0.002040   -12.38160   -12.38160
   0   62    -7.78455    -3.27316   -11.05771   -0.000164   -0.000164   -11.05788   -11.05788
   0   63   -12.20404    -5.60967   -17.81371   -0.011733   -0.011738   -17.82544   -17.82545
   0   64   -11.24633    -5.08220   -16.32853   -0.011038   -0.011042   -16.33957   -16.33957
   0   65   -11.41704    -5.21840   -16.63544   -0.010603   -0.010607   -16.64604   -16.64605
   0   66   -11.11491    -5.13745   -16.25237   -0.009974   -0.009978   -16.26234   -16.26234
   0   67    -7.95881    -3.36379   -11.32260   -0.000410   -0.000411   -11.32301   -11.32301
   0   68   -11.91306    -5.36684   -17.27990   -0.009394   -0.009397   -17.28929   -17.28930
   0   69    -9.67793    -4.20202   -13.87995   -0.005516   -0.005518   -13.88546   -13.88547
   0   70    -8.49699    -5.36998   -13.86698   -0.012707   -0.012712   -13.87968   -13.87969
   0   71    -8.36731    -5.29617   -13.66348   -0.014219   -0.014224   -13.67770   -13.67770
   0   72    -8.35440    -5.19163   -13.54602   -0.009385   -0.009388   -13.55541   -13.55541
   0   73    -6.20992    -5.31869   -11.52860   -0.012367   -0.012371   -11.54097   -11.54097
   0   74    -6.52038    -5.61945   -12.13983   -0.013227   -0.013230   -12.15305   -12.15306
   0   75    -6.07647    -5.45189   -11.52836   -0.010365   -0.010368   -11.53873   -11.53873
   0   76    -6.50463    -5.61080   -12.11544   -0.012639   -0.012643   -12.12808   -12.12808
   0   77    -8.14044    -4.92552   -13.06596   -0.011299   -0.011303   -13.07726   -13.07727
   1    0   -29.73873   -10.60039   -40.33912   -0.027061   -0.027070   -40.36618   -40.36619
   1    1   -29.73614   -10.59980   -40.33594   -0.027057   -0.027066   -40.36300   -40.36301
   1    2   -26.01767   -10.58127   -36.59893   -0.026201   -0.026211   -36.62514   -36.62515
   1    3   -26.01295   -10.58074   -36.59369   -0.026199   -0.026209   -36.61989   -36.61990
   1    4   -24.01810    -9.66478   -33.68288   -0.035911   -0.035925   -33.71879   -33.71880
   1    5   -24.00957    -9.66289   -33.67246   -0.035973   -0.035987   -33.70843   -33.70844
   1    6   -23.81882    -9.67942   -33.49824   -0.034626   -0.034642   -33.53286   -33.53288
   1    7   -23.82122    -9.67823   -33.49946   -0.034502   -0.034517   -33.53396   -33.53397
   1    8   -24.07334    -9.66397   -33.73730   -0.031440   -0.031454   -33.76874   -33.76876
   1    9   -24.06651    -9.66268   -33.72919   -0.031454   -0.031468   -33.76065   -33.76066
   1   10   -19.07877    -9.65599   -28.73476   -0.030172   -0.030185   -28.76493   -28.76495
   1   11   -19.06476    -9.65576   -28.72052   -0.030064   -0.030077   -28.75058   -28.75060
   1   12   -18.95567    -9.64669   -28.60236   -0.027854   -0.027866   -28.63021   -28.63022
   1   13   -18.95467    -9.64544   -28.60011   -0.027818   -0.027830   -28.62793   -28.62794
   1   14   -18.86667    -9.61734   -28.48401   -0.028394   -0.028409   -28.51240   -28.51242
   1   15   -18.85777    -9.61537   -28.47314   -0.028236   -0.028251   -28.50138   -28.50139
   1   16   -10.32354    -4.15006   -14.47359   -0.000232   -0.000232   -14.47383   -14.47383
   1   17   -10.32562    -4.14079   -14.46642   -0.000167   -0.000167   -14.46658   -14.46658
   1   18   -10.36716    -4.11215   -14.47932   -0.000081   -0.000081   -14.47940   -14.47940
   1   19   -10.28713    -4.11375   -14.40088   -0.000111   -0.000111   -14.40099   -14.40099
   1   20   -10.41367    -4.14206   -14.55572   -0.000111   -0.000111   -14.55583   -14.55583
   1   21   -10.34069    -4.14742   -14.48811   -0.000155   -0.000155   -14.48826   -14.48826
   1   22   -10.42401    -4.14283   -14.56684   -0.000103   -0.000103   -14.56695   -14.56695
   1   23   -10.34496    -4.14765   -14.49261   -0.000145   -0.000145   -14.49275   -14.49275
   1   24   -10.42014    -4.14952   -14.56966   -0.000101   -0.000102   -14.56976   -14.56976
   1   25   -10.42408    -4.15331   -14.57739   -0.000102   -0.000102   -14.57749   -14.57749
   1   26   -10.34916    -4.16100   -14.51016   -0.000173   -0.000173   -14.51033   -14.51033
   1   27   -10.35257    -4.16158   -14.51415   -0.000172   -0.000172   -14.51432   -14.51432
   1   28    -8.47084    -3.90608   -12.37692   -0.001363   -0.001364   -12.37829   -12.37829
   1   29    -7.99877    -3.80343   -11.80220   -0.000882   -0.000882   -11.80308   -11.80308
   1   30    -8.41267    -3.81857   -12.23124   -0.001265   -0.001266   -12.23250   -12.23250
   1   31    -7.93396    -3.68834   -11.62230   -0.000657   -0.000658   -11.62296   -11.62296
   1   32    -8.35438    -3.79902   -12.15340   -0.001299   -0.001299   -12.15470   -12.15470
   1   33    -8.27711    -3.75930   -12.03641   -0.001115   -0.001115   -12.03753   -12.03753
   1   34    -8.14769    -3.69328   -11.84097   -0.000896   -0.000897   -11.84187   -11.84187
   1   35    -7.99977    -3.63039   -11.63016   -0.000530   -0.000531   -11.63069   -11.63069
   1   36    -8.14764    -3.68183   -11.82947   -0.000968   -0.000969   -11.83044   -11.83044
   1   37    -8.13911    -3.71329   -11.85240   -0.000870   -0.000870   -11.85327   -11.85327
   1   38    -8.04575    -3.74245   -11.78820   -0.001320   -0.001320   -11.78952   -11.78952
   1   39    -8.20577    -3.81649   -12.02226   -0.001740   -0.001740   -12.02399   -12.02400
   1   40    -8.35573    -3.90128   -12.25702   -0.002551   -0.002552   -12.25957   -12.25957
   1   41    -9.13833    -4.36904   -13.50738   -0.004480   -0.004482   -13.51186   -13.51186
   1   42    -8.10075    -3.79186   -11.89262   -0.001684   -0.001685   -11.89430   -11.89430
   1   43    -9.38355    -4.49273   -13.87628   -0.006152   -0.006154   -13.88243   -13.88243
   1   44    -8.40425    -3.86342   -12.26767   -0.001445   -0.001446   -12.26912   -12.26912
   1   45    -8.87504    -4.10299   -12.97804   -0.003486   -0.003487   -12.98152   -12.98152
   1   46    -8.55352    -4.02150   -12.57502   -0.003411   -0.003412   -12.57843   -12.57843
   1   47    -8.30555    -3.79794   -12.10349   -0.002259   -0.002260   -12.10575   -12.10575
   1   48    -8.41752    -4.00164   -12.41916   -0.003135   -0.003136   -12.42230   -12.42230
   1   49    -8.25343    -3.70089   -11.95432   -0.001467   -0.001468   -11.95579   -11.95579
   1   50    -8.28819    -3.82213   -12.11032   -0.003060   -0.003061   -12.11338   -12.11338
   1   51    -8.23199    -3.71567   -11.94766   -0.002078   -0.002079   -11.94974   -11.94974
   1   52    -8.07192    -3.56099   -11.63291   -0.001173   -0.001173   -11.63409   -11.63409
   1   53    -8.05103    -3.54998   -11.60101   -0.001015   -0.001015   -11.60202   -11.60202
   1   54    -8.60860    -3.80285   -12.41145   -0.002798   -0.002799   -12.41425   -12.41425
   1   55    -8.33617    -3.67268   -12.00885   -0.001948   -0.001949   -12.01080   -12.01080
   1   56    -9.42283    -4.14151   -13.56434   -0.003965   -0.003967   -13.56831   -13.56831
   1   57    -9.27877    -4.07494   -13.35371   -0.004363   -0.004365   -13.35807   -13.35807
   1   58    -7.93394    -3.40326   -11.33720   -0.000545   -0.000545   -11.33775   -11.33775
   1   59    -8.44617    -3.72331   -12.16949   -0.002561   -0.002562   -12.17205   -12.17205
   1   60    -9.01503    -4.05061   -13.06564   -0.003344   -0.003345   -13.06899   -13.06899
   1   61    -7.92965    -3.44321   -11.37286   -0.000910   -0.000910   -11.37377   -11.37377
   1   62   -11.80027    -5.44417   -17.24444   -0.011274   -0.011278   -17.25571   -17.25571
   1   63    -9.74367    -4.35724   -14.10091   -0.005988   -0.005991   -14.10690   -14.10690
   1   64   -11.53731    -5.24663   -16.78394   -0.010068   -0.010072   -16.79401   -16.79402
   1   65   -11.30881    -5.12139   -16.43019   -0.010272   -0.010276   -16.44047   -16.44047
   1   66    -8.56220    -3.75103   -12.31323   -0.002667   -0.002668   -12.31590   -12.31590
   1   67   -12.12725    -5.53869   -17.66594   -0.011621   -0.011625   -17.67756   -17.67756
   1   68   -11.53312    -5.19838   -16.73151   -0.009012   -0.009015   -16.74052   -16.74052
   1   69   -10.29043    -4.52464   -14.81507   -0.006975   -0.006977   -14.82205   -14.82205
   1   70    -8.36676    -5.29520   -13.66195   -0.011995   -0.012000   -13.67395   -13.67395
   1   71    -8.29088    -5.24428   -13.53516   -0.013834   -0.013840   -13.54900   -13.54900
   1   72    -8.37534    -5.21985   -13.59519   -0.011402   -0.011407   -13.60660   -13.60660
   1   73    -7.91123    -5.06603   -12.97726   -0.010374   -0.010378   -12.98763   -12.98764
   1   74    -6.56765    -5.45071   -12.01836   -0.012928   -0.012932   -12.03129   -12.03129
   1   75    -6.14827    -5.27461   -11.42289   -0.011177   -0.011180   -11.43406   -11.43407
   1   76    -6.47394    -5.51829   -11.99223   -0.012390   -0.012394   -12.00462   -12.00462
   1   77    -6.36227    -5.54574   -11.90801   -0.011455   -0.011458   -11.91946   -11.91947
   2    0   -29.73866   -10.60013   -40.33879   -0.027060   -0.027069   -40.36585   -40.36586
   2    1   -29.73381   -10.59949   -40.33331   -0.027054   -0.027063   -40.36036   -40.36037
   2    2   -26.01694   -10.58102   -36.59796   -0.026199   -0.026209   -36.62416   -36.62417
   2    3   -26.01113   -10.58044   -36.59157   -0.026198   -0.026208   -36.61776   -36.61777
   2    4   -24.01598    -9.66433   -33.68030   -0.035907   -0.035922   -33.71621   -33.71623
   2    5   -24.00815    -9.66270   -33.67085   -0.035941   -0.035956   -33.70679   -33.70680
   2    6   -23.82029    -9.67895   -33.49925   -0.034594   -0.034610   -33.53384   -33.53386
   2    7   -23.82338    -9.67795   -33.50133   -0.034494   -0.034509   -33.53583   -33.53584
   2    8   -24.07134    -9.66394   -33.73528   -0.031451   -0.031465   -33.76674   -33.76675
   2    9   -24.06524    -9.66208   -33.72731   -0.031405   -0.031419   -33.75872   -33.75873
   2   10   -19.07404    -9.65550   -28.72953   -0.030159   -0.030173   -28.75969   -28.75971
   2   11   -19.05628    -9.65491   -28.71119   -0.030044   -0.030058   -28.74123   -28.74124
   2   12   -18.95763    -9.64626   -28.60390   -0.027862   -0.027874   -28.63176   -28.63177
   2   13   -18.95370    -9.64518   -28.59888   -0.027812   -0.027825   -28.62669   -28.62671
   2   14   -18.86525    -9.61720   -28.48245   -0.028390   -0.028405   -28.51084   -28.51085
   2   15   -18.85362    -9.61561   -28.46923   -0.028209   -0.028224   -28.49744   -28.49745
   2   16   -10.32392    -4.15103   -14.47495   -0.000226   -0.000226   -14.47518   -14.47518
   2   17   -10.33590    -4.14227   -14.47817   -0.000163   -0.000163   -14.47833   -14.47833
   2   18   -10.38357    -4.13859   -14.52217   -0.000122   -0.000122   -14.52229   -14.52229
   2   19   -10.32514    -4.14433   -14.46947   -0.000168   -0.000168   -14.46963   -14.46963
   2   20   -10.37983    -4.12020   -14.50003   -0.000085   -0.000085   -14.50012   -14.50012
   2   21   -10.30058    -4.12331   -14.42389   -0.000122   -0.000122   -14.42401   -14.42402
   2   22   -10.41392    -4.13759   -14.55151   -0.000100   -0.000100   -14.55161   -14.55161
   2   23   -10.33381    -4.14113   -14.47494   -0.000133   -0.000133   -14.47507   -14.47507
   2   24   -10.41518    -4.14552   -14.56070   -0.000101   -0.000101   -14.56080   -14.56080
   2   25   -10.34255    -4.15430   -14.49685   -0.000167   -0.000167   -14.49701   -14.49701
   2   26   -10.41587    -4.15280   -14.56867   -0.000103   -0.000103   -14.56877   -14.56877
   2   27   -10.34844    -4.16346   -14.51190   -0.000179   -0.000179   -14.51208   -14.51208
   2   28    -8.42472    -3.88527   -12.31000   -0.001302   -0.001303   -12.31130   -12.31130
   2   29    -7.95929    -3.77596   -11.73525   -0.000798   -0.000799   -11.73605   -11.73605
   2   30    -8.45374    -3.84966   -12.30341   -0.001282   -0.001283   -12.30469   -12.30469
   2   31    -7.99952    -3.72824   -11.72776   -0.000712   -0.000712   -11.72847   -11.72847
   2   32    -8.03133    -3.63219   -11.66353   -0.000663   -0.000663   -11.66419   -11.66419
   2   33    -8.19221    -3.71795   -11.91016   -0.000944   -0.000945   -11.91110   -11.91111
   2   34    -8.14929    -3.70261   -11.85190   -0.000974   -0.000974   -11.85288   -11.85288
   2   35    -8.34844    -3.80484   -12.15328   -0.001292   -0.001292   -12.15458   -12.15458
   2   36    -8.23358    -3.70976   -11.94334   -0.001108   -0.001108   -11.94445   -11.94445
   2   37    -8.31350    -3.78510   -12.09861   -0.001138   -0.001139   -12.09974   -12.09974
   2   38    -8.31301    -3.84003   -12.15304   -0.001761   -0.001762   -12.15480   -12.15480
   2   39    -8.73529    -4.10604   -12.84134   -0.003605   -0.003606   -12.84494   -12.84494
   2   40    -8.33884    -3.88305   -12.22190   -0.002146   -0.002147   -12.22404   -12.22404
   2   41    -8.61873    -4.03458   -12.65331   -0.002730   -0.002731   -12.65604   -12.65604
   2   42    -8.95331    -4.21340   -13.16672   -0.004149   -0.004151   -13.17087   -13.17087
   2   43    -8.56975    -4.06523   -12.63499   -0.003633   -0.003634   -12.63862   -12.63862
   2   44    -8.77840    -4.04716   -12.82557   -0.003016   -0.003017   -12.82858   -12.82858
   2   45    -8.44734    -4.00509   -12.45243   -0.003008   -0.003009   -12.45544   -12.45544
   2   46    -8.39890    -3.90516   -12.30406   -0.002450   -0.002450   -12.30651   -12.30651
   2   47    -8.71852    -3.97199   -12.69051   -0.002938   -0.002940   -12.69345   -12.69345
   2   48    -8.31836    -3.71924   -12.03760   -0.001765   -0.001765   -12.03936   -12.03936
   2   49    -8.33894    -3.76176   -12.10070   -0.001926   -0.001927   -12.10262   -12.10262
   2   50    -8.61419    -3.88353   -12.49772   -0.002636   -0.002637   -12.50036   -12.50036
   2   51    -8.13908    -3.66657   -11.80565   -0.001524   -0.001525   -11.80717   -11.80717
   2   52    -8.64546    -3.97203   -12.61748   -0.004004   -0.004006   -12.62149   -12.62149
   2   53    -8.39200    -3.75220   -12.14420   -0.002330   -0.002330   -12.14653   -12.14653
   2   54    -7.94512    -3.56320   -11.50831   -0.001460   -0.001460   -11.50977   -11.50977
   2   55    -8.09384    -3.60496   -11.69880   -0.001369   -0.001369   -11.70017   -11.70017
   2   56    -8.03078    -3.52365   -11.55443   -0.001254   -0.001254   -11.55568   -11.55568
   2   57    -9.10214    -4.07858   -13.18072   -0.003897   -0.003898   -13.18462   -13.18462
   2   58    -8.24879    -3.68709   -11.93588   -0.002067   -0.002068   -11.93795   -11.93795
   2   59    -7.96582    -3.43937   -11.40519   -0.000924   -0.000924   -11.40611   -11.40611
   2   60    -8.06945    -3.44051   -11.50996   -0.000777   -0.000777   -11.51074   -11.51074
   2   61    -8.60436    -3.78234   -12.38670   -0.001996   -0.001997   -12.38870   -12.38870
   2   62   -12.16758    -5.62429   -17.79186   -0.012253   -0.012258   -17.80412   -17.80412
   2   63    -8.86423    -3.87137   -12.73560   -0.003143   -0.003144   -12.73874   -12.73874
   2   64    -7.97984    -3.43231   -11.41215   -0.000781   -0.000781   -11.41293   -11.41293
   2   65   -11.28805    -5.11583   -16.40388   -0.009419   -0.009423   -16.41330   -16.41330
   2   66   -11.92793    -5.44218   -17.37011   -0.012701   -0.012706   -17.38281   -17.38281
   2   67   -12.42353    -5.72475   -18.14828   -0.011522   -0.011526   -18.15980   -18.15981
   2   68   -11.95198    -5.40082   -17.35281   -0.011172   -0.011177   -17.36398   -17.36398
   2   69   -11.05726    -4.92651   -15.98377   -0.008630   -0.008633   -15.99240   -15.99240
   2   70    -8.12965    -5.17727   -13.30692   -0.011641   -0.011646   -13.31856   -13.31856
   2   71    -8.19354    -5.15574   -13.34928   -0.012283   -0.012288   -13.36157   -13.36157
   2   72    -8.28623    -5.22789   -13.51412   -0.012162   -0.012167   -13.52628   -13.52629
   2   73    -8.37631    -5.23351   -13.60981   -0.012355   -0.012360   -13.62217   -13.62217
   2   74    -6.32594    -5.48539   -11.81133   -0.011952   -0.011955   -11.82328   -11.82329
   2   75    -6.07725    -5.16518   -11.24243   -0.010894   -0.010897   -11.25332   -11.25333
   2   76    -6.30024    -5.31351   -11.61375   -0.011524   -0.011527   -11.62528   -11.62528
   2   77    -6.44798    -5.55046   -11.99844   -0.014298   -0.014302   -12.01274   -12.01275
   3    0   -29.73658   -10.60001   -40.33659   -0.027056   -0.027065   -40.36365   -40.36366
   3    1   -29.73545   -10.59961   -40.33505   -0.027057   -0.027066   -40.36211   -40.36212
   3    2   -26.01507   -10.58092   -36.59599   -0.026198   -0.026208   -36.62219   -36.62220
   3    3   -26.01275   -10.58053   -36.59328   -0.026198   -0.026208   -36.61948   -36.61949
   3    4   -24.01679    -9.66326   -33.68004   -0.035927   -0.035941   -33.71597   -33.71599
   3    5   -24.01020    -9.66399   -33.67418   -0.035944   -0.035958   -33.71013   -33.71014
   3    6   -23.82710    -9.67935   -33.50645   -0.034527   -0.034543   -33.54098   -33.54100
   3    7   -23.81154    -9.67724   -33.48878   -0.034534   -0.034549   -33.52331   -33.52333
   3    8   -24.06960    -9.66337   -33.73296   -0.031459   -0.031473   -33.76442   -33.76444
   3    9   -24.06774    -9.66271   -33.73045   -0.031414   -0.031428   -33.76186   -33.76188
   3   10   -19.07711    -9.65500   -28.73211   -0.030106   -0.030119   -28.76222   -28.76223
   3   11   -19.06010    -9.65596   -28.71606   -0.030106   -0.030119   -28.74616   -28.74617
   3   12   -18.96120    -9.64663   -28.60783   -0.027843   -0.027855   -28.63567   -28.63568
   3   13   -18.94353    -9.64444   -28.58797   -0.027819   -0.027831   -28.61579   -28.61580
   3   14   -18.86370    -9.61664   -28.48034   -0.028349   -0.028364   -28.50869   -28.50871
   3   15   -18.85632    -9.61589   -28.47221   -0.028247   -0.028262   -28.50046   -28.50048
   3   16   -10.33304    -4.15656   -14.48960   -0.000228   -0.000228   -14.48983   -14.48983
   3   17   -10.35263    -4.14800   -14.50063   -0.000164   -0.000164   -14.50079   -14.50079
   3   18   -10.35434    -4.13160   -14.48595   -0.000126   -0.000127   -14.48607   -14.48607
   3   19   -10.31012    -4.13706   -14.44718   -0.000168   -0.000168   -14.44735   -14.44735
   3   20   -10.41028    -4.13520   -14.54549   -0.000098   -0.000098   -14.54558   -14.54558
   3   21   -10.39688    -4.12800   -14.52488   -0.000086   -0.000087   -14.52497   -14.52497
   3   22   -10.32962    -4.13841   -14.46803   -0.000128   -0.000128   -14.46816   -14.46816
   3   23   -10.31675    -4.13169   -14.44844   -0.000126   -0.000126   -14.44856   -14.44856
   3   24   -10.39865    -4.13893   -14.53757   -0.000099   -0.000099   -14.53767   -14.53767
   3   25   -10.32685    -4.14722   -14.47407   -0.000166   -0.000166   -14.47424   -14.47424
   3   26   -10.41287    -4.15258   -14.56545   -0.000104   -0.000104   -14.56555   -14.56555
   3   27   -10.34653    -4.16337   -14.50991   -0.000183   -0.000183   -14.51009   -14.51009
   3   28    -8.39896    -3.87321   -12.27217   -0.001282   -0.001283   -12.27345   -12.27345
   3   29    -7.92784    -3.75822   -11.68606   -0.000754   -0.000754   -11.68682   -11.68682
   3   30    -8.48633    -3.86378   -12.35011   -0.001269   -0.001270   -12.35138   -12.35138
   3   31    -8.05769    -3.72843   -11.78612   -0.000725   -0.000725   -11.78684   -11.78684
   3   32    -8.00325    -3.63760   -11.64085   -0.000593   -0.000593   -11.64144   -11.64144
   3   33    -8.03130    -3.63938   -11.67068   -0.000624   -0.000624   -11.67130   -11.67130
   3   34    -8.66108    -4.00774   -12.66882   -0.002328   -0.002329   -12.67115   -12.67115
   3   35    -8.41303    -3.80033   -12.21337   -0.001379   -0.001379   -12.21474   -12.21474
   3   36    -8.27497    -3.70921   -11.98417   -0.000968   -0.000969   -11.98514   -11.98514
   3   37    -8.45221    -3.89262   -12.34483   -0.001550   -0.001550   -12.34638   -12.34638
   3   38    -8.34007    -3.83330   -12.17337   -0.001857   -0.001857   -12.17522   -12.17522
   3   39    -8.16470    -3.70080   -11.86550   -0.001186   -0.001186   -11.86669   -11.86669
   3   40    -8.60303    -4.06406   -12.66709   -0.003520   -0.003521   -12.67061   -12.67061
   3   41    -8.69283    -3.99305   -12.68588   -0.002826   -0.002827   -12.68871   -12.68871
   3   42    -8.29285    -3.83513   -12.12798   -0.002035   -0.002035   -12.13001   -12.13001
   3   43    -8.65286    -4.05460   -12.70746   -0.003460   -0.003461   -12.71092   -12.71092
   3   44    -8.76690    -4.06800   -12.83490   -0.002823   -0.002824   -12.83772   -12.83772
   3   45    -8.17225    -3.74369   -11.91593   -0.002122   -0.002123   -11.91806   -11.91806
   3   46    -8.72125    -4.08265   -12.80391   -0.004007   -0.004009   -12.80791   -12.80791
   3   47    -8.31204    -3.89829   -12.21032   -0.002263   -0.002264   -12.21259   -12.21259
   3   48    -9.40153    -4.36178   -13.76331   -0.005141   -0.005143   -13.76845   -13.76845
   3   49    -8.39882    -3.97191   -12.37072   -0.003260   -0.003261   -12.37398   -12.37398
   3   50    -8.19405    -3.59380   -11.78785   -0.001138   -0.001139   -11.78899   -11.78899
   3   51    -8.21307    -3.88935   -12.10242   -0.002531   -0.002532   -12.10495   -12.10495
   3   52    -8.22093    -3.69239   -11.91332   -0.002311   -0.002311   -11.91563   -11.91563
   3   53    -8.01989    -3.69454   -11.71443   -0.001527   -0.001527   -11.71596   -11.71596
   3   54    -8.35928    -3.64849   -12.00777   -0.001723   -0.001724   -12.00950   -12.00950
   3   55    -8.09751    -3.48124   -11.57875   -0.000832   -0.000833   -11.57958   -11.57959
   3   56    -8.45387    -3.72154   -12.17541   -0.002110   -0.002111   -12.17752   -12.17752
   3   57    -8.82575    -3.88289   -12.70864   -0.003027   -0.003028   -12.71166   -12.71167
