 (0.9438793683809173,6.2119874079986920E-019)  
 (5.8102696395546793E-006,1.7927366553538393E-005)  
 (-6.4764166762097192E-005,-4.4254106772729001E-006)  
 (-3.1870096436365254E-006,-3.4513523956744433E-005)  
 (-5.9607761503663634E-005,-2.6377605730201564E-006)  
 (5.8102696395546793E-006,-1.7927366553538393E-005)  
 (0.4810770676335928,7.0905772217183520E-019)  
 (4.6996289709962212E-005,1.7770954657504865E-002)  
 (-0.2631430723198106,4.1866543568554486E-004)  
 (-2.5704783917977867E-003,1.0544495467861535E-003)  
 (-6.4764166762097192E-005,4.4254106772729001E-006)  
 (4.6996289709962212E-005,-1.7770954657504865E-002)  
 (0.4810895671304022,-2.3460570534483895E-020)  
 (-2.7572580183709357E-003,1.0484421420286687E-003)  
 (0.2631502008097575,-3.6821139106662913E-004)  
 (-3.1870096436365254E-006,3.4513523956744433E-005)  
 (-0.2631430723198106,-4.1866543568554486E-004)  
 (-2.7572580183709357E-003,-1.0484421420286687E-003)  
 (0.6873631252182779,5.3094679523618204E-018)  
 (-1.7766077746397756E-004,2.9602269025556415E-002)  
 (-5.9607761503663634E-005,2.6377605730201564E-006)  
 (-2.5704783917977867E-003,-1.0544495467861535E-003)  
 (0.2631502008097575,3.6821139106662913E-004)  
 (-1.7766077746397756E-004,-2.9602269025556415E-002)  
 (0.6873667584554818,-4.3802741974274223E-018)  
 (6.4504918683371209E-006,-3.5936118762055138E-005)  
 (6.8163314454449493E-003,2.7677146422445298E-005)  
 (-1.8773040031117321E-005,6.8176126789373992E-003)  
 (4.3681531793817079E-003,-8.9350409979628676E-006)  
 (4.7653234265699244E-006,-4.3666619780735093E-003)  
 (-6.1950169735402946E-003,9.7140704838577946E-005)  
 (-4.8141878084938840E-006,7.1875836717987226E-005)  
 (1.0201317653914417E-004,4.9242315368806274E-006)  
 (7.1249049652794983E-003,-9.3660244172584259E-005)  
 (1.1909469982781760E-004,7.1257309104092240E-003)  
 (-9.0078243522128217E-005,-6.1936930470240115E-003)  
 (9.3545360956642966E-005,5.6764595584389204E-006)  
 (3.8199118474293542E-006,-1.2477556058681507E-004)  
 (-1.0759055776388496E-004,-7.1263870785117350E-003)  
 (7.1253049589662023E-003,-1.3910465431816072E-004)  
 (5.2133052637224470E-004,-2.2562968368799907E-005)  
 (-6.0089726124782240E-003,2.5494171762904185E-006)  
 (-4.3004887914475843E-006,6.0061628143702308E-003)  
 (6.1530624978705175E-004,-5.2793234528037059E-006)  
 (-1.3446222836662328E-005,6.0999273894984929E-004)  
 (-1.5849597637249791E-005,-5.1943523563953886E-004)  
 (3.6520768672170897E-006,-6.0059493830836568E-003)  
 (-6.0034152736751448E-003,-5.6519300105563120E-006)  
 (-1.7939041018906125E-005,6.1028891107495437E-004)  
 (-6.0598403978251707E-004,-2.4812164735316607E-005)  
 (6.4504918683371209E-006,3.5936118762055138E-005)  
 (-6.1950169735402946E-003,-9.7140704838577946E-005)  
 (-9.0078243522128217E-005,6.1936930470240115E-003)  
 (5.2133052637224470E-004,2.2562968368799907E-005)  
 (-1.5849597637249791E-005,5.1943523563953886E-004)  
 (6.8163314454449493E-003,-2.7677146422445298E-005)  
 (-4.8141878084938840E-006,-7.1875836717987226E-005)  
 (9.3545360956642966E-005,-5.6764595584389204E-006)  
 (-6.0089726124782240E-003,-2.5494171762904185E-006)  
 (3.6520768672170897E-006,6.0059493830836568E-003)  
 (-1.8773040031117321E-005,-6.8176126789373992E-003)  
 (1.0201317653914417E-004,-4.9242315368806274E-006)  
 (3.8199118474293542E-006,1.2477556058681507E-004)  
 (-4.3004887914475843E-006,-6.0061628143702308E-003)  
 (-6.0034152736751448E-003,5.6519300105563120E-006)  
 (4.3681531793817079E-003,8.9350409979628676E-006)  
 (7.1249049652794983E-003,9.3660244172584259E-005)  
 (-1.0759055776388496E-004,7.1263870785117350E-003)  
 (6.1530624978705175E-004,5.2793234528037059E-006)  
 (-1.7939041018906125E-005,-6.1028891107495437E-004)  
 (4.7653234265699244E-006,4.3666619780735093E-003)  
 (1.1909469982781760E-004,-7.1257309104092240E-003)  
 (7.1253049589662023E-003,1.3910465431816072E-004)  
 (-1.3446222836662328E-005,-6.0999273894984929E-004)  
 (-6.0598403978251707E-004,2.4812164735316607E-005)  
 (3.7300233984062257E-002,1.2791662326739487E-020)  
 (-1.8283862549421419E-007,6.8226902203635898E-007)  
 (-7.2630758225156001E-007,-4.0824230953143818E-008)  
 (1.7674661717382806E-009,6.5279798796202892E-007)  
 (1.7577696422214736E-006,2.4723265465069602E-007)  
 (-1.8283862549421419E-007,-6.8226902203635898E-007)  
 (0.1349512712764071,-1.9743154288584696E-019)  
 (2.2237208978719733E-007,-6.5496837082211837E-003)  
 (6.5706273364209797E-002,1.6576086338470985E-005)  
 (2.9499162703632980E-004,-2.3484773060127931E-003)  
 (-7.2630758225156001E-007,4.0824230953143818E-008)  
 (2.2237208978719733E-007,6.5496837082211837E-003)  
 (0.1349511248371569,1.1090087547677689E-019)  
 (2.9924555903090524E-004,-2.3483327589328968E-003)  
 (-6.5706980685100252E-002,-1.6098520387498102E-005)  
 (1.7674661717382806E-009,-6.5279798796202892E-007)  
 (6.5706273364209797E-002,-1.6576086338470985E-005)  
 (2.9924555903090524E-004,2.3483327589328968E-003)  
 (8.6163023518802839E-002,1.2219436157192832E-020)  
 (-1.4868896333112954E-007,-4.6395674166955928E-003)  
