# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 622

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.51          0.00 B        0          0.00 B
    2.76          0.00 B        0          0.00 B
    3.01          0.00 B        0          0.00 B
    3.26          0.00 B        0          0.00 B
    3.51          0.00 B        0          0.00 B
    3.76          0.00 B        0          0.00 B
    4.01          0.00 B        0          0.00 B
    4.26          0.00 B        0          0.00 B
    4.51          0.00 B        0          0.00 B
    4.76          0.00 B        0          0.00 B
    5.02          0.00 B        1          8.00 B
    5.27          0.00 B        3        192.00 B
    5.52          0.00 B        3        192.00 B
    5.77          0.00 B        3        192.00 B
    6.02          0.00 B        3        192.00 B
    6.27          0.00 B        3        192.00 B
    6.52          0.00 B        3        192.00 B
    6.77          0.00 B        3        192.00 B
    7.02          0.00 B        2         64.00 B
    7.27          0.00 B        2         24.00 B
    7.52          0.00 B        2         24.00 B
    8.68          0.00 B        0          0.00 B
    8.93          0.00 B        2         24.00 B
    9.18          0.00 B        4       56.25 MiB
    9.43          0.00 B        7       56.25 MiB
    9.68          0.00 B       15       61.31 MiB
    9.93          0.00 B       17       61.58 MiB
   10.18          0.00 B       14       65.55 MiB
   10.44          0.00 B       14       75.36 MiB
   10.69          0.00 B       14       75.36 MiB
   10.94          0.00 B       12       79.40 MiB
   11.19          0.00 B       16       96.27 MiB
   11.44          0.00 B       13       56.52 MiB
   11.69          0.00 B       13       56.52 MiB
   11.94          0.00 B       22       56.52 MiB
   12.19          0.00 B       27       56.52 MiB
   12.44          0.00 B       27       56.52 MiB
   12.69          0.00 B       23       56.52 MiB
   12.94          0.00 B       22       56.52 MiB
   13.19          0.00 B       22       56.52 MiB
   13.44          0.00 B       44       56.52 MiB
   13.69          0.00 B       48       84.65 MiB
   13.94          0.00 B       54      169.03 MiB
   14.19          0.00 B       54      169.03 MiB
   14.44          0.00 B       51      225.27 MiB
   14.69          0.00 B       51      225.27 MiB
   14.95          0.00 B       51      225.27 MiB
   15.20          0.00 B       51      225.27 MiB
   15.45          0.00 B       51      225.27 MiB
   15.72          0.00 B       51      225.27 MiB
   15.97          0.00 B       54      225.28 MiB
   16.22          0.00 B       58      230.34 MiB
   16.47          0.00 B       55      234.31 MiB
   16.72          0.00 B       54      240.23 MiB
   16.97          0.00 B       55      226.86 MiB
   17.23          0.00 B       59      228.44 MiB
   17.48          0.00 B       59      228.44 MiB
   17.73          0.00 B       59      228.44 MiB
   17.98          0.00 B       59      228.44 MiB
   18.23          0.00 B       59      228.44 MiB
   18.48          0.00 B       60      228.44 MiB
   18.73          0.00 B       60      228.44 MiB
   18.98          0.00 B       60      228.44 MiB
   19.23          0.00 B       57        1.26 GiB
   19.48          0.00 B       63        1.26 GiB
   19.74          0.00 B       64        1.26 GiB
   19.99          0.00 B       64        1.26 GiB
