# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.02659046E+01  -9.48061516E+00   7.85289437E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.41063314E+00   1.30235977E+00  -1.08273377E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.28660037E-01  -1.74229188E-01   5.44308487E-02
      2  -4.57319493E-01  -3.48459612E-01   1.08859881E-01
      3  -9.08751020E-01  -5.56229842E-01   3.52521178E-01
      4  -1.36017742E+00  -7.64001157E-01   5.96176267E-01
      5  -2.00552184E+00  -1.02445130E+00   9.81070542E-01
      6  -2.65086539E+00  -1.28490086E+00   1.36596453E+00
      7  -3.56390663E+00  -1.50544317E+00   2.05846346E+00
      8  -4.47694558E+00  -1.72598413E+00   2.75096145E+00
      9  -4.58293044E+00  -2.65156710E+00   1.93136334E+00
     10  -4.68891501E+00  -3.57715217E+00   1.11176284E+00
     11  -4.81265755E+00  -4.01684942E+00   7.95808123E-01
     12  -4.93639986E+00  -4.45654648E+00   4.79853388E-01
     13  -5.14509637E+00  -4.61210939E+00   5.32986975E-01
     14  -5.35379031E+00  -4.76767161E+00   5.86118708E-01
     15  -5.56013486E+00  -5.01225752E+00   5.47877333E-01
     16  -5.76648047E+00  -5.25684286E+00   5.09637609E-01
     17  -5.93493088E+00  -5.42305526E+00   5.11875618E-01
     18  -6.10338638E+00  -5.58926410E+00   5.14122279E-01
     19  -6.26139670E+00  -5.70270435E+00   5.58692345E-01
     20  -6.41941211E+00  -5.81614991E+00   6.03262199E-01
     21  -6.51554078E+00  -5.94340300E+00   5.72137779E-01
     22  -6.61167001E+00  -6.07065727E+00   5.41012739E-01
     23  -6.76477855E+00  -6.18366427E+00   5.81114278E-01
     24  -6.91788594E+00  -6.29667209E+00   6.21213848E-01
     25  -6.99179828E+00  -6.39090042E+00   6.00897854E-01
     26  -7.06570821E+00  -6.48514207E+00   5.80566143E-01
     27  -7.13821576E+00  -6.57875381E+00   5.59461955E-01
     28  -7.21072147E+00  -6.67235666E+00   5.38364818E-01
     29  -7.27605491E+00  -6.74662130E+00   5.29433612E-01
     30  -7.34138764E+00  -6.82088591E+00   5.20501726E-01
     31  -7.43107498E+00  -6.87999843E+00   5.51076550E-01
     32  -7.52075926E+00  -6.93911079E+00   5.81648468E-01
     33  -7.58976597E+00  -7.00170155E+00   5.88064419E-01
     34  -7.65877259E+00  -7.06429075E+00   5.94481836E-01
     35  -7.71752485E+00  -7.10963710E+00   6.07887745E-01
     36  -7.77627706E+00  -7.15498348E+00   6.21293582E-01
     37  -7.82720780E+00  -7.20301971E+00   6.24188084E-01
     38  -7.87813982E+00  -7.25106308E+00   6.27076735E-01
     39  -7.93775625E+00  -7.30602387E+00   6.31732383E-01
     40  -7.99737391E+00  -7.36099003E+00   6.36383885E-01
     41  -8.03696465E+00  -7.40835529E+00   6.28609356E-01
     42  -8.07655541E+00  -7.45572107E+00   6.20834348E-01
     43  -8.12198016E+00  -7.50308549E+00   6.18894666E-01
     44  -8.16740488E+00  -7.55044881E+00   6.16956072E-01
     45  -8.20811632E+00  -7.58802274E+00   6.20093580E-01
     46  -8.24882716E+00  -7.62559633E+00   6.23230831E-01
     47  -8.27581627E+00  -7.65350600E+00   6.22310271E-01
     48  -8.30281377E+00  -7.68138238E+00   6.21431387E-01
     49  -8.35233006E+00  -7.71416694E+00   6.38163116E-01
     50  -8.40189940E+00  -7.74681430E+00   6.55085101E-01
     51  -8.43926819E+00  -7.77665241E+00   6.62615780E-01
     52  -8.47652071E+00  -7.80679439E+00   6.69726329E-01
