# Generated by LORRAX 0.1.0 at 2026-07-11 09:15:50 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -37.090189              sigC=    1.138797+  0.000008i  sigXC=  -35.951392+  0.000008i  VH=  595.513102+  0.000000i  Eo=  -66.060192
n=1   sigX=  -37.090189              sigC=    1.138797+  0.000008i  sigXC=  -35.951392+  0.000008i  VH=  595.513102+  0.000000i  Eo=  -66.060192
n=2   sigX=  -30.577629              sigC=    1.512296+ -0.002538i  sigXC=  -29.065333+ -0.002538i  VH=  584.744732+ -0.000000i  Eo=  -41.782008
n=3   sigX=  -30.577629              sigC=    1.512296+ -0.002538i  sigXC=  -29.065333+ -0.002538i  VH=  584.744732+ -0.000000i  Eo=  -41.782008
n=4   sigX=  -29.969277              sigC=    1.466110+ -0.002092i  sigXC=  -28.503167+ -0.002092i  VH=  578.674568+ -0.000000i  Eo=  -39.377764
n=5   sigX=  -29.969277              sigC=    1.466110+ -0.002092i  sigXC=  -28.503167+ -0.002092i  VH=  578.674568+ -0.000000i  Eo=  -39.377764
n=6   sigX=  -30.047417              sigC=    1.777903+  0.004726i  sigXC=  -28.269514+  0.004726i  VH=  589.245152+ -0.000000i  Eo=  -39.158299
n=7   sigX=  -30.047417              sigC=    1.777903+  0.004726i  sigXC=  -28.269514+  0.004726i  VH=  589.245152+ -0.000000i  Eo=  -39.158299
n=8   sigX=  -18.951048              sigC=    2.203945+  0.000001i  sigXC=  -16.747104+  0.000001i  VH=  385.439407+  0.000000i  Eo=  -19.434595
n=9   sigX=  -18.951048              sigC=    2.203945+  0.000001i  sigXC=  -16.747104+  0.000001i  VH=  385.439407+  0.000000i  Eo=  -19.434595
n=10  sigX=  -18.760204              sigC=    2.226473+ -0.000002i  sigXC=  -16.533731+ -0.000002i  VH=  352.676526+  0.000000i  Eo=  -18.207170
n=11  sigX=  -18.760204              sigC=    2.226473+ -0.000002i  sigXC=  -16.533731+ -0.000002i  VH=  352.676526+  0.000000i  Eo=  -18.207170
n=12  sigX=  -14.671567              sigC=    2.589961+ -0.000009i  sigXC=  -12.081606+ -0.000009i  VH=  392.686958+  0.000000i  Eo=  -10.915038
n=13  sigX=  -14.671567              sigC=    2.589961+ -0.000009i  sigXC=  -12.081606+ -0.000009i  VH=  392.686958+  0.000000i  Eo=  -10.915038
n=14  sigX=  -15.562388              sigC=    2.179457+ -0.002092i  sigXC=  -13.382931+ -0.002092i  VH=  494.765413+  0.000000i  Eo=   -7.788310
n=15  sigX=  -15.562388              sigC=    2.179457+ -0.002092i  sigXC=  -13.382931+ -0.002092i  VH=  494.765413+  0.000000i  Eo=   -7.788310
n=16  sigX=  -15.388603              sigC=    2.056558+  0.001510i  sigXC=  -13.332046+  0.001510i  VH=  489.491873+  0.000000i  Eo=   -7.724954
n=17  sigX=  -15.388603              sigC=    2.056558+  0.001510i  sigXC=  -13.332046+  0.001510i  VH=  489.491873+  0.000000i  Eo=   -7.724954
n=18  sigX=  -13.009574              sigC=    1.872587+ -0.000042i  sigXC=  -11.136987+ -0.000042i  VH=  301.069516+  0.000000i  Eo=   -7.137727
n=19  sigX=  -13.009574              sigC=    1.872587+ -0.000042i  sigXC=  -11.136987+ -0.000042i  VH=  301.069516+  0.000000i  Eo=   -7.137727
n=20  sigX=  -15.186462              sigC=    1.332013+  0.000522i  sigXC=  -13.854449+  0.000522i  VH=  461.303119+  0.000000i  Eo=   -6.753142
n=21  sigX=  -15.186462              sigC=    1.332013+  0.000522i  sigXC=  -13.854449+  0.000522i  VH=  461.303119+  0.000000i  Eo=   -6.753142
n=22  sigX=  -15.082378              sigC=    1.435114+ -0.000388i  sigXC=  -13.647264+ -0.000388i  VH=  460.652556+  0.000000i  Eo=   -6.667988
n=23  sigX=  -15.082378              sigC=    1.435114+ -0.000388i  sigXC=  -13.647264+ -0.000388i  VH=  460.652556+  0.000000i  Eo=   -6.667988
n=24  sigX=  -13.756129              sigC=    0.554825+ -0.000067i  sigXC=  -13.201304+ -0.000067i  VH=  416.593338+  0.000000i  Eo=   -5.362752
n=25  sigX=  -13.756129              sigC=    0.554825+ -0.000067i  sigXC=  -13.201304+ -0.000067i  VH=  416.593338+  0.000000i  Eo=   -5.362752
n=26  sigX=  -11.082516              sigC=   -0.235280+  0.000294i  sigXC=  -11.317795+  0.000294i  VH=  425.051105+  0.000000i  Eo=   -2.572545
n=27  sigX=  -11.082516              sigC=   -0.235280+  0.000294i  sigXC=  -11.317795+  0.000294i  VH=  425.051105+  0.000000i  Eo=   -2.572545
n=28  sigX=  -11.024259              sigC=   -0.069807+ -0.000185i  sigXC=  -11.094066+ -0.000185i  VH=  423.063666+  0.000000i  Eo=   -2.495091
n=29  sigX=  -11.024259              sigC=   -0.069807+ -0.000185i  sigXC=  -11.094066+ -0.000185i  VH=  423.063666+  0.000000i  Eo=   -2.495091

k-point 1:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -37.085015              sigC=    0.525937+  0.002604i  sigXC=  -36.559078+  0.002604i  VH=  595.496572+  0.000000i  Eo=  -66.029998
n=1   sigX=  -37.085015              sigC=    0.525937+  0.002604i  sigXC=  -36.559078+  0.002604i  VH=  595.496572+  0.000000i  Eo=  -66.029998
n=2   sigX=  -30.586901              sigC=    0.864950+ -0.009832i  sigXC=  -29.721951+ -0.009832i  VH=  584.991353+ -0.000000i  Eo=  -41.863237
n=3   sigX=  -30.586901              sigC=    0.864950+ -0.009832i  sigXC=  -29.721951+ -0.009832i  VH=  584.991353+ -0.000000i  Eo=  -41.863237
n=4   sigX=  -29.972345              sigC=    0.855513+  0.009658i  sigXC=  -29.116832+  0.009658i  VH=  580.542887+ -0.000000i  Eo=  -39.456868
n=5   sigX=  -29.972345              sigC=    0.855513+  0.009658i  sigXC=  -29.116832+  0.009658i  VH=  580.542887+ -0.000000i  Eo=  -39.456868
n=6   sigX=  -30.029553              sigC=    1.051202+  0.010025i  sigXC=  -28.978351+  0.010025i  VH=  585.631494+ -0.000000i  Eo=  -39.301754
n=7   sigX=  -30.029553              sigC=    1.051202+  0.010025i  sigXC=  -28.978351+  0.010025i  VH=  585.631494+ -0.000000i  Eo=  -39.301753
n=8   sigX=  -18.892738              sigC=    2.020776+  0.014288i  sigXC=  -16.871961+  0.014288i  VH=  385.255638+  0.000000i  Eo=  -18.095629
n=9   sigX=  -18.892738              sigC=    2.020776+  0.014288i  sigXC=  -16.871961+  0.014288i  VH=  385.255638+  0.000000i  Eo=  -18.095629
n=10  sigX=  -18.847394              sigC=    2.116991+  0.001415i  sigXC=  -16.730403+  0.001415i  VH=  368.952448+  0.000000i  Eo=  -17.625297
n=11  sigX=  -18.847394              sigC=    2.116991+  0.001415i  sigXC=  -16.730403+  0.001415i  VH=  368.952448+  0.000000i  Eo=  -17.625297
n=12  sigX=  -14.857024              sigC=    2.205889+  0.023904i  sigXC=  -12.651135+  0.023904i  VH=  420.792669+  0.000000i  Eo=  -10.514494
n=13  sigX=  -14.857024              sigC=    2.205889+  0.023904i  sigXC=  -12.651135+  0.023904i  VH=  420.792669+  0.000000i  Eo=  -10.514494
n=14  sigX=  -14.308481              sigC=    1.945233+ -0.000841i  sigXC=  -12.363247+ -0.000841i  VH=  382.812553+  0.000000i  Eo=   -9.542166
n=15  sigX=  -14.308481              sigC=    1.945233+ -0.000841i  sigXC=  -12.363247+ -0.000841i  VH=  382.812553+  0.000000i  Eo=   -9.542166
n=16  sigX=  -14.225143              sigC=    2.122659+ -0.034014i  sigXC=  -12.102484+ -0.034014i  VH=  375.487782+  0.000000i  Eo=   -9.205317
n=17  sigX=  -14.225143              sigC=    2.122659+ -0.034014i  sigXC=  -12.102484+ -0.034014i  VH=  375.487782+  0.000000i  Eo=   -9.205317
