# Generated by LORRAX 0.1.0 at 2026-05-06 01:37:58 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigSX=   -4.251333+ -0.000000i  sigCOH=  -10.106627+ -0.000000i  sigTOT=  -14.357960+ -0.000000i  VH=    3.563806+ -0.000405i
n=1   sigSX=   -4.251333+ -0.000000i  sigCOH=  -10.106627+ -0.000000i  sigTOT=  -14.357960+ -0.000000i  VH=    3.563806+ -0.000405i
n=2   sigSX=   -4.025575+ -0.000000i  sigCOH=  -10.798772+  0.000000i  sigTOT=  -14.824348+ -0.000000i  VH=    5.743103+  0.000426i
n=3   sigSX=   -4.025575+ -0.000000i  sigCOH=  -10.798772+  0.000000i  sigTOT=  -14.824348+ -0.000000i  VH=    5.743103+  0.000426i
n=4   sigSX=   -4.022402+ -0.000000i  sigCOH=  -10.768190+  0.000000i  sigTOT=  -14.790592+  0.000000i  VH=    5.733549+  0.000379i
n=5   sigSX=   -4.022402+ -0.000000i  sigCOH=  -10.768190+  0.000000i  sigTOT=  -14.790592+  0.000000i  VH=    5.733549+  0.000379i
n=6   sigSX=   -4.022402+ -0.000000i  sigCOH=  -10.768190+  0.000000i  sigTOT=  -14.790592+  0.000000i  VH=    5.733549+  0.000379i
n=7   sigSX=   -4.022402+ -0.000000i  sigCOH=  -10.768190+  0.000000i  sigTOT=  -14.790592+  0.000000i  VH=    5.733549+  0.000379i
n=8   sigSX=   -1.963274+  0.000000i  sigCOH=   -9.748882+  0.000000i  sigTOT=  -11.712156+  0.000000i  VH=    2.339569+  0.000121i
n=9   sigSX=   -1.963274+  0.000000i  sigCOH=   -9.748882+  0.000000i  sigTOT=  -11.712156+  0.000000i  VH=    2.339569+  0.000121i
n=10  sigSX=   -1.960363+  0.000000i  sigCOH=   -9.719335+  0.000000i  sigTOT=  -11.679698+  0.000000i  VH=    2.323092+  0.000125i
n=11  sigSX=   -1.960363+  0.000000i  sigCOH=   -9.719335+  0.000000i  sigTOT=  -11.679698+  0.000000i  VH=    2.323092+  0.000125i
n=12  sigSX=   -1.960363+  0.000000i  sigCOH=   -9.719335+  0.000000i  sigTOT=  -11.679698+  0.000000i  VH=    2.323092+  0.000125i
n=13  sigSX=   -1.960363+  0.000000i  sigCOH=   -9.719335+  0.000000i  sigTOT=  -11.679698+  0.000000i  VH=    2.323092+  0.000125i
n=14  sigSX=   -2.139024+  0.000000i  sigCOH=  -10.738480+ -0.000000i  sigTOT=  -12.877504+ -0.000000i  VH=    5.271008+  0.002718i
n=15  sigSX=   -2.139024+  0.000000i  sigCOH=  -10.738480+ -0.000000i  sigTOT=  -12.877504+ -0.000000i  VH=    5.271008+  0.002718i

k-point 1:
----------------------------------------------------------------------------------------------------
n=0   sigSX=   -4.229973+ -0.000000i  sigCOH=  -10.425299+  0.000000i  sigTOT=  -14.655272+ -0.000000i  VH=    4.563718+  0.000266i
n=1   sigSX=   -4.229973+ -0.000000i  sigCOH=  -10.425299+  0.000000i  sigTOT=  -14.655272+ -0.000000i  VH=    4.563718+  0.000266i
n=2   sigSX=   -3.665489+ -0.000000i  sigCOH=   -9.924964+  0.000000i  sigTOT=  -13.590453+  0.000000i  VH=    2.886022+  0.000413i
n=3   sigSX=   -3.665489+ -0.000000i  sigCOH=   -9.924964+  0.000000i  sigTOT=  -13.590453+  0.000000i  VH=    2.886022+  0.000413i
n=4   sigSX=   -3.848276+ -0.000000i  sigCOH=  -10.599351+ -0.000000i  sigTOT=  -14.447627+ -0.000000i  VH=    5.025708+  0.000121i
n=5   sigSX=   -3.848276+ -0.000000i  sigCOH=  -10.599351+ -0.000000i  sigTOT=  -14.447627+ -0.000000i  VH=    5.025708+  0.000121i
n=6   sigSX=   -3.845557+ -0.000000i  sigCOH=  -10.479224+  0.000000i  sigTOT=  -14.324781+ -0.000000i  VH=    5.018806+  0.000088i
n=7   sigSX=   -3.845557+ -0.000000i  sigCOH=  -10.479224+  0.000000i  sigTOT=  -14.324781+ -0.000000i  VH=    5.018806+  0.000088i
n=8   sigSX=   -2.099369+ -0.000000i  sigCOH=   -9.868725+  0.000000i  sigTOT=  -11.968094+  0.000000i  VH=    2.841251+  0.000816i
n=9   sigSX=   -2.099369+ -0.000000i  sigCOH=   -9.868725+  0.000000i  sigTOT=  -11.968094+  0.000000i  VH=    2.841251+  0.000816i
n=10  sigSX=   -1.820003+  0.000000i  sigCOH=   -9.322125+ -0.000000i  sigTOT=  -11.142128+ -0.000000i  VH=    1.396164+  0.000090i
n=11  sigSX=   -1.820003+  0.000000i  sigCOH=   -9.322125+ -0.000000i  sigTOT=  -11.142128+ -0.000000i  VH=    1.396164+  0.000090i
n=12  sigSX=   -1.818689+  0.000000i  sigCOH=   -9.423403+ -0.000000i  sigTOT=  -11.242092+ -0.000000i  VH=    1.383615+  0.000080i
n=13  sigSX=   -1.818689+  0.000000i  sigCOH=   -9.423403+ -0.000000i  sigTOT=  -11.242092+ -0.000000i  VH=    1.383615+  0.000080i
n=14  sigSX=   -1.206505+  0.000000i  sigCOH=   -7.847330+ -0.000000i  sigTOT=   -9.053835+ -0.000000i  VH=   -3.086178+ -0.000671i
n=15  sigSX=   -1.206505+  0.000000i  sigCOH=   -7.847330+ -0.000000i  sigTOT=   -9.053835+ -0.000000i  VH=   -3.086178+ -0.000671i

k-point 2:
----------------------------------------------------------------------------------------------------
n=0   sigSX=   -4.226995+ -0.000000i  sigCOH=  -10.448792+  0.000000i  sigTOT=  -14.675787+ -0.000000i  VH=    4.564269+ -0.000102i
n=1   sigSX=   -4.226995+ -0.000000i  sigCOH=  -10.448792+  0.000000i  sigTOT=  -14.675787+ -0.000000i  VH=    4.564269+ -0.000102i
n=2   sigSX=   -3.674364+ -0.000000i  sigCOH=   -9.857632+  0.000000i  sigTOT=  -13.531997+ -0.000000i  VH=    2.885511+ -0.000190i
n=3   sigSX=   -3.674364+ -0.000000i  sigCOH=   -9.857632+  0.000000i  sigTOT=  -13.531997+ -0.000000i  VH=    2.885511+ -0.000190i
n=4   sigSX=   -3.840764+ -0.000000i  sigCOH=  -10.552973+ -0.000000i  sigTOT=  -14.393738+ -0.000000i  VH=    5.026414+  0.000210i
n=5   sigSX=   -3.840764+ -0.000000i  sigCOH=  -10.552973+ -0.000000i  sigTOT=  -14.393738+ -0.000000i  VH=    5.026414+  0.000210i
n=6   sigSX=   -3.838048+ -0.000000i  sigCOH=  -10.663740+  0.000000i  sigTOT=  -14.501788+ -0.000000i  VH=    5.019533+  0.000185i
n=7   sigSX=   -3.838048+ -0.000000i  sigCOH=  -10.663740+  0.000000i  sigTOT=  -14.501788+ -0.000000i  VH=    5.019533+  0.000185i
n=8   sigSX=   -2.105712+  0.000000i  sigCOH=   -9.790606+ -0.000000i  sigTOT=  -11.896317+  0.000000i  VH=    2.838346+  0.000269i
n=9   sigSX=   -2.105712+  0.000000i  sigCOH=   -9.790606+ -0.000000i  sigTOT=  -11.896317+  0.000000i  VH=    2.838346+  0.000269i
n=10  sigSX=   -1.815509+  0.000000i  sigCOH=   -9.363007+ -0.000000i  sigTOT=  -11.178516+ -0.000000i  VH=    1.395206+  0.000973i
n=11  sigSX=   -1.815509+  0.000000i  sigCOH=   -9.363007+ -0.000000i  sigTOT=  -11.178516+ -0.000000i  VH=    1.395206+  0.000973i
n=12  sigSX=   -1.814198+  0.000000i  sigCOH=   -9.505963+ -0.000000i  sigTOT=  -11.320161+ -0.000000i  VH=    1.382660+  0.000996i
n=13  sigSX=   -1.814198+  0.000000i  sigCOH=   -9.505963+ -0.000000i  sigTOT=  -11.320161+ -0.000000i  VH=    1.382660+  0.000996i
n=14  sigSX=   -1.211777+  0.000000i  sigCOH=   -7.677150+  0.000000i  sigTOT=   -8.888926+  0.000000i  VH=   -3.085411+ -0.000221i
n=15  sigSX=   -1.211777+  0.000000i  sigCOH=   -7.677150+  0.000000i  sigTOT=   -8.888926+  0.000000i  VH=   -3.085411+ -0.000221i

k-point 3:
----------------------------------------------------------------------------------------------------
n=0   sigSX=   -4.079746+ -0.000000i  sigCOH=  -10.404160+  0.000000i  sigTOT=  -14.483906+ -0.000000i  VH=    4.568967+ -0.000507i
n=1   sigSX=   -4.079746+ -0.000000i  sigCOH=  -10.404160+  0.000000i  sigTOT=  -14.483906+ -0.000000i  VH=    4.568967+ -0.000507i
n=2   sigSX=   -4.079746+ -0.000000i  sigCOH=  -10.404160+  0.000000i  sigTOT=  -14.483906+ -0.000000i  VH=    4.568967+ -0.000507i
n=3   sigSX=   -4.079746+ -0.000000i  sigCOH=  -10.404160+  0.000000i  sigTOT=  -14.483906+ -0.000000i  VH=    4.568967+ -0.000507i
n=4   sigSX=   -3.637314+ -0.000000i  sigCOH=  -10.298820+ -0.000000i  sigTOT=  -13.936133+ -0.000000i  VH=    3.795697+  0.001105i
n=5   sigSX=   -3.637314+ -0.000000i  sigCOH=  -10.298820+ -0.000000i  sigTOT=  -13.936133+ -0.000000i  VH=    3.795697+  0.001105i
n=6   sigSX=   -3.637314+ -0.000000i  sigCOH=  -10.298820+ -0.000000i  sigTOT=  -13.936133+ -0.000000i  VH=    3.795697+  0.001105i
n=7   sigSX=   -3.637314+ -0.000000i  sigCOH=  -10.298820+ -0.000000i  sigTOT=  -13.936133+ -0.000000i  VH=    3.795697+  0.001105i
n=8   sigSX=   -1.718286+ -0.000000i  sigCOH=   -9.030089+ -0.000000i  sigTOT=  -10.748375+ -0.000000i  VH=   -0.152900+ -0.000231i
n=9   sigSX=   -1.718286+ -0.000000i  sigCOH=   -9.030089+ -0.000000i  sigTOT=  -10.748375+ -0.000000i  VH=   -0.152900+ -0.000231i
n=10  sigSX=   -1.718286+ -0.000000i  sigCOH=   -9.030089+ -0.000000i  sigTOT=  -10.748375+ -0.000000i  VH=   -0.152900+ -0.000231i
n=11  sigSX=   -1.718286+ -0.000000i  sigCOH=   -9.030089+ -0.000000i  sigTOT=  -10.748375+ -0.000000i  VH=   -0.152900+ -0.000231i
n=12  sigSX=   -1.839025+  0.000000i  sigCOH=  -10.339858+ -0.000000i  sigTOT=  -12.178883+ -0.000000i  VH=    3.921657+ -0.003008i
n=13  sigSX=   -1.839025+  0.000000i  sigCOH=  -10.339858+ -0.000000i  sigTOT=  -12.178883+ -0.000000i  VH=    3.921657+ -0.003008i
n=14  sigSX=   -1.839025+  0.000000i  sigCOH=  -10.339858+ -0.000000i  sigTOT=  -12.178883+ -0.000000i  VH=    3.921657+ -0.003008i
n=15  sigSX=   -1.839025+  0.000000i  sigCOH=  -10.339858+ -0.000000i  sigTOT=  -12.178883+ -0.000000i  VH=    3.921657+ -0.003008i

k-point 4:
