# Generated by LORRAX 0.1.0 at 2026-05-06 01:37:06 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigSX=   -4.243407+  0.000000i  sigCOH=  -10.201047+ -0.000000i  sigTOT=  -14.444454+ -0.000000i  VH=    3.545315+ -0.000584i
n=1   sigSX=   -4.243407+  0.000000i  sigCOH=  -10.201047+ -0.000000i  sigTOT=  -14.444454+ -0.000000i  VH=    3.545315+ -0.000584i
n=2   sigSX=   -4.020452+  0.000000i  sigCOH=  -11.117262+ -0.000000i  sigTOT=  -15.137714+ -0.000000i  VH=    5.785981+ -0.000070i
n=3   sigSX=   -4.020452+  0.000000i  sigCOH=  -11.117262+ -0.000000i  sigTOT=  -15.137714+ -0.000000i  VH=    5.785981+ -0.000070i
n=4   sigSX=   -4.017231+  0.000000i  sigCOH=  -11.041612+ -0.000000i  sigTOT=  -15.058843+ -0.000000i  VH=    5.777532+ -0.000140i
n=5   sigSX=   -4.017231+  0.000000i  sigCOH=  -11.041612+ -0.000000i  sigTOT=  -15.058843+ -0.000000i  VH=    5.777532+ -0.000140i
n=6   sigSX=   -4.017231+  0.000000i  sigCOH=  -11.041612+ -0.000000i  sigTOT=  -15.058843+ -0.000000i  VH=    5.777532+ -0.000140i
n=7   sigSX=   -4.017231+  0.000000i  sigCOH=  -11.041612+ -0.000000i  sigTOT=  -15.058843+ -0.000000i  VH=    5.777532+ -0.000140i
n=8   sigSX=   -1.966440+ -0.000000i  sigCOH=  -10.230078+  0.000000i  sigTOT=  -12.196518+  0.000000i  VH=    2.283588+  0.002310i
n=9   sigSX=   -1.966440+ -0.000000i  sigCOH=  -10.230078+  0.000000i  sigTOT=  -12.196518+  0.000000i  VH=    2.283588+  0.002310i
n=10  sigSX=   -1.963567+ -0.000000i  sigCOH=  -10.292594+  0.000000i  sigTOT=  -12.256160+  0.000000i  VH=    2.268180+  0.002378i
n=11  sigSX=   -1.963567+ -0.000000i  sigCOH=  -10.292594+  0.000000i  sigTOT=  -12.256160+  0.000000i  VH=    2.268180+  0.002378i
n=12  sigSX=   -1.963567+ -0.000000i  sigCOH=  -10.292594+  0.000000i  sigTOT=  -12.256160+  0.000000i  VH=    2.268180+  0.002378i
n=13  sigSX=   -1.963567+ -0.000000i  sigCOH=  -10.292594+  0.000000i  sigTOT=  -12.256160+  0.000000i  VH=    2.268180+  0.002378i
n=14  sigSX=   -2.137995+ -0.000000i  sigCOH=  -11.687661+  0.000000i  sigTOT=  -13.825656+ -0.000000i  VH=    5.252156+  0.004994i
n=15  sigSX=   -2.137995+ -0.000000i  sigCOH=  -11.687661+  0.000000i  sigTOT=  -13.825656+ -0.000000i  VH=    5.252156+  0.004994i

k-point 1:
----------------------------------------------------------------------------------------------------
n=0   sigSX=   -4.226496+  0.000000i  sigCOH=  -10.530885+  0.000000i  sigTOT=  -14.757382+  0.000000i  VH=    4.542823+ -0.000808i
n=1   sigSX=   -4.226496+  0.000000i  sigCOH=  -10.530885+  0.000000i  sigTOT=  -14.757382+  0.000000i  VH=    4.542823+ -0.000808i
n=2   sigSX=   -3.650683+  0.000000i  sigCOH=  -10.036273+ -0.000000i  sigTOT=  -13.686957+  0.000000i  VH=    2.928631+  0.001455i
n=3   sigSX=   -3.650683+  0.000000i  sigCOH=  -10.036273+ -0.000000i  sigTOT=  -13.686957+  0.000000i  VH=    2.928631+  0.001455i
