# Generated by LORRAX 0.1.0 at 2026-05-06 01:36:19 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigSX=   -4.154778+ -0.000000i  sigCOH=  -10.352000+  0.000000i  sigTOT=  -14.506778+  0.000000i  VH=    3.705917+  0.000156i
n=1   sigSX=   -4.154778+ -0.000000i  sigCOH=  -10.352000+  0.000000i  sigTOT=  -14.506778+  0.000000i  VH=    3.705917+  0.000156i
n=2   sigSX=   -3.999678+  0.000000i  sigCOH=  -11.453139+ -0.000000i  sigTOT=  -15.452818+ -0.000000i  VH=    5.744580+  0.001416i
n=3   sigSX=   -3.999678+  0.000000i  sigCOH=  -11.453139+ -0.000000i  sigTOT=  -15.452818+ -0.000000i  VH=    5.744580+  0.001416i
n=4   sigSX=   -3.996292+  0.000000i  sigCOH=  -11.340899+  0.000000i  sigTOT=  -15.337191+  0.000000i  VH=    5.736033+  0.001392i
n=5   sigSX=   -3.996292+  0.000000i  sigCOH=  -11.340899+  0.000000i  sigTOT=  -15.337191+  0.000000i  VH=    5.736033+  0.001392i
n=6   sigSX=   -3.996292+  0.000000i  sigCOH=  -11.340899+  0.000000i  sigTOT=  -15.337191+  0.000000i  VH=    5.736033+  0.001392i
n=7   sigSX=   -3.996292+  0.000000i  sigCOH=  -11.340899+  0.000000i  sigTOT=  -15.337191+  0.000000i  VH=    5.736033+  0.001392i
n=8   sigSX=   -1.958580+  0.000000i  sigCOH=  -10.987952+ -0.000000i  sigTOT=  -12.946532+ -0.000000i  VH=    2.109496+  0.000719i
n=9   sigSX=   -1.958580+  0.000000i  sigCOH=  -10.987952+ -0.000000i  sigTOT=  -12.946532+ -0.000000i  VH=    2.109496+  0.000719i
n=10  sigSX=   -1.955724+  0.000000i  sigCOH=  -10.900251+ -0.000000i  sigTOT=  -12.855975+  0.000000i  VH=    2.093119+  0.000742i
n=11  sigSX=   -1.955724+  0.000000i  sigCOH=  -10.900251+ -0.000000i  sigTOT=  -12.855975+  0.000000i  VH=    2.093119+  0.000742i
n=12  sigSX=   -1.955724+  0.000000i  sigCOH=  -10.900251+ -0.000000i  sigTOT=  -12.855975+  0.000000i  VH=    2.093119+  0.000742i
n=13  sigSX=   -1.955724+  0.000000i  sigCOH=  -10.900251+ -0.000000i  sigTOT=  -12.855975+  0.000000i  VH=    2.093119+  0.000742i
n=14  sigSX=   -2.116692+  0.000000i  sigCOH=  -11.968140+ -0.000000i  sigTOT=  -14.084832+ -0.000000i  VH=    5.353350+ -0.001741i
n=15  sigSX=   -2.116692+  0.000000i  sigCOH=  -11.968140+ -0.000000i  sigTOT=  -14.084832+ -0.000000i  VH=    5.353350+ -0.001741i

k-point 1:
----------------------------------------------------------------------------------------------------
n=0   sigSX=   -4.189336+ -0.000000i  sigCOH=  -10.722975+  0.000000i  sigTOT=  -14.912311+  0.000000i  VH=    4.506252+ -0.003171i
n=1   sigSX=   -4.189336+ -0.000000i  sigCOH=  -10.722975+  0.000000i  sigTOT=  -14.912311+  0.000000i  VH=    4.506252+ -0.003171i
n=2   sigSX=   -3.551076+ -0.000000i  sigCOH=  -10.141477+  0.000000i  sigTOT=  -13.692554+  0.000000i  VH=    3.211187+  0.004682i
n=3   sigSX=   -3.551076+ -0.000000i  sigCOH=  -10.141477+  0.000000i  sigTOT=  -13.692554+  0.000000i  VH=    3.211187+  0.004682i
n=4   sigSX=   -3.825307+  0.000000i  sigCOH=  -11.106003+ -0.000000i  sigTOT=  -14.931310+ -0.000000i  VH=    4.935524+  0.003574i
n=5   sigSX=   -3.825307+  0.000000i  sigCOH=  -11.106003+ -0.000000i  sigTOT=  -14.931310+ -0.000000i  VH=    4.935524+  0.003574i
n=6   sigSX=   -3.822512+  0.000000i  sigCOH=  -10.906359+ -0.000000i  sigTOT=  -14.728871+ -0.000000i  VH=    4.928792+  0.003519i
n=7   sigSX=   -3.822512+  0.000000i  sigCOH=  -10.906359+ -0.000000i  sigTOT=  -14.728871+ -0.000000i  VH=    4.928792+  0.003519i
n=8   sigSX=   -2.030710+ -0.000000i  sigCOH=  -10.585286+ -0.000000i  sigTOT=  -12.615996+ -0.000000i  VH=    3.362391+ -0.005087i
n=9   sigSX=   -2.030710+ -0.000000i  sigCOH=  -10.585286+ -0.000000i  sigTOT=  -12.615996+ -0.000000i  VH=    3.362391+ -0.005087i
n=10  sigSX=   -1.775314+  0.000000i  sigCOH=  -10.290319+ -0.000000i  sigTOT=  -12.065632+ -0.000000i  VH=    1.462933+ -0.009573i
