# Generated by LORRAX 0.1.0 at 2026-05-06 00:18:04 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigSX=   -4.194743              sigCOH=   -9.986339              sigTOT=  -14.181083              VH=    3.301971
n=1   sigSX=   -4.194743              sigCOH=   -9.986339              sigTOT=  -14.181083              VH=    3.301971
n=2   sigSX=   -3.993724              sigCOH=  -10.676887              sigTOT=  -14.670611              VH=    5.285485
n=3   sigSX=   -3.993724              sigCOH=  -10.676887              sigTOT=  -14.670611              VH=    5.285485
n=4   sigSX=   -3.990428              sigCOH=  -10.652143              sigTOT=  -14.642571              VH=    5.276765
n=5   sigSX=   -3.990428              sigCOH=  -10.652143              sigTOT=  -14.642571              VH=    5.276765
n=6   sigSX=   -3.990428              sigCOH=  -10.652143              sigTOT=  -14.642571              VH=    5.276765
n=7   sigSX=   -3.990428              sigCOH=  -10.652143              sigTOT=  -14.642571              VH=    5.276765
n=8   sigSX=   -1.960388              sigCOH=   -9.704509              sigTOT=  -11.664897              VH=    1.984807
n=9   sigSX=   -1.960388              sigCOH=   -9.704509              sigTOT=  -11.664897              VH=    1.984807
n=10  sigSX=   -1.957437              sigCOH=   -9.674728              sigTOT=  -11.632165              VH=    1.969120
n=11  sigSX=   -1.957437              sigCOH=   -9.674728              sigTOT=  -11.632165              VH=    1.969120
n=12  sigSX=   -1.957437              sigCOH=   -9.674728              sigTOT=  -11.632165              VH=    1.969120
n=13  sigSX=   -1.957437              sigCOH=   -9.674728              sigTOT=  -11.632165              VH=    1.969120
n=14  sigSX=   -2.127854              sigCOH=  -10.661980              sigTOT=  -12.789834              VH=    4.916459
n=15  sigSX=   -2.127854              sigCOH=  -10.661980              sigTOT=  -12.789834              VH=    4.916459
n=16  sigSX=   -8.316861              sigCOH=  -36.991871              sigTOT=  -45.308732              VH=   -1.437785
n=17  sigSX=   -8.316861              sigCOH=  -36.991871              sigTOT=  -45.308732              VH=   -1.437785
n=18  sigSX=   -0.557634              sigCOH=   -5.925192              sigTOT=   -6.482826              VH=   -3.234917
n=19  sigSX=   -0.557634              sigCOH=   -5.925192              sigTOT=   -6.482826              VH=   -3.234917
n=20  sigSX=   -7.433185              sigCOH=  -39.416342              sigTOT=  -46.849527              VH=   17.718474
n=21  sigSX=   -7.433185              sigCOH=  -39.416342              sigTOT=  -46.849527              VH=   17.718474
n=22  sigSX=   -7.299507              sigCOH=  -38.855862              sigTOT=  -46.155370              VH=   15.922545
n=23  sigSX=   -7.299507              sigCOH=  -38.855862              sigTOT=  -46.155370              VH=   15.922545
n=24  sigSX=   -4.406509              sigCOH=  -29.820901              sigTOT=  -34.227410              VH=    8.244658
n=25  sigSX=   -4.406509              sigCOH=  -29.820901              sigTOT=  -34.227410              VH=    8.244658
n=26  sigSX=   -4.341228              sigCOH=  -32.515677              sigTOT=  -36.856906              VH=    1.625759
n=27  sigSX=   -4.341228              sigCOH=  -32.515677              sigTOT=  -36.856906              VH=    1.625759
n=28  sigSX=   -4.917150              sigCOH=  -33.676533              sigTOT=  -38.593683              VH=    2.950100
n=29  sigSX=   -4.917150              sigCOH=  -33.676533              sigTOT=  -38.593683              VH=    2.950100
n=30  sigSX=   -5.762735              sigCOH=  -36.986773              sigTOT=  -42.749509              VH=    7.158229
n=31  sigSX=   -5.762735              sigCOH=  -36.986773              sigTOT=  -42.749509              VH=    7.158229
n=32  sigSX=   -5.422689              sigCOH=  -37.259856              sigTOT=  -42.682545              VH=    0.266302
n=33  sigSX=   -5.422689              sigCOH=  -37.259856              sigTOT=  -42.682545              VH=    0.266302
n=34  sigSX=   -4.200855              sigCOH=  -37.041688              sigTOT=  -41.242544              VH=  -13.503089
n=35  sigSX=   -4.200855              sigCOH=  -37.041688              sigTOT=  -41.242544              VH=  -13.503089
n=36  sigSX=   -1.988416              sigCOH=  -18.455618              sigTOT=  -20.444034              VH=    0.380911
n=37  sigSX=   -1.988416              sigCOH=  -18.455618              sigTOT=  -20.444034              VH=    0.380911
n=38  sigSX=   -4.562667              sigCOH=  -41.174676              sigTOT=  -45.737343              VH=   11.907408
n=39  sigSX=   -4.562667              sigCOH=  -41.174676              sigTOT=  -45.737343              VH=   11.907408
n=40  sigSX=   -5.348591              sigCOH=  -46.636178              sigTOT=  -51.984769              VH=   16.379933
n=41  sigSX=   -5.348591              sigCOH=  -46.636178              sigTOT=  -51.984769              VH=   16.379933
n=42  sigSX=   -6.084583              sigCOH=  -53.648142              sigTOT=  -59.732724              VH=   18.609520
n=43  sigSX=   -6.084583              sigCOH=  -53.648142              sigTOT=  -59.732724              VH=   18.609520
n=44  sigSX=   -4.529573              sigCOH=  -41.539043              sigTOT=  -46.068616              VH=   10.251032
n=45  sigSX=   -4.529573              sigCOH=  -41.539043              sigTOT=  -46.068616              VH=   10.251032
n=46  sigSX=   -4.808798              sigCOH=  -46.731833              sigTOT=  -51.540630              VH=   10.529315
n=47  sigSX=   -4.808798              sigCOH=  -46.731833              sigTOT=  -51.540630              VH=   10.529315
