# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 176

── Peak live HBM  at t=28.36s  ──────────────────────────
bytes_in_use                = 2.24 GiB
device.peak_bytes_in_use    = 5.75 GiB  (cumulative)
sum of jax.live_arrays()    = 1.80 GiB
n live arrays at peak        = 53

Top JAX arrays at peak:
            size  dtype         shape
        1.76 GiB  complex128    (4, 640, 46080)
       25.00 MiB  complex128    (4, 640, 640)
       14.06 MiB  complex128    (9, 80, 2, 640)
        1.05 MiB  float64       (24, 24, 80, 3)
        1.05 MiB  float64       (24, 24, 80, 3)
      720.00 KiB  complex128    (24, 24, 80)
      720.00 KiB  complex128    (24, 24, 80)
      720.00 KiB  complex128    (24, 24, 80)
      720.00 KiB  complex128    (24, 24, 80)
      720.00 KiB  complex128    (1, 24, 24, 80)

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.59          0.00 B        0          0.00 B
    2.85          0.00 B        0          0.00 B
    3.10          0.00 B        0          0.00 B
    3.35          0.00 B        0          0.00 B
    3.60          0.00 B        0          0.00 B
    3.85          0.00 B        0          0.00 B
    4.10          0.00 B        0          0.00 B
    4.35          0.00 B        0          0.00 B
    5.56          0.00 B        0          0.00 B
    5.82          0.00 B        0          0.00 B
    6.07          0.00 B        0          0.00 B
    6.32          0.00 B        0          0.00 B
    6.57        512.00 B        2         24.00 B
    6.82        512.00 B        2         24.00 B
    7.07        768.00 B        3         40.00 B
    7.32       28.13 MiB        4       28.13 MiB
    7.57      267.19 MiB        6        1.02 GiB
    7.82      267.19 MiB        8        1.02 GiB
    8.07      267.21 MiB       12        1.02 GiB
    8.32      267.21 MiB       16        1.02 GiB
    8.57        1.02 GiB       16        1.02 GiB
    8.82        1.02 GiB       16        1.02 GiB
    9.07        1.02 GiB       16        1.02 GiB
    9.32      295.30 MiB       18        1.06 GiB
    9.57       21.08 MiB       17       28.14 MiB
    9.82       67.27 MiB       20       84.39 MiB
   10.07       77.33 MiB       22      196.89 MiB
   10.32       91.39 MiB       23      253.14 MiB
   10.57       91.39 MiB       26      253.14 MiB
   10.82       91.39 MiB       23      253.14 MiB
   11.07       91.39 MiB       23      253.14 MiB
   11.32      114.83 MiB       23      253.14 MiB
   11.58      105.46 MiB       24      309.39 MiB
   11.83       63.27 MiB       21      140.64 MiB
   12.08      569.52 MiB       23        1.37 GiB
   12.33      442.96 MiB       25        1.37 GiB
   12.58      442.96 MiB       31        1.37 GiB
   12.83     1019.52 MiB       32        1.37 GiB
   13.08      442.96 MiB       32        1.37 GiB
   13.33      822.65 MiB       32        3.10 GiB
   13.58      569.52 MiB       31        2.11 GiB
   13.83      569.52 MiB       31        2.11 GiB
   14.08        1.35 GiB       31        2.11 GiB
   14.33        1.30 GiB       34        5.08 GiB
   14.58        1.54 GiB       35        6.07 GiB
   14.83        1.54 GiB       35        6.07 GiB
   15.08        1.54 GiB       35        6.07 GiB
   15.33        1.54 GiB       35        6.07 GiB
   15.58        1.54 GiB       36        6.07 GiB
   15.84        1.30 GiB       34        5.08 GiB
   16.09        1.30 GiB       34        5.08 GiB
   16.34        1.30 GiB       34        5.08 GiB
   16.59        1.30 GiB       35        5.08 GiB
   16.84        1.05 GiB       33        4.09 GiB
   17.09        1.05 GiB       33        4.09 GiB
   17.34        1.05 GiB       33        4.09 GiB
   17.59      822.65 MiB       32        3.10 GiB
   17.84      822.65 MiB       32        3.10 GiB
   18.09      822.65 MiB       32        3.10 GiB
   18.34      822.65 MiB       32        3.10 GiB
   18.59      316.40 MiB       31        1.13 GiB
   18.84        7.04 MiB       25       14.08 MiB
   19.09        7.04 MiB       25       14.08 MiB
   19.34        7.04 MiB       25       14.08 MiB
   19.59        7.04 MiB       21       14.08 MiB
   19.84        9.15 MiB       33       16.19 MiB
   20.09      458.10 MiB       31       15.13 MiB
   20.34      458.10 MiB       31       15.13 MiB
   20.59      458.10 MiB       31       15.13 MiB
   20.85      458.10 MiB       31       15.13 MiB
   21.10      458.10 MiB       32        1.77 GiB
   21.35        8.10 MiB       31       15.13 MiB
   21.60      458.10 MiB       31       15.13 MiB
   21.85      458.10 MiB       31       15.13 MiB
   22.10      458.10 MiB       33      915.13 MiB
   22.35      458.10 MiB       31       15.13 MiB
   22.60      458.10 MiB       31       15.13 MiB
   22.85      458.10 MiB       31       15.13 MiB
   23.10      458.10 MiB       33      915.13 MiB
   23.35        8.10 MiB       31       15.13 MiB
   23.60      458.10 MiB       31       15.13 MiB
   23.85      458.10 MiB       31       15.13 MiB
   24.10      458.10 MiB       33      915.13 MiB
   24.35      458.10 MiB       42       16.19 MiB
   24.60        2.21 GiB       55        1.78 GiB
   24.85        2.24 GiB       46        1.80 GiB
   25.10      483.14 MiB       43       41.23 MiB
   25.35      483.14 MiB       45      941.23 MiB
   25.61      483.14 MiB       43       41.23 MiB
   25.86      483.14 MiB       43       41.23 MiB
   26.11      483.14 MiB       45      941.23 MiB
   26.36      483.14 MiB       43       41.23 MiB
   26.61      483.14 MiB       43       41.23 MiB
   26.86      483.14 MiB       43       41.23 MiB
   27.11      483.14 MiB       43       41.23 MiB
   27.36      483.14 MiB       45      941.23 MiB
   27.61      483.14 MiB       43       41.23 MiB
   27.86      483.14 MiB       43       41.23 MiB
   28.11      483.14 MiB       45      941.23 MiB
   28.36        2.24 GiB       53        1.80 GiB
   28.61      508.18 MiB       45       66.27 MiB
   28.86      508.18 MiB       47      966.27 MiB
   29.11      509.86 MiB       48       67.67 MiB
   29.36        1.84 GiB       50        1.85 GiB
   29.62      145.72 MiB       50      153.82 MiB
   29.87       22.25 MiB       43       72.53 MiB
   30.12       22.25 MiB       48       72.61 MiB
   30.37       22.25 MiB       48       72.61 MiB
   30.62       22.25 MiB       48       72.61 MiB
   30.87       36.31 MiB       51      128.86 MiB
   31.12       37.87 MiB       46      135.11 MiB
   31.37       43.28 MiB       49      114.65 MiB
   31.62       43.28 MiB       48      114.65 MiB
   31.87       50.30 MiB       48      142.76 MiB
   32.12       43.27 MiB       48      114.64 MiB
   32.37       43.27 MiB       48      114.64 MiB
   32.62       43.26 MiB       47      114.64 MiB
   32.87       57.33 MiB       51      170.89 MiB
   33.12       59.96 MiB       51      175.46 MiB
   33.37       67.00 MiB       53      189.53 MiB
   33.63       85.82 MiB       65      255.28 MiB
   33.88       85.82 MiB       66      255.28 MiB
   34.13       99.88 MiB       65      311.53 MiB
   34.38      156.13 MiB       67      367.78 MiB
   34.63      238.02 MiB       66      367.78 MiB
   34.88      113.58 MiB       51      227.14 MiB
   35.13      113.58 MiB       51      227.14 MiB
   35.38      200.41 MiB       52      311.52 MiB
   35.63      170.85 MiB       53      284.27 MiB
   35.88      170.85 MiB       54      284.27 MiB
   36.13      170.85 MiB       54      284.27 MiB
   36.39      171.73 MiB       55      285.15 MiB
   36.64      172.61 MiB       56      286.03 MiB
   36.89      173.49 MiB       57      286.91 MiB
   37.14      173.49 MiB       57      286.91 MiB
   37.39      326.58 MiB       61      401.17 MiB
   37.64      378.26 MiB       66      598.04 MiB
   37.89      386.69 MiB       67      629.68 MiB
   38.14      407.79 MiB       69      714.06 MiB
   38.39      415.70 MiB       72      745.70 MiB
   38.65      436.79 MiB       74      830.07 MiB
   38.90      348.55 MiB       65      489.06 MiB
   39.15      371.07 MiB       76      576.96 MiB
   39.40      378.10 MiB       77      605.08 MiB
   39.65      371.07 MiB       76      576.96 MiB
   39.90      371.21 MiB       81      577.11 MiB
   40.15      401.75 MiB       80      613.97 MiB
   40.40      384.15 MiB       88      617.49 MiB
   40.65      384.15 MiB       88      617.49 MiB
   40.90      384.15 MiB       88      617.49 MiB
   41.15      384.59 MiB       91      619.25 MiB
   41.41      381.71 MiB       91      619.25 MiB
   41.66      384.59 MiB       91      619.25 MiB
   41.91      386.33 MiB       91      619.25 MiB
   42.16      401.53 MiB       82      649.13 MiB
   42.41      389.87 MiB       92      650.89 MiB
   42.66      390.28 MiB       93      653.52 MiB
   42.91      390.28 MiB       93      653.52 MiB
   43.16      384.47 MiB       79      630.57 MiB
   43.41      398.65 MiB       64      524.21 MiB
   43.66      473.88 MiB       69      598.92 MiB
   43.91      509.04 MiB       71      814.25 MiB
   44.17      509.04 MiB       71      814.25 MiB
   44.42      473.88 MiB       70      637.59 MiB
   44.67      402.69 MiB       68      527.73 MiB
   44.92      401.81 MiB       67      526.85 MiB
   45.52        1.07 MiB       40        2.13 MiB
   46.37        1.07 MiB       40        2.13 MiB
   46.75        1.07 MiB       40        2.13 MiB
   47.06        1.07 MiB       40        2.13 MiB
   47.31        1.07 MiB       40        2.13 MiB
   47.56        1.07 MiB       40        2.13 MiB
   47.81        1.07 MiB       40        2.13 MiB
   48.06        1.07 MiB       40        2.13 MiB
   48.31        1.07 MiB       40        2.13 MiB
   48.38        1.07 MiB       40        2.13 MiB
