# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.07931844E+01  -9.84833569E+00   9.44848731E-01
# Error est. for CH(vbm) CH(cbm) diff =   6.20591786E-01   5.37626255E-01  -8.29655307E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.38850789E-01  -2.00798099E-01   3.80526905E-02
      2  -4.77701578E-01  -4.01596194E-01   7.61053838E-02
      3  -7.45390739E-01  -5.75291725E-01   1.70099014E-01
      4  -1.01307990E+00  -7.48987255E-01   2.64092644E-01
      5  -1.90956310E+00  -9.76144319E-01   9.33418784E-01
      6  -2.80604630E+00  -1.20314773E+00   1.60289858E+00
      7  -3.83234706E+00  -1.34296781E+00   2.48937925E+00
      8  -4.85864782E+00  -1.48291344E+00   3.37573438E+00
      9  -4.97671720E+00  -2.90154891E+00   2.07516829E+00
     10  -5.09478657E+00  -4.32018437E+00   7.74602193E-01
     11  -5.18109582E+00  -4.57971314E+00   6.01382688E-01
     12  -5.26740508E+00  -4.83924190E+00   4.28163182E-01
     13  -5.36087319E+00  -4.96206731E+00   3.98805882E-01
     14  -5.45434130E+00  -5.08489271E+00   3.69448584E-01
     15  -5.52444348E+00  -5.19954670E+00   3.24896778E-01
     16  -5.59454567E+00  -5.31420069E+00   2.80344974E-01
     17  -5.74345402E+00  -5.54660932E+00   1.96844704E-01
     18  -5.89236232E+00  -5.77901795E+00   1.13344369E-01
     19  -6.06072841E+00  -5.84187421E+00   2.18854200E-01
     20  -6.22907128E+00  -5.90473048E+00   3.24340804E-01
     21  -6.30313320E+00  -6.04762643E+00   2.55506769E-01
     22  -6.37719512E+00  -6.19052239E+00   1.86672734E-01
     23  -6.53443034E+00  -6.26732591E+00   2.67104428E-01
     24  -6.69166555E+00  -6.34412943E+00   3.47536121E-01
     25  -6.84292800E+00  -6.39017542E+00   4.52752576E-01
     26  -6.99419045E+00  -6.43625213E+00   5.57938326E-01
     27  -7.11266529E+00  -6.50857428E+00   6.04091009E-01
     28  -7.23114013E+00  -6.58083563E+00   6.50304492E-01
     29  -7.31030565E+00  -6.64379393E+00   6.66511720E-01
     30  -7.38947118E+00  -6.70675223E+00   6.82718949E-01
     31  -7.46779936E+00  -6.78240527E+00   6.85394091E-01
     32  -7.54612754E+00  -6.85805830E+00   6.88069234E-01
     33  -7.58042064E+00  -6.90192855E+00   6.78492092E-01
     34  -7.61471375E+00  -6.94579874E+00   6.68915007E-01
     35  -7.65237811E+00  -6.99064659E+00   6.61731523E-01
     36  -7.69004247E+00  -7.03549446E+00   6.54548009E-01
     37  -7.73981143E+00  -7.10451732E+00   6.35294107E-01
     38  -7.78958038E+00  -7.17353766E+00   6.16042726E-01
