# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.79233755E+00  -9.18772112E+00   6.04616430E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.15525272E+00   1.21692817E+00   6.16754513E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.27863711E-01  -1.73550087E-01   5.43136240E-02
      2  -4.55726776E-01  -3.47099710E-01   1.08627066E-01
      3  -9.06123322E-01  -5.54140157E-01   3.51983165E-01
      4  -1.35651960E+00  -7.61181389E-01   5.95338208E-01
      5  -2.00094078E+00  -1.02093692E+00   9.80003859E-01
      6  -2.64536484E+00  -1.28068444E+00   1.36468040E+00
      7  -3.55749378E+00  -1.50038984E+00   2.05710394E+00
      8  -4.46962192E+00  -1.72009492E+00   2.74952700E+00
      9  -4.57500301E+00  -2.64495832E+00   1.93004469E+00
     10  -4.68038405E+00  -3.56982055E+00   1.11056350E+00
     11  -4.80345675E+00  -4.00885012E+00   7.94606632E-01
     12  -4.92653119E+00  -4.44787203E+00   4.78659166E-01
     13  -5.13448542E+00  -4.60277542E+00   5.31709997E-01
     14  -5.34244547E+00  -4.75768215E+00   5.84763322E-01
     15  -5.54809820E+00  -5.00160528E+00   5.46492920E-01
     16  -5.75375256E+00  -5.24552811E+00   5.08224447E-01
     17  -5.92155079E+00  -5.41118053E+00   5.10370258E-01
     18  -6.08934722E+00  -5.57682989E+00   5.12517333E-01
     19  -6.24665529E+00  -5.68970358E+00   5.56951703E-01
     20  -6.40396456E+00  -5.80257172E+00   6.01392841E-01
     21  -6.49943814E+00  -5.92927747E+00   5.70160662E-01
     22  -6.59491093E+00  -6.05598380E+00   5.38927126E-01
     23  -6.74734556E+00  -6.16840979E+00   5.78935779E-01
     24  -6.89978017E+00  -6.28083482E+00   6.18945347E-01
     25  -6.97317020E+00  -6.37452450E+00   5.98645703E-01
     26  -7.04655698E+00  -6.46822437E+00   5.78332611E-01
     27  -7.11850359E+00  -6.56132864E+00   5.57174947E-01
     28  -7.19044793E+00  -6.65442140E+00   5.36026532E-01
     29  -7.25524614E+00  -6.72816543E+00   5.27080701E-01
     30  -7.32004668E+00  -6.80190948E+00   5.18137196E-01
     31  -7.40911344E+00  -6.86053595E+00   5.48577487E-01
     32  -7.49817825E+00  -6.91916243E+00   5.79015818E-01
     33  -7.56660802E+00  -6.98127464E+00   5.85333380E-01
     34  -7.63503767E+00  -7.04338514E+00   5.91652535E-01
     35  -7.69325401E+00  -7.08820883E+00   6.05045181E-01
     36  -7.75147046E+00  -7.13303413E+00   6.18436325E-01
     37  -7.80186950E+00  -7.18056938E+00   6.21300127E-01
     38  -7.85226825E+00  -7.22810250E+00   6.24165752E-01
     39  -7.91128186E+00  -7.28262557E+00   6.28656291E-01
     40  -7.97029590E+00  -7.33715136E+00   6.33144543E-01
     41  -8.00936914E+00  -7.38405507E+00   6.25314071E-01
     42  -8.04844241E+00  -7.43095896E+00   6.17483451E-01
     43  -8.09324532E+00  -7.47786764E+00   6.15377683E-01
     44  -8.13804834E+00  -7.52477727E+00   6.13271066E-01
     45  -8.17818092E+00  -7.56190755E+00   6.16273372E-01
     46  -8.21831433E+00  -7.59903884E+00   6.19275494E-01
     47  -8.24480311E+00  -7.62656188E+00   6.18241228E-01
     48  -8.27122038E+00  -7.65427945E+00   6.16940930E-01
     49  -8.32009908E+00  -7.68639466E+00   6.33704419E-01
     50  -8.36892285E+00  -7.71868392E+00   6.50238933E-01
     51  -8.40577920E+00  -7.74789095E+00   6.57888247E-01
     52  -8.44255853E+00  -7.77736119E+00   6.65197344E-01
     53  -8.47564098E+00  -7.80646984E+00   6.69171141E-01
