# Generated by LORRAX unknown at 2026-07-20 23:37:42 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigSX=  -13.587356              sigCOH=  -14.725086              sigTOT=  -28.312442              VH=  591.604009+ -0.000060i  Eo=  -65.484467
n=1   sigSX=  -13.587356              sigCOH=  -14.725086              sigTOT=  -28.312442              VH=  591.604009+ -0.000060i  Eo=  -65.484467
n=2   sigSX=  -11.115457              sigCOH=  -13.608518              sigTOT=  -24.723975              VH=  584.115671+  0.000049i  Eo=  -42.100571
n=3   sigSX=  -11.115457              sigCOH=  -13.608518              sigTOT=  -24.723975              VH=  584.115671+  0.000049i  Eo=  -42.100571
n=4   sigSX=  -10.780144              sigCOH=  -13.402279              sigTOT=  -24.182423              VH=  577.561488+ -0.000205i  Eo=  -39.580049
n=5   sigSX=  -10.780144              sigCOH=  -13.402279              sigTOT=  -24.182423              VH=  577.561488+ -0.000205i  Eo=  -39.580049
n=6   sigSX=  -10.769359              sigCOH=  -13.481417              sigTOT=  -24.250777              VH=  587.428811+  0.000078i  Eo=  -39.404857
n=7   sigSX=  -10.769359              sigCOH=  -13.481417              sigTOT=  -24.250777              VH=  587.428811+  0.000078i  Eo=  -39.404857
n=8   sigSX=   -6.305983              sigCOH=  -10.539889              sigTOT=  -16.845872              VH=  384.593457+  0.000444i  Eo=  -19.386943
n=9   sigSX=   -6.305983              sigCOH=  -10.539889              sigTOT=  -16.845872              VH=  384.593457+  0.000444i  Eo=  -19.386943
n=10  sigSX=   -6.288382              sigCOH=  -10.718650              sigTOT=  -17.007033              VH=  352.184894+ -0.000035i  Eo=  -18.188235
n=11  sigSX=   -6.288382              sigCOH=  -10.718650              sigTOT=  -17.007033              VH=  352.184894+ -0.000035i  Eo=  -18.188235
n=12  sigSX=   -5.594134              sigCOH=   -9.495219              sigTOT=  -15.089353              VH=  388.536744+  0.000044i  Eo=  -10.891408
n=13  sigSX=   -5.594134              sigCOH=   -9.495219              sigTOT=  -15.089353              VH=  388.536744+  0.000044i  Eo=  -10.891408
n=14  sigSX=   -6.414270              sigCOH=  -10.331998              sigTOT=  -16.746267              VH=  494.136579+  0.000466i  Eo=   -7.880919
n=15  sigSX=   -6.414270              sigCOH=  -10.331998              sigTOT=  -16.746267              VH=  494.136579+  0.000466i  Eo=   -7.880919
n=16  sigSX=   -6.351247              sigCOH=  -10.314497              sigTOT=  -16.665744              VH=  489.523366+  0.000445i  Eo=   -7.821581
n=17  sigSX=   -6.351247              sigCOH=  -10.314497              sigTOT=  -16.665744              VH=  489.523366+  0.000445i  Eo=   -7.821581
n=18  sigSX=   -5.214061              sigCOH=   -9.231776              sigTOT=  -14.445837              VH=  304.030445+  0.000067i  Eo=   -7.130428
n=19  sigSX=   -5.214061              sigCOH=   -9.231776              sigTOT=  -14.445837              VH=  304.030445+  0.000067i  Eo=   -7.130428
n=20  sigSX=   -6.545472              sigCOH=  -10.516506              sigTOT=  -17.061978              VH=  456.036230+  0.000221i  Eo=   -6.799255
n=21  sigSX=   -6.545472              sigCOH=  -10.516506              sigTOT=  -17.061978              VH=  456.036230+  0.000221i  Eo=   -6.799255
n=22  sigSX=   -6.517998              sigCOH=  -10.504483              sigTOT=  -17.022481              VH=  455.662711+  0.000228i  Eo=   -6.718285
n=23  sigSX=   -6.517998              sigCOH=  -10.504483              sigTOT=  -17.022481              VH=  455.662711+  0.000228i  Eo=   -6.718285
n=24  sigSX=   -6.212838              sigCOH=   -9.893618              sigTOT=  -16.106457              VH=  412.160622+  0.000017i  Eo=   -5.398968
n=25  sigSX=   -6.212838              sigCOH=   -9.893618              sigTOT=  -16.106457              VH=  412.160622+  0.000017i  Eo=   -5.398968
n=26  sigSX=   -4.767444              sigCOH=  -10.197060              sigTOT=  -14.964505              VH=  427.733322+  0.000088i  Eo=   -2.591355
n=27  sigSX=   -4.767444              sigCOH=  -10.197060              sigTOT=  -14.964505              VH=  427.733322+  0.000088i  Eo=   -2.591355
n=28  sigSX=   -4.739613              sigCOH=  -10.192938              sigTOT=  -14.932551              VH=  425.557908+  0.000089i  Eo=   -2.515375
n=29  sigSX=   -4.739613              sigCOH=  -10.192938              sigTOT=  -14.932551              VH=  425.557908+  0.000089i  Eo=   -2.515375
n=30  sigSX=   -4.641937              sigCOH=  -10.361644              sigTOT=  -15.003581              VH=  400.590064+ -0.000083i  Eo=   -2.347811
n=31  sigSX=   -4.641937              sigCOH=  -10.361644              sigTOT=  -15.003581              VH=  400.590064+ -0.000083i  Eo=   -2.347811
n=32  sigSX=   -4.637636              sigCOH=  -10.355854              sigTOT=  -14.993489              VH=  398.931031+ -0.000073i  Eo=   -2.339588
n=33  sigSX=   -4.637636              sigCOH=  -10.355854              sigTOT=  -14.993489              VH=  398.931031+ -0.000073i  Eo=   -2.339588
n=34  sigSX=   -2.926635              sigCOH=   -8.535072              sigTOT=  -11.461707              VH=  433.308862+ -0.000207i  Eo=    1.083633
n=35  sigSX=   -2.926635              sigCOH=   -8.535072              sigTOT=  -11.461707              VH=  433.308862+ -0.000207i  Eo=    1.083633
n=36  sigSX=   -2.884714              sigCOH=   -8.220216              sigTOT=  -11.104930              VH=  339.801211+  0.000041i  Eo=    3.734850
n=37  sigSX=   -2.884714              sigCOH=   -8.220216              sigTOT=  -11.104930              VH=  339.801211+  0.000041i  Eo=    3.734850
n=38  sigSX=   -2.007033              sigCOH=   -6.046423              sigTOT=   -8.053457              VH=  153.938819+  0.000476i  Eo=    3.946919
n=39  sigSX=   -2.007033              sigCOH=   -6.046423              sigTOT=   -8.053457              VH=  153.938819+  0.000476i  Eo=    3.946919
n=40  sigSX=   -1.260007              sigCOH=   -5.118351              sigTOT=   -6.378358              VH=   48.014825+  0.000205i  Eo=    4.785055
n=41  sigSX=   -1.260007              sigCOH=   -5.118351              sigTOT=   -6.378358              VH=   48.014825+  0.000205i  Eo=    4.785055
n=42  sigSX=   -2.983919              sigCOH=   -8.352524              sigTOT=  -11.336443              VH=  360.861731+  0.000265i  Eo=    5.503172
n=43  sigSX=   -2.983919              sigCOH=   -8.352524              sigTOT=  -11.336443              VH=  360.861731+  0.000265i  Eo=    5.503172
n=44  sigSX=   -2.977681              sigCOH=   -8.342324              sigTOT=  -11.320004              VH=  359.276853+  0.000286i  Eo=    5.579950
n=45  sigSX=   -2.977681              sigCOH=   -8.342324              sigTOT=  -11.320004              VH=  359.276853+  0.000286i  Eo=    5.579950
n=46  sigSX=   -3.022996              sigCOH=   -8.251835              sigTOT=  -11.274830              VH=  343.442537+ -0.000367i  Eo=    7.479930
n=47  sigSX=   -3.022996              sigCOH=   -8.251835              sigTOT=  -11.274830              VH=  343.442537+ -0.000367i  Eo=    7.479930
n=48  sigSX=   -3.024759              sigCOH=   -8.261618              sigTOT=  -11.286376              VH=  344.630943+ -0.000381i  Eo=    7.497363
n=49  sigSX=   -3.024759              sigCOH=   -8.261618              sigTOT=  -11.286376              VH=  344.630943+ -0.000381i  Eo=    7.497363
n=50  sigSX=   -3.072021              sigCOH=   -8.004097              sigTOT=  -11.076119              VH=  289.722974+  0.000405i  Eo=    7.654692
n=51  sigSX=   -3.072021              sigCOH=   -8.004097              sigTOT=  -11.076119              VH=  289.722974+  0.000405i  Eo=    7.654692
n=52  sigSX=   -3.071712              sigCOH=   -8.264950              sigTOT=  -11.336662              VH=  321.013222+  0.000303i  Eo=   10.761649
n=53  sigSX=   -3.071712              sigCOH=   -8.264950              sigTOT=  -11.336662              VH=  321.013222+  0.000303i  Eo=   10.761649
n=54  sigSX=   -3.071853              sigCOH=   -8.264057              sigTOT=  -11.335910              VH=  321.190144+  0.000302i  Eo=   10.776236
n=55  sigSX=   -3.071853              sigCOH=   -8.264057              sigTOT=  -11.335910              VH=  321.190144+  0.000302i  Eo=   10.776236
n=56  sigSX=   -1.968368              sigCOH=   -7.080960              sigTOT=   -9.049328              VH=  364.542270+ -0.000167i  Eo=   10.850507
n=57  sigSX=   -1.968368              sigCOH=   -7.080960              sigTOT=   -9.049328              VH=  364.542270+ -0.000167i  Eo=   10.850507
n=58  sigSX=   -3.384417              sigCOH=   -8.455384              sigTOT=  -11.839801              VH=  336.801606+ -0.000699i  Eo=   11.100027
n=59  sigSX=   -3.384417              sigCOH=   -8.455384              sigTOT=  -11.839801              VH=  336.801606+ -0.000699i  Eo=   11.100027
n=60  sigSX=   -3.393987              sigCOH=   -8.457541              sigTOT=  -11.851529              VH=  336.461015+ -0.000686i  Eo=   11.106968
n=61  sigSX=   -3.393987              sigCOH=   -8.457541              sigTOT=  -11.851529              VH=  336.461015+ -0.000686i  Eo=   11.106968
n=62  sigSX=   -1.431808              sigCOH=   -5.388120              sigTOT=   -6.819928              VH=  215.553501+  0.000048i  Eo=   11.233375
n=63  sigSX=   -1.431808              sigCOH=   -5.388120              sigTOT=   -6.819928              VH=  215.553501+  0.000048i  Eo=   11.233375
n=64  sigSX=   -1.340634              sigCOH=   -4.728890              sigTOT=   -6.069524              VH=  189.538987+  0.000469i  Eo=   14.035511
