# Generated by LORRAX unknown at 2026-07-18 02:22:03 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -40.077575              sigC=    4.472982+ -0.003175i  sigXC=  -35.604593+ -0.003175i  VH=  589.893025  Eo=  -65.372251
n=1   sigX=  -40.077575              sigC=    4.472982+ -0.003175i  sigXC=  -35.604593+ -0.003175i  VH=  589.893025  Eo=  -65.372251
n=2   sigX=  -33.934930              sigC=    4.139330+3129.525689i  sigXC=  -29.795600+3129.525689i  VH=  580.911750  Eo=  -41.997237
n=3   sigX=  -33.934930              sigC=    4.139330+3129.525689i  sigXC=  -29.795600+3129.525689i  VH=  580.911750  Eo=  -41.997237
n=4   sigX=  -33.261995              sigC=    4.245157+-698.640965i  sigXC=  -29.016838+-698.640965i  VH=  574.246397  Eo=  -39.497232
n=5   sigX=  -33.261995              sigC=    4.245157+-698.640965i  sigXC=  -29.016838+-698.640965i  VH=  574.246397  Eo=  -39.497232
n=6   sigX=  -33.336981              sigC=    4.215143+-2489.402033i  sigXC=  -29.121838+-2489.402033i  VH=  584.436919  Eo=  -39.272875
n=7   sigX=  -33.336981              sigC=    4.215143+-2489.402033i  sigXC=  -29.121838+-2489.402033i  VH=  584.436919  Eo=  -39.272875
n=8   sigX=  -22.441194              sigC=    6.489889+  0.011307i  sigXC=  -15.951306+  0.011307i  VH=  375.820416  Eo=  -19.398604
n=9   sigX=  -22.441194              sigC=    6.489889+  0.011307i  sigXC=  -15.951306+  0.011307i  VH=  375.820416  Eo=  -19.398604
n=10  sigX=  -22.215947              sigC=    6.461396+ -3.070387i  sigXC=  -15.754551+ -3.070387i  VH=  344.370163  Eo=  -18.214280
n=11  sigX=  -22.215947              sigC=    6.461396+ -3.070387i  sigXC=  -15.754551+ -3.070387i  VH=  344.370163  Eo=  -18.214280
n=12  sigX=  -18.045793              sigC=    4.576057+ -9.797189i  sigXC=  -13.469736+ -9.797189i  VH=  387.698537  Eo=  -10.873768
n=13  sigX=  -18.045793              sigC=    4.576057+ -9.797189i  sigXC=  -13.469736+ -9.797189i  VH=  387.698537  Eo=  -10.873768
n=14  sigX=  -19.032223              sigC=    3.327426+-1821.581545i  sigXC=  -15.704797+-1821.581545i  VH=  487.255546  Eo=   -7.815640
n=15  sigX=  -19.032223              sigC=    3.327426+-1821.581545i  sigXC=  -15.704797+-1821.581545i  VH=  487.255546  Eo=   -7.815640
n=16  sigX=  -18.877549              sigC=    3.276970+1666.985260i  sigXC=  -15.600580+1666.985260i  VH=  482.335370  Eo=   -7.759785
n=17  sigX=  -18.877549              sigC=    3.276970+1666.985260i  sigXC=  -15.600580+1666.985260i  VH=  482.335370  Eo=   -7.759785
n=18  sigX=  -16.311850              sigC=    3.148855+  1.181609i  sigXC=  -13.162995+  1.181609i  VH=  296.617072  Eo=   -7.145276
n=19  sigX=  -16.311850              sigC=    3.148855+  1.181609i  sigXC=  -13.162995+  1.181609i  VH=  296.617072  Eo=   -7.145276
n=20  sigX=  -18.690213              sigC=    2.642169+-805.634062i  sigXC=  -16.048044+-805.634062i  VH=  455.459517  Eo=   -6.779803
n=21  sigX=  -18.690213              sigC=    2.642169+-805.634062i  sigXC=  -16.048044+-805.634062i  VH=  455.459517  Eo=   -6.779803
n=22  sigX=  -18.593740              sigC=    2.585938+719.262846i  sigXC=  -16.007802+719.262846i  VH=  454.997646  Eo=   -6.699109
n=23  sigX=  -18.593740              sigC=    2.585938+719.262846i  sigXC=  -16.007802+719.262846i  VH=  454.997646  Eo=   -6.699109
n=24  sigX=  -17.167029              sigC=    1.858240+ 78.761134i  sigXC=  -15.308789+ 78.761134i  VH=  410.503191  Eo=   -5.386093
n=25  sigX=  -17.167029              sigC=    1.858240+ 78.761134i  sigXC=  -15.308789+ 78.761134i  VH=  410.503191  Eo=   -5.386093
n=26  sigX=  -11.034327              sigC=   -2.805277+-315.873886i  sigXC=  -13.839604+-315.873886i  VH=  420.031102  Eo=   -2.581488
n=27  sigX=  -11.034327              sigC=   -2.805277+-315.873886i  sigXC=  -13.839604+-315.873886i  VH=  420.031102  Eo=   -2.581488
n=28  sigX=  -10.968205              sigC=   -2.838650+204.765198i  sigXC=  -13.806855+204.765198i  VH=  418.414895  Eo=   -2.505729
n=29  sigX=  -10.968205              sigC=   -2.838650+204.765198i  sigXC=  -13.806855+204.765198i  VH=  418.414895  Eo=   -2.505729
n=30  sigX=  -11.075910              sigC=   -2.776105+729.257247i  sigXC=  -13.852015+729.257247i  VH=  402.530425  Eo=   -2.332526
n=31  sigX=  -11.075910              sigC=   -2.776105+729.257247i  sigXC=  -13.852015+729.257247i  VH=  402.530425  Eo=   -2.332526
n=32  sigX=  -11.087464              sigC=   -2.756944+-518.715667i  sigXC=  -13.844407+-518.715667i  VH=  400.619923  Eo=   -2.326587
n=33  sigX=  -11.087464              sigC=   -2.756944+-518.715667i  sigXC=  -13.844407+-518.715667i  VH=  400.619923  Eo=   -2.326587
n=34  sigX=   -6.069772              sigC=   -3.853886+  1.542727i  sigXC=   -9.923658+  1.542727i  VH=  424.383418  Eo=    1.113320
n=35  sigX=   -6.069772              sigC=   -3.853886+  1.542727i  sigXC=   -9.923658+  1.542727i  VH=  424.383418  Eo=    1.113320
n=36  sigX=   -5.731131              sigC=   -4.007706+  9.873306i  sigXC=   -9.738837+  9.873306i  VH=  324.349644  Eo=    3.714012
n=37  sigX=   -5.731131              sigC=   -4.007706+  9.873306i  sigXC=   -9.738837+  9.873306i  VH=  324.349644  Eo=    3.714012
n=38  sigX=   -3.743116              sigC=   -2.728139+  4.116570i  sigXC=   -6.471255+  4.116570i  VH=  179.242616  Eo=    3.951990
n=39  sigX=   -3.743116              sigC=   -2.728139+  4.116570i  sigXC=   -6.471255+  4.116570i  VH=  179.242616  Eo=    3.951990
n=40  sigX=   -2.396364              sigC=   -2.273138+ -1.920379i  sigXC=   -4.669502+ -1.920379i  VH=   83.378371  Eo=    4.776397
n=41  sigX=   -2.396364              sigC=   -2.273138+ -1.920379i  sigXC=   -4.669502+ -1.920379i  VH=   83.378371  Eo=    4.776397
n=42  sigX=   -5.824111              sigC=   -4.339460+ 84.692415i  sigXC=  -10.163571+ 84.692415i  VH=  357.673011  Eo=    5.486221
n=43  sigX=   -5.824111              sigC=   -4.339460+ 84.692415i  sigXC=  -10.163571+ 84.692415i  VH=  357.673011  Eo=    5.486221
n=44  sigX=   -5.819858              sigC=   -4.334174+-70.152270i  sigXC=  -10.154032+-70.152270i  VH=  356.214206  Eo=    5.562324
n=45  sigX=   -5.819858              sigC=   -4.334174+-70.152270i  sigXC=  -10.154032+-70.152270i  VH=  356.214206  Eo=    5.562324
n=46  sigX=   -5.635335              sigC=   -4.285980+ 52.819880i  sigXC=   -9.921315+ 52.819880i  VH=  332.931820  Eo=    7.461578
n=47  sigX=   -5.635335              sigC=   -4.285980+ 52.819880i  sigXC=   -9.921315+ 52.819880i  VH=  332.931820  Eo=    7.461578
n=48  sigX=   -5.638264              sigC=   -4.251761+-15.816666i  sigXC=   -9.890026+-15.816666i  VH=  333.968473  Eo=    7.478937
