# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 58

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.17          0.00 B        0          0.00 B
    2.42          0.00 B        0          0.00 B
    2.69          0.00 B        4       22.52 KiB
    2.94          0.00 B        4       22.52 KiB
    3.19          0.00 B        5       14.07 MiB
    3.44          0.00 B        5       28.13 MiB
    3.69          0.00 B        7        1.35 GiB
    3.95          0.00 B        9        1.35 GiB
    4.20          0.00 B       12        1.35 GiB
    4.45          0.00 B       17        1.35 GiB
    4.70          0.00 B       17        1.35 GiB
    4.95          0.00 B       17        1.35 GiB
    5.20          0.00 B       17        1.35 GiB
    5.45          0.00 B       17        1.35 GiB
    5.70          0.00 B       15       28.14 MiB
    5.95          0.00 B       15       28.14 MiB
    6.20          0.00 B       15       28.14 MiB
    6.45          0.00 B       15       28.14 MiB
    6.70          0.00 B       15       28.14 MiB
    6.95          0.00 B       15       28.14 MiB
    7.20          0.00 B       15       28.14 MiB
    7.45          0.00 B       19       42.23 MiB
    7.70          0.00 B       22      126.60 MiB
    7.95          0.00 B       21       70.35 MiB
    8.20          0.00 B       30        1.39 GiB
    8.45          0.00 B       31        2.71 GiB
    8.70          0.00 B       31        1.40 GiB
    8.95          0.00 B       31        1.40 GiB
    9.20          0.00 B       32        1.41 GiB
    9.45          0.00 B       36        1.44 GiB
    9.70          0.00 B       25       28.15 MiB
    9.95          0.00 B       29       28.15 MiB
   10.21          0.00 B       26       28.16 MiB
   10.46          0.00 B       27       28.17 MiB
   10.71          0.00 B       28      478.16 MiB
   10.96          0.00 B       28      478.16 MiB
   11.21          0.00 B       28      478.16 MiB
   11.46          0.00 B       39      478.17 MiB
   11.71          0.00 B       38      478.17 MiB
   11.96          0.00 B       44      717.23 MiB
   12.21          0.00 B       45      731.29 MiB
   12.48          0.00 B       46      731.29 MiB
   12.73          0.00 B       47      731.30 MiB
   12.98          0.00 B       48      731.30 MiB
   13.23          0.00 B       48      731.30 MiB
   13.48          0.00 B       49      731.53 MiB
   13.73          0.00 B       50      731.77 MiB
   13.98          0.00 B       52      732.24 MiB
   14.23          0.00 B       53      732.47 MiB
   14.48          0.00 B       53      732.71 MiB
   14.73          0.00 B       53      732.71 MiB
   14.98          0.00 B       57      734.20 MiB
   15.53          0.00 B       18       13.00 KiB
   16.14          0.00 B       18       13.00 KiB
   16.58          0.00 B       18       13.00 KiB
   16.83          0.00 B       18       13.00 KiB
   17.08          0.00 B       18       13.00 KiB
   17.30          0.00 B       18       13.00 KiB
