# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 428

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.42          0.00 B        0          0.00 B
    2.67          0.00 B        0          0.00 B
    2.92          0.00 B        0          0.00 B
    3.17          0.00 B        0          0.00 B
    3.42          0.00 B        0          0.00 B
    3.67          0.00 B        0          0.00 B
    3.92          0.00 B        1          8.00 B
    4.17          0.00 B        3        192.00 B
    4.42          0.00 B        3        192.00 B
    4.67          0.00 B        3        192.00 B
    4.92          0.00 B        2         64.00 B
    5.17          0.00 B        2         24.00 B
    5.42          0.00 B        2         24.00 B
    6.53          0.00 B        0          0.00 B
    6.78          0.00 B        2         24.00 B
    7.03          0.00 B        4       56.25 MiB
    7.28          0.00 B        7       56.25 MiB
    7.53          0.00 B       13       56.52 MiB
    7.78          0.00 B       17       80.75 MiB
    8.03          0.00 B       17       80.75 MiB
    8.28          0.00 B       17      100.87 MiB
    8.53          0.00 B       21      101.94 MiB
    8.78          0.00 B       22      102.48 MiB
    9.03          0.00 B       21      102.75 MiB
    9.29          0.00 B       14      144.37 MiB
    9.54          0.00 B       14      144.37 MiB
    9.79          0.00 B       12      170.91 MiB
   10.04          0.00 B       15      255.28 MiB
   10.29          0.00 B       21       56.52 MiB
   10.54          0.00 B       25       56.52 MiB
   10.79          0.00 B       28       56.52 MiB
   11.04          0.00 B       22       56.52 MiB
   11.29          0.00 B       21       56.52 MiB
   11.55          0.00 B       21       56.52 MiB
   11.80          0.00 B       47       56.52 MiB
   12.05          0.00 B       47       56.53 MiB
   12.30          0.00 B       50      169.02 MiB
   12.55          0.00 B       56        1.92 GiB
   12.80          0.00 B       56        1.92 GiB
   13.05          0.00 B       51      225.27 MiB
   13.30          0.00 B       51      225.27 MiB
   13.55          0.00 B       51      225.27 MiB
   13.80          0.00 B       51      225.27 MiB
   14.05          0.00 B       51      225.27 MiB
   14.30          0.00 B       51      225.27 MiB
   14.55          0.00 B       52      225.27 MiB
   14.80          0.00 B       56      249.24 MiB
   15.05          0.00 B       58      249.51 MiB
   15.30          0.00 B       57      268.81 MiB
   15.55          0.00 B       61      270.43 MiB
   15.81          0.00 B       63      271.24 MiB
   16.06          0.00 B       62      271.51 MiB
   16.31          0.00 B       56      277.90 MiB
   16.56          0.00 B       55      226.86 MiB
   16.81          0.00 B       58      228.44 MiB
   17.06          0.00 B       58      228.44 MiB
   17.31          0.00 B       58      228.44 MiB
   17.56          0.00 B       58      228.44 MiB
   17.81          0.00 B       59      228.44 MiB
   18.06          0.00 B       59      228.44 MiB
   18.31          0.00 B       59      228.44 MiB
   18.56          0.00 B       63      734.69 MiB
   18.81          0.00 B       63      734.69 MiB
   19.06          0.00 B       63      734.69 MiB
   19.32          0.00 B       66        1.21 GiB
   19.57          0.00 B       66        1.21 GiB
   19.82          0.00 B       66        1.21 GiB
   20.07          0.00 B       69        1.71 GiB
   20.32          0.00 B       69        1.71 GiB
   20.57          0.00 B       65        1.71 GiB
   20.82          0.00 B       65        1.71 GiB
   21.07          0.00 B       62        1.21 GiB
   21.32          0.00 B       59      734.69 MiB
   21.57          0.00 B       59      734.69 MiB
   21.82          0.00 B       49       59.69 MiB
   22.07          0.00 B       49       59.69 MiB
