# Generated by LORRAX unknown at 2026-07-20 23:38:50 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigSX=  -13.597077              sigCOH=  -14.728198              sigTOT=  -28.325275              VH=  590.516954+  0.016429i  Eo=  -65.484467
n=1   sigSX=  -13.597077              sigCOH=  -14.728198              sigTOT=  -28.325275              VH=  590.516954+  0.016429i  Eo=  -65.484467
n=2   sigSX=  -11.137826              sigCOH=  -13.643083              sigTOT=  -24.780908              VH=  585.164399+ -0.001918i  Eo=  -42.100571
n=3   sigSX=  -11.137826              sigCOH=  -13.643083              sigTOT=  -24.780908              VH=  585.164399+ -0.001918i  Eo=  -42.100571
n=4   sigSX=  -10.763020              sigCOH=  -13.380508              sigTOT=  -24.143527              VH=  577.769763+ -0.000625i  Eo=  -39.580049
n=5   sigSX=  -10.763020              sigCOH=  -13.380508              sigTOT=  -24.143527              VH=  577.769763+ -0.000625i  Eo=  -39.580049
n=6   sigSX=  -10.768393              sigCOH=  -13.469035              sigTOT=  -24.237428              VH=  588.254447+ -0.003074i  Eo=  -39.404857
n=7   sigSX=  -10.768393              sigCOH=  -13.469035              sigTOT=  -24.237428              VH=  588.254447+ -0.003074i  Eo=  -39.404857
n=8   sigSX=   -6.324088              sigCOH=  -10.566421              sigTOT=  -16.890509              VH=  383.717782+  0.000331i  Eo=  -19.386943
n=9   sigSX=   -6.324088              sigCOH=  -10.566421              sigTOT=  -16.890509              VH=  383.717782+  0.000331i  Eo=  -19.386943
n=10  sigSX=   -6.295616              sigCOH=  -10.731961              sigTOT=  -17.027577              VH=  348.392387+  0.003652i  Eo=  -18.188235
n=11  sigSX=   -6.295616              sigCOH=  -10.731961              sigTOT=  -17.027577              VH=  348.392387+  0.003652i  Eo=  -18.188235
n=12  sigSX=   -5.605495              sigCOH=   -9.512052              sigTOT=  -15.117547              VH=  389.624031+  0.000075i  Eo=  -10.891408
n=13  sigSX=   -5.605495              sigCOH=   -9.512052              sigTOT=  -15.117547              VH=  389.624031+  0.000075i  Eo=  -10.891408
n=14  sigSX=   -6.426147              sigCOH=  -10.366412              sigTOT=  -16.792560              VH=  494.747216+ -0.001040i  Eo=   -7.880919
n=15  sigSX=   -6.426147              sigCOH=  -10.366412              sigTOT=  -16.792560              VH=  494.747216+ -0.001040i  Eo=   -7.880919
