# Exciton bandstructure E_S(Q), TDA, LORRAX
# input: /pscratch/sd/j/jackm/lorrax_sandbox/runs/MoS2/10_mos2_exciton_anchored_2026-07-21/01_lorrax_exciton_anchored_40q/exciton.in
# window: n_val=8 n_cond=8; n_eig=8; kgrid 12x12x1; vq_mode=interp
# conventions: |v k, c k+Q>; exchange tile at wrap(-Q) keeps G=0 at finite Q (energy_loss); Gamma uses the production q=0 head-body tile; energies in eV
# nodes: 0:M 19:Γ 38:K
# iQ  s_path  Qx  Qy  Qz  mode  E_1..E_neig (eV)
   0 0.000000  0.000000  0.500000  0.000000 interp 1.955183 1.955188 2.003117 2.008485 2.075023 2.086487 2.120873 2.120878
   1 0.200618  0.000000  0.473684  0.000000 interp 1.969584 1.970021 2.017298 2.022576 2.089550 2.100037 2.134610 2.135144
   2 0.401236  0.000000  0.447368  0.000000 interp 2.011280 2.012220 2.057543 2.062452 2.130918 2.141054 2.173520 2.174428
   3 0.601854  0.000000  0.421053  0.000000 interp 2.072690 2.074026 2.115340 2.118631 2.190685 2.199837 2.227924 2.228626
   4 0.802472  0.000000  0.394737  0.000000 interp 2.138604 2.139818 2.178089 2.180220 2.253561 2.259930 2.286489 2.287085
   5 1.003091  0.000000  0.368421  0.000000 interp 2.203546 2.204624 2.242233 2.245369 2.313766 2.319741 2.346239 2.346734
   6 1.203709  0.000000  0.342105  0.000000 interp 2.274746 2.276052 2.308385 2.310631 2.324666 2.327612 2.353216 2.354360
   7 1.404327  0.000000  0.315789  0.000000 interp 2.282611 2.285418 2.306580 2.307733 2.332649 2.337984 2.338570 2.341535
   8 1.604945  0.000000  0.289474  0.000000 interp 2.258944 2.261729 2.290428 2.291295 2.317572 2.320695 2.321029 2.325941
   9 1.805563  0.000000  0.263158  0.000000 interp 2.259616 2.263154 2.288855 2.289415 2.311245 2.315990 2.316580 2.320589
  10 2.006181  0.000000  0.236842  0.000000 interp 2.263557 2.267041 2.291805 2.292179 2.312102 2.317465 2.318198 2.320819
  11 2.206799  0.000000  0.210526  0.000000 interp 2.267144 2.271257 2.298131 2.298164 2.317874 2.322681 2.323352 2.323875
  12 2.407417  0.000000  0.184211  0.000000 interp 2.294059 2.297795 2.318218 2.318427 2.335174 2.340556 2.344424 2.344679
  13 2.608035  0.000000  0.157895  0.000000 interp 2.333441 2.336599 2.342781 2.343415 2.370055 2.374059 2.376519 2.376550
  14 2.808654  0.000000  0.131579  0.000000 interp 2.336465 2.338290 2.338601 2.341734 2.395310 2.396309 2.401080 2.406747
  15 3.009272  0.000000  0.105263  0.000000 interp 2.292430 2.293955 2.297062 2.302354 2.395605 2.396933 2.400768 2.401816
  16 3.209890  0.000000  0.078947  0.000000 interp 2.246514 2.248151 2.253557 2.262105 2.359387 2.360901 2.362189 2.363027
  17 3.410508  0.000000  0.052632  0.000000 interp 2.184543 2.186301 2.189748 2.195184 2.303796 2.303990 2.305533 2.310435
  18 3.611126  0.000000  0.026316  0.000000 interp 2.120643 2.122094 2.123113 2.125534 2.236615 2.237686 2.243500 2.250439
  19 3.811744  0.000000  0.000000  0.000000 interp 2.094357 2.094423 2.096764 2.096811 2.208449 2.208449 2.217019 2.217609
  20 4.043398  0.017544  0.017544  0.000000 interp 2.128674 2.129857 2.130929 2.139917 2.244419 2.245468 2.249532 2.255518
  21 4.275051  0.035088  0.035088  0.000000 interp 2.202371 2.204738 2.212027 2.222347 2.318988 2.321410 2.325643 2.325672
  22 4.506705  0.052632  0.052632  0.000000 interp 2.267891 2.272478 2.284075 2.304879 2.380242 2.384667 2.393925 2.395323
  23 4.738359  0.070175  0.070175  0.000000 interp 2.307847 2.309473 2.347004 2.355750 2.370797 2.390273 2.402579 2.408518
  24 4.970012  0.087719  0.087719  0.000000 interp 2.256130 2.287530 2.314494 2.315031 2.332654 2.339540 2.359706 2.395536
  25 5.201666  0.105263  0.105263  0.000000 interp 2.169630 2.213499 2.268288 2.269276 2.275146 2.293704 2.296893 2.322403
  26 5.433320  0.122807  0.122807  0.000000 interp 2.095810 2.144047 2.205899 2.231460 2.232200 2.253829 2.259285 2.261530
  27 5.664974  0.140351  0.140351  0.000000 interp 2.005521 2.060356 2.119937 2.180058 2.213394 2.213987 2.247087 2.248994
  28 5.896627  0.157895  0.157895  0.000000 interp 1.959772 2.010298 2.075265 2.131595 2.204600 2.204992 2.239753 2.244442
  29 6.128281  0.175439  0.175439  0.000000 interp 1.972529 2.016277 2.088036 2.137564 2.199598 2.199839 2.237970 2.242274
  30 6.359935  0.192982  0.192982  0.000000 interp 2.021351 2.059811 2.136026 2.179672 2.214674 2.215324 2.239641 2.251199
  31 6.591588  0.210526  0.210526  0.000000 interp 2.089026 2.118869 2.200827 2.227715 2.229778 2.239664 2.257537 2.264363
  32 6.823242  0.228070  0.228070  0.000000 interp 2.166422 2.187386 2.256217 2.256496 2.271728 2.288864 2.293153 2.304861
  33 7.054896  0.245614  0.245614  0.000000 interp 2.246170 2.259389 2.303576 2.307807 2.322748 2.326391 2.356881 2.377304
  34 7.286549  0.263158  0.263158  0.000000 interp 2.315003 2.319328 2.333504 2.337719 2.351983 2.355254 2.361512 2.369964
