# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 125

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.14          0.00 B        0          0.00 B
    2.42          0.00 B        0          0.00 B
    2.67          0.00 B        0          0.00 B
    2.92          0.00 B        2         24.00 B
    3.17          0.00 B        2         24.00 B
    3.42          0.00 B        5       22.51 MiB
    3.67          0.00 B       12       23.52 MiB
    3.92          0.00 B       12       23.52 MiB
    4.17          0.00 B       12       23.57 MiB
    4.42          0.00 B       16       23.69 MiB
    4.67          0.00 B       20       23.93 MiB
    4.92          0.00 B       14       24.16 MiB
    5.17          0.00 B       12       23.53 MiB
    5.42          0.00 B       15       23.67 MiB
    5.67          0.00 B       18       23.82 MiB
    5.92          0.00 B       14       24.18 MiB
    6.17          0.00 B       12       23.55 MiB
    6.42          0.00 B       16       23.67 MiB
    6.67          0.00 B       13       23.67 MiB
    6.93          0.00 B       12       23.55 MiB
    7.18          0.00 B        8      832.51 MiB
    7.43          0.00 B       10      832.51 MiB
    7.68          0.00 B       17      832.53 MiB
    7.93          0.00 B       17      832.53 MiB
    8.18          0.00 B       17      832.53 MiB
    8.43          0.00 B       17      832.53 MiB
    8.68          0.00 B       17      832.53 MiB
    8.93          0.00 B       19      866.27 MiB
    9.18          0.00 B       15       22.51 MiB
    9.43          0.00 B       14       22.51 MiB
    9.68          0.00 B       15       22.51 MiB
    9.93          0.00 B       25       23.58 MiB
   10.45          0.00 B       25       23.58 MiB
   10.70          0.00 B       28       79.92 MiB
   10.95          0.00 B       29       79.92 MiB
   11.20          0.00 B       29       79.92 MiB
   11.45          0.00 B       29       79.92 MiB
   11.70          0.00 B       29       79.92 MiB
   11.95          0.00 B       29       79.92 MiB
   12.20          0.00 B       29       79.92 MiB
   12.45          0.00 B       29       79.92 MiB
   12.71          0.00 B       29       79.92 MiB
   12.96          0.00 B       29       79.92 MiB
   13.21          0.00 B       29       79.92 MiB
   13.46          0.00 B       40        4.03 GiB
   13.71          0.00 B       42        4.04 GiB
   13.96          0.00 B       44        4.04 GiB
   14.21          0.00 B       40      142.26 MiB
   14.46          0.00 B       40      142.26 MiB
   14.71          0.00 B       40      142.26 MiB
   14.96          0.00 B       40      142.26 MiB
   15.21          0.00 B       40      142.26 MiB
   15.46          0.00 B       40      142.26 MiB
   15.71          0.00 B       40      142.26 MiB
   15.96          0.00 B       40      142.26 MiB
   16.21          0.00 B       40      142.26 MiB
   16.47          0.00 B       40      142.26 MiB
   16.72          0.00 B       40      142.26 MiB
   16.97          0.00 B       42        4.27 GiB
   17.22          0.00 B       45        4.27 GiB
   17.47          0.00 B       46        4.27 GiB
   17.72          0.00 B       46        4.27 GiB
   17.97          0.00 B       41      203.54 MiB
   18.22          0.00 B       41      203.54 MiB
   18.47          0.00 B       41      203.54 MiB
   18.72          0.00 B       41      203.54 MiB
   18.97          0.00 B       41      203.54 MiB
   19.22          0.00 B       41      203.54 MiB
   19.47          0.00 B       41      203.54 MiB
   19.72          0.00 B       41      203.54 MiB
   19.97          0.00 B       41      203.54 MiB
   20.22          0.00 B       41      203.54 MiB
   20.48          0.00 B       41      203.54 MiB
   20.73          0.00 B       41      203.63 MiB
   20.98          0.00 B       42      264.82 MiB
   21.23          0.00 B       42      264.82 MiB
   21.48          0.00 B       42      264.82 MiB
   21.73          0.00 B       42      264.82 MiB
   21.98          0.00 B       42      264.82 MiB
   22.23          0.00 B       42      264.82 MiB
   22.48          0.00 B       42      264.82 MiB
   22.73          0.00 B       42      264.82 MiB
   22.98          0.00 B       42      264.82 MiB
   23.23          0.00 B       42      264.82 MiB
   23.48          0.00 B       44        4.39 GiB
   23.73          0.00 B       43      326.10 MiB
   23.98          0.00 B       43      326.10 MiB
   24.23          0.00 B       43      326.10 MiB
   24.48          0.00 B       43      326.10 MiB
   24.74          0.00 B       43      326.10 MiB
   24.99          0.00 B       46        4.45 GiB
   25.24          0.00 B       46        4.45 GiB
   25.49          0.00 B       46        4.45 GiB
   25.74          0.00 B       46        4.45 GiB
   25.99          0.00 B       46        4.45 GiB
   26.24          0.00 B       46        4.45 GiB
   26.49          0.00 B       50        8.58 GiB
   26.74          0.00 B       44      387.38 MiB
   26.99          0.00 B       44      387.38 MiB
   27.24          0.00 B       44      387.38 MiB
   27.49          0.00 B       44      387.38 MiB
   27.74          0.00 B       44      387.38 MiB
   27.99          0.00 B       47        4.51 GiB
   28.24          0.00 B       47        4.51 GiB
   28.50          0.00 B       47        4.51 GiB
   28.75          0.00 B       47        4.51 GiB
   29.00          0.00 B       47        4.51 GiB
   29.25          0.00 B       45      448.66 MiB
   29.50          0.00 B       45      448.66 MiB
   29.75          0.00 B       45      448.66 MiB
   30.00          0.00 B       45      448.66 MiB
   30.25          0.00 B       45      448.66 MiB
   30.50          0.00 B       48        4.57 GiB
   30.75          0.00 B       48        4.57 GiB
   31.00          0.00 B       48        4.57 GiB
   31.25          0.00 B       48        4.57 GiB
   31.50          0.00 B       48        4.57 GiB
   31.75          0.00 B       44      448.66 MiB
   32.00          0.00 B       47      632.50 MiB
   32.25          0.00 B       47      632.50 MiB
   32.51          0.00 B       47      632.50 MiB
   32.76          0.00 B       47      632.50 MiB
   33.01          0.00 B       49      638.75 MiB
   33.26          0.00 B       48      632.50 MiB
   33.49          0.00 B       46      632.41 MiB
