# Generated by LORRAX 0.1.0 at 2026-05-06 02:20:04 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigSX=  -16.530264              sigCOH=    0.000000              sigTOT=  -16.530264              VH=    3.545315+ -0.000584i
n=1   sigSX=  -16.530264              sigCOH=    0.000000              sigTOT=  -16.530264              VH=    3.545315+ -0.000584i
n=2   sigSX=  -13.704526+  0.000000i  sigCOH=    0.000000              sigTOT=  -13.704526+  0.000000i  VH=    5.785981+ -0.000070i
n=3   sigSX=  -13.704526+  0.000000i  sigCOH=    0.000000              sigTOT=  -13.704526+  0.000000i  VH=    5.785981+ -0.000070i
n=4   sigSX=  -13.691558+  0.000000i  sigCOH=    0.000000              sigTOT=  -13.691558+  0.000000i  VH=    5.777532+ -0.000140i
n=5   sigSX=  -13.691558+  0.000000i  sigCOH=    0.000000              sigTOT=  -13.691558+  0.000000i  VH=    5.777532+ -0.000140i
n=6   sigSX=  -13.691558+  0.000000i  sigCOH=    0.000000              sigTOT=  -13.691558+  0.000000i  VH=    5.777532+ -0.000140i
n=7   sigSX=  -13.691558+  0.000000i  sigCOH=    0.000000              sigTOT=  -13.691558+  0.000000i  VH=    5.777532+ -0.000140i
n=8   sigSX=   -4.941600              sigCOH=    0.000000              sigTOT=   -4.941600              VH=    2.283588+  0.002310i
n=9   sigSX=   -4.941600              sigCOH=    0.000000              sigTOT=   -4.941600              VH=    2.283588+  0.002310i
n=10  sigSX=   -4.929977              sigCOH=    0.000000              sigTOT=   -4.929977              VH=    2.268180+  0.002378i
n=11  sigSX=   -4.929977              sigCOH=    0.000000              sigTOT=   -4.929977              VH=    2.268180+  0.002378i
n=12  sigSX=   -4.929977              sigCOH=    0.000000              sigTOT=   -4.929977              VH=    2.268180+  0.002378i
n=13  sigSX=   -4.929977              sigCOH=    0.000000              sigTOT=   -4.929977              VH=    2.268180+  0.002378i
n=14  sigSX=   -4.998390              sigCOH=    0.000000              sigTOT=   -4.998390              VH=    5.252156+  0.004994i
n=15  sigSX=   -4.998390              sigCOH=    0.000000              sigTOT=   -4.998390              VH=    5.252156+  0.004994i

k-point 1:
----------------------------------------------------------------------------------------------------
n=0   sigSX=  -16.071079              sigCOH=    0.000000              sigTOT=  -16.071079              VH=    4.542823+ -0.000808i
n=1   sigSX=  -16.071079              sigCOH=    0.000000              sigTOT=  -16.071079              VH=    4.542823+ -0.000808i
n=2   sigSX=  -13.839378+  0.000000i  sigCOH=    0.000000              sigTOT=  -13.839378+  0.000000i  VH=    2.928631+  0.001455i
n=3   sigSX=  -13.839378+  0.000000i  sigCOH=    0.000000              sigTOT=  -13.839378+  0.000000i  VH=    2.928631+  0.001455i
n=4   sigSX=  -13.538158+  0.000000i  sigCOH=    0.000000              sigTOT=  -13.538158+  0.000000i  VH=    5.033933+  0.003544i
n=5   sigSX=  -13.538158+  0.000000i  sigCOH=    0.000000              sigTOT=  -13.538158+  0.000000i  VH=    5.033933+  0.003544i
n=6   sigSX=  -13.527584              sigCOH=    0.000000              sigTOT=  -13.527584              VH=    5.027665+  0.003500i
n=7   sigSX=  -13.527584              sigCOH=    0.000000              sigTOT=  -13.527584              VH=    5.027665+  0.003500i
n=8   sigSX=   -5.020640              sigCOH=    0.000000              sigTOT=   -5.020640              VH=    2.896936+ -0.004978i
n=9   sigSX=   -5.020640              sigCOH=    0.000000              sigTOT=   -5.020640              VH=    2.896936+ -0.004978i
n=10  sigSX=   -4.424975              sigCOH=    0.000000              sigTOT=   -4.424975              VH=    1.377893+  0.000289i
n=11  sigSX=   -4.424975              sigCOH=    0.000000              sigTOT=   -4.424975              VH=    1.377893+  0.000289i
n=12  sigSX=   -4.420172              sigCOH=    0.000000              sigTOT=   -4.420172              VH=    1.365803+  0.000308i
n=13  sigSX=   -4.420172              sigCOH=    0.000000              sigTOT=   -4.420172              VH=    1.365803+  0.000308i
n=14  sigSX=   -1.996821              sigCOH=    0.000000              sigTOT=   -1.996821              VH=   -2.836495+ -0.001687i
n=15  sigSX=   -1.996821              sigCOH=    0.000000              sigTOT=   -1.996821              VH=   -2.836495+ -0.001687i

k-point 2:
----------------------------------------------------------------------------------------------------
n=0   sigSX=  -16.070033+  0.000000i  sigCOH=    0.000000              sigTOT=  -16.070033+  0.000000i  VH=    4.544829+  0.001297i
n=1   sigSX=  -16.070033+  0.000000i  sigCOH=    0.000000              sigTOT=  -16.070033+  0.000000i  VH=    4.544829+  0.001297i
n=2   sigSX=  -13.840513              sigCOH=    0.000000              sigTOT=  -13.840513              VH=    2.924268+ -0.001656i
n=3   sigSX=  -13.840513              sigCOH=    0.000000              sigTOT=  -13.840513              VH=    2.924268+ -0.001656i
n=4   sigSX=  -13.537427+  0.000000i  sigCOH=    0.000000              sigTOT=  -13.537427+  0.000000i  VH=    5.038568+  0.000179i
n=5   sigSX=  -13.537427+  0.000000i  sigCOH=    0.000000              sigTOT=  -13.537427+  0.000000i  VH=    5.038568+  0.000179i
n=6   sigSX=  -13.526844+ -0.000000i  sigCOH=    0.000000              sigTOT=  -13.526844+ -0.000000i  VH=    5.032348+  0.000174i
n=7   sigSX=  -13.526844+ -0.000000i  sigCOH=    0.000000              sigTOT=  -13.526844+ -0.000000i  VH=    5.032348+  0.000174i
n=8   sigSX=   -5.021203              sigCOH=    0.000000              sigTOT=   -5.021203              VH=    2.897794+ -0.000475i
n=9   sigSX=   -5.021203              sigCOH=    0.000000              sigTOT=   -5.021203              VH=    2.897794+ -0.000475i
n=10  sigSX=   -4.426013              sigCOH=    0.000000              sigTOT=   -4.426013              VH=    1.378519+  0.005914i
n=11  sigSX=   -4.426013              sigCOH=    0.000000              sigTOT=   -4.426013              VH=    1.378519+  0.005914i
n=12  sigSX=   -4.421218              sigCOH=    0.000000              sigTOT=   -4.421218              VH=    1.366566+  0.005991i
n=13  sigSX=   -4.421218              sigCOH=    0.000000              sigTOT=   -4.421218              VH=    1.366566+  0.005991i
n=14  sigSX=   -1.995205              sigCOH=    0.000000              sigTOT=   -1.995205              VH=   -2.829866+ -0.001993i
n=15  sigSX=   -1.995205              sigCOH=    0.000000              sigTOT=   -1.995205              VH=   -2.829866+ -0.001993i

k-point 3:
----------------------------------------------------------------------------------------------------
n=0   sigSX=  -15.239472              sigCOH=    0.000000              sigTOT=  -15.239472              VH=    4.546649+ -0.000084i
n=1   sigSX=  -15.239472              sigCOH=    0.000000              sigTOT=  -15.239472              VH=    4.546649+ -0.000084i
