HloModule jit__fft_gather_reshard, entry_computation_layout={(c128[9,80,2,24,24,80]{5,4,3,2,1,0})->(c128[9,80,2,640]{3,2,1,0}, c128[9,640,80,2]{3,2,1,0})}, allow_spmd_sharding_propagation_to_output={true,true}, num_partitions=4

ENTRY %main.128 (Arg_0.1: c128[9,80,2,24,24,80]) -> (c128[9,80,2,640], c128[9,640,80,2]) {
  %constant.9 = f64[] constant(0)
  %Arg_0.1 = c128[9,80,2,24,24,80]{5,4,3,2,1,0} parameter(0), sharding={devices=[1,4,1,1,1,1]<=[4]}, metadata={op_name="psi_G"}
  %custom-call.19 = c128[9,80,2,24,24,80]{5,4,3,2,1,0} custom-call(%Arg_0.1), custom_call_target="CustomSPMDPartitioning", api_version=API_VERSION_STATUS_RETURNING, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/custom_partitioning" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/fft_helpers.py" source_line=157}, backend_config="140176196134688"
  %custom-call.20 = c128[9,80,2,24,24,80]{5,4,3,2,1,0} custom-call(%custom-call.19), custom_call_target="CustomSPMDPartitioning", api_version=API_VERSION_STATUS_RETURNING, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/custom_partitioning" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/fft_helpers.py" source_line=157}, backend_config="140176190382224"
  %custom-call.21 = c128[9,80,2,24,24,80]{5,4,3,2,1,0} custom-call(%custom-call.20), custom_call_target="CustomSPMDPartitioning", api_version=API_VERSION_STATUS_RETURNING, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/custom_partitioning" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/fft_helpers.py" source_line=157}, backend_config="140176190382464"
  %constant.26 = f64[9]{0} constant({0, 0, 0, 0.33333333333333331, 0.33333333333333331, 0.33333333333333331, 0.66666666666666663, 0.66666666666666663, 0.66666666666666663}), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/load_wfns.py" source_line=537}
  %broadcast.24 = f64[9,24,1,1]{3,2,1,0} broadcast(%constant.26), dimensions={0}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/load_wfns.py" source_line=537}
  %constant.27 = f64[24]{0} constant({...}), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/load_wfns.py" source_line=537}
  %broadcast.27 = f64[9,24,1,1]{3,2,1,0} broadcast(%constant.27), dimensions={1}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/load_wfns.py" source_line=537}
  %multiply.28 = f64[9,24,1,1]{3,2,1,0} multiply(%broadcast.24, %broadcast.27), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/load_wfns.py" source_line=537}
  %reshape.10 = f64[9,24]{1,0} reshape(%multiply.28), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/add" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/load_wfns.py" source_line=537}
  %broadcast.38 = f64[9,24,24,1]{3,2,1,0} broadcast(%reshape.10), dimensions={0,1}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/add" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/load_wfns.py" source_line=537}
