# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 178

── Peak live HBM  at t=12.10s  ──────────────────────────
bytes_in_use                = 5.25 GiB
device.peak_bytes_in_use    = 9.21 GiB  (cumulative)
sum of jax.live_arrays()    = 16.95 GiB
n live arrays at peak        = 34

Top JAX arrays at peak:
            size  dtype         shape
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
     1012.50 MiB  complex128    (9, 80, 2, 24, 24, 80)
       56.25 MiB  complex128    (9, 640, 640)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 80, 2, 640)

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.56          0.00 B        0          0.00 B
    2.81          0.00 B        0          0.00 B
    3.06          0.00 B        0          0.00 B
    3.31          0.00 B        0          0.00 B
    3.58        512.00 B        2         24.00 B
    3.83        512.00 B        2         24.00 B
    4.08       14.06 MiB        4       14.06 MiB
    4.33      267.19 MiB        4       28.13 MiB
    4.58      267.19 MiB        7        1.02 GiB
    4.84      267.21 MiB       11        1.02 GiB
    5.09      267.21 MiB       16        1.02 GiB
    5.34      267.21 MiB       16        1.02 GiB
    5.59        1.02 GiB       16        1.02 GiB
    5.84        1.02 GiB       16        1.02 GiB
    6.09        1.02 GiB       16        1.02 GiB
    6.34      295.30 MiB       18        1.06 GiB
    6.59       21.08 MiB       17       28.14 MiB
    6.84       67.27 MiB       20       84.39 MiB
    7.09       67.27 MiB       20       84.39 MiB
    7.34       77.33 MiB       22      196.89 MiB
    7.59       63.27 MiB       21      140.64 MiB
    7.84       91.39 MiB       25      253.14 MiB
    8.10       91.39 MiB       23      253.14 MiB
    8.35       91.39 MiB       23      253.14 MiB
    8.60       91.39 MiB       23      253.14 MiB
    8.85       91.39 MiB       23      253.14 MiB
    9.10      114.83 MiB       23      253.14 MiB
    9.35      114.83 MiB       23      253.14 MiB
    9.60       63.27 MiB       21      140.64 MiB
    9.85      822.64 MiB       23        2.11 GiB
   10.10      822.65 MiB       26        2.11 GiB
   10.35      822.65 MiB       31        2.11 GiB
   10.60        1.30 GiB       32        3.10 GiB
   10.85        3.77 GiB       35       12.00 GiB
   11.10        2.29 GiB       32        9.04 GiB
   11.35        1.30 GiB       31        5.08 GiB
   11.60        1.30 GiB       31        5.08 GiB
   11.85        1.30 GiB       31        5.08 GiB
   12.10        5.25 GiB       34       16.95 GiB
   12.35        5.25 GiB       34       16.95 GiB
   12.60        5.25 GiB       34       16.95 GiB
   12.85        5.25 GiB       34       16.95 GiB
   13.10        5.25 GiB       34       16.95 GiB
   13.35        5.25 GiB       34       16.95 GiB
   13.60        5.25 GiB       34       16.95 GiB
   13.86      316.40 MiB       30        1.13 GiB
   14.11      316.40 MiB       30        1.13 GiB
   14.36      316.40 MiB       30        1.13 GiB
   14.61      316.40 MiB       30        1.13 GiB
   14.86      316.40 MiB       30        1.13 GiB
   15.11      316.40 MiB       30        1.13 GiB
   15.36      316.40 MiB       30        1.13 GiB
   15.61      316.40 MiB       30        1.13 GiB
   15.86      316.40 MiB       30        1.13 GiB
   16.11      316.40 MiB       30        1.13 GiB
   16.36      316.40 MiB       30        1.13 GiB
   16.61      316.40 MiB       30        1.13 GiB
   16.86      316.40 MiB       30        1.13 GiB
   17.11      316.40 MiB       30        1.13 GiB
   17.36      316.40 MiB       30        1.13 GiB
   17.61      316.40 MiB       30        1.13 GiB
   17.86      316.40 MiB       30        1.13 GiB
   18.11      316.40 MiB       30        1.13 GiB
   18.36      316.40 MiB       30        1.13 GiB
   18.61      316.40 MiB       30        1.13 GiB
   18.87      316.40 MiB       30        1.13 GiB
   19.12      316.40 MiB       30        1.13 GiB
   19.37        7.04 MiB       25       14.08 MiB
   19.62        7.04 MiB       23       14.08 MiB
   19.87        7.04 MiB       25       14.08 MiB
   20.12        7.04 MiB       25       14.08 MiB
   20.37        7.04 MiB       30       14.08 MiB
   20.62        7.04 MiB       27       14.08 MiB
   20.87        8.10 MiB       31       15.13 MiB
   21.12        8.10 MiB       31       15.13 MiB
   21.37        8.10 MiB       33       15.13 MiB
   21.62        1.77 GiB       51        1.78 GiB
   21.87        1.77 GiB       52        1.78 GiB
   22.12        1.80 GiB       46        1.80 GiB
   22.37        1.80 GiB       53        1.80 GiB
   22.62      959.86 MiB       50      967.67 MiB
   22.87        1.84 GiB       50        1.85 GiB
   23.13      145.81 MiB       51      153.90 MiB
   23.38       22.25 MiB       47       72.53 MiB
   23.63       22.25 MiB       47       72.53 MiB
   23.88       22.25 MiB       47       72.53 MiB
   24.13       22.25 MiB       47       72.53 MiB
   24.38       22.25 MiB       47       72.53 MiB
   24.63       22.25 MiB       47       72.53 MiB
   24.88       36.31 MiB       45      128.86 MiB
   25.13       37.87 MiB       46      135.11 MiB
