# Exciton bandstructure E_S(Q), TDA, LORRAX
# input: /pscratch/sd/j/jackm/lorrax_sandbox/runs/MoS2/04_mos2_12x12_bands_2026-07-18/08_lorrax_exciton_bands_fullbasis/exciton_bands_fullbasis.in
# window: n_val=4 n_cond=4; n_eig=8; kgrid 12x12x1; vq_mode=interp
# conventions: |v k, c k+Q>; exchange tile at wrap(-Q) keeps G=0 at finite Q (energy_loss); Gamma uses the production q=0 head-body tile; energies in eV
# nodes: 0:Γ 15:M 23:K 39:Γ
# iQ  s_path  Qx  Qy  Qz  mode  E_1..E_neig (eV)
   0 0.000000  0.000000  0.000000  0.000000 interp 1.142293 1.142370 1.145389 1.146152 1.271013 1.271108 1.271337 1.271372
   1 0.254116  0.000000  0.033333  0.000000 interp 1.173693 1.174356 1.181881 1.192046 1.301682 1.302391 1.306108 1.306784
   2 0.508233  0.000000  0.066667  0.000000 interp 1.242242 1.243070 1.256548 1.264285 1.365966 1.367383 1.376209 1.376999
   3 0.762349  0.000000  0.100000  0.000000 interp 1.299464 1.300431 1.311823 1.318638 1.419115 1.423761 1.425367 1.426319
   4 1.016465  0.000000  0.133333  0.000000 interp 1.360603 1.361892 1.376663 1.382721 1.476425 1.482764 1.483256 1.484315
   5 1.270581  0.000000  0.166667  0.000000 interp 1.412181 1.413495 1.422731 1.427296 1.498568 1.498856 1.500509 1.502950
   6 1.524698  0.000000  0.200000  0.000000 interp 1.417941 1.422923 1.427186 1.428105 1.470433 1.474824 1.478294 1.479052
   7 1.778814  0.000000  0.233333  0.000000 interp 1.405946 1.413594 1.419268 1.419664 1.448242 1.454605 1.462631 1.463794
   8 2.032930  0.000000  0.266667  0.000000 interp 1.401913 1.411932 1.416014 1.416273 1.441524 1.448212 1.460052 1.461523
   9 2.287046  0.000000  0.300000  0.000000 interp 1.412292 1.420537 1.420726 1.422629 1.443939 1.448831 1.470683 1.472520
  10 2.541163  0.000000  0.333333  0.000000 interp 1.415446 1.416380 1.433968 1.439193 1.452092 1.455943 1.484782 1.485781
  11 2.795279  0.000000  0.366667  0.000000 interp 1.372302 1.374650 1.408377 1.410476 1.476036 1.477899 1.488419 1.489359
  12 3.049395  0.000000  0.400000  0.000000 interp 1.315612 1.318191 1.359049 1.361461 1.440092 1.444640 1.469907 1.470283
  13 3.303512  0.000000  0.433333  0.000000 interp 1.261964 1.264370 1.311570 1.314483 1.389889 1.393228 1.429524 1.430793
  14 3.557628  0.000000  0.466667  0.000000 interp 1.223131 1.224615 1.276830 1.280813 1.352137 1.354011 1.399312 1.400407
  15 3.811744  0.000000  0.500000  0.000000 interp 1.209443 1.209459 1.263678 1.268865 1.338511 1.339332 1.387750 1.387768
  16 4.086805  0.041662  0.479162  0.000000 interp 1.231198 1.244492 1.288335 1.292756 1.360474 1.372570 1.408923 1.410429
  17 4.361867  0.083325  0.458325  0.000000 interp 1.293772 1.307128 1.338683 1.345819 1.420890 1.429170 1.442275 1.459188
  18 4.636928  0.124988  0.437488  0.000000 interp 1.349368 1.366908 1.379492 1.386322 1.424725 1.445029 1.473681 1.477364
  19 4.911990  0.166650  0.416650  0.000000 interp 1.352527 1.357636 1.368464 1.370963 1.399159 1.407691 1.491451 1.501998
  20 5.187051  0.208312  0.395813  0.000000 interp 1.311877 1.317058 1.320822 1.331412 1.346115 1.351865 1.439988 1.457818
  21 5.462112  0.249975  0.374975  0.000000 interp 1.256206 1.264771 1.281964 1.284982 1.293929 1.305927 1.376988 1.392000
  22 5.737174  0.291637  0.354137  0.000000 interp 1.178803 1.181973 1.258006 1.261249 1.270523 1.281530 1.303685 1.310131
  23 6.012235  0.333300  0.333300  0.000000 interp 1.139274 1.141708 1.244140 1.248261 1.253630 1.264985 1.267354 1.268467
  24 6.287296  0.312469  0.312469  0.000000 interp 1.176428 1.179231 1.259438 1.263233 1.271964 1.281560 1.300980 1.307359
  25 6.562358  0.291637  0.291637  0.000000 interp 1.247692 1.258033 1.283396 1.285729 1.294923 1.303125 1.368427 1.384352
  26 6.837419  0.270806  0.270806  0.000000 interp 1.307026 1.310998 1.318802 1.325924 1.337788 1.341738 1.432867 1.453629
  27 7.112480  0.249975  0.249975  0.000000 interp 1.344467 1.351464 1.355928 1.358247 1.387462 1.401868 1.475448 1.479449
  28 7.387541  0.229144  0.229144  0.000000 interp 1.366273 1.368644 1.372940 1.377836 1.407645 1.431922 1.434687 1.457909
  29 7.662603  0.208312  0.208312  0.000000 interp 1.326184 1.349582 1.359661 1.368570 1.378813 1.385071 1.446269 1.469893
  30 7.937664  0.187481  0.187481  0.000000 interp 1.256933 1.300627 1.343635 1.348724 1.373833 1.380052 1.383243 1.427393
  31 8.212725  0.166650  0.166650  0.000000 interp 1.220228 1.272345 1.337439 1.339715 1.343368 1.372659 1.379429 1.399398
  32 8.487786  0.145819  0.145819  0.000000 interp 1.246586 1.298703 1.354696 1.356420 1.365106 1.387528 1.396352 1.423419
  33 8.762848  0.124988  0.124988  0.000000 interp 1.310680 1.353667 1.378274 1.381135 1.407542 1.419021 1.425833 1.472097
  34 9.037909  0.104156  0.104156  0.000000 interp 1.365514 1.388442 1.418886 1.428505 1.431067 1.453472 1.478415 1.499023
  35 9.312970  0.083325  0.083325  0.000000 interp 1.371045 1.379805 1.396415 1.418216 1.482586 1.483740 1.485881 1.486161
  36 9.588031  0.062494  0.062494  0.000000 interp 1.323081 1.326517 1.337929 1.348174 1.441918 1.449079 1.449746 1.458549
  37 9.863093  0.041662  0.041662  0.000000 interp 1.251198 1.259977 1.269663 1.279084 1.375567 1.383079 1.387081 1.393624
  38 10.138154  0.020831  0.020831  0.000000 interp 1.177519 1.180195 1.187295 1.198338 1.305351 1.308038 1.310258 1.313059
  39 10.413215  0.000000  0.000000  0.000000 interp 1.142293 1.142370 1.145389 1.146152 1.271013 1.271108 1.271337 1.271372
