# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 64

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.38          0.00 B        0          0.00 B
    2.64          0.00 B        0          0.00 B
    2.89          0.00 B        0          0.00 B
    3.14          0.00 B        0          0.00 B
    3.39          0.00 B        0          0.00 B
    3.64          0.00 B        3        192.00 B
    3.89          0.00 B        3        192.00 B
    4.14          0.00 B        3        192.00 B
    4.39          0.00 B        3        192.00 B
    4.64          0.00 B        4         72.00 B
    4.89          0.00 B        2         24.00 B
    6.01          0.00 B        0          0.00 B
    6.26          0.00 B        0          0.00 B
    6.51          0.00 B        2         24.00 B
    6.76          0.00 B        4        3.38 MiB
    7.01          0.00 B       11        3.96 MiB
    7.26          0.00 B       19       61.47 MiB
    7.51          0.00 B       20       68.29 MiB
    7.76          0.00 B       18      125.71 MiB
    8.01          0.00 B       18      125.71 MiB
    8.26          0.00 B       18      125.71 MiB
    8.51          0.00 B       18      125.71 MiB
    8.76          0.00 B       18      125.71 MiB
    9.01          0.00 B       18      125.71 MiB
    9.27          0.00 B       35      240.56 MiB
    9.52          0.00 B       53      240.56 MiB
    9.77          0.00 B       63      699.94 MiB
   10.02          0.00 B       62        2.33 GiB
   10.27          0.00 B       62        2.33 GiB
   10.52          0.00 B       62        2.33 GiB
   10.77          0.00 B       62        2.33 GiB
   11.02          0.00 B       62        2.33 GiB
   11.27          0.00 B       62        2.33 GiB
   11.52          0.00 B       62        2.33 GiB
   11.77          0.00 B       62        2.33 GiB
   12.02          0.00 B       62        2.33 GiB
   12.27          0.00 B       62        2.33 GiB
   12.52          0.00 B       62        2.33 GiB
   12.77          0.00 B       62        2.33 GiB
   13.02          0.00 B       62        2.33 GiB
   13.28          0.00 B       62        2.33 GiB
   13.53          0.00 B       63        2.50 GiB
   13.78          0.00 B       62      868.76 MiB
   14.03          0.00 B       63      868.76 MiB
   14.28          0.00 B       64      897.47 MiB
   14.53          0.00 B       64      897.47 MiB
   14.78          0.00 B       64      953.17 MiB
   15.03          0.00 B       75        1.16 GiB
   15.28          0.00 B       75        1.16 GiB
   15.53          0.00 B       75        1.16 GiB
   15.79          0.00 B       75        1.16 GiB
   16.04          0.00 B       75        1.16 GiB
   16.29          0.00 B       71       18.37 GiB
   16.54          0.00 B       71       18.37 GiB
   16.79          0.00 B       71       18.37 GiB
   17.04          0.00 B       71       18.37 GiB
   17.29          0.00 B       72       20.31 GiB
   17.54          0.00 B       76        2.87 GiB
   17.80          0.00 B       75      953.22 MiB
   18.05          0.00 B       75      953.22 MiB
   18.30          0.00 B       75      953.22 MiB
   18.55          0.00 B       78      953.23 MiB
   18.80          0.00 B       79      953.23 MiB
   18.90          0.00 B       62       10.93 MiB
