# Generated by LORRAX 0.1.0 at 2026-07-02 21:21:14 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -40.104034              sigC=    4.454943+  0.297101i  sigXC=  -35.649091+  0.297101i  VH=  585.024782  Eo=  -65.372251
n=1   sigX=  -40.104034              sigC=    4.454943+  0.297101i  sigXC=  -35.649091+  0.297101i  VH=  585.024782  Eo=  -65.372251
n=2   sigX=  -34.024101              sigC=    3.970235+648.580731i  sigXC=  -30.053866+648.580731i  VH=  584.839111  Eo=  -41.997237
n=3   sigX=  -34.024101              sigC=    3.970235+648.580731i  sigXC=  -30.053866+648.580731i  VH=  584.839111  Eo=  -41.997237
n=4   sigX=  -33.380811              sigC=    4.441446+12493.147014i  sigXC=  -28.939365+12493.147014i  VH=  578.982901  Eo=  -39.497232
n=5   sigX=  -33.380811              sigC=    4.441446+12493.147014i  sigXC=  -28.939365+12493.147014i  VH=  578.982901  Eo=  -39.497232
n=6   sigX=  -33.389564              sigC=    3.488611+-12241.077628i  sigXC=  -29.900953+-12241.077628i  VH=  588.164800  Eo=  -39.272875
n=7   sigX=  -33.389564              sigC=    3.488611+-12241.077628i  sigXC=  -29.900953+-12241.077628i  VH=  588.164800  Eo=  -39.272875
n=8   sigX=  -22.493631              sigC=    6.495566+ -0.099759i  sigXC=  -15.998065+ -0.099759i  VH=  385.156991  Eo=  -19.398604
n=9   sigX=  -22.493631              sigC=    6.495566+ -0.099759i  sigXC=  -15.998065+ -0.099759i  VH=  385.156991  Eo=  -19.398604
n=10  sigX=  -22.129284              sigC=    6.297915+ 67.347011i  sigXC=  -15.831370+ 67.347011i  VH=  355.583042  Eo=  -18.214280
n=11  sigX=  -22.129284              sigC=    6.297915+ 67.347011i  sigXC=  -15.831370+ 67.347011i  VH=  355.583042  Eo=  -18.214280
n=12  sigX=  -17.964235              sigC=    4.455896+ 30.102090i  sigXC=  -13.508339+ 30.102090i  VH=  395.724700  Eo=  -10.873768
n=13  sigX=  -17.964235              sigC=    4.455896+ 30.102090i  sigXC=  -13.508339+ 30.102090i  VH=  395.724700  Eo=  -10.873768
n=14  sigX=  -19.090553              sigC=    3.322000+-7542.804804i  sigXC=  -15.768553+-7542.804804i  VH=  490.965452  Eo=   -7.815640
n=15  sigX=  -19.090553              sigC=    3.322000+-7542.804804i  sigXC=  -15.768553+-7542.804804i  VH=  490.965452  Eo=   -7.815640
n=16  sigX=  -18.935665              sigC=    3.274120+6959.793949i  sigXC=  -15.661545+6959.793949i  VH=  486.162304  Eo=   -7.759785
n=17  sigX=  -18.935665              sigC=    3.274120+6959.793949i  sigXC=  -15.661545+6959.793949i  VH=  486.162304  Eo=   -7.759785
n=18  sigX=  -16.209685              sigC=    3.051126+-63.406302i  sigXC=  -13.158559+-63.406302i  VH=  303.429418  Eo=   -7.145276
n=19  sigX=  -16.209685              sigC=    3.051126+-63.406302i  sigXC=  -13.158559+-63.406302i  VH=  303.429418  Eo=   -7.145276
n=20  sigX=  -18.703759              sigC=    2.522526+467.548672i  sigXC=  -16.181233+467.548672i  VH=  456.051063  Eo=   -6.779803
n=21  sigX=  -18.703759              sigC=    2.522526+467.548672i  sigXC=  -16.181233+467.548672i  VH=  456.051063  Eo=   -6.779803
n=22  sigX=  -18.610942              sigC=    2.465173+-217.656265i  sigXC=  -16.145769+-217.656265i  VH=  455.662112  Eo=   -6.699109
n=23  sigX=  -18.610942              sigC=    2.465173+-217.656265i  sigXC=  -16.145769+-217.656265i  VH=  455.662112  Eo=   -6.699109
n=24  sigX=  -17.044794              sigC=    1.828409+ 30.555821i  sigXC=  -15.216385+ 30.555821i  VH=  410.564202  Eo=   -5.386093
n=25  sigX=  -17.044794              sigC=    1.828409+ 30.555821i  sigXC=  -15.216385+ 30.555821i  VH=  410.564202  Eo=   -5.386093
n=26  sigX=  -11.096018              sigC=   -2.747919+336.206920i  sigXC=  -13.843937+336.206920i  VH=  430.284777  Eo=   -2.581488
n=27  sigX=  -11.096018              sigC=   -2.747919+336.206920i  sigXC=  -13.843937+336.206920i  VH=  430.284777  Eo=   -2.581488
n=28  sigX=  -11.031597              sigC=   -2.796392+-1075.831602i  sigXC=  -13.827989+-1075.831602i  VH=  428.216694  Eo=   -2.505729
n=29  sigX=  -11.031597              sigC=   -2.796392+-1075.831602i  sigXC=  -13.827989+-1075.831602i  VH=  428.216694  Eo=   -2.505729
n=30  sigX=  -11.119951              sigC=   -2.808856+3379.221712i  sigXC=  -13.928807+3379.221712i  VH=  408.706798  Eo=   -2.332526
n=31  sigX=  -11.119951              sigC=   -2.808856+3379.221712i  sigXC=  -13.928807+3379.221712i  VH=  408.706798  Eo=   -2.332526
