# Generated by LORRAX unknown at 2026-07-21 06:40:40 UTC
  0.000000000  0.000000000  0.000000000     100
       1       1  -65.484467018  -75.688718854
       1       2  -65.484467018  -75.688718856
       1       3  -42.100571074  -48.222882374
       1       4  -42.100571074  -48.222882375
       1       5  -39.580048907  -45.398030349
       1       6  -39.580048907  -45.398030353
       1       7  -39.404856500  -44.903829717
       1       8  -39.404856500  -44.903829715
       1       9  -19.386942795  -23.411259461
       1      10  -19.386942795  -23.411259462
       1      11  -18.188235500  -23.497622536
       1      12  -18.188235500  -23.497622534
       1      13  -10.891408280  -14.473759572
       1      14  -10.891408280  -14.473759575
       1      15   -7.880918703   -9.000292506
       1      16   -7.880918703   -9.000292507
       1      17   -7.821580623   -8.950772140
       1      18   -7.821580623   -8.950772141
       1      19   -7.130428248   -6.315568582
       1      20   -7.130428248   -6.315568581
       1      21   -6.799255100   -7.444880192
       1      22   -6.799255100   -7.444880193
       1      23   -6.718284858   -7.370776638
       1      24   -6.718284858   -7.370776637
       1      25   -5.398968461   -5.072895839
       1      26   -5.398968461   -5.072895839
       1      27   -2.591354807   -2.145696336
       1      28   -2.591354807   -2.145696336
       1      29   -2.515375113   -2.090411576
       1      30   -2.515375113   -2.090411576
       1      31   -2.347811089   -1.964985579
       1      32   -2.347811089   -1.964985580
       1      33   -2.339587732   -1.988241449
       1      34   -2.339587732   -1.988241450
       1      35    1.083633196    0.829424966
       1      36    1.083633196    0.829424966
       1      37    3.734849865    3.808051357
       1      38    3.734849865    3.808051357
       1      39    3.946919000   15.161005681
       1      40    3.946919000   15.161005693
       1      41    4.785055122   19.296367820
       1      42    4.785055122   19.296367824
       1      43    5.503172052    6.528523430
       1      44    5.503172052    6.528523430
       1      45    5.579950066    6.604796402
       1      46    5.579950066    6.604796404
       1      47    7.479929784   10.297359164
       1      48    7.479929784   10.297359166
       1      49    7.497362935   10.148438767
       1      50    7.497362935   10.148438768
       1      51    7.654691784   17.391038561
       1      52    7.654691784   17.391038561
       1      53   10.761649208   16.117141243
       1      54   10.761649208   16.117141244
       1      55   10.776235974   16.106045961
       1      56   10.776235974   16.106045961
       1      57   10.850507044   14.442118948
       1      58   10.850507044   14.442118949
       1      59   11.100026503   16.541536306
       1      60   11.100026503   16.541536309
       1      61   11.106967549   16.548042019
       1      62   11.106967549   16.548042017
       1      63   11.233375487   78.059236366
       1      64   11.233375487   78.059236367
       1      65   14.035511446  146.805846028
       1      66   14.035511446  146.805846029
       1      67   14.277796832   99.440724297
       1      68   14.277796832   99.440724297
       1      69   14.661947245   95.337708283
       1      70   14.661947245   95.337708282
       1      71   16.071642721  187.307195079
       1      72   16.071642721  187.307195080
       1      73   18.061620554   23.190692358
       1      74   18.061620554   23.190692359
       1      75   18.238654235   23.425560039
       1      76   18.238654235   23.425560039
       1      77   20.596832559   83.671649462
       1      78   20.596832559   83.671649461
       1      79   20.823269636   30.467357788
       1      80   20.823269636   30.467357788
       1      81   20.838623102   30.424976093
       1      82   20.838623102   30.424976091
       1      83   21.148650506  199.015597844
       1      84   21.148650506  199.015597845
       1      85   21.801451426   87.329905332
       1      86   21.801451426   87.329905331
       1      87   22.264416348   32.221757844
       1      88   22.264416348   32.221757843
       1      89   22.311075289   32.060073500
       1      90   22.311075289   32.060073500
       1      91   22.988315852   56.463079659
       1      92   22.988315852   56.463079657
       1      93   23.435677727   38.405306496
       1      94   23.435677727   38.405306496
       1      95   23.447354607   38.427812868
       1      96   23.447354607   38.427812868
       1      97   24.078747747   35.755511958
       1      98   24.078747747   35.755511957
       1      99   24.087456174   77.871188371
       1     100   24.087456174   77.871188371
  0.000000000  0.166666667  0.000000000     100
       1       1  -65.465979595  -75.247712283
       1       2  -65.465979595  -75.247934675
       1       3  -42.126170772  -48.240216502
       1       4  -42.126170730  -48.236586342
       1       5  -39.593525639  -45.478331415
       1       6  -39.593525613  -45.476908977
       1       7  -39.464893506  -44.934873612
       1       8  -39.464893424  -44.931913012
       1       9  -18.989632684  -23.721345862
       1      10  -18.989632677  -23.721188114
       1      11  -18.014212873  -23.275171027
       1      12  -18.014212871  -23.275255401
       1      13  -10.482476696  -12.700654954
       1      14  -10.482476624  -12.700945253
       1      15   -8.606804429  -10.163496144
       1      16   -8.606804196  -10.163489489
       1      17   -8.256218114   -8.115652181
       1      18   -8.256218017   -8.115588045
       1      19   -7.436880538   -8.375136628
       1      20   -7.436880359   -8.374879833
       1      21   -7.317413940   -7.917738011
       1      22   -7.317413788   -7.917919027
       1      23   -6.409757166   -7.117008168
       1      24   -6.409757075   -7.117156487
       1      25   -5.682865229   -6.403775769
       1      26   -5.682865187   -6.403870805
       1      27   -3.039484302   -1.896542809
       1      28   -3.039482339   -1.896452166
       1      29   -2.737502329   -2.497439790
