# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 179

── Peak live HBM  at t=12.33s  ──────────────────────────
bytes_in_use                = 5.25 GiB
device.peak_bytes_in_use    = 9.21 GiB  (cumulative)
sum of jax.live_arrays()    = 16.95 GiB
n live arrays at peak        = 34

Top JAX arrays at peak:
            size  dtype         shape
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
     1012.50 MiB  complex128    (9, 80, 2, 24, 24, 80)
       56.25 MiB  complex128    (9, 640, 640)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 80, 2, 640)

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.54          0.00 B        0          0.00 B
    2.79          0.00 B        0          0.00 B
    3.04          0.00 B        0          0.00 B
    3.29          0.00 B        0          0.00 B
    3.57        512.00 B        2         24.00 B
    3.82        512.00 B        2         24.00 B
    4.07        768.00 B        3         40.00 B
    4.32       21.09 MiB        4       28.13 MiB
    4.57      267.19 MiB        7        1.02 GiB
    4.82      267.20 MiB       10        1.02 GiB
    5.07      267.21 MiB       16        1.02 GiB
    5.32      267.21 MiB       16        1.02 GiB
    5.57        1.02 GiB       16        1.02 GiB
    5.82        1.02 GiB       16        1.02 GiB
    6.07        1.02 GiB       16        1.02 GiB
    6.32        1.02 GiB       16        1.02 GiB
    6.57       21.08 MiB       16       28.14 MiB
    6.82       28.11 MiB       18       42.20 MiB
    7.07       67.27 MiB       20       84.39 MiB
    7.32       67.27 MiB       20       84.39 MiB
    7.57       77.33 MiB       22      196.89 MiB
    7.82       91.39 MiB       23      253.14 MiB
    8.07       91.39 MiB       26      253.14 MiB
    8.32       91.39 MiB       23      253.14 MiB
    8.57       91.39 MiB       23      253.14 MiB
    8.82       91.39 MiB       23      253.14 MiB
    9.08      114.83 MiB       23      253.14 MiB
    9.33      114.83 MiB       23      253.14 MiB
    9.58      119.52 MiB       25      365.64 MiB
    9.83      316.39 MiB       23        1.13 GiB
   10.08      822.64 MiB       24        2.11 GiB
   10.33      822.65 MiB       27        2.11 GiB
   10.58      822.65 MiB       31        2.11 GiB
   10.83      822.65 MiB       31        2.11 GiB
   11.08        2.29 GiB       32        9.04 GiB
   11.33        2.29 GiB       32        9.04 GiB
   11.58        4.26 GiB       31        5.08 GiB
   11.83        1.30 GiB       31        5.08 GiB
   12.08        1.30 GiB       31        5.08 GiB
   12.33        5.25 GiB       34       16.95 GiB
   12.58        5.25 GiB       34       16.95 GiB
   12.83        5.25 GiB       34       16.95 GiB
   13.08        5.25 GiB       34       16.95 GiB
   13.33        5.25 GiB       34       16.95 GiB
   13.59        5.25 GiB       34       16.95 GiB
   13.84        5.25 GiB       34       16.95 GiB
   14.09      316.40 MiB       30        1.13 GiB
   14.34      316.40 MiB       30        1.13 GiB
   14.59      316.40 MiB       30        1.13 GiB
   14.84      316.40 MiB       30        1.13 GiB
   15.09      316.40 MiB       30        1.13 GiB
   15.34      316.40 MiB       30        1.13 GiB
   15.59      316.40 MiB       30        1.13 GiB
   15.84      316.40 MiB       30        1.13 GiB
   16.09      316.40 MiB       30        1.13 GiB
   16.34      316.40 MiB       30        1.13 GiB
   16.59      316.40 MiB       30        1.13 GiB
   16.84      316.40 MiB       30        1.13 GiB
   17.09      316.40 MiB       30        1.13 GiB
   17.34      316.40 MiB       30        1.13 GiB
   17.59      316.40 MiB       30        1.13 GiB
   17.84      316.40 MiB       30        1.13 GiB
   18.09      316.40 MiB       30        1.13 GiB
   18.35      316.40 MiB       30        1.13 GiB
   18.60      316.40 MiB       30        1.13 GiB
   18.85      316.40 MiB       30        1.13 GiB
   19.10      316.40 MiB       30        1.13 GiB
   19.35      316.40 MiB       30        1.13 GiB
   19.60        7.04 MiB       21       14.08 MiB
   19.85        7.04 MiB       22       14.08 MiB
   20.10        7.04 MiB       24       14.08 MiB
   20.35        7.04 MiB       28       14.08 MiB
   20.60        7.04 MiB       27       14.08 MiB
   20.85        7.04 MiB       28       14.08 MiB
   21.10        9.15 MiB       33       16.19 MiB
   21.35        8.10 MiB       31       15.13 MiB
   21.60        8.10 MiB       31       15.13 MiB
   21.85        8.10 MiB       42       16.19 MiB
   22.10        1.77 GiB       51        1.78 GiB
   22.35        1.77 GiB       44        1.78 GiB
   22.60        1.80 GiB       53        1.80 GiB
   22.86        1.82 GiB       48        1.83 GiB
   23.11        1.82 GiB       50        1.82 GiB
   23.36      145.72 MiB       50      153.82 MiB
   23.61       22.25 MiB       47       72.53 MiB
   23.86       22.25 MiB       47       72.53 MiB
   24.11       22.25 MiB       47       72.53 MiB
   24.36       22.25 MiB       47       72.53 MiB
   24.61       22.25 MiB       47       72.53 MiB
   24.86       22.25 MiB       47       72.53 MiB
   25.11       22.69 MiB       49       74.11 MiB
   25.36       37.87 MiB       47      135.11 MiB
   25.61       22.17 MiB       45       72.44 MiB
   25.86       22.18 MiB       46       72.46 MiB
   26.11       22.19 MiB       48       72.47 MiB
   26.36       22.20 MiB       51       72.47 MiB
   26.61       22.21 MiB       55       72.48 MiB
   26.87       22.21 MiB       54       72.48 MiB
   27.12       22.18 MiB       48       72.46 MiB
   27.37       43.27 MiB       48      114.64 MiB
   27.62       43.27 MiB       47      114.64 MiB
   27.87       43.27 MiB       47      114.64 MiB
   28.12       57.33 MiB       49      142.76 MiB
   28.37       57.33 MiB       50      170.89 MiB
   28.62       57.34 MiB       53      170.90 MiB
   28.87       67.00 MiB       53      189.53 MiB
   29.12       85.82 MiB       64      255.28 MiB
   29.37       85.82 MiB       66      255.28 MiB
   29.62       99.88 MiB       65      311.53 MiB
   29.87      156.13 MiB       66      367.78 MiB
   30.12      153.65 MiB       65      311.53 MiB
   30.37      153.65 MiB       65      311.53 MiB
   30.63      113.58 MiB       51      227.14 MiB
   30.88      169.83 MiB       51      283.39 MiB
   31.13      169.83 MiB       52      283.39 MiB
   31.38      170.90 MiB       56      284.29 MiB
   31.63      171.76 MiB       54      288.67 MiB
   31.88      170.71 MiB       54      284.27 MiB
