# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 103

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.46          0.00 B        0          0.00 B
    2.71          0.00 B        0          0.00 B
    2.99          0.00 B        4       22.52 KiB
    3.24          0.00 B        4       22.52 KiB
    3.49          0.00 B        5       70.32 MiB
    3.74          0.00 B        5       70.32 MiB
    3.99          0.00 B        5       35.87 MiB
    4.24          0.00 B        4       14.07 MiB
    4.49          0.00 B        4       35.16 MiB
    4.75          0.00 B        4       14.07 MiB
    5.00          0.00 B        6        1.35 GiB
    5.25          0.00 B        6        1.35 GiB
    5.50          0.00 B        6        1.35 GiB
    5.75          0.00 B        6        1.35 GiB
    6.00          0.00 B        5        1.33 GiB
    6.25          0.00 B        5        1.33 GiB
    6.50          0.00 B        5        1.33 GiB
    6.75          0.00 B        5        1.33 GiB
    7.00          0.00 B        6        1.33 GiB
    7.25          0.00 B        7        1.33 GiB
    7.50          0.00 B        8        1.35 GiB
    7.75          0.00 B       10        1.36 GiB
    8.00          0.00 B       10        1.36 GiB
    8.25          0.00 B        8       42.20 MiB
    8.50          0.00 B        9       35.17 MiB
    8.75          0.00 B       11       43.08 MiB
    9.00          0.00 B       11       57.14 MiB
    9.25          0.00 B       11       56.32 MiB
    9.50          0.00 B       14       56.38 MiB
    9.75          0.00 B       11       56.35 MiB
   10.00          0.00 B       10       28.14 MiB
   10.25          0.00 B        8       28.14 MiB
   10.50          0.00 B       11       28.15 MiB
   10.75          0.00 B       13       28.16 MiB
   11.00          0.00 B       15       28.17 MiB
   11.25          0.00 B       14       28.17 MiB
   11.50          0.00 B       15       28.18 MiB
   11.75          0.00 B       17       28.19 MiB
   12.00          0.00 B        9       28.16 MiB
   12.25          0.00 B       10       28.16 MiB
   12.50          0.00 B       12       56.29 MiB
   12.75          0.00 B       13      492.23 MiB
   13.00          0.00 B       13      379.73 MiB
   13.26          0.00 B       13      379.73 MiB
   13.51          0.00 B       14      281.29 MiB
   13.76          0.00 B       13      281.29 MiB
   14.01          0.00 B       13      267.23 MiB
   14.26          0.00 B       15      267.23 MiB
   14.51          0.00 B       15      267.23 MiB
   14.76          0.00 B       14      267.23 MiB
   15.01          0.00 B       15      281.30 MiB
   15.26          0.00 B       16      281.30 MiB
   15.51          0.00 B       16      295.36 MiB
   15.76          0.00 B       18      745.36 MiB
   16.01          0.00 B       21      970.36 MiB
   16.26          0.00 B       23      970.36 MiB
   16.51          0.00 B       24      970.36 MiB
   16.76          0.00 B       21      970.36 MiB
   17.01          0.00 B       22      970.36 MiB
   17.26          0.00 B       23      984.42 MiB
   17.51          0.00 B       24      998.48 MiB
   17.76          0.00 B       23        1.07 GiB
   18.01          0.00 B       23      984.42 MiB
   18.27          0.00 B       26      984.43 MiB
   18.52          0.00 B       27        1.40 GiB
   18.77          0.00 B       28        1.84 GiB
   19.02          0.00 B       27        1.84 GiB
   19.27          0.00 B       29        2.72 GiB
   19.52          0.00 B       29        2.72 GiB
   19.77          0.00 B       29        2.72 GiB
   20.02          0.00 B       29        2.72 GiB
   20.27          0.00 B       30        2.72 GiB
   20.52          0.00 B       30        2.72 GiB
   20.77          0.00 B       31        2.72 GiB
   21.02          0.00 B       31        2.72 GiB
   21.27          0.00 B       29        1.40 GiB
   21.52          0.00 B       32        2.72 GiB
   21.77          0.00 B       32        2.72 GiB
   22.02          0.00 B       33        2.72 GiB
   22.27          0.00 B       33        2.72 GiB
   22.52          0.00 B       31        1.40 GiB
   22.77          0.00 B       33        1.69 GiB
   23.02          0.00 B       34        1.98 GiB
   23.27          0.00 B       32        1.54 GiB
   23.52          0.00 B       34        2.12 GiB
   23.77          0.00 B       34        2.12 GiB
   24.02          0.00 B       34        2.12 GiB
   24.28          0.00 B       34        1.25 GiB
   24.53          0.00 B       34        1.25 GiB
   24.78          0.00 B       34        1.25 GiB
   25.03          0.00 B       35        1.25 GiB
   26.11          0.00 B        0          0.00 B
   27.80          0.00 B        0          0.00 B
   28.47          0.00 B        0          0.00 B
   29.02          0.00 B        0          0.00 B
   29.27          0.00 B        0          0.00 B
   29.52          0.00 B        0          0.00 B
   29.77          0.00 B        0          0.00 B
   30.02          0.00 B        0          0.00 B
   30.27          0.00 B        0          0.00 B
   30.52          0.00 B        0          0.00 B
   30.77          0.00 B        0          0.00 B
   31.00          0.00 B        0          0.00 B
