# Generated by LORRAX 0.1.0 at 2026-07-02 20:05:25 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigSX=  -18.013804              sigCOH=  -12.068115              sigTOT=  -30.081919              VH=  586.888068  Eo=  -65.372253
n=1   sigSX=  -18.013804              sigCOH=  -12.068115              sigTOT=  -30.081919              VH=  586.888068  Eo=  -65.372253
n=2   sigSX=  -15.106955              sigCOH=  -10.824710              sigTOT=  -25.931666              VH=  584.957101  Eo=  -41.997239
n=3   sigSX=  -15.106955              sigCOH=  -10.824710              sigTOT=  -25.931666              VH=  584.957101  Eo=  -41.997239
n=4   sigSX=  -14.812210              sigCOH=  -10.660672              sigTOT=  -25.472882              VH=  579.024136  Eo=  -39.497235
n=5   sigSX=  -14.812210              sigCOH=  -10.660672              sigTOT=  -25.472882              VH=  579.024136  Eo=  -39.497235
n=6   sigSX=  -14.834845              sigCOH=  -10.725035              sigTOT=  -25.559880              VH=  589.368974  Eo=  -39.272877
n=7   sigSX=  -14.834845              sigCOH=  -10.725035              sigTOT=  -25.559880              VH=  589.368974  Eo=  -39.272877
n=8   sigSX=   -9.687246              sigCOH=   -8.158302              sigTOT=  -17.845548              VH=  386.206782  Eo=  -19.398604
n=9   sigSX=   -9.687246              sigCOH=   -8.158302              sigTOT=  -17.845548              VH=  386.206782  Eo=  -19.398604
n=10  sigSX=   -9.594248              sigCOH=   -8.268251              sigTOT=  -17.862499              VH=  355.332756  Eo=  -18.214280
n=11  sigSX=   -9.594248              sigCOH=   -8.268251              sigTOT=  -17.862499              VH=  355.332756  Eo=  -18.214280
n=12  sigSX=   -8.951805              sigCOH=   -7.080560              sigTOT=  -16.032365              VH=  394.732162  Eo=  -10.873768
n=13  sigSX=   -8.951805              sigCOH=   -7.080560              sigTOT=  -16.032365              VH=  394.732162  Eo=  -10.873768
n=14  sigSX=  -10.004413              sigCOH=   -7.527698              sigTOT=  -17.532111              VH=  494.042904  Eo=   -7.815640
n=15  sigSX=  -10.004413              sigCOH=   -7.527698              sigTOT=  -17.532111              VH=  494.042904  Eo=   -7.815640
n=16  sigSX=   -9.936445              sigCOH=   -7.509828              sigTOT=  -17.446273              VH=  489.243673  Eo=   -7.759785
n=17  sigSX=   -9.936445              sigCOH=   -7.509828              sigTOT=  -17.446273              VH=  489.243673  Eo=   -7.759785
n=18  sigSX=   -8.440045              sigCOH=   -6.863263              sigTOT=  -15.303309              VH=  302.039963  Eo=   -7.145276
n=19  sigSX=   -8.440045              sigCOH=   -6.863263              sigTOT=  -15.303309              VH=  302.039963  Eo=   -7.145276
n=20  sigSX=  -10.145453              sigCOH=   -7.516062              sigTOT=  -17.661514              VH=  456.942560  Eo=   -6.779803
n=21  sigSX=  -10.145453              sigCOH=   -7.516062              sigTOT=  -17.661514              VH=  456.942560  Eo=   -6.779803
n=22  sigSX=  -10.121481              sigCOH=   -7.499312              sigTOT=  -17.620793              VH=  456.364268  Eo=   -6.699109
n=23  sigSX=  -10.121481              sigCOH=   -7.499312              sigTOT=  -17.620793              VH=  456.364268  Eo=   -6.699109
n=24  sigSX=   -9.677299              sigCOH=   -7.227211              sigTOT=  -16.904510              VH=  412.834995  Eo=   -5.386093
n=25  sigSX=   -9.677299              sigCOH=   -7.227211              sigTOT=  -16.904510              VH=  412.834995  Eo=   -5.386093
n=26  sigSX=   -5.135701              sigCOH=   -7.207673              sigTOT=  -12.343374              VH=  424.365206  Eo=   -2.581488
n=27  sigSX=   -5.135701              sigCOH=   -7.207673              sigTOT=  -12.343374              VH=  424.365206  Eo=   -2.581488
n=28  sigSX=   -5.106932              sigCOH=   -7.202833              sigTOT=  -12.309766              VH=  422.474326  Eo=   -2.505729
n=29  sigSX=   -5.106932              sigCOH=   -7.202833              sigTOT=  -12.309766              VH=  422.474326  Eo=   -2.505729
n=30  sigSX=   -4.975171              sigCOH=   -7.369888              sigTOT=  -12.345060              VH=  407.928581  Eo=   -2.332526
n=31  sigSX=   -4.975171              sigCOH=   -7.369888              sigTOT=  -12.345060              VH=  407.928581  Eo=   -2.332526
n=32  sigSX=   -4.969804              sigCOH=   -7.362033              sigTOT=  -12.331837              VH=  405.625151  Eo=   -2.326587
n=33  sigSX=   -4.969804              sigCOH=   -7.362033              sigTOT=  -12.331837              VH=  405.625151  Eo=   -2.326587
n=34  sigSX=   -3.203026              sigCOH=   -5.624118              sigTOT=   -8.827144              VH=  430.763813  Eo=    1.113320
n=35  sigSX=   -3.203026              sigCOH=   -5.624118              sigTOT=   -8.827144              VH=  430.763813  Eo=    1.113320
n=36  sigSX=   -3.126458              sigCOH=   -5.217577              sigTOT=   -8.344035              VH=  337.328772  Eo=    3.714014
n=37  sigSX=   -3.126458              sigCOH=   -5.217577              sigTOT=   -8.344035              VH=  337.328772  Eo=    3.714014
n=38  sigSX=   -2.214553              sigCOH=   -4.062771              sigTOT=   -6.277324              VH=  136.142085  Eo=    3.951991
n=39  sigSX=   -2.214553              sigCOH=   -4.062771              sigTOT=   -6.277324              VH=  136.142085  Eo=    3.951991
n=40  sigSX=   -1.406499              sigCOH=   -3.490705              sigTOT=   -4.897204              VH=   23.819866  Eo=    4.776397
n=41  sigSX=   -1.406499              sigCOH=   -3.490705              sigTOT=   -4.897204              VH=   23.819866  Eo=    4.776397
n=42  sigSX=   -3.241246              sigCOH=   -5.169828              sigTOT=   -8.411074              VH=  363.101469  Eo=    5.486224
n=43  sigSX=   -3.241246              sigCOH=   -5.169828              sigTOT=   -8.411074              VH=  363.101469  Eo=    5.486224
n=44  sigSX=   -3.233834              sigCOH=   -5.154636              sigTOT=   -8.388471              VH=  361.614532  Eo=    5.562327
n=45  sigSX=   -3.233834              sigCOH=   -5.154636              sigTOT=   -8.388471              VH=  361.614532  Eo=    5.562327
