HloModule jit_svd, entry_computation_layout={(c128[960,960]{1,0})->(c128[960,960]{1,0}, f64[960]{0}, c128[960,960]{1,0})}, allow_spmd_sharding_propagation_to_output={true,true,true}, num_partitions=4

ENTRY %main.35 (Arg_0.1: c128[960,960]) -> (c128[960,960], f64[960], c128[960,960]) {
  %Arg_0.1 = c128[960,960]{1,0} parameter(0), sharding={replicated}, metadata={op_name="a"}
  %custom-call.7 = (c128[960,960]{0,1}, f64[960]{0}, c128[960,960]{0,1}, c128[960,960]{0,1}, s32[]) custom-call(%Arg_0.1), custom_call_target="cusolver_gesvdj_ffi", operand_layout_constraints={c128[960,960]{0,1}}, output_to_operand_aliasing={{0}: (0, {})}, api_version=API_VERSION_TYPED_FFI, frontend_attributes={num_batch_dims="0"}, metadata={op_name="jit(svd)/jit(main)/svd" source_file="/global/homes/j/jackm/software/lorrax_C/src/bandstructure/htransform.py" source_line=158}, backend_config={compute_uv = true, full_matrices = false}
  %get-tuple-element.8 = c128[960,960]{0,1} get-tuple-element(%custom-call.7), index=0, frontend_attributes={num_batch_dims="0"}, metadata={op_name="jit(svd)/jit(main)/svd" source_file="/global/homes/j/jackm/software/lorrax_C/src/bandstructure/htransform.py" source_line=158}
  %get-tuple-element.12 = s32[] get-tuple-element(%custom-call.7), index=4, frontend_attributes={num_batch_dims="0"}, metadata={op_name="jit(svd)/jit(main)/svd" source_file="/global/homes/j/jackm/software/lorrax_C/src/bandstructure/htransform.py" source_line=158}
  %constant.6 = s32[] constant(0)
  %compare.18 = pred[] compare(%get-tuple-element.12, %constant.6), direction=EQ, metadata={op_name="jit(svd)/jit(main)/svd" source_file="/global/homes/j/jackm/software/lorrax_C/src/bandstructure/htransform.py" source_line=158}
  %reshape.24 = pred[1,1]{1,0} reshape(%compare.18), metadata={op_name="jit(svd)/jit(main)/svd" source_file="/global/homes/j/jackm/software/lorrax_C/src/bandstructure/htransform.py" source_line=158}
  %broadcast.25 = pred[1,1]{1,0} broadcast(%reshape.24), dimensions={0,1}, metadata={op_name="jit(svd)/jit(main)/svd" source_file="/global/homes/j/jackm/software/lorrax_C/src/bandstructure/htransform.py" source_line=158}
  %reshape.26 = pred[] reshape(%broadcast.25), metadata={op_name="jit(svd)/jit(main)/svd" source_file="/global/homes/j/jackm/software/lorrax_C/src/bandstructure/htransform.py" source_line=158}
  %broadcast.27 = pred[960,960]{1,0} broadcast(%reshape.26), dimensions={}, metadata={op_name="jit(svd)/jit(main)/svd" source_file="/global/homes/j/jackm/software/lorrax_C/src/bandstructure/htransform.py" source_line=158}
  %get-tuple-element.10 = c128[960,960]{0,1} get-tuple-element(%custom-call.7), index=2, frontend_attributes={num_batch_dims="0"}, metadata={op_name="jit(svd)/jit(main)/svd" source_file="/global/homes/j/jackm/software/lorrax_C/src/bandstructure/htransform.py" source_line=158}
  %constant.2 = c128[] constant((nan, nan))
  %broadcast.3 = c128[960,960]{1,0} broadcast(%constant.2), dimensions={}
