n=90   E_DFT=   22.354608  Re=   56.323006  Im= 7226.229001
n=91   E_DFT=   22.354608  Re=   56.774846  Im=-7058.585161
n=92   E_DFT=   22.450991  Re=   83.938324  Im= 3313.807817
n=93   E_DFT=   22.450991  Re=   86.728931  Im=-2790.125757
n=94   E_DFT=   22.731816  Re=  120.245026  Im= 3371.400513
n=95   E_DFT=   22.731816  Re=  119.977382  Im=-3544.245995
n=96   E_DFT=   23.816698  Re=  101.644261  Im=-8777.889276
n=97   E_DFT=   23.816698  Re=  101.636621  Im= 8933.696487
n=98   E_DFT=   25.030295  Re=  127.994473  Im=-85617.297477
n=99   E_DFT=   25.030295  Re=  128.264976  Im=86940.096103

k-point 4:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.505204  Re=  -91.278488  Im=120581.234123
n=1    E_DFT=  -65.505204  Re=  -91.230627  Im=120674.581653
n=2    E_DFT=  -42.186763  Re=  -18.621732  Im=882981.356862
n=3    E_DFT=  -42.186763  Re=  -16.647933  Im=922762.935543
n=4    E_DFT=  -39.675143  Re=    1.267055  Im=-860655.857471
n=5    E_DFT=  -39.675143  Re=   -1.323707  Im=-843187.590348
n=6    E_DFT=  -39.538430  Re=    8.027854  Im=110668.268562
n=7    E_DFT=  -39.538430  Re=    6.677406  Im=250965.223898
n=8    E_DFT=  -18.072901  Re=  382.846027  Im=-67657.764524
n=9    E_DFT=  -18.072901  Re=  383.326756  Im=-103661.857345
n=10   E_DFT=  -17.618196  Re=  179.381829  Im=-147757.383591
n=11   E_DFT=  -17.618196  Re=  182.545952  Im=-177075.867426
n=12   E_DFT=  -10.544596  Re=  -40.073390  Im=1219209.469048
n=13   E_DFT=  -10.544596  Re=  -35.124162  Im=1193630.952100
n=14   E_DFT=   -9.558853  Re=-1922.481795  Im=500156.055808
n=15   E_DFT=   -9.558853  Re=-1991.717304  Im=547709.345117
n=16   E_DFT=   -9.179239  Re=-1869.128314  Im=-2376201.004282
n=17   E_DFT=   -9.179239  Re=-1848.490488  Im=-2306166.469948
n=18   E_DFT=   -8.134605  Re= -309.998755  Im=-160474.714707
n=19   E_DFT=   -8.134605  Re= -371.017334  Im=-56349.862546
n=20   E_DFT=   -7.026314  Re= -541.592651  Im=-693170.029898
n=21   E_DFT=   -7.026314  Re= -570.393027  Im=-586405.893758
n=22   E_DFT=   -6.612781  Re=  165.724484  Im=-104059.196810
n=23   E_DFT=   -6.612778  Re=   49.334412  Im=-18155.268597
n=24   E_DFT=   -6.332732  Re=  149.881326  Im=-8128354.926727
n=25   E_DFT=   -6.332729  Re=   11.196265  Im=-7961631.981235
n=26   E_DFT=   -3.126291  Re=  167.545678  Im=4011251.291012
n=27   E_DFT=   -3.126289  Re=  -18.913788  Im=-2879648.439354
n=28   E_DFT=   -2.998806  Re= 2147.846841  Im=11002156.281294
n=29   E_DFT=   -2.998804  Re= 1961.906339  Im=4299798.574991
n=30   E_DFT=   -1.891625  Re=  428.872716  Im=4484675.101103
n=31   E_DFT=   -1.891624  Re=  453.004975  Im=4771432.895541
n=32   E_DFT=   -1.279018  Re=  356.582649  Im=117716.979516
n=33   E_DFT=   -1.279017  Re=  375.438490  Im=477281.595091
n=34   E_DFT=    2.651931  Re=   78.887580  Im=2255552.731834
n=35   E_DFT=    2.651931  Re=   79.181999  Im=2302689.029829
n=36   E_DFT=    2.909043  Re=  802.667110  Im=816139.614520
n=37   E_DFT=    2.909043  Re=  807.095769  Im=780648.673157
n=38   E_DFT=    3.282129  Re= -386.522078  Im= 6770.689598
n=39   E_DFT=    3.282130  Re= -368.530799  Im= 1126.090748
n=40   E_DFT=    5.167173  Re= 1585.178750  Im=-3248267.999201
n=41   E_DFT=    5.167173  Re= 1575.058883  Im=-3185499.123892
n=42   E_DFT=    5.582657  Re=  468.986069  Im=4735132.263421
n=43   E_DFT=    5.582658  Re=  465.300058  Im=4926400.740199
n=44   E_DFT=    7.149571  Re=   55.888527  Im=-298118.384742
n=45   E_DFT=    7.149571  Re=   86.857082  Im=-245082.551001
n=46   E_DFT=    7.620488  Re=  -58.473770  Im=47771.468523
n=47   E_DFT=    7.620488  Re=  -58.960421  Im=40450.359871
n=48   E_DFT=    7.714046  Re=   46.939901  Im=-201144.601960
n=49   E_DFT=    7.714046  Re=   26.831933  Im=84385.603645
n=50   E_DFT=    9.159372  Re=  -30.427350  Im=85057.813592
n=51   E_DFT=    9.159372  Re=  -36.310541  Im=71416.377370
n=52   E_DFT=    9.701628  Re= -131.523041  Im=1661128.300822
n=53   E_DFT=    9.701629  Re= -149.251894  Im=1721483.559513
n=54   E_DFT=   10.083472  Re=   36.683355  Im=-44725.322517
n=55   E_DFT=   10.083473  Re=   -7.109939  Im=125960.407803
n=56   E_DFT=   10.160901  Re= -856.033061  Im=176315.307655
n=57   E_DFT=   10.160901  Re= -854.666362  Im=218231.362038
n=58   E_DFT=   12.372283  Re=  194.264693  Im=-374489.825481
n=59   E_DFT=   12.372283  Re=  200.857437  Im=-435806.877107
n=60   E_DFT=   13.551374  Re=  334.103322  Im=-439212.175049
n=61   E_DFT=   13.551374  Re=  333.055451  Im=-465326.487188
n=62   E_DFT=   13.877359  Re=  210.301944  Im=-257493.896662
n=63   E_DFT=   13.877359  Re=  214.172661  Im=-243198.379159
n=64   E_DFT=   14.834141  Re=  424.025564  Im=-1002471.569938
n=65   E_DFT=   14.834141  Re=  417.872401  Im=-956065.486001
n=66   E_DFT=   15.592301  Re=  893.471131  Im=846703.339804
n=67   E_DFT=   15.592301  Re=  891.246016  Im=862009.221467
n=68   E_DFT=   16.262755  Re=   -2.053949  Im=-587891.981309
n=69   E_DFT=   16.262755  Re=   14.213299  Im=-541139.318127
n=70   E_DFT=   17.047681  Re= -295.384153  Im=-613092.777954
n=71   E_DFT=   17.047682  Re= -300.242426  Im=-754313.359583
n=72   E_DFT=   17.205227  Re=  157.532987  Im=-1605555.037201
n=73   E_DFT=   17.205227  Re=  158.028517  Im=-1626730.208474
n=74   E_DFT=   17.670259  Re=   99.164416  Im=-210853.294260
n=75   E_DFT=   17.670259  Re=   96.757173  Im=-217837.918223
n=76   E_DFT=   19.471029  Re=  257.567868  Im=1125727.359400
n=77   E_DFT=   19.471030  Re=  253.859239  Im=1176352.811627
n=78   E_DFT=   19.564073  Re=  -85.941441  Im=-46904.977686
n=79   E_DFT=   19.564073  Re=  -85.079462  Im=-51758.194325
n=80   E_DFT=   19.767089  Re=   50.331724  Im=184743.376134
n=81   E_DFT=   19.767089  Re=   50.237181  Im=178931.084742
n=82   E_DFT=   20.779962  Re=  363.496164  Im=114059.443048
n=83   E_DFT=   20.779962  Re=  359.632730  Im=95642.801816
n=84   E_DFT=   21.104210  Re=   -3.113363  Im=290368.553444
n=85   E_DFT=   21.104212  Re= -116.763629  Im=138820.321075
n=86   E_DFT=   21.222135  Re= -413.966273  Im=123398.171701
n=87   E_DFT=   21.222137  Re= -484.136821  Im=-38769.156705
n=88   E_DFT=   22.748407  Re=  234.042438  Im=-625523.692139
n=89   E_DFT=   22.748408  Re=  268.490741  Im=-524617.706170
n=90   E_DFT=   22.758950  Re=  390.715492  Im=-1048479.430075
n=91   E_DFT=   22.758951  Re=  464.455487  Im=-1336365.139016
n=92   E_DFT=   22.917923  Re=   35.061447  Im=26262.149740
n=93   E_DFT=   22.917926  Re=  133.268937  Im=-213926.365162
n=94   E_DFT=   22.949453  Re=  161.150632  Im=186659.310952
n=95   E_DFT=   22.949453  Re=  162.708765  Im=215364.323633
n=96   E_DFT=   24.063734  Re= -686.817892  Im=1855942.521761
n=97   E_DFT=   24.063736  Re= -702.833944  Im=1825699.984321
n=98   E_DFT=   24.084717  Re=   46.059783  Im=1198128.330789
n=99   E_DFT=   24.084718  Re=   38.139907  Im=1189549.507249

k-point 5:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.465980  Re= -171.359212  Im=117647.978033
n=1    E_DFT=  -65.465980  Re= -155.925665  Im=121511.509908
n=2    E_DFT=  -42.126171  Re=   33.063590  Im=1755439.016333
n=3    E_DFT=  -42.126171  Re=   28.671206  Im=-319786.747823
n=4    E_DFT=  -39.593526  Re=  126.255336  Im=-357047.423449
n=5    E_DFT=  -39.593526  Re=  111.286706  Im=-1107746.996681
n=6    E_DFT=  -39.464894  Re=  -38.652500  Im=1541721.372134
n=7    E_DFT=  -39.464893  Re=  -24.036556  Im=-1103890.434484
n=8    E_DFT=  -18.989633  Re=  203.794893  Im=-127528.245893
n=9    E_DFT=  -18.989633  Re=  203.345158  Im=-148207.001246
n=10   E_DFT=  -18.014213  Re= -613.907585  Im=-63839.366953
n=11   E_DFT=  -18.014213  Re= -623.536754  Im=-71446.386569
n=12   E_DFT=  -10.482477  Re=-1191.582002  Im=350446.521985
n=13   E_DFT=  -10.482477  Re=-1170.491397  Im=344765.763967
n=14   E_DFT=   -8.606804  Re=  480.905934  Im=-2366887.441058
n=15   E_DFT=   -8.606804  Re=  494.697575  Im=-2482074.401796
n=16   E_DFT=   -8.256218  Re=  664.662217  Im=-160446.574592
n=17   E_DFT=   -8.256218  Re=  610.918442  Im=-104664.136606
n=18   E_DFT=   -7.436881  Re=   93.052885  Im=243193.232581
n=19   E_DFT=   -7.436880  Re=  107.253680  Im=163466.162275
n=20   E_DFT=   -7.317414  Re= -375.938110  Im=-8128.317490
n=21   E_DFT=   -7.317414  Re= -323.778516  Im=-156207.378464
n=22   E_DFT=   -6.409757  Re=  223.093054  Im=586874.947304
n=23   E_DFT=   -6.409757  Re=  209.956418  Im=431449.794963
n=24   E_DFT=   -5.682865  Re=   87.120419  Im=-6833934.611857
n=25   E_DFT=   -5.682865  Re=   56.902534  Im=-6655000.753203
n=26   E_DFT=   -3.039484  Re=  175.443447  Im=8749896.120407
n=27   E_DFT=   -3.039482  Re=  292.963335  Im=8755899.444069
n=28   E_DFT=   -2.737502  Re=-1186.441936  Im=504632.910020
n=29   E_DFT=   -2.737499  Re=-1065.965852  Im=756511.761369
n=30   E_DFT=   -2.697296  Re=-2085.700430  Im=1283739.932746
n=31   E_DFT=   -2.697295  Re=-2096.127979  Im=1733884.959677
n=32   E_DFT=   -1.968038  Re=  248.582292  Im=32252.434174
n=33   E_DFT=   -1.968037  Re=  263.606897  Im=419043.344933
n=34   E_DFT=    2.575037  Re=  590.980845  Im=-750733.454259
n=35   E_DFT=    2.575038  Re=  584.002356  Im=-750287.065489
n=36   E_DFT=    4.137793  Re= 1308.104510  Im=951130.705234
n=37   E_DFT=    4.137793  Re= 1293.148915  Im=924103.716765
n=38   E_DFT=    4.498560  Re=   46.469195  Im=-282558.882409
n=39   E_DFT=    4.498560  Re=   47.170317  Im=-278653.475656
n=40   E_DFT=    5.011368  Re= -420.817347  Im=4001631.826198
n=41   E_DFT=    5.011369  Re= -420.102786  Im=3993297.715473
n=42   E_DFT=    5.208690  Re= 1053.387710  Im=-566340.981626
n=43   E_DFT=    5.208690  Re= 1064.631509  Im=-565079.497085
n=44   E_DFT=    6.274230  Re=  105.723938  Im=1431237.671292
n=45   E_DFT=    6.274230  Re=  107.234402  Im=1441069.851727
n=46   E_DFT=    6.755121  Re=  120.603927  Im=326423.078949
n=47   E_DFT=    6.755122  Re=  107.282128  Im=302609.736621
n=48   E_DFT=    7.214026  Re= -505.807582  Im=-3093384.218405
n=49   E_DFT=    7.214026  Re= -481.120385  Im=-2977613.413539
n=50   E_DFT=    7.784806  Re=  316.552328  Im=-326798.885921
n=51   E_DFT=    7.784806  Re=  324.079177  Im=-303418.197676
n=52   E_DFT=    9.124082  Re=  771.097738  Im=-3967447.811853
n=53   E_DFT=    9.124082  Re=  786.884907  Im=-3965177.985621
n=54   E_DFT=    9.888660  Re=   72.792807  Im=-148248.482206
n=55   E_DFT=    9.888660  Re=  110.887463  Im=-486158.190612
n=56   E_DFT=   10.280456  Re= -138.016349  Im=7819282.423441
n=57   E_DFT=   10.280457  Re= -115.786329  Im=7509309.469304
n=58   E_DFT=   11.412539  Re=  177.290868  Im=247158.409489
n=59   E_DFT=   11.412539  Re=  178.566638  Im=226360.607222
n=60   E_DFT=   12.579023  Re=  -36.927851  Im=20385.324652
n=61   E_DFT=   12.579023  Re=  -39.080214  Im=34504.683330
n=62   E_DFT=   13.626951  Re=  314.606791  Im=-252984.531026
n=63   E_DFT=   13.626951  Re=  312.801510  Im=-244943.803455
n=64   E_DFT=   15.232396  Re=   99.424849  Im=-35127.766022
n=65   E_DFT=   15.232396  Re=  103.350807  Im=-43158.692389
n=66   E_DFT=   15.261278  Re=  179.076076  Im=185004.897437
n=67   E_DFT=   15.261279  Re=  171.555488  Im=218227.349951
n=68   E_DFT=   16.200358  Re=  258.628980  Im=65214.407220
n=69   E_DFT=   16.200358  Re=  257.661110  Im=67488.790794
n=70   E_DFT=   16.815710  Re=  724.858234  Im=786942.744842
n=71   E_DFT=   16.815710  Re=  727.263799  Im=774312.258020
n=72   E_DFT=   17.301584  Re= 1188.755300  Im=2451069.871309
n=73   E_DFT=   17.301584  Re= 1187.538219  Im=2455621.684952
n=74   E_DFT=   17.627891  Re=  120.501411  Im=2699903.117770
n=75   E_DFT=   17.627893  Re=  154.754254  Im=2760506.734492
n=76   E_DFT=   18.613617  Re= 1626.914036  Im=-3843248.633263
n=77   E_DFT=   18.613619  Re= 1464.729350  Im=-2617062.967825
n=78   E_DFT=   18.800907  Re=  -74.225529  Im=37061.580265
n=79   E_DFT=   18.800907  Re=   79.239061  Im=-1080321.774268
n=80   E_DFT=   19.943885  Re=  108.257428  Im=-327351.428788
n=81   E_DFT=   19.943885  Re=   61.297987  Im=-44251.298072
n=82   E_DFT=   20.086113  Re=   63.791449  Im=-370637.744447
n=83   E_DFT=   20.086113  Re=   63.814368  Im=-353764.417102
n=84   E_DFT=   21.051088  Re=  167.904018  Im=-725232.642119
n=85   E_DFT=   21.051088  Re=  168.514240  Im=-711273.585524
n=86   E_DFT=   21.767447  Re=  291.334180  Im=20308.338677
n=87   E_DFT=   21.767447  Re=  291.731283  Im=19181.055966
n=88   E_DFT=   21.956552  Re=  339.572300  Im=916514.352940
n=89   E_DFT=   21.956552  Re=  336.999075  Im=986559.378231
n=90   E_DFT=   22.406962  Re=   39.976846  Im=-882509.455589
n=91   E_DFT=   22.406963  Re=   36.844708  Im=-866953.869291
n=92   E_DFT=   24.302513  Re=    7.924564  Im=2723207.868544
n=93   E_DFT=   24.302513  Re=   17.614869  Im=2701172.936294
n=94   E_DFT=   24.837759  Re= -264.549434  Im=-2441136.919352
n=95   E_DFT=   24.837759  Re= -231.504244  Im=-2408484.010486
n=96   E_DFT=   24.923414  Re=    2.742655  Im=400973.963129
n=97   E_DFT=   24.923415  Re=   40.209539  Im=401791.994587
n=98   E_DFT=   25.307741  Re=  -32.972103  Im= 4887.704639
n=99   E_DFT=   25.307741  Re=   44.110481  Im=287773.187232

k-point 6:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.465980  Re= -112.784510  Im=175189.873814
n=1    E_DFT=  -65.465980  Re=  -98.976798  Im=180102.519147
n=2    E_DFT=  -42.126171  Re=  -18.393907  Im=1717263.592283
n=3    E_DFT=  -42.126171  Re=  -28.771183  Im=-598609.941520
n=4    E_DFT=  -39.593526  Re=  -21.410929  Im=-855485.688966
n=5    E_DFT=  -39.593526  Re=    2.915890  Im=104150.638534
n=6    E_DFT=  -39.464893  Re=  -24.217692  Im=-1517281.163249
n=7    E_DFT=  -39.464893  Re=  -36.997893  Im=1484224.307983
n=8    E_DFT=  -18.989633  Re=   -9.910319  Im=-388464.779299
n=9    E_DFT=  -18.989633  Re=  -14.042304  Im=-399204.632509
n=10   E_DFT=  -18.014213  Re= -176.170014  Im=-705071.835068
n=11   E_DFT=  -18.014213  Re= -167.570867  Im=-706717.579436
n=12   E_DFT=  -10.482477  Re= -171.786576  Im=64206.260562
n=13   E_DFT=  -10.482477  Re= -183.289091  Im=76809.737812
n=14   E_DFT=   -8.606810  Re=   66.985929  Im=-2083511.374792
n=15   E_DFT=   -8.606810  Re=   60.630033  Im=-1946569.264890
n=16   E_DFT=   -8.256220  Re=   66.233428  Im=295624.376265
n=17   E_DFT=   -8.256220  Re=   60.512924  Im=356590.746266
n=18   E_DFT=   -7.436873  Re=   77.673161  Im=-34771.812558
n=19   E_DFT=   -7.436873  Re=   78.070145  Im=33208.967503
n=20   E_DFT=   -7.317409  Re=  308.779910  Im=18754.656198
n=21   E_DFT=   -7.317409  Re=  319.236678  Im=161272.485897
n=22   E_DFT=   -6.409759  Re=   88.256291  Im=1014930.080327
n=23   E_DFT=   -6.409759  Re=  105.049556  Im=923899.151304
n=24   E_DFT=   -5.682867  Re=  237.022976  Im=-5583231.857406
n=25   E_DFT=   -5.682867  Re=  205.914739  Im=-5680186.200125
n=26   E_DFT=   -3.039488  Re= -172.020200  Im=4746351.009104
n=27   E_DFT=   -3.039487  Re= -215.929929  Im=4049562.888323
n=28   E_DFT=   -2.737499  Re=  -68.266255  Im=591147.953123
n=29   E_DFT=   -2.737496  Re=  -72.156728  Im=-457783.001603
n=30   E_DFT=   -2.697295  Re=  -37.166222  Im=564264.958775
n=31   E_DFT=   -2.697294  Re=  -60.890746  Im=-152227.002039
n=32   E_DFT=   -1.968034  Re= -420.034271  Im=-257985.365381
n=33   E_DFT=   -1.968034  Re= -521.073623  Im=-687199.171856
n=34   E_DFT=    2.575038  Re=   32.369456  Im=-212933.114166
n=35   E_DFT=    2.575038  Re=   37.462942  Im=-249299.381251
n=36   E_DFT=    4.137792  Re=   42.520433  Im=471712.604683
n=37   E_DFT=    4.137792  Re=   46.190669  Im=489747.041181
n=38   E_DFT=    4.498557  Re=   14.791520  Im=-13068.243889
n=39   E_DFT=    4.498557  Re=   14.091822  Im=-9297.207388
n=40   E_DFT=    5.011362  Re=   59.802649  Im=2435911.121737
n=41   E_DFT=    5.011363  Re=   63.675318  Im=2377904.439712
n=42   E_DFT=    5.208689  Re=    6.112335  Im=149299.709611
n=43   E_DFT=    5.208689  Re=    6.753791  Im=144008.061474
n=44   E_DFT=    6.274228  Re=  -11.084064  Im=-104266.315670
n=45   E_DFT=    6.274228  Re=   -8.195037  Im=-103592.862530
n=46   E_DFT=    6.755131  Re=   46.113209  Im=-201249.054967
n=47   E_DFT=    6.755131  Re=   48.785230  Im=-174737.099436
n=48   E_DFT=    7.214022  Re=   30.743266  Im=-404834.040538
n=49   E_DFT=    7.214022  Re=   43.153990  Im=-563474.287200
n=50   E_DFT=    7.784817  Re=   85.255511  Im=232416.323897
n=51   E_DFT=    7.784817  Re=   74.685713  Im=225752.157455
n=52   E_DFT=    9.124080  Re=   51.751123  Im=-1036624.081388
n=53   E_DFT=    9.124080  Re=   50.124532  Im=-1050148.046362
n=54   E_DFT=    9.888667  Re=   26.032736  Im=195410.562463
n=55   E_DFT=    9.888667  Re=   32.871966  Im=-997925.914439
n=56   E_DFT=   10.280451  Re=   41.288155  Im=5309453.422288
n=57   E_DFT=   10.280451  Re=   37.261682  Im=3918005.655988
n=58   E_DFT=   11.412545  Re=  318.210010  Im=-169180.386381
n=59   E_DFT=   11.412545  Re=  374.041104  Im=-166527.514608
n=60   E_DFT=   12.579020  Re=   98.120909  Im=91136.781418
n=61   E_DFT=   12.579020  Re=   99.272215  Im=64785.072169
n=62   E_DFT=   13.626943  Re=   54.683316  Im=-60269.673628
n=63   E_DFT=   13.626943  Re=   57.433773  Im=-60358.608594
n=64   E_DFT=   15.232392  Re=  158.531936  Im=-98520.212965
n=65   E_DFT=   15.232392  Re=  161.021717  Im=-82129.035447
n=66   E_DFT=   15.261275  Re=  142.778675  Im=-588671.388777
n=67   E_DFT=   15.261276  Re=  145.467172  Im=-637296.875273
n=68   E_DFT=   16.200359  Re=  187.460408  Im=82517.691162
n=69   E_DFT=   16.200359  Re=  187.250374  Im=77397.199171
n=70   E_DFT=   16.815707  Re=   10.808168  Im=786496.607552
n=71   E_DFT=   16.815707  Re=   10.032837  Im=786821.070701
n=72   E_DFT=   17.301573  Re=   58.033182  Im=408990.491156
n=73   E_DFT=   17.301573  Re=   62.640997  Im=419338.624217
n=74   E_DFT=   17.627879  Re=   42.945405  Im=638183.145835
n=75   E_DFT=   17.627881  Re=   41.025531  Im=877852.881908
n=76   E_DFT=   18.613611  Re=   29.681366  Im=-1941884.956348
n=77   E_DFT=   18.613614  Re=   17.192043  Im=-2464434.306933
n=78   E_DFT=   18.800913  Re=   53.281618  Im=-132096.734126
n=79   E_DFT=   18.800914  Re=   51.180475  Im=-867957.377530
n=80   E_DFT=   19.943900  Re=   30.269608  Im=198735.792516
n=81   E_DFT=   19.943901  Re=   28.767482  Im=-112897.044906
n=82   E_DFT=   20.086127  Re=   42.060501  Im=237143.848793
n=83   E_DFT=   20.086127  Re=   44.776141  Im=236944.952638
n=84   E_DFT=   21.051088  Re=   67.104692  Im=-909288.230650
n=85   E_DFT=   21.051089  Re=   66.235221  Im=-893433.828051
n=86   E_DFT=   21.767446  Re=  241.546997  Im=38356.704237
n=87   E_DFT=   21.767446  Re=  240.529861  Im=36714.193272
n=88   E_DFT=   21.956554  Re=  -32.783208  Im=101294.780619
n=89   E_DFT=   21.956555  Re=  -49.542314  Im=258241.509883
n=90   E_DFT=   22.406957  Re=  120.794229  Im=-836329.412485
n=91   E_DFT=   22.406957  Re=  123.424730  Im=-773396.537435
n=92   E_DFT=   24.302513  Re=   76.593303  Im=1431229.115725
n=93   E_DFT=   24.302514  Re=   76.393626  Im=1435979.112711
n=94   E_DFT=   24.837749  Re=   54.968052  Im=-877777.567032
n=95   E_DFT=   24.837750  Re=   57.546559  Im=-856301.236249
n=96   E_DFT=   24.923427  Re=  109.570943  Im=-408854.342574
n=97   E_DFT=   24.923427  Re=  102.137780  Im=-395465.980889
n=98   E_DFT=   25.307750  Re=   -0.969372  Im=-400946.135094
n=99   E_DFT=   25.307750  Re=  -18.515401  Im= 9738.291885

k-point 7:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.453770  Re= -109.446526  Im=-54015.930160
n=1    E_DFT=  -65.453768  Re= -100.114637  Im=-50167.820538
n=2    E_DFT=  -42.170480  Re=  -44.752312  Im=1267123.270740
n=3    E_DFT=  -42.163240  Re=  -78.420912  Im=163304.173520
n=4    E_DFT=  -39.636361  Re=  -84.055704  Im=-527519.548562
n=5    E_DFT=  -39.634236  Re=  -87.427215  Im=-619562.474100
n=6    E_DFT=  -39.534290  Re=  -48.060724  Im=253881.460987
n=7    E_DFT=  -39.525880  Re=  -64.196881  Im=-492757.737135
n=8    E_DFT=  -18.334012  Re=  -88.580949  Im=-49076.769200
n=9    E_DFT=  -18.318233  Re= -106.208519  Im=-24976.695321
n=10   E_DFT=  -17.722541  Re=  476.860575  Im=-958965.943841
n=11   E_DFT=  -17.721171  Re=  475.527067  Im=-942060.619032
n=12   E_DFT=  -10.245733  Re= -139.392318  Im=2281452.967432
n=13   E_DFT=  -10.220716  Re= -149.158109  Im=2271797.952754
n=14   E_DFT=   -9.056402  Re=  300.261169  Im=-3166565.509599
n=15   E_DFT=   -9.046123  Re=  292.587243  Im=-3196853.330550
n=16   E_DFT=   -9.017563  Re= -290.516163  Im=760696.111455
n=17   E_DFT=   -8.988056  Re= -276.342279  Im=729596.107689
n=18   E_DFT=   -8.542472  Re= -489.896232  Im=377796.906895
n=19   E_DFT=   -8.516203  Re= -477.692669  Im=498144.175623
n=20   E_DFT=   -7.289167  Re=  113.656755  Im=-4319447.037774
n=21   E_DFT=   -7.213017  Re=  115.018069  Im=-4157624.383056
n=22   E_DFT=   -6.417984  Re=   -0.041247  Im=-151010.673815
