# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 643

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.38          0.00 B        0          0.00 B
    2.63          0.00 B        0          0.00 B
    2.88          0.00 B        0          0.00 B
    3.14          0.00 B        0          0.00 B
    3.39          0.00 B        1          8.00 B
    3.64          0.00 B        3        192.00 B
    3.89          0.00 B        3        192.00 B
    4.14          0.00 B        3        192.00 B
    4.39          0.00 B        3        192.00 B
    4.64          0.00 B        3         48.00 B
    4.89          0.00 B        2         24.00 B
    5.95          0.00 B        0          0.00 B
    6.20          0.00 B        2         24.00 B
    6.45          0.00 B        4       28.13 MiB
    6.70          0.00 B        4       56.25 MiB
    6.95          0.00 B       13       56.52 MiB
    7.20          0.00 B       16       61.31 MiB
    7.45          0.00 B       17       61.58 MiB
    7.70          0.00 B       14       65.55 MiB
    7.95          0.00 B       14       75.36 MiB
    8.20          0.00 B       12       79.40 MiB
    8.45          0.00 B       12       79.40 MiB
    8.70          0.00 B       16       96.27 MiB
    8.95          0.00 B       18       56.52 MiB
    9.20          0.00 B       23       56.52 MiB
    9.45          0.00 B       27       56.52 MiB
    9.70          0.00 B       27       56.52 MiB
    9.95          0.00 B       23       56.52 MiB
   10.20          0.00 B       24       56.52 MiB
   10.45          0.00 B       42       56.52 MiB
   10.70          0.00 B       45       56.52 MiB
   10.96          0.00 B       48       84.65 MiB
   11.21          0.00 B       54        1.92 GiB
   11.46          0.00 B       56        1.92 GiB
   11.71          0.00 B       51      225.27 MiB
   11.96          0.00 B       51      225.27 MiB
   12.21          0.00 B       51      225.27 MiB
   12.46          0.00 B       51      225.27 MiB
   12.71          0.00 B       51      225.27 MiB
   12.96          0.00 B       51      225.27 MiB
   13.21          0.00 B       54      225.28 MiB
   13.46          0.00 B       57      230.07 MiB
   13.71          0.00 B       58      230.34 MiB
   13.96          0.00 B       56      233.90 MiB
   14.21          0.00 B       54      226.86 MiB
   14.47          0.00 B       58      228.44 MiB
   14.72          0.00 B       58      228.44 MiB
   14.98          0.00 B       58      228.44 MiB
   15.23          0.00 B       58      228.44 MiB
   15.48          0.00 B       58      228.44 MiB
   15.73          0.00 B       59      228.44 MiB
   15.98          0.00 B       59      228.44 MiB
   16.23          0.00 B       59      228.44 MiB
   16.48          0.00 B       59      228.44 MiB
   16.73          0.00 B       61        1.26 GiB
   16.98          0.00 B       63        1.26 GiB
   17.23          0.00 B       63        1.26 GiB
   17.48          0.00 B       63        1.26 GiB
   17.73          0.00 B       66        2.30 GiB
   17.98          0.00 B       66        2.30 GiB
   18.25          0.00 B       68        3.35 GiB
   18.50          0.00 B       68        3.35 GiB
   18.75          0.00 B       68        3.35 GiB
   19.00          0.00 B       68        3.35 GiB
   19.25          0.00 B       68        3.35 GiB
   19.50          0.00 B       68        3.35 GiB
   19.75          0.00 B       69        3.35 GiB
   20.00          0.00 B       69        3.35 GiB
   20.25          0.00 B       66        4.18 GiB
   20.50          0.00 B       69        5.01 GiB
   20.75          0.00 B       69        5.01 GiB
   21.00          0.00 B       69        5.01 GiB
   21.25          0.00 B       69        5.01 GiB
   21.50          0.00 B       65        3.14 GiB
   21.76          0.00 B       65        3.14 GiB
   22.01          0.00 B       65        3.14 GiB
   22.26          0.00 B       65        3.14 GiB
   22.51          0.00 B       65        3.14 GiB
   22.76          0.00 B       65        3.14 GiB
   23.01          0.00 B       65        3.14 GiB
   23.26          0.00 B       65        3.14 GiB
   23.51          0.00 B       65        3.14 GiB
   23.76          0.00 B       65        3.14 GiB
   24.01          0.00 B       65        3.14 GiB
   24.26          0.00 B       65        3.14 GiB
   24.51          0.00 B       65        3.14 GiB
   24.76          0.00 B       65        3.14 GiB
   25.01          0.00 B       62        2.10 GiB
   25.26          0.00 B       62        2.10 GiB
   25.51          0.00 B       62        2.10 GiB
   25.76          0.00 B       62        2.10 GiB
   26.02          0.00 B       62        2.10 GiB
   26.27          0.00 B       62        2.10 GiB
   26.52          0.00 B       62        2.10 GiB
   26.77          0.00 B       62        2.10 GiB
   27.02          0.00 B       62        2.10 GiB
   27.27          0.00 B       62        2.10 GiB
   27.52          0.00 B       62        2.10 GiB
   27.77          0.00 B       62        2.10 GiB
   28.02          0.00 B       62        2.10 GiB
   28.27          0.00 B       62        2.10 GiB
   28.52          0.00 B       62        2.10 GiB
   28.77          0.00 B       59        1.06 GiB
   29.02          0.00 B       59        1.06 GiB
   29.27          0.00 B       59        1.06 GiB
   29.52          0.00 B       59        1.06 GiB
   29.77          0.00 B       59        1.06 GiB
   30.02          0.00 B       59        1.06 GiB
   30.28          0.00 B       59        1.06 GiB
   30.53          0.00 B       59        1.06 GiB
   30.78          0.00 B       59        1.06 GiB
   31.03          0.00 B       59        1.06 GiB
   31.28          0.00 B       59        1.06 GiB
   31.53          0.00 B       59        1.06 GiB
   31.78          0.00 B       57        1.06 GiB
   32.03          0.00 B       49       59.69 MiB
   32.28          0.00 B       54       59.70 MiB
   32.53          0.00 B       55      117.36 MiB
   32.78          0.00 B       59      136.20 MiB
   33.03          0.00 B       57      140.38 MiB
   33.28          0.00 B       61      157.67 MiB
   33.53          0.00 B       59      117.36 MiB
   33.78          0.00 B       53      114.19 MiB
   34.03          0.00 B       56      229.50 MiB
   34.28          0.00 B       60        2.07 GiB
   34.54          0.00 B       59      288.60 MiB
   34.79          0.00 B       63      288.61 MiB
   35.04          0.00 B       67      293.67 MiB
   35.29          0.00 B       64      297.64 MiB
   35.55          0.00 B       65      306.73 MiB
   35.80          0.00 B       64      290.19 MiB
   36.06          0.00 B       67      291.77 MiB
   36.31          0.00 B       67      291.77 MiB
   36.56          0.00 B       67      291.77 MiB
   36.81          0.00 B       67      291.77 MiB
   37.07          0.00 B       67      291.77 MiB
   37.32          0.00 B       67      291.77 MiB
   37.57          0.00 B       68      291.77 MiB
   37.82          0.00 B       68      291.77 MiB
   38.07          0.00 B       68      291.77 MiB
   38.32          0.00 B       68      291.77 MiB
   38.57          0.00 B       65        1.35 GiB
   38.82          0.00 B       70        1.35 GiB
   39.07          0.00 B       71        1.35 GiB
   39.32          0.00 B       71        1.35 GiB
   39.57          0.00 B       71        1.35 GiB
   39.82          0.00 B       74        2.42 GiB
   40.07          0.00 B       74        2.42 GiB
   40.32          0.00 B       74        2.42 GiB
   40.58          0.00 B       76        3.49 GiB
   40.83          0.00 B       76        3.49 GiB
   41.08          0.00 B       76        3.49 GiB
   41.33          0.00 B       76        3.49 GiB
   41.58          0.00 B       76        3.49 GiB
   41.84          0.00 B       76        3.49 GiB
   42.09          0.00 B       76        3.49 GiB
   42.34          0.00 B       77        3.49 GiB
   42.59          0.00 B       77        3.49 GiB
   42.84          0.00 B       77        3.49 GiB
   43.09          0.00 B       77        5.19 GiB
   43.34          0.00 B       77        5.19 GiB
   43.59          0.00 B       77        5.19 GiB
   43.84          0.00 B       77        5.19 GiB
   44.09          0.00 B       73        3.27 GiB
   44.34          0.00 B       73        3.27 GiB
   44.59          0.00 B       73        3.27 GiB
   44.84          0.00 B       73        3.27 GiB
   45.09          0.00 B       73        3.27 GiB
   45.35          0.00 B       73        3.27 GiB
   45.60          0.00 B       73        3.27 GiB
   45.85          0.00 B       73        3.27 GiB
   46.10          0.00 B       73        3.27 GiB
   46.35          0.00 B       73        3.27 GiB
   46.60          0.00 B       73        3.27 GiB
   46.85          0.00 B       73        3.27 GiB
   47.10          0.00 B       73        3.27 GiB
   47.35          0.00 B       73        3.27 GiB
   47.60          0.00 B       73        3.27 GiB
   47.85          0.00 B       73        3.27 GiB
   48.10          0.00 B       73        3.27 GiB
   48.35          0.00 B       73        3.27 GiB
   48.60          0.00 B       73        3.27 GiB
   48.85          0.00 B       73        3.27 GiB
   49.10          0.00 B       73        3.27 GiB
   49.36          0.00 B       73        3.27 GiB
   49.61          0.00 B       73        3.27 GiB
   49.86          0.00 B       73        3.27 GiB
   50.11          0.00 B       73        3.27 GiB
   50.36          0.00 B       73        3.27 GiB
   50.61          0.00 B       70        2.20 GiB
   50.86          0.00 B       70        2.20 GiB
   51.11          0.00 B       70        2.20 GiB
   51.36          0.00 B       70        2.20 GiB
   51.61          0.00 B       70        2.20 GiB
   51.86          0.00 B       70        2.20 GiB
   52.11          0.00 B       70        2.20 GiB
   52.36          0.00 B       70        2.20 GiB
   52.61          0.00 B       70        2.20 GiB
   52.86          0.00 B       70        2.20 GiB
   53.11          0.00 B       70        2.20 GiB
   53.36          0.00 B       70        2.20 GiB
   53.62          0.00 B       70        2.20 GiB
   53.87          0.00 B       70        2.20 GiB
   54.12          0.00 B       70        2.20 GiB
   54.37          0.00 B       70        2.20 GiB
   54.62          0.00 B       70        2.20 GiB
   54.87          0.00 B       70        2.20 GiB
   55.12          0.00 B       70        2.20 GiB
   55.37          0.00 B       70        2.20 GiB
   55.62          0.00 B       70        2.20 GiB
   55.87          0.00 B       70        2.20 GiB
   56.12          0.00 B       70        2.20 GiB
   56.37          0.00 B       70        2.20 GiB
   56.62          0.00 B       70        2.20 GiB
   56.87          0.00 B       70        2.20 GiB
   57.12          0.00 B       67        1.14 GiB
   57.38          0.00 B       67        1.14 GiB
   57.63          0.00 B       67        1.14 GiB
   57.88          0.00 B       67        1.14 GiB
   58.13          0.00 B       67        1.14 GiB
   58.38          0.00 B       67        1.14 GiB
   58.63          0.00 B       67        1.14 GiB
   58.88          0.00 B       67        1.14 GiB
   59.13          0.00 B       67        1.14 GiB
   59.38          0.00 B       67        1.14 GiB
   59.63          0.00 B       67        1.14 GiB
   59.88          0.00 B       67        1.14 GiB
   60.13          0.00 B       67        1.14 GiB
   60.38          0.00 B       67        1.14 GiB
   60.63          0.00 B       67        1.14 GiB
   60.88          0.00 B       67        1.14 GiB
   61.13          0.00 B       67        1.14 GiB
   61.39          0.00 B       67        1.14 GiB
   61.64          0.00 B       67        1.14 GiB
   61.89          0.00 B       67        1.14 GiB
   62.14          0.00 B       67        1.14 GiB
   62.39          0.00 B       53      117.34 MiB
   62.64          0.00 B       53      117.34 MiB
   62.89          0.00 B       53      117.34 MiB
   63.14          0.00 B       53      114.19 MiB
   63.39          0.00 B       56      229.50 MiB
   63.65          0.00 B       60        2.07 GiB
   63.93          0.00 B       59      288.60 MiB
   64.18          0.00 B       65      288.61 MiB
   64.43          0.00 B       67      293.67 MiB
   64.68          0.00 B       64      297.64 MiB
   64.93          0.00 B       65      297.23 MiB
   65.18          0.00 B       63      290.19 MiB
   65.44          0.00 B       65      290.19 MiB
   65.69          0.00 B       67      291.77 MiB
   65.94          0.00 B       67      291.77 MiB
   66.19          0.00 B       67      291.77 MiB
   66.44          0.00 B       67      291.77 MiB
   66.69          0.00 B       67      291.77 MiB
   66.94          0.00 B       68      291.77 MiB
   67.20          0.00 B       68      291.77 MiB
   67.45          0.00 B       68      291.77 MiB
   67.70          0.00 B       68      291.77 MiB
