# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.11235465E+01  -1.02173236E+01   9.06222823E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.29891236E-01   4.29839909E-01  -1.00051326E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.41096090E-01  -2.05751027E-01   3.53450635E-02
      2  -4.84351241E-01  -4.11468828E-01   7.28824125E-02
      3  -7.58873458E-01  -5.88817286E-01   1.70056173E-01
      4  -1.03266194E+00  -7.67975656E-01   2.64686282E-01
      5  -1.93779223E+00  -1.00473185E+00   9.33060375E-01
      6  -2.84266198E+00  -1.24045040E+00   1.60221158E+00
      7  -3.88363902E+00  -1.38484650E+00   2.49879253E+00
      8  -4.92643828E+00  -1.52815601E+00   3.39828227E+00
      9  -5.04792599E+00  -2.95322531E+00   2.09470068E+00
     10  -5.16928600E+00  -4.37733139E+00   7.91954607E-01
     11  -5.25663688E+00  -4.64890972E+00   6.07727160E-01
     12  -5.34407959E+00  -4.92065959E+00   4.23419994E-01
     13  -5.43988599E+00  -5.04645725E+00   3.93428738E-01
     14  -5.53564706E+00  -5.17161963E+00   3.64027427E-01
     15  -5.60842582E+00  -5.29036988E+00   3.18055939E-01
     16  -5.68052876E+00  -5.40834272E+00   2.72186049E-01
     17  -6.49130447E+00  -6.03425495E+00   4.57049515E-01
     18  -7.32172322E+00  -6.69616609E+00   6.25557132E-01
     19  -7.40339976E+00  -6.76111070E+00   6.42289061E-01
     20  -7.48496257E+00  -6.82589665E+00   6.59065925E-01
     21  -7.74222654E+00  -7.20945020E+00   5.32776346E-01
     22  -7.98284906E+00  -7.55801432E+00   4.24834738E-01
     23  -8.27421139E+00  -7.75360044E+00   5.20610952E-01
     24  -8.55984009E+00  -7.97590503E+00   5.83935060E-01
     25  -8.69911178E+00  -8.08914649E+00   6.09965292E-01
     26  -8.83920588E+00  -8.19984262E+00   6.39363260E-01
     27  -8.93025178E+00  -8.32109193E+00   6.09159853E-01
     28  -9.02756763E+00  -8.45305530E+00   5.74512333E-01
     29  -9.13053764E+00  -8.55832238E+00   5.72215256E-01
     30  -9.23068496E+00  -8.65920375E+00   5.71481211E-01
     31  -9.32981083E+00  -8.73714919E+00   5.92661643E-01
     32  -9.42694762E+00  -8.81353676E+00   6.13410860E-01
     33  -9.52137676E+00  -8.88481912E+00   6.36557638E-01
     34  -9.61707723E+00  -8.94910201E+00   6.67975220E-01
     35  -9.69068852E+00  -9.02997613E+00   6.60712386E-01
     36  -9.76180112E+00  -9.11299040E+00   6.48810725E-01
     37  -9.78816331E+00  -9.13713844E+00   6.51024872E-01
     38  -9.81653573E+00  -9.16145843E+00   6.55077300E-01
     39  -9.86347219E+00  -9.20486111E+00   6.58611075E-01
     40  -9.91096905E+00  -9.24223665E+00   6.68732402E-01
     41  -9.96301193E+00  -9.28275928E+00   6.80252653E-01
     42  -1.00176727E+01  -9.32221958E+00   6.95453120E-01
     43  -1.00747271E+01  -9.36056848E+00   7.14158624E-01
     44  -1.01355245E+01  -9.40110165E+00   7.34422820E-01
     45  -1.01689801E+01  -9.43226550E+00   7.36714640E-01
     46  -1.02024782E+01  -9.46356865E+00   7.38909532E-01
     47  -1.02306867E+01  -9.48848054E+00   7.42206161E-01
     48  -1.02559236E+01  -9.51240164E+00   7.43521962E-01
     49  -1.02938418E+01  -9.54890328E+00   7.44938518E-01
     50  -1.03312716E+01  -9.58051164E+00   7.50760010E-01
     51  -1.03541811E+01  -9.59702464E+00   7.57156460E-01
     52  -1.03755257E+01  -9.61297804E+00   7.62547676E-01
     53  -1.03895682E+01  -9.62550580E+00   7.64062422E-01
     54  -1.04060814E+01  -9.63936691E+00   7.66714499E-01
     55  -1.04277063E+01  -9.65682258E+00   7.70883738E-01
     56  -1.04490705E+01  -9.67249897E+00   7.76571550E-01
     57  -1.04686193E+01  -9.68712616E+00   7.81493156E-01
     58  -1.04879965E+01  -9.70200553E+00   7.85990997E-01
     59  -1.05001757E+01  -9.71229751E+00   7.87878223E-01
     60  -1.05117222E+01  -9.72242228E+00   7.89299915E-01
     61  -1.05272128E+01  -9.73425764E+00   7.92955180E-01
     62  -1.05423754E+01  -9.74588631E+00   7.96489110E-01
     63  -1.05560974E+01  -9.75760585E+00   7.98491598E-01
     64  -1.05695415E+01  -9.76927554E+00   8.00265918E-01
     65  -1.05747265E+01  -9.77299023E+00   8.01736268E-01
     66  -1.05800026E+01  -9.77652561E+00   8.03476970E-01
     67  -1.05864506E+01  -9.78203304E+00   8.04417538E-01
     68  -1.05936552E+01  -9.78748372E+00   8.06171496E-01
# k =  -0.000000  -0.000000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.08945863E+01  -1.01342777E+01   7.60308519E-01
# Error est. for CH(vbm) CH(cbm) diff =   4.58740023E-01   4.23194564E-01  -3.55454586E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.92189172E-01  -2.64646475E-01   2.75426969E-02
      2  -5.95036340E-01  -5.13205744E-01   8.18305958E-02
      3  -8.77049577E-01  -7.53623208E-01   1.23426369E-01
      4  -1.14647687E+00  -1.00834874E+00   1.38128134E-01
      5  -1.48560973E+00  -1.11781549E+00   3.67794234E-01
      6  -1.79997848E+00  -1.24714805E+00   5.52830428E-01
      7  -3.39087644E+00  -1.36589906E+00   2.02497738E+00
      8  -4.92617934E+00  -1.51565412E+00   3.41052522E+00
      9  -5.03267911E+00  -2.98686053E+00   2.04581858E+00
     10  -5.14010375E+00  -4.45267590E+00   6.87427853E-01
     11  -5.29436739E+00  -4.58480546E+00   7.09561934E-01
     12  -5.43182367E+00  -4.73330079E+00   6.98522876E-01
     13  -5.58811544E+00  -4.90123526E+00   6.86880174E-01
     14  -5.74031261E+00  -5.07941050E+00   6.60902111E-01
     15  -5.82644840E+00  -5.28704828E+00   5.39400120E-01
     16  -5.91297570E+00  -5.49375084E+00   4.19224861E-01
     17  -6.68058572E+00  -6.23387570E+00   4.46710013E-01
     18  -7.46011630E+00  -6.81532738E+00   6.44788925E-01
     19  -7.51968872E+00  -6.88007233E+00   6.39616393E-01
     20  -7.57865538E+00  -6.94644143E+00   6.32213953E-01
     21  -7.82164158E+00  -7.18980152E+00   6.31840058E-01
     22  -8.08053773E+00  -7.44772515E+00   6.32812574E-01
     23  -8.37687921E+00  -7.69817043E+00   6.78708777E-01
     24  -8.61463481E+00  -7.95490673E+00   6.59728078E-01
     25  -8.72821145E+00  -8.06442423E+00   6.63787218E-01
     26  -8.83991963E+00  -8.17186719E+00   6.68052444E-01
     27  -8.93486974E+00  -8.29083916E+00   6.44030579E-01
     28  -9.03661762E+00  -8.41248599E+00   6.24131636E-01
     29  -9.13376421E+00  -8.49772069E+00   6.36043521E-01
     30  -9.22489129E+00  -8.57845911E+00   6.46432185E-01
     31  -9.30700992E+00  -8.65323195E+00   6.53777975E-01
     32  -9.39280218E+00  -8.72942522E+00   6.63376962E-01
     33  -9.47794960E+00  -8.80973921E+00   6.68210395E-01
     34  -9.56425901E+00  -8.89598274E+00   6.68276265E-01
     35  -9.63368156E+00  -8.96441987E+00   6.69261688E-01
     36  -9.70170216E+00  -9.04152998E+00   6.60172186E-01
     37  -9.72563076E+00  -9.07202316E+00   6.53607601E-01
     38  -9.75248142E+00  -9.10129933E+00   6.51182091E-01
     39  -9.79583909E+00  -9.13992758E+00   6.55911512E-01
     40  -9.83826936E+00  -9.17716433E+00   6.61105027E-01
     41  -9.88169294E+00  -9.21286026E+00   6.68832685E-01
     42  -9.92821263E+00  -9.25030922E+00   6.77903403E-01
     43  -9.97558080E+00  -9.28887576E+00   6.86705044E-01
     44  -1.00250364E+01  -9.32718338E+00   6.97853008E-01
     45  -1.00575737E+01  -9.36477296E+00   6.92800737E-01
     46  -1.00857941E+01  -9.39967343E+00   6.86120672E-01
     47  -1.01102072E+01  -9.41953573E+00   6.90671508E-01
     48  -1.01330950E+01  -9.43967407E+00   6.93420945E-01
     49  -1.01670987E+01  -9.47154650E+00   6.95552192E-01
     50  -1.02018861E+01  -9.50255998E+00   6.99326128E-01
     51  -1.02225814E+01  -9.51955084E+00   7.03030535E-01
     52  -1.02422316E+01  -9.53661564E+00   7.05615920E-01
     53  -1.02548280E+01  -9.54906225E+00   7.05765782E-01
     54  -1.02698631E+01  -9.56197903E+00   7.07884113E-01
     55  -1.02891569E+01  -9.57979342E+00   7.09363494E-01
     56  -1.03086723E+01  -9.59573462E+00   7.12937657E-01
     57  -1.03261283E+01  -9.61076663E+00   7.15361673E-01
     58  -1.03429634E+01  -9.62559969E+00   7.17363704E-01
     59  -1.03544276E+01  -9.63639331E+00   7.18034293E-01
     60  -1.03653543E+01  -9.64609847E+00   7.19255848E-01
     61  -1.03789309E+01  -9.65787995E+00   7.21050964E-01
     62  -1.03914520E+01  -9.67012886E+00   7.21323177E-01
     63  -1.04031270E+01  -9.68040189E+00   7.22725081E-01
     64  -1.04148244E+01  -9.69142258E+00   7.23401811E-01
