# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 56

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.40          0.00 B        0          0.00 B
    2.65          0.00 B        0          0.00 B
    2.90          0.00 B        4        9.38 MiB
    3.15          0.00 B        4        9.38 MiB
    3.40          0.00 B        4        9.38 MiB
    3.65          0.00 B        6       18.75 MiB
    3.90          0.00 B       11      247.31 MiB
    4.15          0.00 B       10      247.29 MiB
    4.41          0.00 B       12      247.29 MiB
    4.66          0.00 B       14      250.80 MiB
    4.91          0.00 B       22      257.83 MiB
    5.16          0.00 B       11      472.29 MiB
    5.41          0.00 B       12      697.29 MiB
    5.66          0.00 B       13      922.29 MiB
    5.91          0.00 B       15      922.29 MiB
    6.16          0.00 B       14      472.31 MiB
    6.42          0.00 B       14      472.45 MiB
    6.67          0.00 B       14      472.45 MiB
    6.92          0.00 B       14      472.45 MiB
    7.17          0.00 B       14      472.45 MiB
    7.42          0.00 B       14      472.45 MiB
    7.67          0.00 B       15      472.60 MiB
    7.92          0.00 B       15      472.60 MiB
    8.17          0.00 B       15      472.60 MiB
    8.42          0.00 B       15      472.60 MiB
    8.67          0.00 B       20      473.07 MiB
    8.92          0.00 B       22      473.38 MiB
    9.17          0.00 B       23      473.85 MiB
    9.42          0.00 B       23      473.85 MiB
    9.68          0.00 B       23      474.17 MiB
    9.93          0.00 B       23      474.17 MiB
   10.18          0.00 B       23      474.17 MiB
   10.43          0.00 B       23      474.48 MiB
   10.68          0.00 B       23      474.48 MiB
   10.93          0.00 B       23      474.48 MiB
   11.18          0.00 B       23      474.48 MiB
   11.43          0.00 B       23      473.85 MiB
   11.68          0.00 B       23      473.85 MiB
   11.93          0.00 B       23      473.54 MiB
   12.18          0.00 B       23      473.54 MiB
   12.44          0.00 B       23      474.17 MiB
   12.69          0.00 B       23      473.54 MiB
   12.94          0.00 B       23      474.17 MiB
   13.19          0.00 B       23      473.54 MiB
   13.44          0.00 B       23      474.17 MiB
   13.69          0.00 B       23      473.54 MiB
   13.94          0.00 B       23      474.17 MiB
   14.19          0.00 B       23      473.85 MiB
   14.44          0.00 B       23      474.17 MiB
   14.69          0.00 B       23      473.85 MiB
   14.94          0.00 B       23      474.17 MiB
   15.27          0.00 B        0          0.00 B
   15.57          0.00 B        0          0.00 B
   15.82          0.00 B        0          0.00 B
   16.07          0.00 B        0          0.00 B
   16.23          0.00 B        0          0.00 B
