# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 153

── Peak live HBM  at t=12.28s  ──────────────────────────
bytes_in_use                = 5.25 GiB
device.peak_bytes_in_use    = 9.21 GiB  (cumulative)
sum of jax.live_arrays()    = 16.95 GiB
n live arrays at peak        = 34

Top JAX arrays at peak:
            size  dtype         shape
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
     1012.50 MiB  complex128    (9, 80, 2, 24, 24, 80)
       56.25 MiB  complex128    (9, 640, 640)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 80, 2, 640)

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.48          0.00 B        0          0.00 B
    2.73          0.00 B        0          0.00 B
    2.98          0.00 B        0          0.00 B
    3.23          0.00 B        0          0.00 B
    3.51        512.00 B        2         24.00 B
    3.76        512.00 B        2         24.00 B
    4.01       14.06 MiB        4       14.06 MiB
    4.26       14.06 MiB        4       28.13 MiB
    4.51      267.19 MiB        7        1.02 GiB
    4.76      267.20 MiB       10        1.02 GiB
    5.01      267.21 MiB       16        1.02 GiB
    5.27      267.21 MiB       16        1.02 GiB
    5.52        1.02 GiB       16        1.02 GiB
    5.77        1.02 GiB       16        1.02 GiB
    6.02        1.02 GiB       16        1.02 GiB
    6.27        1.02 GiB       16        1.02 GiB
    6.52      288.29 MiB       18        1.06 GiB
    6.77       28.11 MiB       17       42.20 MiB
    7.02       67.27 MiB       20       84.39 MiB
    7.27       67.27 MiB       20       84.39 MiB
    7.52       77.33 MiB       22      196.89 MiB
    7.77       77.33 MiB       22      196.89 MiB
    8.02       91.39 MiB       25      253.14 MiB
    8.27       91.39 MiB       23      253.14 MiB
    8.52       91.39 MiB       23      253.14 MiB
    8.78       91.39 MiB       23      253.14 MiB
    9.03       91.39 MiB       23      253.14 MiB
    9.28      114.83 MiB       23      253.14 MiB
    9.53      114.83 MiB       23      253.14 MiB
    9.78       63.27 MiB       21      140.64 MiB
   10.03      822.64 MiB       23        2.11 GiB
   10.28      822.65 MiB       26        2.11 GiB
   10.53      822.65 MiB       31        2.11 GiB
   10.78        1.30 GiB       32        3.10 GiB
   11.03        2.29 GiB       32        9.04 GiB
   11.28        2.29 GiB       32        9.04 GiB
   11.53        1.30 GiB       31        5.08 GiB
   11.78        1.30 GiB       31        5.08 GiB
   12.03        4.32 GiB       31        5.08 GiB
