# Generated by LORRAX unknown at 2026-07-21 01:58:52 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -39.467486              sigC=  -37.521407+  1.603879i  sigXC=  -76.988892+  1.603879i  VH=  591.604009+ -0.000060i
n=1   sigX=  -39.467486              sigC=  -37.521407+  1.603879i  sigXC=  -76.988892+  1.603879i  VH=  591.604009+ -0.000060i
n=2   sigX=  -33.301635              sigC=   28.326221+144963.413734i  sigXC=   -4.975414+144963.413734i  VH=  584.115671+  0.000049i
n=3   sigX=  -33.301635              sigC=   28.326221+144963.413734i  sigXC=   -4.975414+144963.413734i  VH=  584.115671+  0.000049i
n=4   sigX=  -32.523733              sigC=   43.273673+-339211.894560i  sigXC=   10.749940+-339211.894560i  VH=  577.561488+ -0.000205i
n=5   sigX=  -32.523733              sigC=   43.273673+-339211.894560i  sigXC=   10.749940+-339211.894560i  VH=  577.561488+ -0.000205i
n=6   sigX=  -32.511041              sigC=    3.734224+199593.756336i  sigXC=  -28.776817+199593.756336i  VH=  587.428811+  0.000078i
n=7   sigX=  -32.511041              sigC=    3.734224+199593.756336i  sigXC=  -28.776817+199593.756336i  VH=  587.428811+  0.000078i
n=8   sigX=  -21.626114              sigC=    5.554566+  3.590861i  sigXC=  -16.071548+  3.590861i  VH=  384.593457+  0.000444i
n=9   sigX=  -21.626114              sigC=    5.554566+  3.590861i  sigXC=  -16.071548+  3.590861i  VH=  384.593457+  0.000444i
n=10  sigX=  -21.557420              sigC=    9.849775+-1470.768274i  sigXC=  -11.707645+-1470.768274i  VH=  352.184894+ -0.000035i
n=11  sigX=  -21.557420              sigC=    9.849775+-1470.768274i  sigXC=  -11.707645+-1470.768274i  VH=  352.184894+ -0.000035i
n=12  sigX=  -17.375669              sigC=  -12.751120+-838.989991i  sigXC=  -30.126789+-838.989991i  VH=  388.536744+  0.000044i
n=13  sigX=  -17.375669              sigC=  -12.751120+-838.989991i  sigXC=  -30.126789+-838.989991i  VH=  388.536744+  0.000044i
n=14  sigX=  -18.153405              sigC=    1.144158+-47802.388884i  sigXC=  -17.009247+-47802.388884i  VH=  494.136579+  0.000466i
n=15  sigX=  -18.153405              sigC=    1.144158+-47802.388884i  sigXC=  -17.009247+-47802.388884i  VH=  494.136579+  0.000466i
n=16  sigX=  -18.001528              sigC=    1.151965+36406.759065i  sigXC=  -16.849563+36406.759065i  VH=  489.523366+  0.000445i
n=17  sigX=  -18.001528              sigC=    1.151965+36406.759065i  sigXC=  -16.849563+36406.759065i  VH=  489.523366+  0.000445i
n=18  sigX=  -15.639121              sigC=    6.451636+2149.191348i  sigXC=   -9.187485+2149.191348i  VH=  304.030445+  0.000067i
n=19  sigX=  -15.639121              sigC=    6.451636+2149.191348i  sigXC=   -9.187485+2149.191348i  VH=  304.030445+  0.000067i
n=20  sigX=  -17.717259              sigC=   -3.640946+-115806.659372i  sigXC=  -21.358205+-115806.659372i  VH=  456.036230+  0.000221i
n=21  sigX=  -17.717259              sigC=   -3.640946+-115806.659372i  sigXC=  -21.358205+-115806.659372i  VH=  456.036230+  0.000221i
n=22  sigX=  -17.601776              sigC=   -3.442743+106052.559388i  sigXC=  -21.044519+106052.559388i  VH=  455.662711+  0.000228i
