# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.01050956E+01  -1.01104296E+01  -5.33399059E-03
# Error est. for CH(vbm) CH(cbm) diff =   1.60254765E+00   1.61958655E+00   1.70388998E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -7.62458000E-02  -4.49551618E-02   3.12906382E-02
      2  -1.52492090E-01  -9.08907433E-02   6.16013465E-02
      3  -2.48736569E-01  -1.84206463E-01   6.45301064E-02
      4  -3.45711348E-01  -2.79076767E-01   6.66345814E-02
      5  -4.69163189E-01  -3.40359958E-01   1.28803231E-01
      6  -6.13784917E-01  -4.20114985E-01   1.93669932E-01
      7  -6.82097787E-01  -4.48720421E-01   2.33377366E-01
      8  -7.70736567E-01  -4.98822017E-01   2.71914550E-01
      9  -8.23544721E-01  -5.92434245E-01   2.31110475E-01
     10  -8.77171620E-01  -6.87033523E-01   1.90138097E-01
     11  -9.35871424E-01  -8.04564607E-01   1.31306817E-01
     12  -9.94026790E-01  -9.14130790E-01   7.98960000E-02
     13  -1.10228369E+00  -1.02861722E+00   7.36664771E-02
     14  -1.21042227E+00  -1.15590449E+00   5.45177834E-02
     15  -1.28796749E+00  -1.35783607E+00  -6.98685805E-02
     16  -1.36592473E+00  -1.53938939E+00  -1.73464654E-01
     17  -1.50118820E+00  -1.67057655E+00  -1.69388353E-01
     18  -1.63656746E+00  -1.83922537E+00  -2.02657916E-01
     19  -1.79339756E+00  -2.05969778E+00  -2.66300220E-01
     20  -1.94982625E+00  -2.28322482E+00  -3.33398568E-01
     21  -2.07788991E+00  -2.46294958E+00  -3.85059670E-01
     22  -2.20585241E+00  -2.60724043E+00  -4.01388022E-01
     23  -2.26008046E+00  -2.78098778E+00  -5.20907319E-01
     24  -2.31443295E+00  -2.91642415E+00  -6.01991207E-01
     25  -3.69487510E+00  -2.94415682E+00   7.50718275E-01
     26  -5.07522913E+00  -2.96023006E+00   2.11499907E+00
     27  -5.37118490E+00  -3.92243417E+00   1.44875074E+00
     28  -5.66513065E+00  -4.87866113E+00   7.86469517E-01
     29  -6.12026651E+00  -5.01206174E+00   1.10820477E+00
     30  -6.57388710E+00  -5.09083029E+00   1.48305681E+00
     31  -6.63656949E+00  -5.44671935E+00   1.18985014E+00
     32  -6.69914029E+00  -5.79538169E+00   9.03758604E-01
     33  -6.72456104E+00  -6.25892071E+00   4.65640336E-01
     34  -6.74929535E+00  -6.60283903E+00   1.46456326E-01
     35  -6.80039704E+00  -6.63623436E+00   1.64162687E-01
     36  -6.85155507E+00  -6.67464507E+00   1.76910008E-01
     37  -6.94612806E+00  -6.71181699E+00   2.34311072E-01
     38  -7.04070864E+00  -6.74244804E+00   2.98260598E-01
     39  -7.11668808E+00  -6.76560203E+00   3.51086046E-01
     40  -7.19264837E+00  -6.78946144E+00   4.03186937E-01
     41  -7.24368760E+00  -6.83397761E+00   4.09709982E-01
     42  -7.29442737E+00  -6.87905842E+00   4.15368942E-01
     43  -7.39676765E+00  -6.95398510E+00   4.42782549E-01
     44  -7.49915788E+00  -7.03816798E+00   4.60989905E-01
     45  -7.52025276E+00  -7.10252611E+00   4.17726651E-01
     46  -7.54134554E+00  -7.15203773E+00   3.89307807E-01
     47  -7.56891197E+00  -7.17843293E+00   3.90479038E-01
     48  -7.59657664E+00  -7.20462671E+00   3.91949934E-01
     49  -7.62398895E+00  -7.28392687E+00   3.40062079E-01
     50  -7.65141333E+00  -7.34474368E+00   3.06669646E-01
     51  -7.69496983E+00  -7.45015130E+00   2.44818530E-01
     52  -7.73844475E+00  -7.53680834E+00   2.01636412E-01
     53  -7.77837332E+00  -7.58653555E+00   1.91837761E-01
     54  -7.81829478E+00  -7.64128183E+00   1.77012953E-01
     55  -7.83639358E+00  -7.71313581E+00   1.23257766E-01
     56  -7.85436274E+00  -7.77485452E+00   7.95082214E-02
     57  -7.92174763E+00  -7.84306123E+00   7.86864002E-02
     58  -7.98912316E+00  -7.91508412E+00   7.40390413E-02
     59  -8.01204914E+00  -8.00188338E+00   1.01657551E-02
     60  -8.03472597E+00  -8.08992579E+00  -5.51998232E-02
     61  -8.05594613E+00  -8.10524861E+00  -4.93024811E-02
     62  -8.07484852E+00  -8.12101046E+00  -4.61619354E-02
     63  -8.09345708E+00  -8.13357171E+00  -4.01146286E-02
     64  -8.11405219E+00  -8.14568278E+00  -3.16305855E-02
     65  -8.14204294E+00  -8.15734352E+00  -1.53005769E-02
     66  -8.17004376E+00  -8.17055496E+00  -5.11197828E-04
     67  -8.18425842E+00  -8.20827979E+00  -2.40213668E-02
     68  -8.19849290E+00  -8.23787116E+00  -3.93782634E-02
     69  -8.22806395E+00  -8.26045590E+00  -3.23919531E-02
     70  -8.25763616E+00  -8.27986266E+00  -2.22265019E-02
     71  -8.29106746E+00  -8.29555240E+00  -4.48493729E-03
     72  -8.32448709E+00  -8.31088897E+00   1.35981203E-02
     73  -8.33574398E+00  -8.32727227E+00   8.47171326E-03
     74  -8.34698901E+00  -8.34558810E+00   1.40091769E-03
     75  -8.36589773E+00  -8.36823092E+00  -2.33319013E-03
     76  -8.38474751E+00  -8.38011144E+00   4.63607002E-03
     77  -8.40743689E+00  -8.40247150E+00   4.96538521E-03
     78  -8.43016100E+00  -8.42391180E+00   6.24920753E-03
     79  -8.46637886E+00  -8.45940443E+00   6.97443023E-03
     80  -8.50254795E+00  -8.49084304E+00   1.17049092E-02
# k =   0.000000   0.333333   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.94513863E+00  -1.00396880E+01  -9.45493525E-02
# Error est. for CH(vbm) CH(cbm) diff =   1.44662590E+00   1.32575025E+00  -1.20875651E-01
