# bgw_ik  gw_ki  kx       ky       kz       band  BGW_Cor'     GW_sigC       diff
      1      0   0.00000  0.00000  0.00000     1     3.968890          nan        +nan
      1      0   0.00000  0.00000  0.00000     2     3.968890          nan        +nan
      1      0   0.00000  0.00000  0.00000     3     0.318689          nan        +nan
      1      0   0.00000  0.00000  0.00000     4     0.318689          nan        +nan
      1      0   0.00000  0.00000  0.00000     5     0.302159          nan        +nan
      1      0   0.00000  0.00000  0.00000     6     0.302159          nan        +nan
      1      0   0.00000  0.00000  0.00000     7     0.302159          nan        +nan
      1      0   0.00000  0.00000  0.00000     8     0.302159          nan        +nan
      1      0   0.00000  0.00000  0.00000     9    -4.530603          nan        +nan
      1      0   0.00000  0.00000  0.00000    10    -4.530603          nan        +nan
      1      0   0.00000  0.00000  0.00000    11    -4.548841          nan        +nan
      1      0   0.00000  0.00000  0.00000    12    -4.548841          nan        +nan
      1      0   0.00000  0.00000  0.00000    13    -4.548841          nan        +nan
      1      0   0.00000  0.00000  0.00000    14    -4.548841          nan        +nan
      1      0   0.00000  0.00000  0.00000    15    -5.203412          nan        +nan
      1      0   0.00000  0.00000  0.00000    16    -5.203412          nan        +nan
      2      1  -0.00000 -0.00000  0.25000     1     3.731928          nan        +nan
      2      1  -0.00000 -0.00000  0.25000     2     3.731928          nan        +nan
      2      1  -0.00000 -0.00000  0.25000     3     1.193456          nan        +nan
      2      1  -0.00000 -0.00000  0.25000     4     1.193456          nan        +nan
      2      1  -0.00000 -0.00000  0.25000     5     0.416787          nan        +nan
      2      1  -0.00000 -0.00000  0.25000     6     0.416787          nan        +nan
      2      1  -0.00000 -0.00000  0.25000     7     0.403531          nan        +nan
      2      1  -0.00000 -0.00000  0.25000     8     0.403531          nan        +nan
      2      1  -0.00000 -0.00000  0.25000     9    -4.671667          nan        +nan
      2      1  -0.00000 -0.00000  0.25000    10    -4.671667          nan        +nan
      2      1  -0.00000 -0.00000  0.25000    11    -4.723706          nan        +nan
      2      1  -0.00000 -0.00000  0.25000    12    -4.723706          nan        +nan
      2      1  -0.00000 -0.00000  0.25000    13    -4.728798          nan        +nan
      2      1  -0.00000 -0.00000  0.25000    14    -4.728798          nan        +nan
      2      1  -0.00000 -0.00000  0.25000    15    -5.406766          nan        +nan
      2      1  -0.00000 -0.00000  0.25000    16    -5.406766          nan        +nan
      3      2  -0.00000 -0.00000  0.50000     1     3.298140          nan        +nan
      3      2  -0.00000 -0.00000  0.50000     2     3.298140          nan        +nan
      3      2  -0.00000 -0.00000  0.50000     3     2.310263          nan        +nan
      3      2  -0.00000 -0.00000  0.50000     4     2.310263          nan        +nan
      3      2  -0.00000 -0.00000  0.50000     5     0.615799          nan        +nan
      3      2  -0.00000 -0.00000  0.50000     6     0.615799          nan        +nan
      3      2  -0.00000 -0.00000  0.50000     7     0.602278          nan        +nan
      3      2  -0.00000 -0.00000  0.50000     8     0.602278          nan        +nan
      3      2  -0.00000 -0.00000  0.50000     9    -4.618239          nan        +nan
      3      2  -0.00000 -0.00000  0.50000    10    -4.618239          nan        +nan
      3      2  -0.00000 -0.00000  0.50000    11    -4.779592          nan        +nan
      3      2  -0.00000 -0.00000  0.50000    12    -4.779592          nan        +nan
      3      2  -0.00000 -0.00000  0.50000    13    -4.780240          nan        +nan
      3      2  -0.00000 -0.00000  0.50000    14    -4.780240          nan        +nan
      3      2  -0.00000 -0.00000  0.50000    15    -5.614230          nan        +nan
      3      2  -0.00000 -0.00000  0.50000    16    -5.614230          nan        +nan
      4      3   0.00000  0.25000  0.25000     1     3.647191          nan        +nan
      4      3   0.00000  0.25000  0.25000     2     3.647191          nan        +nan
      4      3   0.00000  0.25000  0.25000     3     1.090704          nan        +nan
      4      3   0.00000  0.25000  0.25000     4     1.090704          nan        +nan
      4      3   0.00000  0.25000  0.25000     5     0.662482          nan        +nan
      4      3   0.00000  0.25000  0.25000     6     0.662482          nan        +nan
      4      3   0.00000  0.25000  0.25000     7     0.657306          nan        +nan
      4      3   0.00000  0.25000  0.25000     8     0.657306          nan        +nan
      4      3   0.00000  0.25000  0.25000     9    -4.428341          nan        +nan
      4      3   0.00000  0.25000  0.25000    10    -4.428341          nan        +nan
      4      3   0.00000  0.25000  0.25000    11    -4.896288          nan        +nan
      4      3   0.00000  0.25000  0.25000    12    -4.896288          nan        +nan
      4      3   0.00000  0.25000  0.25000    13    -5.065512          nan        +nan
      4      3   0.00000  0.25000  0.25000    14    -5.065512          nan        +nan
      4      3   0.00000  0.25000  0.25000    15    -5.059858          nan        +nan
      4      3   0.00000  0.25000  0.25000    16    -5.059858          nan        +nan
      5      4  -0.00000  0.25000  0.50000     1     3.156831          nan        +nan
      5      4  -0.00000  0.25000  0.50000     2     3.156831          nan        +nan
      5      4  -0.00000  0.25000  0.50000     3     2.154609          nan        +nan
      5      4  -0.00000  0.25000  0.50000     4     2.154609          nan        +nan
      5      4  -0.00000  0.25000  0.50000     5     0.911039          nan        +nan
      5      4  -0.00000  0.25000  0.50000     6     0.911039          nan        +nan
      5      4  -0.00000  0.25000  0.50000     7     0.803569          nan        +nan
      5      4  -0.00000  0.25000  0.50000     8     0.803569          nan        +nan
      5      4  -0.00000  0.25000  0.50000     9    -4.574536          nan        +nan
      5      4  -0.00000  0.25000  0.50000    10    -4.574536          nan        +nan
      5      4  -0.00000  0.25000  0.50000    11    -4.930546          nan        +nan
      5      4  -0.00000  0.25000  0.50000    12    -4.930546          nan        +nan
      5      4  -0.00000  0.25000  0.50000    13    -5.181632          nan        +nan
      5      4  -0.00000  0.25000  0.50000    14    -5.181632          nan        +nan
      5      4  -0.00000  0.25000  0.50000    15    -5.177770          nan        +nan
      5      4  -0.00000  0.25000  0.50000    16    -5.177770          nan        +nan
      6      5  -0.00000  0.25000  0.75000     1     3.360627          nan        +nan
      6      5  -0.00000  0.25000  0.75000     2     3.360627          nan        +nan
      6      5  -0.00000  0.25000  0.75000     3     1.851724          nan        +nan
      6      5  -0.00000  0.25000  0.75000     4     1.851724          nan        +nan
      6      5  -0.00000  0.25000  0.75000     5     0.975528          nan        +nan
      6      5  -0.00000  0.25000  0.75000     6     0.975528          nan        +nan
      6      5  -0.00000  0.25000  0.75000     7     0.543123          nan        +nan
      6      5  -0.00000  0.25000  0.75000     8     0.543123          nan        +nan
      6      5  -0.00000  0.25000  0.75000     9    -4.736547          nan        +nan
      6      5  -0.00000  0.25000  0.75000    10    -4.736547          nan        +nan
      6      5  -0.00000  0.25000  0.75000    11    -5.125140          nan        +nan
      6      5  -0.00000  0.25000  0.75000    12    -5.125140          nan        +nan
      6      5  -0.00000  0.25000  0.75000    13    -4.816733          nan        +nan
      6      5  -0.00000  0.25000  0.75000    14    -4.816733          nan        +nan
      6      5  -0.00000  0.25000  0.75000    15    -5.419265          nan        +nan
      6      5  -0.00000  0.25000  0.75000    16    -5.419265          nan        +nan
      7      6   0.00000  0.50000  0.50000     1     2.694110          nan        +nan
      7      6   0.00000  0.50000  0.50000     2     2.694110          nan        +nan
      7      6   0.00000  0.50000  0.50000     3     2.694110          nan        +nan
      7      6   0.00000  0.50000  0.50000     4     2.694110          nan        +nan
      7      6   0.00000  0.50000  0.50000     5     1.022898          nan        +nan
      7      6   0.00000  0.50000  0.50000     6     1.022898          nan        +nan
      7      6   0.00000  0.50000  0.50000     7     1.022898          nan        +nan
      7      6   0.00000  0.50000  0.50000     8     1.022898          nan        +nan
      7      6   0.00000  0.50000  0.50000     9    -4.467714          nan        +nan
      7      6   0.00000  0.50000  0.50000    10    -4.467714          nan        +nan
      7      6   0.00000  0.50000  0.50000    11    -4.467714          nan        +nan
      7      6   0.00000  0.50000  0.50000    12    -4.467714          nan        +nan
      7      6   0.00000  0.50000  0.50000    13    -6.043026          nan        +nan
      7      6   0.00000  0.50000  0.50000    14    -6.043026          nan        +nan
      7      6   0.00000  0.50000  0.50000    15    -6.043026          nan        +nan
      7      6   0.00000  0.50000  0.50000    16    -6.043026          nan        +nan
      8      7   0.25000  0.50000  0.75000     1     2.657581          nan        +nan
      8      7   0.25000  0.50000  0.75000     2     2.657581          nan        +nan
      8      7   0.25000  0.50000  0.75000     3     2.656014          nan        +nan
      8      7   0.25000  0.50000  0.75000     4     2.656014          nan        +nan
      8      7   0.25000  0.50000  0.75000     5     1.006304          nan        +nan
      8      7   0.25000  0.50000  0.75000     6     1.006304          nan        +nan
      8      7   0.25000  0.50000  0.75000     7     0.997822          nan        +nan
      8      7   0.25000  0.50000  0.75000     8     0.997822          nan        +nan
      8      7   0.25000  0.50000  0.75000     9    -4.781894          nan        +nan
      8      7   0.25000  0.50000  0.75000    10    -4.781894          nan        +nan
      8      7   0.25000  0.50000  0.75000    11    -4.784454          nan        +nan
      8      7   0.25000  0.50000  0.75000    12    -4.784454          nan        +nan
      8      7   0.25000  0.50000  0.75000    13    -5.233477          nan        +nan
      8      7   0.25000  0.50000  0.75000    14    -5.233477          nan        +nan
      8      7   0.25000  0.50000  0.75000    15    -5.237860          nan        +nan
      8      7   0.25000  0.50000  0.75000    16    -5.237860          nan        +nan
