# Generated by LORRAX unknown at 2026-07-21 04:35:16 UTC
# G0W0 diagonal energies (eV)
# columns: band  E_DFT  Re[H0+Sigma_xc(E_DFT)]  Im[H0+Sigma_xc(E_DFT)]

k-point 0:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.484467  Re=  -52.120563  Im=   -1.306412
n=1    E_DFT=  -65.484467  Re=  -52.144206  Im=   -1.306104
n=2    E_DFT=  -42.100571  Re=  -76.342023  Im=100129.305714
n=3    E_DFT=  -42.100571  Re=  -76.342552  Im=100128.052156
n=4    E_DFT=  -39.580049  Re=  -91.353045  Im=-63340.006536
n=5    E_DFT=  -39.580049  Re=  -91.354919  Im=-63339.081200
n=6    E_DFT=  -39.404857  Re=  -49.669193  Im=-33169.269821
n=7    E_DFT=  -39.404857  Re=  -49.650218  Im=-33172.296666
n=8    E_DFT=  -19.386943  Re=  -15.683226  Im=    6.908047
n=9    E_DFT=  -19.386943  Re=  -15.682623  Im=    6.908008
n=10   E_DFT=  -18.188235  Re=  -12.890795  Im= -308.199354
n=11   E_DFT=  -18.188235  Re=  -12.890299  Im= -308.199029
n=12   E_DFT=  -10.891408  Re=  -32.759012  Im=  157.265555
n=13   E_DFT=  -10.891408  Re=  -32.760854  Im=  157.264645
n=14   E_DFT=   -7.880919  Re=  -15.610098  Im=-19179.382554
n=15   E_DFT=   -7.880919  Re=  -15.616081  Im=-19178.426690
n=16   E_DFT=   -7.821581  Re=  -15.212064  Im=17233.071955
n=17   E_DFT=   -7.821581  Re=  -15.212631  Im=17232.271035
n=18   E_DFT=   -7.130428  Re=   -6.637049  Im=  312.714761
n=19   E_DFT=   -7.130428  Re=   -6.637722  Im=  312.717843
n=20   E_DFT=   -6.799255  Re=  -20.041292  Im=-18570.632671
n=21   E_DFT=   -6.799255  Re=  -20.041065  Im=-18570.645646
n=22   E_DFT=   -6.718285  Re=  -19.835223  Im=11191.346843
n=23   E_DFT=   -6.718285  Re=  -19.835880  Im=11191.332430
n=24   E_DFT=   -5.398968  Re=   -6.598283  Im= 6507.561877
n=25   E_DFT=   -5.398968  Re=   -6.594355  Im= 6507.556782
n=26   E_DFT=   -2.591355  Re=    1.586106  Im=64242.300962
n=27   E_DFT=   -2.591355  Re=    1.583644  Im=64242.130703
n=28   E_DFT=   -2.515375  Re=    0.938012  Im=-58657.584951
n=29   E_DFT=   -2.515375  Re=    0.938194  Im=-58657.534076
n=30   E_DFT=   -2.347811  Re=   -9.949753  Im=-18917.740444
n=31   E_DFT=   -2.347811  Re=   -9.951968  Im=-18917.518016
n=32   E_DFT=   -2.339588  Re=   -9.379201  Im=13781.627694
n=33   E_DFT=   -2.339588  Re=   -9.381502  Im=13781.424955
n=34   E_DFT=    1.083633  Re=    1.855571  Im=   25.259918
n=35   E_DFT=    1.083633  Re=    1.854689  Im=   25.259925
n=36   E_DFT=    3.734850  Re=    2.441569  Im=  636.558512
n=37   E_DFT=    3.734850  Re=    2.442062  Im=  636.558585
n=38   E_DFT=    3.946919  Re=   -1.409188  Im= -308.413292
n=39   E_DFT=    3.946919  Re=   -1.410488  Im= -308.413285
n=40   E_DFT=    4.785055  Re=   -3.067810  Im=  458.254025
n=41   E_DFT=    4.785055  Re=   -3.067767  Im=  458.254048
n=42   E_DFT=    5.503172  Re=   14.574380  Im= 5259.084647
n=43   E_DFT=    5.503172  Re=   14.574179  Im= 5259.217853
n=44   E_DFT=    5.579950  Re=   14.432966  Im=-5913.414756
n=45   E_DFT=    5.579950  Re=   14.432747  Im=-5913.545576
n=46   E_DFT=    7.479930  Re=   21.814648  Im= 3460.598762
n=47   E_DFT=    7.479930  Re=   21.814544  Im= 3460.599819
n=48   E_DFT=    7.497363  Re=   22.436805  Im=-4217.939432
n=49   E_DFT=    7.497363  Re=   22.437322  Im=-4217.986410
n=50   E_DFT=    7.654692  Re=   -1.575321  Im= -481.498721
n=51   E_DFT=    7.654692  Re=   -1.575076  Im= -481.500297
n=52   E_DFT=   10.761649  Re=   10.440836  Im=-41080.533255
n=53   E_DFT=   10.761649  Re=   10.440637  Im=-41080.303743
n=54   E_DFT=   10.776236  Re=   10.585583  Im=39889.043741
n=55   E_DFT=   10.776236  Re=   10.584042  Im=39888.866962
n=56   E_DFT=   10.850507  Re=   11.985565  Im= -399.570118
n=57   E_DFT=   10.850507  Re=   11.985699  Im= -399.570123
n=58   E_DFT=   11.100027  Re=    3.238711  Im=11376.968287
n=59   E_DFT=   11.100027  Re=    3.237107  Im=11376.910778
n=60   E_DFT=   11.106968  Re=    3.918993  Im=-9111.174992
n=61   E_DFT=   11.106968  Re=    3.920555  Im=-9111.234907
n=62   E_DFT=   11.233375  Re=   64.950964  Im=  560.087525
n=63   E_DFT=   11.233375  Re=   64.951027  Im=  560.087559
n=64   E_DFT=   14.035511  Re=  141.600072  Im=  494.084831
n=65   E_DFT=   14.035511  Re=  141.599850  Im=  494.085046
n=66   E_DFT=   14.277797  Re=   79.201796  Im=-1289.565460
n=67   E_DFT=   14.277797  Re=   79.201970  Im=-1289.565581
n=68   E_DFT=   14.661947  Re=   65.563128  Im=-2104.100917
n=69   E_DFT=   14.661947  Re=   65.563352  Im=-2104.100971
n=70   E_DFT=   16.071643  Re=  214.777658  Im=   65.855738
n=71   E_DFT=   16.071643  Re=  214.777563  Im=   65.855763
n=72   E_DFT=   18.061621  Re=   18.050368  Im=-4418.915350
n=73   E_DFT=   18.061621  Re=   18.050930  Im=-4418.997552
n=74   E_DFT=   18.238654  Re=   16.038756  Im= 4488.842946
n=75   E_DFT=   18.238654  Re=   16.039244  Im= 4488.873273
n=76   E_DFT=   20.596833  Re=   72.740381  Im= -435.426052
