# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 60

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.33          0.00 B        0          0.00 B
    2.58          0.00 B        0          0.00 B
    2.84          0.00 B        4        7.50 MiB
    3.09          0.00 B        4        7.50 MiB
    3.34          0.00 B        4        7.50 MiB
    3.59          0.00 B       11      243.56 MiB
    3.84          0.00 B       11      243.56 MiB
    4.09          0.00 B       10      243.53 MiB
    4.34          0.00 B       11      243.53 MiB
    4.59          0.00 B       14      247.05 MiB
    4.84          0.00 B       19      254.08 MiB
    5.09          0.00 B       10      243.53 MiB
    5.34          0.00 B       10      243.53 MiB
    5.59          0.00 B       11      243.53 MiB
    5.84          0.00 B       11      243.53 MiB
    6.09          0.00 B       17      469.48 MiB
    6.34          0.00 B       16      469.16 MiB
    6.60          0.00 B       16      469.16 MiB
    6.85          0.00 B       16      469.16 MiB
    7.10          0.00 B       16      469.16 MiB
    7.36          0.00 B       16      469.48 MiB
    7.61          0.00 B       16      469.48 MiB
    7.87          0.00 B       16      469.48 MiB
    8.12          0.00 B       17      469.48 MiB
    8.37          0.00 B       16      469.79 MiB
    8.62          0.00 B       16      469.79 MiB
    8.87          0.00 B       17      469.79 MiB
    9.13          0.00 B       16      470.10 MiB
    9.38          0.00 B       16      470.10 MiB
    9.63          0.00 B       16      470.10 MiB
    9.88          0.00 B       16      469.16 MiB
   10.13          0.00 B       17      469.16 MiB
   10.38          0.00 B       17      469.16 MiB
   10.63          0.00 B       17      469.16 MiB
   10.88          0.00 B       18      469.48 MiB
   11.14          0.00 B       25      470.73 MiB
   11.39          0.00 B       24      470.73 MiB
   11.64          0.00 B       25      471.66 MiB
   11.89          0.00 B       25      472.29 MiB
   12.14          0.00 B       25      472.29 MiB
   12.39          0.00 B       25      472.91 MiB
   12.64          0.00 B       25      471.04 MiB
   12.89          0.00 B       25      472.29 MiB
   13.14          0.00 B       25      471.66 MiB
   13.39          0.00 B       25      472.91 MiB
   13.64          0.00 B       25      471.66 MiB
   13.89          0.00 B       25      471.04 MiB
   14.14          0.00 B       25      472.29 MiB
   14.39          0.00 B       25      471.66 MiB
   14.64          0.00 B       25      472.91 MiB
   14.89          0.00 B       25      472.29 MiB
   15.14          0.00 B       25      471.04 MiB
   15.75          0.00 B        2         16.00 B
   16.40          0.00 B        2         16.00 B
   16.67          0.00 B        2         16.00 B
   16.92          0.00 B        2         16.00 B
   17.17          0.00 B        2         16.00 B
   17.42          0.00 B        2         16.00 B
   17.69          0.00 B        2         16.00 B
   17.69          0.00 B        2         16.00 B
