# Generated by LORRAX 0.1.0 at 2026-05-14 18:30:30 UTC
# Sigma frequency debug decomposition (per-(k, n) diagonals; all energies in eV).
# k               	n               	E_dft           	Edft-Ef         	kin_ion         	V_H             	x_bare          	x_head          	sex_0           	coh_0           	sex_head        	coh_head        	eqp0            	eqp1            

k-point 0:
               0	               0	      -65.372253	      -65.372253	      +29.046455	     +585.024795	      -40.370167	       -3.563713	      -15.494834	      -13.744388	       -0.740123	       -1.411795	     +544.461861	     +544.461861
               0	               1	      -65.372253	      -65.372253	      +29.046455	     +585.024795	      -40.370167	       -3.563713	      -15.494834	      -13.744388	       -0.740123	       -1.411795	     +544.461861	     +544.461861
               0	               2	      -41.997239	      -41.997239	      +51.436583	     +584.839116	      -34.392681	       -3.563713	      -12.551937	      -12.681342	       -0.740123	       -1.411795	     +576.649738	     +576.649738
               0	               3	      -41.997239	      -41.997239	      +51.436583	     +584.839116	      -34.392681	       -3.563713	      -12.551937	      -12.681342	       -0.740123	       -1.411795	     +576.649738	     +576.649738
               0	               4	      -39.497235	      -39.497235	      +48.363182	     +578.982905	      -33.917714	       -3.563713	      -12.313092	      -12.570490	       -0.740123	       -1.411795	     +568.544792	     +568.544792
               0	               5	      -39.497235	      -39.497235	      +48.363182	     +578.982905	      -33.917714	       -3.563713	      -12.313092	      -12.570490	       -0.740123	       -1.411795	     +568.544792	     +568.544792
               0	               6	      -39.272877	      -39.272877	      +49.569632	     +588.164806	      -34.181741	       -3.563713	      -12.385738	      -12.830301	       -0.740123	       -1.411795	     +578.336657	     +578.336657
               0	               7	      -39.272877	      -39.272877	      +49.569632	     +588.164806	      -34.181741	       -3.563713	      -12.385738	      -12.830301	       -0.740123	       -1.411795	     +578.336657	     +578.336657
               0	               8	      -19.398604	      -19.398604	       +9.477705	     +385.157008	      -26.559395	       -3.563713	       -7.127473	      -15.178557	       -0.740123	       -1.411795	     +345.769289	     +345.769289
               0	               9	      -19.398604	      -19.398604	       +9.477705	     +385.157008	      -26.559395	       -3.563713	       -7.127473	      -15.178557	       -0.740123	       -1.411795	     +345.769289	     +345.769289
               0	              10	      -18.214280	      -18.214280	      +12.284206	     +355.583062	      -26.362125	       -3.563713	       -7.010268	      -15.403653	       -0.740123	       -1.411795	     +319.091222	     +319.091222
               0	              11	      -18.214280	      -18.214280	      +12.284206	     +355.583062	      -26.362125	       -3.563713	       -7.010268	      -15.403653	       -0.740123	       -1.411795	     +319.091222	     +319.091222
               0	              12	      -10.873768	      -10.873768	      +18.868760	     +395.724702	      -18.721033	       -3.563713	       -6.325946	      -10.030544	       -0.740123	       -1.411795	     +379.515939	     +379.515939
               0	              13	      -10.873768	      -10.873768	      +18.868760	     +395.724702	      -18.721033	       -3.563713	       -6.325946	      -10.030544	       -0.740123	       -1.411795	     +379.515939	     +379.515939
               0	              14	       -7.815640	       -7.815640	      +37.835671	     +490.965452	      -22.355280	       -3.563713	       -7.752009	      -13.247881	       -0.740123	       -1.411795	     +485.445953	     +485.445953
               0	              15	       -7.815640	       -7.815640	      +37.835671	     +490.965452	      -22.355280	       -3.563713	       -7.752009	      -13.247881	       -0.740123	       -1.411795	     +485.445953	     +485.445953
               0	              16	       -7.759785	       -7.759785	      +36.901147	     +486.162303	      -22.390060	       -3.563713	       -7.693680	      -13.402351	       -0.740123	       -1.411795	     +479.577359	     +479.577359
               0	              17	       -7.759785	       -7.759785	      +36.901147	     +486.162303	      -22.390060	       -3.563713	       -7.693680	      -13.402351	       -0.740123	       -1.411795	     +479.577359	     +479.577359
               0	              18	       -7.145276	       -7.145276	      +20.749566	     +303.429420	      -17.997796	       -3.563713	       -5.841330	      -10.490945	       -0.740123	       -1.411795	     +289.848916	     +289.848916
               0	              19	       -7.145276	       -7.145276	      +20.749566	     +303.429420	      -17.997796	       -3.563713	       -5.841330	      -10.490945	       -0.740123	       -1.411795	     +289.848916	     +289.848916
               0	              20	       -6.779803	       -6.779803	      +40.204986	     +456.051057	      -24.948667	       -3.563713	       -8.165522	      -16.568422	       -0.740123	       -1.411795	     +446.573432	     +446.573432
               0	              21	       -6.779803	       -6.779803	      +40.204986	     +456.051057	      -24.948667	       -3.563713	       -8.165522	      -16.568422	       -0.740123	       -1.411795	     +446.573432	     +446.573432
               0	              22	       -6.699109	       -6.699109	      +39.931230	     +455.662106	      -24.958561	       -3.563713	       -8.153604	      -16.623069	       -0.740123	       -1.411795	     +445.858103	     +445.858103
               0	              23	       -6.699109	       -6.699109	      +39.931230	     +455.662106	      -24.958561	       -3.563713	       -8.153604	      -16.623069	       -0.740123	       -1.411795	     +445.858103	     +445.858103
               0	              24	       -5.386093	       -5.386093	      +41.857618	     +410.564213	      -19.389337	       -3.563713	       -7.209740	      -10.844031	       -0.740123	       -1.411795	     +414.978723	     +414.978723
               0	              25	       -5.386093	       -5.386093	      +41.857618	     +410.564213	      -19.389337	       -3.563713	       -7.209740	      -10.844031	       -0.740123	       -1.411795	     +414.978723	     +414.978723
               0	              26	       -2.581488	       -2.581488	      +43.570119	     +430.284796	      -14.354453	       +0.000000	       -5.460737	      -12.807671	       +0.000000	       -1.411795	     +441.232054	     +441.232054
               0	              27	       -2.581488	       -2.581488	      +43.570119	     +430.284796	      -14.354453	       +0.000000	       -5.460737	      -12.807671	       +0.000000	       -1.411795	     +441.232054	     +441.232054
               0	              28	       -2.505729	       -2.505729	      +43.295990	     +428.216710	      -14.434077	       +0.000000	       -5.445437	      -12.954943	       +0.000000	       -1.411795	     +438.678242	     +438.678242
               0	              29	       -2.505729	       -2.505729	      +43.295990	     +428.216710	      -14.434077	       +0.000000	       -5.445437	      -12.954943	       +0.000000	       -1.411795	     +438.678242	     +438.678242
               0	              30	       -2.332526	       -2.332526	      +42.421203	     +408.706813	      -16.008690	       +0.000000	       -5.400365	      -15.275605	       +0.000000	       -1.411795	     +414.443356	     +414.443356
               0	              31	       -2.332526	       -2.332526	      +42.421203	     +408.706813	      -16.008690	       +0.000000	       -5.400365	      -15.275605	       +0.000000	       -1.411795	     +414.443356	     +414.443356
               0	              32	       -2.326587	       -2.326587	      +42.289590	     +406.759531	      -16.052651	       +0.000000	       -5.398179	      -15.295959	       +0.000000	       -1.411795	     +412.302332	     +412.302332
               0	              33	       -2.326587	       -2.326587	      +42.289590	     +406.759531	      -16.052651	       +0.000000	       -5.398179	      -15.295959	       +0.000000	       -1.411795	     +412.302332	     +412.302332
               0	              34	       +1.113320	       +1.113320	      +24.044532	     +427.869051	       -6.424867	       +0.000000	       -3.249348	       -7.365156	       +0.000000	       -1.411795	     +434.874212	     +434.874212
               0	              35	       +1.113320	       +1.113320	      +24.044532	     +427.869051	       -6.424867	       +0.000000	       -3.249348	       -7.365156	       +0.000000	       -1.411795	     +434.874212	     +434.874212
               0	              36	       +3.714014	       +3.714014	      +27.477083	     +326.385387	       -7.768493	       +0.000000	       -3.518562	       -8.963537	       +0.000000	       -1.411795	     +333.611879	     +333.611879
               0	              37	       +3.714014	       +3.714014	      +27.477083	     +326.385387	       -7.768493	       +0.000000	       -3.518562	       -8.963537	       +0.000000	       -1.411795	     +333.611879	     +333.611879
               0	              38	       +3.951991	       +3.951991	      +21.757483	     +161.518190	       -4.737518	       +0.000000	       -2.218216	       -6.607736	       +0.000000	       -1.411795	     +169.712203	     +169.712203
               0	              39	       +3.951991	       +3.951991	      +21.757483	     +161.518190	       -4.737518	       +0.000000	       -2.218216	       -6.607736	       +0.000000	       -1.411795	     +169.712203	     +169.712203
               0	              40	       +4.776397	       +4.776397	      +14.550336	      +61.733393	       -3.127552	       +0.000000	       -1.379945	       -5.389428	       +0.000000	       -1.411795	      +66.386804	      +66.386804
               0	              41	       +4.776397	       +4.776397	      +14.550336	      +61.733393	       -3.127552	       +0.000000	       -1.379945	       -5.389428	       +0.000000	       -1.411795	      +66.386804	      +66.386804
               0	              42	       +5.486224	       +5.486224	      +34.714249	     +361.764571	      -12.723949	       +0.000000	       -4.039847	      -15.307234	       +0.000000	       -1.411795	     +364.407791	     +364.407791
               0	              43	       +5.486224	       +5.486224	      +34.714249	     +361.764571	      -12.723949	       +0.000000	       -4.039847	      -15.307234	       +0.000000	       -1.411795	     +364.407791	     +364.407791
               0	              44	       +5.562327	       +5.562327	      +34.721519	     +360.150324	      -12.749972	       +0.000000	       -4.034859	      -15.359157	       +0.000000	       -1.411795	     +362.727855	     +362.727855
               0	              45	       +5.562327	       +5.562327	      +34.721519	     +360.150324	      -12.749972	       +0.000000	       -4.034859	      -15.359157	       +0.000000	       -1.411795	     +362.727855	     +362.727855
               0	              46	       +7.461580	       +7.461580	      +39.388634	     +335.709942	      -10.493670	       +0.000000	       -3.924780	      -13.560680	       +0.000000	       -1.411795	     +347.119447	     +347.119447
               0	              47	       +7.461580	       +7.461580	      +39.388634	     +335.709942	      -10.493670	       +0.000000	       -3.924780	      -13.560680	       +0.000000	       -1.411795	     +347.119447	     +347.119447
               0	              48	       +7.478940	       +7.478940	      +39.423059	     +336.797964	      -10.557570	       +0.000000	       -3.935952	      -13.605672	       +0.000000	       -1.411795	     +348.121828	     +348.121828
               0	              49	       +7.478940	       +7.478940	      +39.423059	     +336.797964	      -10.557570	       +0.000000	       -3.935952	      -13.605672	       +0.000000	       -1.411795	     +348.121828	     +348.121828
               0	              50	       +7.640758	       +7.640758	      +39.779355	     +283.535388	       -7.073705	       +0.000000	       -3.563495	       -8.579492	       +0.000000	       -1.411795	     +304.098051	     +304.098051
               0	              51	       +7.640758	       +7.640758	      +39.779355	     +283.535388	       -7.073705	       +0.000000	       -3.563495	       -8.579492	       +0.000000	       -1.411795	     +304.098051	     +304.098051
               0	              52	      +10.750584	      +10.750584	      +46.967980	     +318.980066	       -9.654245	       +0.000000	       -3.931433	      -11.970227	       +0.000000	       -1.411795	     +340.392141	     +340.392141
               0	              53	      +10.750584	      +10.750584	      +46.967980	     +318.980066	       -9.654245	       +0.000000	       -3.931433	      -11.970227	       +0.000000	       -1.411795	     +340.392141	     +340.392141
