# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 39

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.28          0.00 B        0          0.00 B
    2.53          0.00 B        0          0.00 B
    2.78          0.00 B        4        7.50 MiB
    3.03          0.00 B        4        7.50 MiB
    3.28          0.00 B        4        7.50 MiB
    3.53          0.00 B       11      243.56 MiB
    3.78          0.00 B       10      243.53 MiB
    4.03          0.00 B       11      243.53 MiB
    4.28          0.00 B       13      243.55 MiB
    4.53          0.00 B       15      250.57 MiB
    4.78          0.00 B       19      257.60 MiB
    5.07          0.00 B       10      243.53 MiB
    5.35          0.00 B       11      243.53 MiB
    5.60          0.00 B       12      243.53 MiB
    5.85          0.00 B       12      243.53 MiB
    6.10          0.00 B       12      243.53 MiB
    6.35          0.00 B       12      243.53 MiB
    6.60          0.00 B       12      243.53 MiB
    6.85          0.00 B       12      243.53 MiB
    7.10          0.00 B       12      243.53 MiB
    7.36          0.00 B       12      243.53 MiB
    7.61          0.00 B       12      243.53 MiB
    7.86          0.00 B       12      243.53 MiB
    8.11          0.00 B       12      243.53 MiB
    8.36          0.00 B       12      243.53 MiB
    8.61          0.00 B       12      243.53 MiB
    8.86          0.00 B       12      243.53 MiB
    9.11          0.00 B       12      243.53 MiB
    9.36          0.00 B       12      243.53 MiB
    9.61          0.00 B       12      243.53 MiB
    9.86          0.00 B       12      243.53 MiB
   10.11          0.00 B       17      243.61 MiB
   10.51          0.00 B        2         16.00 B
   11.10          0.00 B        2         16.00 B
   11.36          0.00 B        2         16.00 B
   11.61          0.00 B        2         16.00 B
   11.86          0.00 B        2         16.00 B
   12.11          0.00 B        2         16.00 B
   12.34          0.00 B        2         16.00 B
