# Generated by LORRAX 0.1.0 at 2026-05-16 22:04:23 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -17.384919              sigC=    3.977375+  0.000000i  sigXC=  -13.407545+  0.000000i  VH=    3.308178
n=1   sigX=  -17.384919              sigC=    3.977375+  0.000000i  sigXC=  -13.407545+  0.000000i  VH=    3.308178
n=2   sigX=  -12.786164              sigC=    1.519374+  0.027459i  sigXC=  -11.266790+  0.027459i  VH=    5.067772
n=3   sigX=  -12.786164              sigC=    1.519374+  0.027459i  sigXC=  -11.266790+  0.027459i  VH=    5.067772
n=4   sigX=  -12.762837              sigC=    1.497639+ -0.013637i  sigXC=  -11.265199+ -0.013637i  VH=    5.064445
n=5   sigX=  -12.762837              sigC=    1.497639+ -0.013637i  sigXC=  -11.265199+ -0.013637i  VH=    5.064445
n=6   sigX=  -12.762837              sigC=    1.497639+ -0.013637i  sigXC=  -11.265199+ -0.013637i  VH=    5.064445
n=7   sigX=  -12.762837              sigC=    1.497639+ -0.013637i  sigXC=  -11.265199+ -0.013637i  VH=    5.064445
n=8   sigX=   -5.663635              sigC=   -3.469557+  0.036314i  sigXC=   -9.133192+  0.036314i  VH=    2.279639
n=9   sigX=   -5.663635              sigC=   -3.469557+  0.036314i  sigXC=   -9.133192+  0.036314i  VH=    2.279639
n=10  sigX=   -5.644372              sigC=   -3.486613+ -0.018210i  sigXC=   -9.130985+ -0.018210i  VH=    2.269867
n=11  sigX=   -5.644372              sigC=   -3.486613+ -0.018210i  sigXC=   -9.130985+ -0.018210i  VH=    2.269867
n=12  sigX=   -5.644372              sigC=   -3.486613+ -0.018210i  sigXC=   -9.130985+ -0.018210i  VH=    2.269867
n=13  sigX=   -5.644372              sigC=   -3.486613+ -0.018210i  sigXC=   -9.130985+ -0.018210i  VH=    2.269867
n=14  sigX=   -5.682851              sigC=   -4.342954+ -0.000001i  sigXC=  -10.025805+ -0.000001i  VH=    4.319127
n=15  sigX=   -5.682851              sigC=   -4.342954+ -0.000001i  sigXC=  -10.025805+ -0.000001i  VH=    4.319127
n=16  sigX=   -3.715822              sigC=   -3.730926+ -0.000002i  sigXC=   -7.446748+ -0.000002i  VH=    2.047209
n=17  sigX=   -3.715822              sigC=   -3.730926+ -0.000002i  sigXC=   -7.446748+ -0.000002i  VH=    2.047209
n=18  sigX=   -3.715822              sigC=   -3.730926+ -0.000002i  sigXC=   -7.446748+ -0.000002i  VH=    2.047209
n=19  sigX=   -3.715822              sigC=   -3.730926+ -0.000002i  sigXC=   -7.446748+ -0.000002i  VH=    2.047209
n=20  sigX=   -1.972476              sigC=   -2.830208+ -0.000001i  sigXC=   -4.802684+ -0.000001i  VH=   -0.434802
n=21  sigX=   -1.972476              sigC=   -2.830208+ -0.000001i  sigXC=   -4.802684+ -0.000001i  VH=   -0.434802
n=22  sigX=   -1.860957              sigC=   -3.488668+ -0.029971i  sigXC=   -5.349625+ -0.029971i  VH=   -0.776992
n=23  sigX=   -1.860957              sigC=   -3.488668+ -0.029971i  sigXC=   -5.349625+ -0.029971i  VH=   -0.776992
n=24  sigX=   -1.863095              sigC=   -3.491343+  0.014966i  sigXC=   -5.354438+  0.014966i  VH=   -0.776602
n=25  sigX=   -1.863095              sigC=   -3.491343+  0.014966i  sigXC=   -5.354438+  0.014966i  VH=   -0.776602
n=26  sigX=   -1.863095              sigC=   -3.491343+  0.014966i  sigXC=   -5.354438+  0.014966i  VH=   -0.776602
n=27  sigX=   -1.863095              sigC=   -3.491343+  0.014966i  sigXC=   -5.354438+  0.014966i  VH=   -0.776602
n=28  sigX=   -0.859701              sigC=   -1.934926+ -0.000000i  sigXC=   -2.794627+ -0.000000i  VH=   -1.845999
n=29  sigX=   -0.859701              sigC=   -1.934926+ -0.000000i  sigXC=   -2.794627+ -0.000000i  VH=   -1.845999
n=30  sigX=   -1.914254              sigC=   -2.569896+  0.004388i  sigXC=   -4.484150+  0.004388i  VH=    4.058569
n=31  sigX=   -1.914254              sigC=   -2.569896+  0.004388i  sigXC=   -4.484150+  0.004388i  VH=    4.058569
