 (2.3475277757292797E-004,9.7269438117808612E-023)  
 (1.5764449153008848E-008,1.6890155246430995E-008)  
 (1.8733283867686662E-008,1.3578749429403678E-008)  
 (-1.3797760819302788E-009,1.0265661670396755E-008)  
 (-1.5470986371408749E-008,-6.6424282216731489E-008)  
 (1.5764449153008848E-008,-1.6890155246430995E-008)  
 (2.1875934729647823E-005,3.5010562933671907E-025)  
 (-2.4601752700170988E-008,-2.1876485896652055E-005)  
 (-3.1294000816708953E-005,2.1523451990774002E-007)  
 (-2.0599640855458287E-007,-3.1291219868447209E-005)  
 (1.8733283867686662E-008,-1.3578749429403678E-008)  
 (-2.4601752700170988E-008,2.1876485896652055E-005)  
 (2.1877068432141499E-005,-9.7217927459164465E-025)  
 (-1.8004214417100530E-007,-3.1295033723894768E-005)  
 (3.1292234138235050E-005,-1.7080679144136344E-007)  
 (-1.3797760819302788E-009,-1.0265661670396755E-008)  
 (-3.1294000816708953E-005,-2.1523451990774002E-007)  
 (-1.8004214417100530E-007,3.1295033723894768E-005)  
 (4.4768873970552425E-005,-9.0948474643048992E-024)  
 (-1.3197928920485254E-008,4.4764799718501003E-005)  
 (-1.5470986371408749E-008,6.6424282216731489E-008)  
 (-2.0599640855458287E-007,3.1291219868447209E-005)  
 (3.1292234138235050E-005,1.7080679144136344E-007)  
 (-1.3197928920485254E-008,-4.4764799718501003E-005)  
 (4.4760747864186139E-005,-5.7780752822273517E-024)  
 (-1.0722194822394763E-007,-2.7816606140112258E-007)  
 (-1.0580200806550288E-008,8.3673850755351938E-008)  
 (8.3721808505067779E-008,1.0470744124477304E-008)  
 (1.4342820500696245E-008,-1.1984231416675895E-007)  
 (1.1975248697709842E-007,1.4412714088344050E-008)  
 (9.3648892523146617E-003,4.3780352764433581E-005)  
 (2.6631091747751812E-003,1.1427006831487625E-005)  
 (8.5008228169419648E-006,-2.6620176519355919E-003)  
 (-3.8089037194205182E-003,1.1226501754869057E-005)  
 (-1.0298426220362806E-005,-3.8111559891506599E-003)  
 (-4.4001174354524322E-005,9.3633730514153003E-003)  
 (1.0136578932365615E-005,-2.6623450827877679E-003)  
 (-2.6635952933577824E-003,-7.0737785070952802E-006)  
 (1.0322792671473882E-005,3.8094874578814800E-003)  
 (-3.8065485289332695E-003,9.0035676435532050E-006)  
 (5.4464955221288245E-003,3.9089938557078225E-005)  
 (1.9614076834560987E-003,3.0757800675635391E-006)  
 (9.0812579396746844E-007,-1.9607791746504869E-003)  
 (-2.8053776469670242E-003,1.5696703450033714E-005)  
 (-1.4978390999544883E-005,-2.8066368242478856E-003)  
 (3.9160505498218490E-005,-5.4454141385087236E-003)  
 (-2.3215807746180175E-006,1.9609739790056322E-003)  
 (1.9617075780137888E-003,7.7863557970365996E-008)  
 (-1.5174078275620268E-005,-2.8057283961128092E-003)  
 (2.8039678929294640E-003,-1.4235814859867031E-005)  
 (-1.0722194822394763E-007,2.7816606140112258E-007)  
 (9.3648892523146617E-003,-4.3780352764433581E-005)  
 (-4.4001174354524322E-005,-9.3633730514153003E-003)  
 (5.4464955221288245E-003,-3.9089938557078225E-005)  
 (3.9160505498218490E-005,5.4454141385087236E-003)  
 (-1.0580200806550288E-008,-8.3673850755351938E-008)  
 (2.6631091747751812E-003,-1.1427006831487625E-005)  
 (1.0136578932365615E-005,2.6623450827877679E-003)  
 (1.9614076834560987E-003,-3.0757800675635391E-006)  
 (-2.3215807746180175E-006,-1.9609739790056322E-003)  
 (8.3721808505067779E-008,-1.0470744124477304E-008)  
 (8.5008228169419648E-006,2.6620176519355919E-003)  
 (-2.6635952933577824E-003,7.0737785070952802E-006)  
 (9.0812579396746844E-007,1.9607791746504869E-003)  
 (1.9617075780137888E-003,-7.7863557970365996E-008)  
 (1.4342820500696245E-008,1.1984231416675895E-007)  
 (-3.8089037194205182E-003,-1.1226501754869057E-005)  
 (1.0322792671473882E-005,-3.8094874578814800E-003)  
 (-2.8053776469670242E-003,-1.5696703450033714E-005)  
 (-1.5174078275620268E-005,2.8057283961128092E-003)  
 (1.1975248697709842E-007,-1.4412714088344050E-008)  
 (-1.0298426220362806E-005,3.8111559891506599E-003)  
 (-3.8065485289332695E-003,-9.0035676435532050E-006)  
 (-1.4978390999544883E-005,2.8066368242478856E-003)  
 (2.8039678929294640E-003,1.4235814859867031E-005)  
 (7.0395864952461351E-010,-5.2181729781218141E-027)  
 (-5.5773609210219070E-006,-8.8453630123913099E-007)  
 (-2.1268980764165638E-005,3.0806825661432820E-006)  
 (-3.4733142100747980E-006,1.0686456449701172E-006)  
 (1.3940211134476966E-005,-1.5942141922347630E-006)  
 (-5.5773609210219070E-006,8.8453630123913099E-007)  
 (0.6976492953346851,1.3539830858312132E-020)  
 (-1.6709193496862798E-006,-4.9426067804775431E-002)  
 (0.4559587588397706,9.3711611931664748E-005)  
 (1.1799477960558610E-003,-2.1473573775087990E-002)  
 (-2.1268980764165638E-005,-3.0806825661432820E-006)  
 (-1.6709193496862798E-006,4.9426067804775431E-002)  
 (0.6976470972671209,2.4411673604721232E-020)  
 (1.1812192855972631E-003,-2.1473708495886284E-002)  
 (-0.4559597608165064,-9.7571185960609289E-005)  
 (-3.4733142100747980E-006,-1.0686456449701172E-006)  
 (0.4559587588397706,-9.3711611931664748E-005)  
 (1.1812192855972631E-003,2.1473708495886284E-002)  
 (0.3021666698344770,-1.8786361370879901E-020)  
 (-1.2588216098543365E-006,-4.9476802939296877E-002)  
 (1.3940211134476966E-005,1.5942141922347630E-006)  
 (1.1799477960558610E-003,2.1473573775087990E-002)  
 (-0.4559597608165064,9.7571185960609289E-005)  
 (-1.2588216098543365E-006,4.9476802939296877E-002)  
 (0.3021689014571890,0.000000000000000)  
 (2.3469854621414161E-004,-2.5552438692069175E-023)  
 (-2.8247111190954479E-008,-1.6129647201965864E-008)  
 (-4.1622232820769759E-009,-2.8860408493913282E-009)  
 (2.5345440368883670E-009,2.7871327463080847E-008)  
 (-2.6584051389565853E-008,-8.0011538797967300E-009)  
 (-2.8247111190954479E-008,1.6129647201965864E-008)  
 (2.1847199565179350E-005,1.8205395492404820E-024)  
 (-1.1071106619725311E-008,-2.1868330368606185E-005)  
 (-3.1270905729425112E-005,2.1120152525665891E-007)  
 (-2.1956789786516400E-007,-3.1275569900590554E-005)  
 (-4.1622232820769759E-009,2.8860408493913282E-009)  
 (-1.1071106619725311E-008,2.1868330368606185E-005)  
 (2.1889491969879525E-005,1.3900407516418427E-024)  
 (-1.9556182718142982E-007,-3.1301263046636547E-005)  
 (3.1305937434765982E-005,-2.0393429616950558E-007)  
 (2.5345440368883670E-009,-2.7871327463080847E-008)  
 (-3.1270905729425112E-005,-2.1120152525665891E-007)  
 (-1.9556182718142982E-007,3.1301263046636547E-005)  
 (4.4761539595786612E-005,5.0889831909983719E-024)  
 (1.1929651169447018E-008,4.4768298201492026E-005)  
 (-2.6584051389565853E-008,8.0011538797967300E-009)  
 (-2.1956789786516400E-007,3.1275569900590554E-005)  
 (3.1305937434765982E-005,2.0393429616950558E-007)  
 (1.1929651169447018E-008,-4.4768298201492026E-005)  
 (4.4775061487879225E-005,-1.8695351578948974E-023)  
 (-1.2838538594466108E-007,-1.6600352716770367E-007)  
 (-4.4281881188761680E-008,5.5434947523588360E-008)  
 (5.5482424731543965E-008,4.4305211167725179E-008)  
 (6.2871193409654150E-008,-7.9750551751022236E-008)  
 (7.9771188185923534E-008,6.2864284356021392E-008)  
 (9.3626877313895997E-003,4.4137973636857499E-005)  
 (2.6599787379855155E-003,9.8715694959328023E-006)  
 (9.0164074353863984E-006,-2.6637981938704507E-003)  
