
 frequency_dependence   3

 band_index     1    16
 sigma_matrix     0   0

 finite_difference_form   2
 finite_difference_spacing  1.000000

 symmetries
 ntran  =  1
 mtrx01 =  1  0  0  0  1  0  0  0  1
 
       k =  0.000000  0.000000  0.000000 ik =   1 spin = 1

   n            Emf             Eo              X           SX-X             CH            Sig            KIH           Eqp0           Eqp1            CH`           Sig`          Eqp0`          Eqp1`            Znk
  11    8.833000407    8.833000407   -5.732687429    4.402696923   -8.130861076   -9.460851582   19.153851187    9.692999605    9.496436779   -8.130861076   -9.460851582    9.692999605    9.496436779    0.771438361
  12    8.833000407    8.833000407   -5.732687429    4.402696923   -8.130861076   -9.460851582   19.153851187    9.692999605    9.496436779   -8.130861076   -9.460851582    9.692999605    9.496436779    0.771438361
  13    8.833000429    8.833000429   -5.732687429    4.402696923   -8.130861076   -9.460851582   19.153851187    9.692999605    9.496436784   -8.130861076   -9.460851582    9.692999605    9.496436784    0.771438361
  14    8.833000429    8.833000429   -5.732687429    4.402696923   -8.130861076   -9.460851582   19.153851187    9.692999605    9.496436784   -8.130861076   -9.460851582    9.692999605    9.496436784    0.771438361
  15    9.629139607    9.629139607   -5.878069708    4.920177770   -9.270215638  -10.228107576   21.355372885   11.127265309   10.777637467   -9.270215638  -10.228107576   11.127265309   10.777637467    0.766623160
  16    9.629139607    9.629139607   -5.878069708    4.920177770   -9.270215638  -10.228107576   21.355372885   11.127265309   10.777637467   -9.270215638  -10.228107576   11.127265309   10.777637467    0.766623160
 
       k = -0.000000 -0.000000  0.250000 ik =   2 spin = 1

   n            Emf             Eo              X           SX-X             CH            Sig            KIH           Eqp0           Eqp1            CH`           Sig`          Eqp0`          Eqp1`            Znk
   1   -4.897279395   -4.897279395  -17.222625654   13.505735515   -6.870158661  -10.587048800    5.991208858   -4.595839942   -4.705968966   -6.870158661  -10.587048800   -4.595839942   -4.705968966    0.634656238
   2   -4.897279395   -4.897279395  -17.222625654   13.505735515   -6.870158661  -10.587048800    5.991208858   -4.595839942   -4.705968966   -6.870158661  -10.587048800   -4.595839942   -4.705968966    0.634656238
   3    2.340152067    2.340152067  -13.708874907   10.104884283   -7.450616952  -11.054607577   13.365616403    2.311008826    2.317887837   -7.450616952  -11.054607577    2.311008826    2.317887837    0.763958608
   4    2.340152068    2.340152068  -13.708874907   10.104884283   -7.450616952  -11.054607577   13.365616403    2.311008826    2.317887838   -7.450616952  -11.054607577    2.311008826    2.317887838    0.763958608
   5    5.498633740    5.498633740  -12.903222808    9.408767907   -7.889978518  -11.384433420   16.941405639    5.556972219    5.543980511   -7.889978518  -11.384433420    5.556972219    5.543980511    0.777304646
   6    5.498633741    5.498633741  -12.903222808    9.408767907   -7.889978518  -11.384433420   16.941405639    5.556972219    5.543980511   -7.889978518  -11.384433420    5.556972219    5.543980511    0.777304646
   7    5.529907957    5.529907957  -12.884396038    9.410248282   -7.907112710  -11.381260466   16.968705285    5.587444818    5.574640605   -7.907112710  -11.381260466    5.587444818    5.574640605    0.777460682
   8    5.529907958    5.529907958  -12.884396038    9.410248282   -7.907112710  -11.381260466   16.968705285    5.587444818    5.574640605   -7.907112710  -11.381260466    5.587444818    5.574640605    0.777460682
   9    8.294523500    8.294523500   -5.811141663    4.260195207   -8.011739021   -9.562685476   18.841512431    9.278826954    9.058768181   -8.011739021   -9.562685476    9.278826954    9.058768181    0.776431981
  10    8.294523500    8.294523500   -5.811141663    4.260195207   -8.011739021   -9.562685476   18.841512431    9.278826954    9.058768181   -8.011739021   -9.562685476    9.278826954    9.058768181    0.776431981
  11    9.757274295    9.757274295   -5.495159823    4.252306586   -8.226237728   -9.469090964   20.126362148   10.657271184   10.447000140   -8.226237728   -9.469090964   10.657271184   10.447000140    0.766364700
  12    9.757274295    9.757274295   -5.495159823    4.252306586   -8.226237728   -9.469090964   20.126362148   10.657271184   10.447000141   -8.226237728   -9.469090964   10.657271184   10.447000141    0.766364700
  13    9.778780059    9.778780059   -5.484902593    4.313307700   -8.294147888   -9.465742781   20.142463452   10.676720671   10.467979745   -8.294147888   -9.465742781   10.676720671   10.467979745    0.767533706
  14    9.778780060    9.778780060   -5.484902593    4.313307700   -8.294147888   -9.465742781   20.142463452   10.676720671   10.467979745   -8.294147888   -9.465742781   10.676720671   10.467979745    0.767533706
  15   13.191992992   13.191992992   -4.893632605    5.023867625  -10.027403628   -9.897168608   24.204733591   14.307564983   13.979294268  -10.027403628   -9.897168608   14.307564983   13.979294268    0.705737758
  16   13.191992992   13.191992992   -4.893632605    5.023867625  -10.027403628   -9.897168608   24.204733591   14.307564983   13.979294268  -10.027403628   -9.897168608   14.307564983   13.979294268    0.705737758
 
       k = -0.000000 -0.000000  0.500000 ik =   3 spin = 1

   n            Emf             Eo              X           SX-X             CH            Sig            KIH           Eqp0           Eqp1            CH`           Sig`          Eqp0`          Eqp1`            Znk
   1   -3.363335697   -3.363335697  -16.862732169   12.919606584   -7.106438093  -11.049563678    7.884294938   -3.165268740   -3.235898833   -7.106438093  -11.049563678   -3.165268740   -3.235898833    0.643402950
   2   -3.363335697   -3.363335697  -16.862732169   12.919606584   -7.106438093  -11.049563678    7.884294938   -3.165268740   -3.235898833   -7.106438093  -11.049563678   -3.165268740   -3.235898833    0.643402950
   3   -0.707387729   -0.707387729  -14.858067559   11.161103849   -6.990981483  -10.687945192    9.790902759   -0.897042433   -0.838081267   -6.990981483  -10.687945192   -0.897042433   -0.838081267    0.689113083
   4   -0.707387729   -0.707387729  -14.858067559   11.161103849   -6.990981483  -10.687945192    9.790902759   -0.897042433   -0.838081267   -6.990981483  -10.687945192   -0.897042433   -0.838081267    0.689113083
   5    5.057475575    5.057475575  -13.164625926    9.676156448   -7.920239804  -11.408709282   16.470428283    5.061719001    5.060761883   -7.920239804  -11.408709282    5.061719001    5.060761883    0.774447085
   6    5.057475575    5.057475575  -13.164625926    9.676156448   -7.920239804  -11.408709282   16.470428283    5.061719001    5.060761883   -7.920239804  -11.408709282    5.061719001    5.060761883    0.774447085
   7    5.089198821    5.089198821  -13.146654907    9.617167472   -7.876968432  -11.406455867   16.498740505    5.092284638    5.091589179   -7.876968432  -11.406455867    5.092284638    5.091589179    0.774627054
   8    5.089198821    5.089198821  -13.146654907    9.617167472   -7.876968432  -11.406455867   16.498740505    5.092284638    5.091589179   -7.876968432  -11.406455867    5.092284638    5.091589179    0.774627054
   9    7.805248800    7.805248800   -5.919220071    4.329328488   -7.974705441   -9.564597024   18.355577347    8.790980323    8.572915188   -7.974705441   -9.564597024    8.790980323    8.572915188    0.778778369
  10    7.805248800    7.805248800   -5.919220071    4.329328488   -7.974705441   -9.564597024   18.355577347    8.790980323    8.572915188   -7.974705441   -9.564597024    8.790980323    8.572915188    0.778778369
  11    9.594431517    9.594431517   -5.061335328    3.867120325   -7.854315356   -9.048530359   19.478048832   10.429518473   10.242105088   -7.854315356   -9.048530359   10.429518473   10.242105088    0.775576203
  12    9.594431517    9.594431517   -5.061335328    3.867120325   -7.854315356   -9.048530359   19.478048832   10.429518473   10.242105088   -7.854315356   -9.048530359   10.429518473   10.242105088    0.775576203
  13    9.608879184    9.608879184   -5.053623255    3.857574222   -7.847906249   -9.043955282   19.486507898   10.442552616   10.255407380   -7.847906249   -9.043955282   10.442552616   10.255407380    0.775517333
  14    9.608879184    9.608879184   -5.053623255    3.857574222   -7.847906249   -9.043955282   19.486507898   10.442552616   10.255407380   -7.847906249   -9.043955282   10.442552616   10.255407380    0.775517333
  15   14.000425598   14.000425598   -2.390746404    4.732280605   -9.982447291   -7.640913091   21.840509917   14.199596826   14.150910872   -9.982447291   -7.640913091   14.199596826   14.150910872    0.755557292
  16   14.000425598   14.000425598   -2.390746404    4.732280605   -9.982447291   -7.640913091   21.840509917   14.199596826   14.150910872   -9.982447291   -7.640913091   14.199596826   14.150910872    0.755557292
 
       k =  0.000000  0.000000  0.750000 ik =   4 spin = 1

   n            Emf             Eo              X           SX-X             CH            Sig            KIH           Eqp0           Eqp1            CH`           Sig`          Eqp0`          Eqp1`            Znk
   1   -4.897279395   -4.897279395  -17.221379431   13.506742856   -6.870399437  -10.585036012    5.991208858   -4.593827155   -4.704675712   -6.870399437  -10.585036012   -4.593827155   -4.704675712    0.634708393
   2   -4.897279395   -4.897279395  -17.221379431   13.506742856   -6.870399437  -10.585036012    5.991208858   -4.593827155   -4.704675712   -6.870399437  -10.585036012   -4.593827155   -4.704675712    0.634708393
   3    2.340152067    2.340152067  -13.714815369   10.098161307   -7.448708975  -11.065363037   13.365616404    2.300253366    2.309671924   -7.448708975  -11.065363037    2.300253366    2.309671924    0.763938232
   4    2.340152068    2.340152068  -13.714815369   10.098161307   -7.448708975  -11.065363037   13.365616404    2.300253366    2.309671924   -7.448708975  -11.065363037    2.300253366    2.309671924    0.763938232
   5    5.498633740    5.498633740  -12.904512120    9.406570183   -7.888286740  -11.386228677   16.941405639    5.555176962    5.542586079   -7.888286740  -11.386228677    5.555176962    5.542586079    0.777322859
   6    5.498633741    5.498633741  -12.904512120    9.406570183   -7.888286740  -11.386228677   16.941405639    5.555176962    5.542586079   -7.888286740  -11.386228677    5.555176962    5.542586079    0.777322859
   7    5.529907957    5.529907957  -12.885686688    9.408431412   -7.905792584  -11.383047860   16.968705285    5.585657425    5.573251987   -7.905792584  -11.383047860    5.585657425    5.573251987    0.777478818
   8    5.529907958    5.529907958  -12.885686688    9.408431412   -7.905792584  -11.383047860   16.968705285    5.585657425    5.573251987   -7.905792584  -11.383047860    5.585657425    5.573251987    0.777478818
   9    8.294523500    8.294523500   -5.811351141    4.259658278   -8.012310100   -9.564002963   18.841512430    9.277509467    9.057739493   -8.012310100   -9.564002963    9.277509467    9.057739493    0.776426133
  10    8.294523500    8.294523500   -5.811351141    4.259658278   -8.012310100   -9.564002963   18.841512430    9.277509467    9.057739493   -8.012310100   -9.564002963    9.277509467    9.057739493    0.776426133
  11    9.757274295    9.757274295   -5.494446456    4.254010735   -8.226890762   -9.467326483   20.126362148   10.659035665   10.448351820   -8.226890762   -9.467326483   10.659035665   10.448351820    0.766364083
  12    9.757274295    9.757274295   -5.494446456    4.254010735   -8.226890762   -9.467326483   20.126362148   10.659035665   10.448351820   -8.226890762   -9.467326483   10.659035665   10.448351820    0.766364083
  13    9.778780059    9.778780059   -5.484201730    4.314947912   -8.294743362   -9.463997179   20.142463452   10.678466273   10.469318866   -8.294743362   -9.463997179   10.678466273   10.469318866    0.767532941
  14    9.778780060    9.778780060   -5.484201730    4.314947912   -8.294743362   -9.463997179   20.142463452   10.678466273   10.469318866   -8.294743362   -9.463997179   10.678466273   10.469318866    0.767532941
  15   13.191992992   13.191992992   -4.889946020    5.032403724  -10.033244805   -9.890787101   24.204733591   14.313946490   13.982046179  -10.033244805   -9.890787101   14.313946490   13.982046179    0.704176411
  16   13.191992992   13.191992992   -4.889946020    5.032403724  -10.033244805   -9.890787101   24.204733591   14.313946490   13.982046179  -10.033244805   -9.890787101   14.313946490   13.982046179    0.704176411
 
       k =  0.000000  0.250000 -0.000000 ik =   5 spin = 1

   n            Emf             Eo              X           SX-X             CH            Sig            KIH           Eqp0           Eqp1            CH`           Sig`          Eqp0`          Eqp1`            Znk
   1   -4.897279391   -4.897279391  -17.223550221   13.506371323   -6.870093598  -10.587272496    5.991208862   -4.596063634   -4.706119485   -6.870093598  -10.587272496   -4.596063634   -4.706119485    0.634627844
   2   -4.897279391   -4.897279391  -17.223550221   13.506371323   -6.870093598  -10.587272496    5.991208862   -4.596063634   -4.706119485   -6.870093598  -10.587272496   -4.596063634   -4.706119485    0.634627844
   3    2.340152023    2.340152023  -13.708705904   10.105388393   -7.450732070  -11.054049581   13.365616365    2.311566783    2.318313579   -7.450732070  -11.054049581    2.311566783    2.318313579    0.763976236
   4    2.340152024    2.340152024  -13.708705904   10.105388393   -7.450732070  -11.054049581   13.365616365    2.311566783    2.318313580   -7.450732070  -11.054049581    2.311566783    2.318313580    0.763976236
   5    5.498633755    5.498633755  -12.903086473    9.408817989   -7.889956282  -11.384224767   16.941405645    5.557180878    5.544142893   -7.889956282  -11.384224767    5.557180878    5.544142893    0.777307850
   6    5.498633756    5.498633756  -12.903086473    9.408817989   -7.889956282  -11.384224767   16.941405645    5.557180878    5.544142893   -7.889956282  -11.384224767    5.557180878    5.544142893    0.777307850
   7    5.529907973    5.529907973  -12.884259558    9.410298650   -7.907090558  -11.381051466   16.968705291    5.587653825    5.574803288   -7.907090558  -11.381051466    5.587653825    5.574803288    0.777463882
   8    5.529907973    5.529907973  -12.884259558    9.410298650   -7.907090558  -11.381051466   16.968705291    5.587653825    5.574803288   -7.907090558  -11.381051466    5.587653825    5.574803288    0.777463882
   9    8.294523536    8.294523536   -5.810895266    4.260095344   -8.011732620   -9.562532542   18.841512472    9.278979930    9.058885290   -8.011732620   -9.562532542    9.278979930    9.058885290    0.776430280
  10    8.294523536    8.294523536   -5.810895266    4.260095344   -8.011732620   -9.562532542   18.841512472    9.278979930    9.058885290   -8.011732620   -9.562532542    9.278979930    9.058885290    0.776430280
  11    9.757274310    9.757274310   -5.495084199    4.252171129   -8.226197005   -9.469110075   20.126362172   10.657252097   10.446985837   -8.226197005   -9.469110075   10.657252097   10.446985837    0.766365056
  12    9.757274311    9.757274311   -5.495084199    4.252171129   -8.226197005   -9.469110075   20.126362172   10.657252097   10.446985837   -8.226197005   -9.469110075   10.657252097   10.446985837    0.766365056
  13    9.778780075    9.778780075   -5.484826352    4.313174357   -8.294108265   -9.465760260   20.142463476   10.676703216   10.467965555   -8.294108265   -9.465760260   10.676703216   10.467965555    0.767532819
  14    9.778780076    9.778780076   -5.484826352    4.313174357   -8.294108265   -9.465760260   20.142463476   10.676703216   10.467965555   -8.294108265   -9.465760260   10.676703216   10.467965555    0.767532819
  15   13.191992961   13.191992961   -4.894003384    5.024428172  -10.028176052   -9.897751264   24.204733576   14.306982312   13.978892880  -10.028176052   -9.897751264   14.306982312   13.978892880    0.705746578
  16   13.191992961   13.191992961   -4.894003384    5.024428172  -10.028176052   -9.897751264   24.204733576   14.306982312   13.978892880  -10.028176052   -9.897751264   14.306982312   13.978892880    0.705746578
 
       k =  0.000000  0.250000  0.250000 ik =   6 spin = 1

   n            Emf             Eo              X           SX-X             CH            Sig            KIH           Eqp0           Eqp1            CH`           Sig`          Eqp0`          Eqp1`            Znk
   1   -4.614923535   -4.614923535  -17.116299257   13.401864710   -6.894276792  -10.608711339    6.292565696   -4.316145642   -4.428304181   -6.894276792  -10.608711339   -4.316145642   -4.428304181    0.624608976
   2   -4.614923535   -4.614923535  -17.116299257   13.401864710   -6.894276792  -10.608711339    6.292565696   -4.316145642   -4.428304181   -6.894276792  -10.608711339   -4.316145642   -4.428304181    0.624608976
   3    2.755219416    2.755219416  -14.052773353   10.301389966   -7.773890005  -11.525273393   14.406759317    2.881485924    2.850853594   -7.773890005  -11.525273393    2.881485924    2.850853594    0.757399399
   4    2.755219418    2.755219418  -14.052773353   10.301389966   -7.773890005  -11.525273393   14.406759317    2.881485924    2.850853594   -7.773890005  -11.525273393    2.881485924    2.850853594    0.757399399
   5    4.373517090    4.373517090  -12.957058785    9.554346177   -7.685759152  -11.088471760   15.410193119    4.321721359    4.333525977   -7.685759152  -11.088471760    4.321721359    4.333525977    0.772092842
   6    4.373517118    4.373517118  -12.957058785    9.554346177   -7.685759152  -11.088471760   15.410193119    4.321721359    4.333525983   -7.685759152  -11.088471760    4.321721359    4.333525983    0.772092842
   7    4.381955238    4.381955238  -12.945052093    9.552017035   -7.689147239  -11.082182297   15.413877574    4.331695277    4.343172496   -7.689147239  -11.082182297    4.331695277    4.343172496    0.771642904
   8    4.381955265    4.381955265  -12.945052093    9.552017035   -7.689147239  -11.082182297   15.413877574    4.331695277    4.343172502   -7.689147239  -11.082182297    4.331695277    4.343172502    0.771642904
   9    7.392379224    7.392379224   -5.506123210    3.813544794   -7.270108111   -8.962686527   17.005016296    8.042329769    7.901217120   -7.270108111   -8.962686527    8.042329769    7.901217120    0.782887099
  10    7.392379225    7.392379225   -5.506123210    3.813544794   -7.270108111   -8.962686527   17.005016296    8.042329769    7.901217120   -7.270108111   -8.962686527    8.042329769    7.901217120    0.782887099
  11    9.398122695    9.398122695   -4.596172848    3.437834666   -7.488722692   -8.647060874   18.765402344   10.118341470    9.956222907   -7.488722692   -8.647060874   10.118341470    9.956222907    0.774903726
  12    9.398122696    9.398122696   -4.596172848    3.437834666   -7.488722692   -8.647060874   18.765402344   10.118341470    9.956222907   -7.488722692   -8.647060874   10.118341470    9.956222907    0.774903726
  13   12.028943705   12.028943705   -5.340819097    4.253682792   -8.839542329   -9.926678635   23.000301300   13.073622665   12.829120483   -8.839542329   -9.926678635   13.073622665   12.829120483    0.765954717
  14   12.028943725   12.028943725   -5.340819097    4.253682792   -8.839542329   -9.926678635   23.000301300   13.073622665   12.829120487   -8.839542329   -9.926678635   13.073622665   12.829120487    0.765954717
  15   12.031510274   12.031510274   -5.350503952    4.224672703   -8.806850942   -9.932682192   23.011452086   13.078769894   12.832728124   -8.806850942   -9.932682192   13.078769894   12.832728124    0.765061342
  16   12.031510293   12.031510293   -5.350503952    4.224672703   -8.806850942   -9.932682192   23.011452086   13.078769894   12.832728129   -8.806850942   -9.932682192   13.078769894   12.832728129    0.765061342
 
       k = -0.000000  0.250000  0.500000 ik =   7 spin = 1

   n            Emf             Eo              X           SX-X             CH            Sig            KIH           Eqp0           Eqp1            CH`           Sig`          Eqp0`          Eqp1`            Znk
   1   -2.977121471   -2.977121471  -16.617435520   12.671684513   -7.103793678  -11.049544685    8.198815948   -2.850728737   -2.891697877   -7.103793678  -11.049544685   -2.850728737   -2.891697877    0.675858423
   2   -2.977121469   -2.977121469  -16.617435520   12.671684513   -7.103793678  -11.049544685    8.198815948   -2.850728737   -2.891697876   -7.103793678  -11.049544685   -2.850728737   -2.891697876    0.675858423
   3   -0.116048556   -0.116048556  -15.156472694   11.319893227   -7.319339424  -11.155918890   11.029640579   -0.126278311   -0.123380346   -7.319339424  -11.155918890   -0.126278311   -0.123380346    0.716712235
   4   -0.116048551   -0.116048551  -15.156472694   11.319893227   -7.319339424  -11.155918890   11.029640579   -0.126278311   -0.123380345   -7.319339424  -11.155918890   -0.126278311   -0.123380345    0.716712235
   5    2.729547454    2.729547454  -12.921080301    9.532900079   -7.250122603  -10.638302826   13.218509959    2.580207133    2.615731529   -7.250122603  -10.638302826    2.580207133    2.615731529    0.762124549
   6    2.729547459    2.729547459  -12.921080301    9.532900079   -7.250122603  -10.638302826   13.218509959    2.580207133    2.615731530   -7.250122603  -10.638302826    2.580207133    2.615731530    0.762124549
   7    4.062045698    4.062045698  -13.154654153    9.636293518   -7.598205664  -11.116566298   15.089308787    3.972742489    3.993408475   -7.598205664  -11.116566298    3.972742489    3.993408475    0.768586297
   8    4.062045700    4.062045700  -13.154654153    9.636293518   -7.598205664  -11.116566298   15.089308787    3.972742489    3.993408476   -7.598205664  -11.116566298    3.972742489    3.993408476    0.768586297
   9    7.784319212    7.784319212   -5.174535072    3.670790709   -7.287658257   -8.791402621   17.225179072    8.433776451    8.293539985   -7.287658257   -8.791402621    8.433776451    8.293539985    0.784071286
  10    7.784319214    7.784319214   -5.174535072    3.670790709   -7.287658257   -8.791402621   17.225179072    8.433776451    8.293539985   -7.287658257   -8.791402621    8.433776451    8.293539985    0.784071286
  11   10.722888541   10.722888541   -4.856225848    3.717230974   -7.955745762   -9.094740635   20.583712043   11.488971408   11.314267962   -7.955745762   -9.094740635   11.488971408   11.314267962    0.771952287
  12   10.722888547   10.722888547   -4.856225848    3.717230974   -7.955745762   -9.094740635   20.583712043   11.488971408   11.314267963   -7.955745762   -9.094740635   11.488971408   11.314267963    0.771952287
  13   12.017663137   12.017663137   -5.128433455    4.449957930   -9.113510553   -9.791986078   22.879203131   13.087217053   12.825636241   -9.113510553   -9.791986078   13.087217053   12.825636241    0.755429990
  14   12.017663142   12.017663142   -5.128433455    4.449957930   -9.113510553   -9.791986078   22.879203131   13.087217053   12.825636242   -9.113510553   -9.791986078   13.087217053   12.825636242    0.755429990
  15   12.190620871   12.190620871   -4.744985419    4.092366219   -8.760358463   -9.412977664   22.582080971   13.169103307   12.907336939   -8.760358463   -9.412977664   13.169103307   12.907336939    0.732477193
  16   12.190620876   12.190620876   -4.744985419    4.092366219   -8.760358463   -9.412977664   22.582080971   13.169103307   12.907336940   -8.760358463   -9.412977664   13.169103307   12.907336940    0.732477193
 
       k = -0.000000  0.250000  0.750000 ik =   8 spin = 1

   n            Emf             Eo              X           SX-X             CH            Sig            KIH           Eqp0           Eqp1            CH`           Sig`          Eqp0`          Eqp1`            Znk
   1   -3.652139646   -3.652139646  -16.826041747   12.957458095   -7.015259180  -10.883842833    7.411417237   -3.472425596   -3.533184560   -7.015259180  -10.883842833   -3.472425596   -3.533184560    0.661913110
   2   -3.652139646   -3.652139646  -16.826041747   12.957458095   -7.015259180  -10.883842833    7.411417237   -3.472425596   -3.533184560   -7.015259180  -10.883842833   -3.472425596   -3.533184560    0.661913110
   3    0.787802329    0.787802329  -14.835416391   10.934540356   -7.439510170  -11.340386205   12.088786837    0.748400631    0.757903694   -7.439510170  -11.340386205    0.748400631    0.757903694    0.758815901
   4    0.787802335    0.787802335  -14.835416391   10.934540356   -7.439510170  -11.340386205   12.088786837    0.748400631    0.757903696   -7.439510170  -11.340386205    0.748400631    0.757903696    0.758815901
   5    2.509646421    2.509646421  -12.855989458    9.487832081   -7.129791715  -10.497949092   12.808642175    2.310693083    2.358057432   -7.129791715  -10.497949092    2.310693083    2.358057432    0.761932375
   6    2.509646429    2.509646429  -12.855989458    9.487832081   -7.129791715  -10.497949092   12.808642175    2.310693083    2.358057434   -7.129791715  -10.497949092    2.310693083    2.358057434    0.761932375
   7    4.943155833    4.943155833  -12.994641121    9.481996130   -7.788399309  -11.301044300   16.245086934    4.944042634    4.943842894   -7.788399309  -11.301044300    4.944042634    4.943842894    0.774763184
   8    4.943155834    4.943155834  -12.994641121    9.481996130   -7.788399309  -11.301044300   16.245086934    4.944042634    4.943842894   -7.788399309  -11.301044300    4.944042634    4.943842894    0.774763184
   9    8.712779657    8.712779657   -5.198147513    3.835389330   -7.689774507   -9.052532689   18.578285118    9.525752428    9.345969229   -7.689774507   -9.052532689    9.525752428    9.345969229    0.778857047
  10    8.712779660    8.712779660   -5.198147513    3.835389330   -7.689774507   -9.052532689   18.578285118    9.525752428    9.345969229   -7.689774507   -9.052532689    9.525752428    9.345969229    0.778857047
  11   11.050359974   11.050359974   -4.934247619    3.924470078   -8.445641906   -9.455419447   21.480278548   12.024859101   11.776331936   -8.445641906   -9.455419447   12.024859101   11.776331936    0.744969331
  12   11.050359975   11.050359975   -4.934247619    3.924470078   -8.445641906   -9.455419447   21.480278548   12.024859101   11.776331937   -8.445641906   -9.455419447   12.024859101   11.776331937    0.744969331
  13   11.420218052   11.420218052   -5.482627107    4.289649546   -8.486849406   -9.679826968   21.976600871   12.296773904   12.116530766   -8.486849406   -9.679826968   12.296773904   12.116530766    0.794373470
  14   11.420218060   11.420218060   -5.482627107    4.289649546   -8.486849406   -9.679826968   21.976600871   12.296773904   12.116530768   -8.486849406   -9.679826968   12.296773904   12.116530768    0.794373470
  15   12.411757360   12.411757360   -4.414342220    4.062404132   -9.017402231   -9.369340320   22.723852793   13.354512473   13.144024693   -9.017402231   -9.369340320   13.354512473   13.144024693    0.776731223
  16   12.411757363   12.411757363   -4.414342220    4.062404132   -9.017402231   -9.369340320   22.723852793   13.354512473   13.144024693   -9.017402231   -9.369340320   13.354512473   13.144024693    0.776731223
 
       k =  0.000000  0.500000 -0.000000 ik =   9 spin = 1

   n            Emf             Eo              X           SX-X             CH            Sig            KIH           Eqp0           Eqp1            CH`           Sig`          Eqp0`          Eqp1`            Znk
   1   -3.363335664   -3.363335664  -16.862784143   12.919616266   -7.106450234  -11.049618110    7.884294981   -3.165323129   -3.235934523   -7.106450234  -11.049618110   -3.165323129   -3.235934523    0.643399377
   2   -3.363335664   -3.363335664  -16.862784143   12.919616266   -7.106450234  -11.049618110    7.884294981   -3.165323129   -3.235934523   -7.106450234  -11.049618110   -3.165323129   -3.235934523    0.643399377
   3   -0.707387796   -0.707387796  -14.858093686   11.161091768   -6.990979127  -10.687981046    9.790902687   -0.897078359   -0.838105769   -6.990979127  -10.687981046   -0.897078359   -0.838105769    0.689111630
   4   -0.707387796   -0.707387796  -14.858093686   11.161091768   -6.990979127  -10.687981046    9.790902687   -0.897078359   -0.838105769   -6.990979127  -10.687981046   -0.897078359   -0.838105769    0.689111630
   5    5.057475586    5.057475586  -13.164426478    9.676036057   -7.920211241  -11.408601662   16.470428283    5.061826621    5.060845236   -7.920211241  -11.408601662    5.061826621    5.060845236    0.774447844
   6    5.057475586    5.057475586  -13.164426478    9.676036057   -7.920211241  -11.408601662   16.470428283    5.061826621    5.060845236   -7.920211241  -11.408601662    5.061826621    5.060845236    0.774447844
   7    5.089198832    5.089198832  -13.146454310    9.617047354   -7.876940849  -11.406347806   16.498740505    5.092392699    5.091672890   -7.876940849  -11.406347806    5.092392699    5.091672890    0.774627817
   8    5.089198832    5.089198832  -13.146454310    9.617047354   -7.876940849  -11.406347806   16.498740505    5.092392699    5.091672890   -7.876940849  -11.406347806    5.092392699    5.091672890    0.774627817
   9    7.805248828    7.805248828   -5.919198805    4.329352413   -7.974698122   -9.564544515   18.355577379    8.791032864    8.572956672   -7.974698122   -9.564544515    8.791032864    8.572956672    0.778778937
