# Generated by LORRAX 0.1.0 at 2026-07-15 15:14:23 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -35.862493              sigC=    1.361462+  0.000000i  sigXC=  -34.501031+  0.000000i  VH=  590.175567+  0.000000i  Eo=  -64.663685
n=1   sigX=  -35.862493              sigC=    1.361462+  0.000000i  sigXC=  -34.501031+  0.000000i  VH=  590.175567+  0.000000i  Eo=  -64.663685
n=2   sigX=  -30.461201              sigC=    1.536892+  0.000044i  sigXC=  -28.924309+  0.000044i  VH=  592.949104+ -0.000000i  Eo=  -42.570368
n=3   sigX=  -30.461201              sigC=    1.536892+  0.000044i  sigXC=  -28.924309+  0.000044i  VH=  592.949104+ -0.000000i  Eo=  -42.570368
n=4   sigX=  -29.785275              sigC=    1.571833+  0.000070i  sigXC=  -28.213443+  0.000070i  VH=  585.221642+ -0.000000i  Eo=  -40.006575
n=5   sigX=  -29.785275              sigC=    1.571833+  0.000070i  sigXC=  -28.213443+  0.000070i  VH=  585.221642+ -0.000000i  Eo=  -40.006575
n=6   sigX=  -29.677407              sigC=    1.584145+ -0.000134i  sigXC=  -28.093262+ -0.000134i  VH=  591.213480+ -0.000000i  Eo=  -39.787417
n=7   sigX=  -29.677407              sigC=    1.584145+ -0.000134i  sigXC=  -28.093262+ -0.000134i  VH=  591.213480+ -0.000000i  Eo=  -39.787417
n=8   sigX=  -18.871923              sigC=    1.737629+ -0.000000i  sigXC=  -17.134295+ -0.000000i  VH=  384.944894+  0.000000i  Eo=  -19.357388
n=9   sigX=  -18.871923              sigC=    1.737629+ -0.000000i  sigXC=  -17.134295+ -0.000000i  VH=  384.944894+  0.000000i  Eo=  -19.357388
n=10  sigX=  -18.680133              sigC=    1.778090+  0.000000i  sigXC=  -16.902043+  0.000000i  VH=  354.744297+  0.000000i  Eo=  -18.224218
n=11  sigX=  -18.680133              sigC=    1.778090+  0.000000i  sigXC=  -16.902043+  0.000000i  VH=  354.744297+  0.000000i  Eo=  -18.224218
n=12  sigX=  -14.543564              sigC=    2.082828+  0.000000i  sigXC=  -12.460736+  0.000000i  VH=  395.965750+  0.000000i  Eo=  -10.856698
n=13  sigX=  -14.543564              sigC=    2.082828+  0.000000i  sigXC=  -12.460736+  0.000000i  VH=  395.965750+  0.000000i  Eo=  -10.856698
n=14  sigX=  -15.453578              sigC=    1.831407+ -0.000297i  sigXC=  -13.622171+ -0.000297i  VH=  495.982404+  0.000000i  Eo=   -7.891466
n=15  sigX=  -15.453578              sigC=    1.831407+ -0.000297i  sigXC=  -13.622171+ -0.000297i  VH=  495.982404+  0.000000i  Eo=   -7.891466
n=16  sigX=  -15.318319              sigC=    1.741613+  0.000282i  sigXC=  -13.576706+  0.000282i  VH=  491.472173+  0.000000i  Eo=   -7.841391
n=17  sigX=  -15.318319              sigC=    1.741613+  0.000282i  sigXC=  -13.576706+  0.000282i  VH=  491.472173+  0.000000i  Eo=   -7.841391
n=18  sigX=  -12.889593              sigC=    1.600012+  0.000001i  sigXC=  -11.289581+  0.000001i  VH=  300.848307+ -0.000000i  Eo=   -7.184038
n=19  sigX=  -12.889593              sigC=    1.600012+  0.000001i  sigXC=  -11.289581+  0.000001i  VH=  300.848307+ -0.000000i  Eo=   -7.184038
n=20  sigX=  -15.068796              sigC=    1.270517+ -0.000055i  sigXC=  -13.798279+ -0.000055i  VH=  461.433522+  0.000000i  Eo=   -6.819250
n=21  sigX=  -15.068796              sigC=    1.270517+ -0.000055i  sigXC=  -13.798279+ -0.000055i  VH=  461.433522+  0.000000i  Eo=   -6.819250
n=22  sigX=  -14.989423              sigC=    1.384177+  0.000053i  sigXC=  -13.605246+  0.000053i  VH=  461.256337+  0.000000i  Eo=   -6.743306
n=23  sigX=  -14.989423              sigC=    1.384177+  0.000053i  sigXC=  -13.605246+  0.000053i  VH=  461.256337+  0.000000i  Eo=   -6.743306
n=24  sigX=  -13.558923              sigC=    0.614776+ -0.000001i  sigXC=  -12.944147+ -0.000001i  VH=  413.239140+ -0.000000i  Eo=   -5.408092
n=25  sigX=  -13.558923              sigC=    0.614776+ -0.000001i  sigXC=  -12.944147+ -0.000001i  VH=  413.239140+ -0.000000i  Eo=   -5.408092
n=26  sigX=  -10.942128              sigC=   -0.016743+ -0.000033i  sigXC=  -10.958870+ -0.000033i  VH=  424.537305+  0.000000i  Eo=   -2.581744
n=27  sigX=  -10.942128              sigC=   -0.016743+ -0.000033i  sigXC=  -10.958870+ -0.000033i  VH=  424.537305+  0.000000i  Eo=   -2.581744
n=28  sigX=  -10.889826              sigC=    0.154316+  0.000009i  sigXC=  -10.735509+  0.000009i  VH=  422.882222+  0.000000i  Eo=   -2.509735
n=29  sigX=  -10.889826              sigC=    0.154316+  0.000009i  sigXC=  -10.735509+  0.000009i  VH=  422.882222+  0.000000i  Eo=   -2.509735

k-point 1:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -35.867299              sigC=    1.371916+  0.000083i  sigXC=  -34.495383+  0.000083i  VH=  590.847852+  0.000000i  Eo=  -64.605960
n=1   sigX=  -35.867299              sigC=    1.371916+  0.000083i  sigXC=  -34.495383+  0.000083i  VH=  590.847852+  0.000000i  Eo=  -64.605960
n=2   sigX=  -30.467607              sigC=    1.530632+  0.000134i  sigXC=  -28.936975+  0.000134i  VH=  592.836174+ -0.000000i  Eo=  -42.651035
n=3   sigX=  -30.467607              sigC=    1.530632+  0.000134i  sigXC=  -28.936975+  0.000134i  VH=  592.836174+ -0.000000i  Eo=  -42.651035
n=4   sigX=  -29.781566              sigC=    1.564342+ -0.000116i  sigXC=  -28.217224+ -0.000116i  VH=  586.055047+ -0.000000i  Eo=  -40.085565
n=5   sigX=  -29.781566              sigC=    1.564342+ -0.000116i  sigXC=  -28.217224+ -0.000116i  VH=  586.055047+ -0.000000i  Eo=  -40.085565
n=6   sigX=  -29.690898              sigC=    1.574354+ -0.000331i  sigXC=  -28.116544+ -0.000331i  VH=  588.891634+ -0.000000i  Eo=  -39.930861
n=7   sigX=  -29.690898              sigC=    1.574354+ -0.000331i  sigXC=  -28.116544+ -0.000331i  VH=  588.891634+ -0.000000i  Eo=  -39.930861
