[lxrun] JID 55929122 · 1 nodes · 1:08:23 left · 1/1 free · incoming: lx-D
  1  nid001021  free   —              —      —  ← starting lx-D  python3 -m centroid.kmea
  [gpu_utils] WARNING: bytes_limit=None, falling back to nvidia-smi (pid=1201938)
✓ JAX initialized: 1 device(s) (local: 1, proc 0/1)
Over-sampling: k-means M = 384, prune to N_c = 256 (ratio 1.5)
[charge_density] source='auto' → reading /pscratch/sd/j/jackm/lorrax_sandbox/runs/MoS2/D_25Ry_bispinor_fixture_2026-07-15/qe/scf/MoS2.save/charge-density.hdf5
Charge density shape: (20, 20, 75)
Lattice lengths: [ 3.164292    3.16428978 11.99999999] Å
PBC min-image offsets: 5 (1 ⇒ orthorhombic); orbit mode: off
Grid: 20×20×75 = 30000 points; N_c = 384
Lloyd: 76 steps, max movement = 0.001316

Snapping 384 centroids to FFT grid (20, 20, 75)...
✓ All 384 centroids on unique grid points.

Pivoted-Cholesky prune: 384 → 256
  prune window: v×(v+c)  left=(0,26) right=(0,34)  [covers |ψ_v|² + v×c]
[pivoted_cholesky] M=384, n_keep=256, left=(0, 26), right=(0, 34), norms=off (load_wfns 2-D, mesh axes ('x', 'y'))
[pivoted_cholesky] 2-D Gram build via load_wfns: nk_tot=9, left=(0, 26) (nb=26), right=(0, 34) (nb=34), M=384, norms=off, backend=WFNReader, budget=35.1519 GB/device, band_chunk_size=64
[pivoted_cholesky] G built, shape=(384, 384), diag range [7.378e-10, 2.244e-04]
[pivoted_cholesky] picked-pivot residuals: first=2.244e-04, mid=1.313e-08, last=9.181e-10
[pivoted_cholesky] tr(R_k)/tr(G): first=9.371e-01, mid=1.922e-04, last=7.733e-06
After pruning: 256 centroids (rank=256)
Saved centroids to centroids_frac_256.txt
--- kmeans_cli timing (s) ---
Total recorded: 9.782 s
Section                                            Count    Total[s]     Self[s]      %
setup.wfn_io                                           1       0.031       0.031    0.3
setup.charge_density                                   1       0.013       0.013    0.1
kmeans                                                 1       4.373       2.007   44.7
  init                                                 1       1.146       1.146   11.7
  lloyd                                                1       0.915       0.915    9.4
  assign_labels                                        1       0.306       0.306    3.1
snap_unfold                                            1       0.001       0.001    0.0
prune                                                  1       5.364       0.495   54.8
  prune.gram                                           1       4.313       0.631   44.1
    left.load                                          1       2.272       0.035   23.2
      load_centroids.loader_load                       1       0.125       0.125    1.3
      load_centroids.gflat_to_rmu                      1       1.991       1.991   20.4
      load_centroids.reshard                           1       0.121       0.121    1.2
    left.pair                                          1       0.194       0.194    2.0
    right.load                                         1       0.567       0.031    5.8
      load_centroids.loader_load                       1       0.029       0.029    0.3
      load_centroids.gflat_to_rmu                      1       0.378       0.378    3.9
      load_centroids.reshard                           1       0.128       0.128    1.3
    right.pair                                         1       0.117       0.117    1.2
    q0_sum                                             1       0.531       0.531    5.4
  prune.select                                         1       0.557       0.557    5.7
