# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 46

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.35          0.00 B        0          0.00 B
    2.60          0.00 B        0          0.00 B
    2.85          0.00 B        4        7.50 MiB
    3.10          0.00 B        4        7.50 MiB
    3.35          0.00 B        4        7.50 MiB
    3.60          0.00 B       11      243.56 MiB
    3.85          0.00 B       11      243.56 MiB
    4.10          0.00 B       12      243.57 MiB
    4.35          0.00 B       12      243.54 MiB
    4.60          0.00 B       14      250.57 MiB
    4.85          0.00 B       23      254.08 MiB
    5.11          0.00 B       10      243.53 MiB
    5.36          0.00 B       10      243.53 MiB
    5.62          0.00 B       10      243.53 MiB
    5.87          0.00 B       10      243.53 MiB
    6.12          0.00 B       10      243.53 MiB
    6.37          0.00 B       10      243.53 MiB
    6.62          0.00 B       10      243.53 MiB
    6.87          0.00 B       10      243.53 MiB
    7.12          0.00 B       10      243.53 MiB
    7.37          0.00 B       10      243.53 MiB
    7.62          0.00 B       10      243.53 MiB
    7.87          0.00 B       10      243.53 MiB
    8.12          0.00 B       10      243.53 MiB
    8.37          0.00 B       10      243.53 MiB
    8.62          0.00 B       10      243.53 MiB
    8.88          0.00 B       10      243.53 MiB
    9.13          0.00 B       10      243.53 MiB
    9.38          0.00 B       10      243.53 MiB
    9.63          0.00 B       10      243.53 MiB
    9.88          0.00 B       10      243.53 MiB
   10.13          0.00 B       10      243.53 MiB
   10.38          0.00 B       10      243.53 MiB
   10.63          0.00 B       10      243.53 MiB
   10.88          0.00 B       10      243.53 MiB
   11.13          0.00 B       10      243.53 MiB
   11.38          0.00 B       13      243.61 MiB
   11.94          0.00 B        0          0.00 B
   12.88          0.00 B        0          0.00 B
   13.26          0.00 B        0          0.00 B
   13.58          0.00 B        0          0.00 B
   13.83          0.00 B        0          0.00 B
   14.08          0.00 B        0          0.00 B
   14.33          0.00 B        0          0.00 B
   14.58          0.00 B        0          0.00 B
   14.75          0.00 B        0          0.00 B
